MoleculeID,LogWS_exp,LogWS_pred,WS_predRange,AD_WS,AD_index_WS,Conf_index_WS,LogWS_CAS_neighbor_1,LogWS_CAS_neighbor_2,LogWS_CAS_neighbor_3,LogWS_CAS_neighbor_4,LogWS_CAS_neighbor_5,LogWS_InChiKey_neighbor_1,LogWS_InChiKey_neighbor_2,LogWS_InChiKey_neighbor_3,LogWS_InChiKey_neighbor_4,LogWS_InChiKey_neighbor_5,LogWS_DTXSID_neighbor_1,LogWS_DTXSID_neighbor_2,LogWS_DTXSID_neighbor_3,LogWS_DTXSID_neighbor_4,LogWS_DTXSID_neighbor_5,LogWS_Exp_neighbor_1,LogWS_Exp_neighbor_2,LogWS_Exp_neighbor_3,LogWS_Exp_neighbor_4,LogWS_Exp_neighbor_5,LogWS_pred_neighbor_1,LogWS_pred_neighbor_2,LogWS_pred_neighbor_3,LogWS_pred_neighbor_4,LogWS_pred_neighbor_5,XLogP,naasC,minHBa,MLFER_A,nHBAcc,MAXDN,MLFER_E,mindNH,MDEO_11,apol,minHsOH
DTXSID0037495,-2.41,-2.41,[-2.43:-2.39],1,1,0.901,1007-28-9,6190-65-4,30125-63-4,3397-62-4,3004-71-5,IVENSCMCQBJAKW-UHFFFAOYSA-N,DFWFIQKMSFGDCQ-UHFFFAOYSA-N,LMKQNTMFZLAJDV-UHFFFAOYSA-N,FVFVNNKYKYZTJU-UHFFFAOYSA-N,KLJYRZOFJHYOCO-UHFFFAOYSA-N,DTXSID0037495,DTXSID5037494,DTXSID80184211,DTXSID1037806,DTXSID9062774,-2.41,-2.24,-2.79,-2.38,-2.89,-2.81,-3.1,-3.07,-2.29,-3.75,0.262,3,0.621523053665911,0.444,5,1.3679475308642,1.94,0,0,21.814344,0
DTXSID5025312,0.94,0.94,[0.88:1],1,1,0.906,100-74-3,109-02-4,10315-98-7,110-91-8,59-89-2,HVCNXQOWACZAFN-UHFFFAOYSA-N,SJRJJKPEHAURKC-UHFFFAOYSA-N,QKVSMSABRNCNRS-UHFFFAOYSA-N,YNAVUWVOSKDBBP-UHFFFAOYSA-N,ZKXDGKXYMTYWTB-UHFFFAOYSA-N,DTXSID5025312,DTXSID9029146,DTXSID30145675,DTXSID2025688,DTXSID4021056,0.94,1,-0.71,1.06,0.94,0.6,0.94,0.26,0.99,1.02,0.086,0,2.39236111111111,0.003,2,0.575555555555556,0.377,0,0,21.130309,0
DTXSID9034650,-4.55,-4.54,[-4.55:-4.44],1,1,0.782,100784-20-1,93697-74-6,111991-09-4,101200-48-0,79277-27-3,FMGZEUWROYGLAY-UHFFFAOYSA-N,BGNQYGRXEXDAIQ-UHFFFAOYSA-N,RTCOGUMHFFWOJV-UHFFFAOYSA-N,VLCQZHSMCYCDJL-UHFFFAOYSA-N,AHTPATJNIAFOLR-UHFFFAOYSA-N,DTXSID9034650,DTXSID9058496,DTXSID6034764,DTXSID8024101,DTXSID1024124,-4.55,-4.46,-1.64,-3.36,-2.57,-2.98,-3.06,-3.43,-2.68,-3.33,0.0909999999999994,6,0.105412447733589,0.103,11,6.60068868656859,2.164,0,1.42381395722843,50.175895,0
DTXSID9021845,NaN,0.25,[-0.45:0.95],1,0.748,0.657,5634-39-9,111-90-0,923-26-2,999-61-1,124-68-5,KZODGPRCEZYZRW-UHFFFAOYSA-N,XXJWXESWEXIICW-UHFFFAOYSA-N,VHSHLMUCYSAUQU-UHFFFAOYSA-N,GWZMWHWAWHPNHN-UHFFFAOYSA-N,CBTVGIZVANVGBH-UHFFFAOYSA-N,DTXSID4020741,DTXSID2021941,DTXSID1029629,DTXSID0022143,DTXSID8027032,-0.41,0.87,-0.57,0.89,1.05,0.9,0.59,0.41,0.12,1.05,-0.0380000000000003,0,5.16157407407407,0.259,3,1.74266203703704,0.432,0,0,20.967516,0.680833333333333
DTXSID0027721,-7.78,-7.78,[-7.85:-7.71],1,1,0.841,10081-67-1,40470-68-6,1198395-24-2,147116-67-4,1799707-26-8,UJAWGGOCYUPCPS-UHFFFAOYSA-N,HZAWHDJKNZWAAR-UHFFFAOYSA-N,OBARUOOPPWHZRQ-UHFFFAOYSA-N,OMPCVMLFFSQFIX-UHFFFAOYSA-N,GYJHCTNSYNTKGX-UHFFFAOYSA-N,DTXSID0027721,DTXSID5068231,DTXSID60735801,DTXSID1057874,DTXSID901021066,-7.78,-7.14,-7.38,-4.69,-9.04,-6.97,-8.13,-5.59,-6.11,-6.01,14.736,6,3.54077128999748,0.003,1,1.27335396148926,2.894,0,0,74.5705829999999,0
DTXSID1047601,NaN,-1.89,[-2.19:-1.59],1,0.741,0.762,103-05-9,56836-93-2,93-54-9,2035-93-0,13351-61-6,YXVSKJDFNJFXAJ-UHFFFAOYSA-N,VSIXJPFQJMODCS-UHFFFAOYSA-N,DYUQAZSOFZSPHD-UHFFFAOYSA-N,NCYQVRNLBAYSLE-UHFFFAOYSA-N,VNGAHMPMLRTSLF-UHFFFAOYSA-N,DTXSID3021851,DTXSID8052229,DTXSID2044474,DTXSID20883711,DTXSID30158149,-1.56,-1.7,-2.34,-2.15,-2.04,-2.12,-2.1,-1.63,-2.12,-2.28,4.066,1,9.47107709750567,0.348,1,1.84587962962963,0.808,0,0,27.737102,0.45281887755102
DTXSID20884445,-7.42,-7.42,[-7.44:-7.4],1,1,0.934,10094-45-8,13276-08-9,72901-31-6,17673-56-2,24271-12-3,FUSNPOOETKRESL-UHFFFAOYSA-N,DJWFNQUDPJTSAD-UHFFFAOYSA-N,GCAONVVVMAVFDE-UHFFFAOYSA-N,SZAMSYKZCSDVBH-UHFFFAOYSA-N,GAQPWOABOQGPKA-UHFFFAOYSA-N,DTXSID20884445,DTXSID6065393,DTXSID901015281,DTXSID701317714,DTXSID3066974,-7.42,-7.03,-7.73,-7.07,-8.07,-7.19,-7.49,-7.22,-6.4,-6.32,19.574,0,3.14728040596049,0.371,2,1.39168262860361,0.453,0,0,124.978647,0
DTXSID6020692,0.33,0.32,[0.21:0.33],1,1,0.782,100-97-0,2004-03-7,54-95-5,6610-29-3,87-42-3,VKYKSIONXSXAKP-UHFFFAOYSA-N,SYMHUEFSSMBHJA-UHFFFAOYSA-N,CWRVKFFCRWGWCS-UHFFFAOYSA-N,PTVZQOAHCSKAAS-UHFFFAOYSA-N,ZKBQDFAWXLTYKS-UHFFFAOYSA-N,DTXSID6020692,DTXSID6073283,DTXSID7041091,DTXSID7044390,DTXSID00861673,0.33,0.17,-0.14,-3.42,-1.49,-1.2,-1.71,-0.87,-0.73,-0.87,-0.186,0,2.46875,0.003,4,0.3125,1.128,0,0,22.961516,0
DTXSID3041584,-7.76,-7.76,[-7.76:-7.69],1,1,0.773,101007-06-1,400882-07-7,164656-23-9,229977-93-9,117428-22-5,YLFSVIMMRPNPFK-UHFFFAOYSA-N,AWSZRJQNBMEZOI-UHFFFAOYSA-N,JWJOTENAMICLJG-UHFFFAOYSA-N,MXWAGQASUDSFBG-UHFFFAOYSA-N,IBSNKSODLGJUMQ-UHFFFAOYSA-N,DTXSID3041584,DTXSID8058089,DTXSID8046452,DTXSID4058027,DTXSID9047542,-7.76,-7.2,-5.76,-6.09,-5.07,-5.9,-6.18,-6.48,-5.12,-5.24,8.396,3,3.56816614538539,0.11,5,7.09455449803561,1.252,0,0.142857142857143,68.2146529999999,0
DTXSID0026252,NaN,-4.62,[-7.03:-2.21],1,0.568,0.261,597-82-0,2104-64-5,2253-60-3,13067-93-1,18854-01-8,IKXFIBBKEARMLL-UHFFFAOYSA-N,AIGRXSNSLVJMEA-UHFFFAOYSA-N,CKSHRDPCFLDKPV-UHFFFAOYSA-N,LRNJHZNPJSPMGK-UHFFFAOYSA-N,SDMSCIWHRZJSRN-UHFFFAOYSA-N,DTXSID4029191,DTXSID7022174,DTXSID10325736,DTXSID5041805,DTXSID0042080,-7.09,-5.28,-0.07,-5.2,-5.22,-4.02,-4.4,-5.64,-4.68,-4.96,7.338,3,6.00731502477534,0.003,0,3.83669410150892,2.145,0,0,47.717895,0
DTXSID9020089,-4.54,-4.54,[-4.61:-4.47],1,1,0.904,101-05-3,244768-32-9,14028-44-5,101-20-2,74115-24-5,IMHBYKMAHXWHRP-UHFFFAOYSA-N,QXCHAADSAYQDHL-UHFFFAOYSA-N,QWGDMFLQWFTERH-UHFFFAOYSA-N,ICUTUKXCWQYESQ-UHFFFAOYSA-N,UXADOQPNKNTIHB-UHFFFAOYSA-N,DTXSID9020089,DTXSID90458374,DTXSID7022598,DTXSID4026214,DTXSID9023881,-4.54,-5.44,-3.26,-5.7,-6.38,-4.88,-3.45,-4.32,-5.58,-4.24,3.318,5,0.687989927338105,0.003,4,0.96212962962963,2.381,0,0,30.113965,0
DTXSID9034232,-2.22,-2.22,[-2.22:-2.21],1,1,0.985,101-10-0,3307-39-9,25140-86-7,614-61-9,588-32-9,YNTJKQDWYXUTLZ-UHFFFAOYSA-N,DKHJWWRYTONYHB-UHFFFAOYSA-N,ZGWNXHRVUJVMCP-UHFFFAOYSA-N,OPQYFNRLWBWCST-UHFFFAOYSA-N,XSBUXVWJQVTYLC-UHFFFAOYSA-N,DTXSID9034232,DTXSID90875865,DTXSID50871343,DTXSID00210324,DTXSID90207526,-2.22,-2.13,-2.22,-2.16,-2.2,-2.18,-2.22,-2.19,-2.22,-2.22,2.356,2,0.766091112370874,0.502,2,2.6102519526329,0.939,0,0.5,26.427137,0.736658202632905
DTXSID5020865,-4.28,-4.29,[-4.33:-4.28],1,1,0.876,101-14-4,91-94-1,56966-52-0,74738-17-3,100643-71-8,IBOFVQJTBBUKMU-UHFFFAOYSA-N,HUWXDEQWWKGHRV-UHFFFAOYSA-N,SOOLDKUMSVNBIW-UHFFFAOYSA-N,FKLFBQCQQYDUAM-UHFFFAOYSA-N,JAUOIFJMECXRGI-UHFFFAOYSA-N,DTXSID5020865,DTXSID6020432,DTXSID7069150,DTXSID0036633,DTXSID1044196,-4.28,-4.91,-5.05,-4.82,-4.9,-4.83,-4.63,-5.16,-4.17,-3.61,3.461,6,0.816498420241439,0.497,2,0.736593077445884,2.108,0,0,37.441516,0
DTXSID1045033,-0.94,-0.95,[-1:-0.94],1,1,0.795,10118-90-8,60-54-8,751-97-3,564-25-0,914-00-1,ZZZRUAITSXLWBH-UHFFFAOYSA-N,MUHBBHLZPHKTTR-UHFFFAOYSA-N,PLDZOHPIBZVDLQ-UHFFFAOYSA-N,VXVNYCRICCVPTD-UHFFFAOYSA-N,QNJKSUYWBCNWFI-UHFFFAOYSA-N,DTXSID1045033,DTXSID7023645,DTXSID7023568,DTXSID0037653,DTXSID2023272,-0.94,-3.03,-1.42,-2.86,-1.77,-2.39,-2.36,-2.62,-2.39,-2.73,-1.583,4,1.46193363147728,0.603,9,3.95272746598639,2.788,0,3.9101748404706,67.397411,0.116768156336609
DTXSID8024101,-3.36,-3.36,[-3.44:-3.28],1,1,0.853,101200-48-0,111991-09-4,74223-64-6,144651-06-9,93697-74-6,VLCQZHSMCYCDJL-UHFFFAOYSA-N,RTCOGUMHFFWOJV-UHFFFAOYSA-N,RSMUVYRMZCOLBH-UHFFFAOYSA-N,IOXAXYHXMLCCJJ-UHFFFAOYSA-N,BGNQYGRXEXDAIQ-UHFFFAOYSA-N,DTXSID8024101,DTXSID6034764,DTXSID6023864,DTXSID4034364,DTXSID9058496,-3.36,-1.64,-1.87,-3.39,-4.46,-2.68,-3.43,-3.14,-2.62,-3.06,1.324,5,0.907578184051398,0.24,10,6.48773358254482,2.213,0,1.42381395722843,50.947481,0
DTXSID4026214,-5.7,-5.7,[-5.75:-5.65],1,1,0.952,101-20-2,1584-62-9,79540-50-4,5504-92-7,877179-03-8,ICUTUKXCWQYESQ-UHFFFAOYSA-N,WUZSFIKFFXBHMB-UHFFFAOYSA-N,ICWUMLXQKFTJMH-UHFFFAOYSA-N,JQMAWYRGSOSWNJ-UHFFFAOYSA-N,AXJVTIXMCNXNFH-UHFFFAOYSA-N,DTXSID4026214,DTXSID7057656,DTXSID6058188,DTXSID60203590,DTXSID10893844,-5.7,-5.57,-5.57,-6.89,-4.57,-5.58,-6.35,-5.39,-5.46,-6.06,4.302,5,0.838983085812558,-0.0959999999999999,3,1.85131547269113,2.106,0,0,38.423137,0
DTXSID0057918,-3.85,-3.84,[-3.93:-3.73],1,1,0.821,101205-02-1,99129-21-2,74051-80-2,149979-41-9,62850-32-2,GOJRHLKLWMSXMB-UHFFFAOYSA-N,YWTHVAKOGDVEOS-UHFFFAOYSA-N,NMHGOXYVOKDNHF-UHFFFAOYSA-N,LHTJZXMWYGUVJS-UHFFFAOYSA-N,HMIBKHHNXANVHR-UHFFFAOYSA-N,DTXSID0057918,DTXSID3034458,DTXSID9024304,DTXSID7034252,DTXSID5058145,-3.85,-1.82,-2.97,-2.9,-3.93,-2.89,-3.6,-3.28,-3.82,-4.49,2.729,0,-0.56270320012138,0.003,2,1.9489666005291,1.226,0,0.25,54.329411,0
DTXSID7020764,-3.36,-3.36,[-3.42:-3.3],1,1,0.949,101-21-3,2164-13-8,101-27-9,1967-16-4,117428-95-2,CWJSHJJYOPWUGX-UHFFFAOYSA-N,CURLHBZYTFVCRG-UHFFFAOYSA-N,MCOQHIWZJUDQIC-UHFFFAOYSA-N,ULBXWWGWDPVHAO-UHFFFAOYSA-N,QHBMFLGCOYKWJH-UHFFFAOYSA-N,DTXSID7020764,DTXSID90874212,DTXSID3041617,DTXSID6041769,DTXSID301035704,-3.36,-3.17,-4.37,-2.62,-3.38,-3.48,-3.49,-3.11,-3.68,-3.24,3.192,2,0.802485429128213,-0.113,3,2.05997256515775,1.016,0,0,30.485516,0
DTXSID70554727,-5.25,-5.25,[-5.35:-5.15],1,1,0.843,101238-01-1,51277-96-4,109-28-4,1700656-13-8,7173-62-8,XVKKTGPETSQMSD-UHFFFAOYSA-N,OJEDLJOFFJSLLI-UHFFFAOYSA-O,UCWYGNTYSWIDSW-UHFFFAOYSA-N,OKVLJDBLLKNOQZ-UHFFFAOYSA-N,TUFJPPAQOXUHRI-UHFFFAOYSA-N,DTXSID70554727,DTXSID90885949,DTXSID10873803,DTXSID50869129,DTXSID0027644,-5.25,-3.25,-2.46,-5.39,-3.96,-4.52,-5.03,-4,-3.88,-8.24,7.526,0,3.62836027292771,0.324,3,1.66995759730022,0.369,0,0,67.0025129999999,0
DTXSID8037754,-2.91,-2.91,[-2.91:-2.86],1,1,0.859,101-37-1,884-43-5,20665-85-4,69098-08-4,104-28-9,BJELTSYBAHKXRW-UHFFFAOYSA-N,ZLKYBXDNXFQYDL-UHFFFAOYSA-N,BGKAKRUFBSTALK-UHFFFAOYSA-N,CDCQKYGCIPUMCF-UHFFFAOYSA-N,CMDKPGRTAQVGFQ-UHFFFAOYSA-N,DTXSID8037754,DTXSID80237019,DTXSID9047201,DTXSID401036400,DTXSID2025264,-2.91,-1.48,-2.59,-2.34,-2.7,-2.24,-2.57,-2.54,-2.76,-3.22,2.001,3,5.20448837868481,0.003,3,1.55275510204082,1.037,0,0,36.827895,0
DTXSID4025587,-2.4,-2.39,[-2.4:-2.34],1,1,0.876,101-39-3|15174-47-7,104-55-2,16251-77-7,93-53-8,122-57-6,VLUMOWNVWOXZAU-UHFFFAOYSA-N,KJPRLNWUNMBNBZ-UHFFFAOYSA-N,MYHGOWDLVRDUFA-UHFFFAOYSA-N,IQVAERDLDAZARL-UHFFFAOYSA-N,BWHOZHOGCMHOBV-UHFFFAOYSA-N,DTXSID4025587|DTXSID401018359,DTXSID1024835,DTXSID4047098,DTXSID0052629,DTXSID4025662,-2.4,-1.97,-1.87,-1.71,-2.04,-1.86,-1.95,-2.13,-1.99,-2.05,4.166,1,10.2409103363568,0.003,1,1.14583333333333,0.939,0,0,25.06993,0
DTXSID1044352,-2.17,-2.17,[-2.22:-2.12],1,1,0.961,101-41-7,93-89-0,140-11-4,769-78-8,122-63-4,CRZQGDNQQAALAY-UHFFFAOYSA-N,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,QUKGYYKBILRGFE-UHFFFAOYSA-N,KOZCZZVUFDCZGG-UHFFFAOYSA-N,VHOMAPWVLKRQAZ-UHFFFAOYSA-N,DTXSID1044352,DTXSID3038696,DTXSID0020151,DTXSID50227700,DTXSID4044791,-2.17,-2.32,-1.68,-2.62,-2.78,-2.22,-1.69,-2.3,-2.16,-1.55,3.401,1,4.51519557823129,0.003,2,1.86462962962963,0.704,0,0,24.11193,0
DTXSID7037551,-1.61,-1.61,[-1.64:-1.58],1,1,0.944,101-42-8,7160-01-2,101-99-5,7160-02-3,28170-54-9,XXOYNJXVWVNOOJ-UHFFFAOYSA-N,QTERLAXNZRFFMZ-UHFFFAOYSA-N,LBKPGNUOUPTQKA-UHFFFAOYSA-N,LCLYWJDPJMDAQN-UHFFFAOYSA-N,BGDUKFUILQWOAE-UHFFFAOYSA-N,DTXSID7037551,DTXSID60221835,DTXSID0059243,DTXSID00876065,DTXSID30182444,-1.61,-1.64,-2.37,-1.33,-2.1,-1.79,-2.03,-2.75,-2,-1.52,2.035,1,1.49305555555556,-0.207,3,1.77666666666667,1.001,0,0,26.843516,0
DTXSID7051507,-3.1,-3.09,[-3.16:-3.02],1,1,0.869,101-43-9,188570-78-7,67634-26-8,104-61-0,5726-19-2,OIWOHHBRDFKZNC-UHFFFAOYSA-N,AQALQDMWXUIMHX-UHFFFAOYSA-N,LICUDMOFXVHDPB-UHFFFAOYSA-N,OALYTRUKMRCXNH-UHFFFAOYSA-N,AKIIJALHGMKJEJ-UHFFFAOYSA-N,DTXSID7051507,DTXSID4051825,DTXSID2052364,DTXSID0034229,DTXSID70863609,-3.1,-2.92,-3.25,-1.86,-2.55,-2.53,-2.33,-2.89,-2.56,-2.36,2.542,0,5.21425925925926,0.003,2,1.90101851851852,0.408,0,0,29.872688,0
DTXSID1041978,-8.22,-8.22,[-8.22:-8.18],1,1,0.836,101463-69-8,86811-58-7,71422-67-8,86479-06-3,201593-84-2,RYLHNOVXKPXDIP-UHFFFAOYSA-N,YOWNVPAUWYHLQX-UHFFFAOYSA-N,UISUNVFOGSJSKD-UHFFFAOYSA-N,RGNPBRKPHBKNKX-UHFFFAOYSA-N,YNKFZRGTXAPYFD-UHFFFAOYSA-N,DTXSID1041978,DTXSID1046556,DTXSID5041772,DTXSID3032620,DTXSID0058013,-8.22,-7.4,-7.53,-7.23,-7.17,-7.32,-7.47,-7.38,-6.69,-6.8,7.649,9,0.0243925741994768,0.396,4,5.74890529782543,1.921,0,0.25,54.422723,0
DTXSID3047001,-1.63,-1.64,[-1.73:-1.63],1,1,0.838,101-48-4,103-37-7,103-28-6,122-63-4,101-97-3,WNJSKZBEWNVKGU-UHFFFAOYSA-N,VONGZNXBKCOUHB-UHFFFAOYSA-N,UIKJRDSCEYGECG-UHFFFAOYSA-N,VHOMAPWVLKRQAZ-UHFFFAOYSA-N,DULCUDSUACXJJC-UHFFFAOYSA-N,DTXSID3047001,DTXSID7047510,DTXSID6047602,DTXSID4044791,DTXSID6044353,-1.63,-2.96,-2.26,-2.78,-2.34,-2.44,-2.78,-2.12,-1.55,-1.85,3.692,1,5.08116780045351,0.003,2,1.46537037037037,0.677,0,0,28.539102,0
DTXSID6059231,NaN,-2.25,[-2.66:-1.84],1,0.405,0.584,81-11-8,25956-17-6,2783-94-0,85-75-6,117-61-3,REJHVSOVQBJEBF-UHFFFAOYSA-N,UQWIHFJXDRNUDP-UHFFFAOYSA-N,KEYWXKLGZZGHMT-UHFFFAOYSA-N,QUFFRITXLMVPMV-UHFFFAOYSA-N,MBJAPGAZEWPEFB-UHFFFAOYSA-N,DTXSID5024926,DTXSID4024436,DTXSID6021456,DTXSID0058930,DTXSID3024572,-2.76,-2.07,-2.05,-1.64,-2.62,-2.21,-2.39,-3.52,-0.66,-1.77,2.373,5,5.48939424076877,0.25,9,6.36150835934511,2.792,0,2.55959063884902,42.366723,0.565006314385876
DTXSID10869362,NaN,-3.15,[-4.28:-2.02],1,0.564,0.55,86241-90-9,501-68-8,95-06-7,571-58-4,2003244-43-5,FBMVFHKKLDGLJA-UHFFFAOYSA-N,JPYQFYIEOUVJDU-UHFFFAOYSA-N,XJCLWVXTCRQIDI-UHFFFAOYSA-N,APQSQLNWAIULLK-UHFFFAOYSA-N,IDYDEKRGDSORFT-UHFFFAOYSA-N,DTXSID10862338,DTXSID5057755,DTXSID7021289,DTXSID8035423,DTXSID401019507,-1.37,-3.3,-3.36,-4.14,-4.38,-1.52,-1.66,-3.22,-4.05,-4.56,3.134,0,-0.392932098765432,0.324,1,1.04108024691358,0.986,0,0,35.409067,0
DTXSID7025895,-2.56,-2.57,[-2.65:-2.49],1,1,0.9,101-54-2,132-32-1,101-72-4,3878-19-1,1131-18-6,ATGUVEKSASEFFO-UHFFFAOYSA-N,OXEUETBFKVCRNP-UHFFFAOYSA-N,OUBMGJOQLXMSNT-UHFFFAOYSA-N,UYJUZNLFJAWNEZ-UHFFFAOYSA-N,FMKMKBLHMONXJM-UHFFFAOYSA-N,DTXSID7025895,DTXSID1030319,DTXSID1025485,DTXSID4041995,DTXSID6044517,-2.56,-2.32,-4.47,-3.41,-0.94,-2.92,-2.31,-3.05,-2.44,-1.9,3.669,3,3.27555555555556,0.25,2,0.885544742588393,1.947,0,0,31.321516,0
DTXSID5020869,-4.78,-4.78,[-4.78:-4.71],1,1,0.816,101-61-1,3964-81-6,50-49-7,1668-19-5,132-21-8,JNRLEMMIVRBKJE-UHFFFAOYSA-N,SEBMTIQKRHYNIT-UHFFFAOYSA-N,BCGWQEUPMDMJNV-UHFFFAOYSA-N,ODQWQRRAPPTVAG-UHFFFAOYSA-N,ZDIGNSYAACHWNL-UHFFFAOYSA-N,DTXSID5020869,DTXSID6022636,DTXSID1043881,DTXSID7022966,DTXSID8022905,-4.78,-3.41,-4.3,-3.77,-4.4,-3.68,-3.63,-3.36,-3.34,-2.83,4.949,4,2.12069160997732,0.003,2,0.512482993197279,1.788,0,0,46.789446,0
DTXSID30893609,NaN,-2.81,[-3.4:-2.22],1,0.729,0.678,3874-54-2,14437-17-3,34841-35-5,14426-42-7,189813-45-4,HXAOUYGZEOZTJO-UHFFFAOYSA-N,YJKIALIXRCSISK-UHFFFAOYSA-N,PQWGFUFROKIJBO-UHFFFAOYSA-N,QULRDJFRGVHKLN-UHFFFAOYSA-N,GMZGDMPLWXWBQJ-UHFFFAOYSA-N,DTXSID3057729,DTXSID5041770,DTXSID1049277,DTXSID60162658,DTXSID701019394,-2.99,-3.77,-1.85,-2.42,-2.82,-2.92,-2.31,-2.58,-3.26,-3.29,3.507,2,0.424940635604951,0.003,1,1.89326877047115,0.797,0,0,27.80693,0
DTXSID1025485,-4.47,-4.47,[-4.6:-4.34],1,1,0.786,101-72-4,101-54-2,793-24-8,101-93-9,101-73-5,OUBMGJOQLXMSNT-UHFFFAOYSA-N,ATGUVEKSASEFFO-UHFFFAOYSA-N,ZZMVLMVFYMGSMY-UHFFFAOYSA-N,QXDAEKSDNVPFJG-UHFFFAOYSA-N,CVVFFUKULYKOJR-UHFFFAOYSA-N,DTXSID1025485,DTXSID7025895,DTXSID9025114,DTXSID0046062,DTXSID2020763,-4.47,-2.56,-5.29,-1.13,-2.36,-3.05,-2.92,-3.55,-4.27,-3.77,4.942,3,3.35665674603175,0.197,2,0.872284700662226,1.857,0,0,40.602274,0
DTXSID6022422,-2.3,-2.31,[-2.39:-2.3],1,1,0.845,101-77-9,6052-15-9,621-95-4,92-87-5,101-80-4,YBRVSVVVWCFQMG-UHFFFAOYSA-N,WAUKJWLKPXRNKT-UHFFFAOYSA-N,UHNUHZHQLCGZDA-UHFFFAOYSA-N,HFACYLZERDEVSX-UHFFFAOYSA-N,HLBLWEWZXPIGSM-UHFFFAOYSA-N,DTXSID6022422,DTXSID50363394,DTXSID3060742,DTXSID2020137,DTXSID0021094,-2.3,-2.43,-3.65,-2.74,-3.62,-3.05,-3,-2.83,-3.19,-3.07,3.691,4,5.62339065255732,0.497,2,0.864762849584278,1.838,0,0,34.415102,0
DTXSID0021094,-3.62,-3.62,[-3.7:-3.54],1,1,0.869,101-80-4,92-87-5,52411-34-4,101-77-9,6052-15-9,HLBLWEWZXPIGSM-UHFFFAOYSA-N,HFACYLZERDEVSX-UHFFFAOYSA-N,PSDFQEVOCCOOET-UHFFFAOYSA-N,YBRVSVVVWCFQMG-UHFFFAOYSA-N,WAUKJWLKPXRNKT-UHFFFAOYSA-N,DTXSID0021094,DTXSID2020137,DTXSID00365262,DTXSID6022422,DTXSID50363394,-3.62,-2.74,-4.39,-2.3,-2.43,-3.07,-3.19,-2.97,-3.05,-3,2.624,4,5.56783509700176,0.497,2,0.944762849584278,1.852,0,0,32.123516,0
DTXSID4046787,-7.61,-7.61,[-7.61:-7.48],1,1,0.727,101831-37-2,84632-50-8,7261-97-4,950782-86-2,58-14-0,ZSZFUDFOPOMEET-UHFFFAOYSA-N,IBHROEAVFSSQRT-UHFFFAOYSA-N,OZOMQRBLCMDCEG-UHFFFAOYSA-N,YFONKFDEZLYQDH-UHFFFAOYSA-N,WKSAUQYGYAYLPV-UHFFFAOYSA-N,DTXSID4046787,DTXSID901020020,DTXSID7022881,DTXSID0058223,DTXSID9021217,-7.61,-7.43,-3.46,-5.03,-3.4,-4.39,-3.16,-4.23,-4.49,-4.63,3.541,6,0.526997408931565,0.786,6,2.22353292705971,2.612,0,0.25,48.465137,0
DTXSID6025018,NaN,-3.09,[-3.59:-2.59],1,0.653,0.663,60-40-2,109-46-6,143-16-8,17351-75-6,1116-40-1,IMYZQPCYWPFTAG-UHFFFAOYSA-N,KFFQABQEJATQAT-UHFFFAOYSA-N,PXSXRABJBXYMFT-UHFFFAOYSA-N,DQNSRQYYCSXZDF-UHFFFAOYSA-N,IIFFFBSAXDNJHX-UHFFFAOYSA-N,DTXSID0023240,DTXSID8042187,DTXSID1022009,DTXSID0044604,DTXSID7026233,-3.13,-2.95,-3.16,-3.93,-2.27,-2.06,-2.65,-3.29,-2.69,-2.88,3.48,0,3.85777777777778,0.09,1,0.46125,0.564,0,0,37.556239,0
DTXSID9021847,-3.88,-3.88,[-4:-3.76],1,1,0.868,101-84-8,104-66-5,93-18-5,93-04-9,103-50-4,USIUVYZYUHIAEV-UHFFFAOYSA-N,XCSGHNKDXGYELG-UHFFFAOYSA-N,GUMOJENFFHZAFP-UHFFFAOYSA-N,LUZDYPLAQQGJEA-UHFFFAOYSA-N,MHDVGSVTJDSBDK-UHFFFAOYSA-N,DTXSID9021847,DTXSID5026706,DTXSID2049684,DTXSID7044392,DTXSID5025819,-3.88,-3.99,-7.24,-3.27,-3.67,-4.39,-4.71,-4.08,-5.47,-3.9,5.106,2,5.57833333333333,0.003,0,0.7975,1.302,0,0,28.58993,0
DTXSID2020470,-3.13,-3.12,[-3.13:-3.06],1,1,0.819,101-90-6,18096-62-3,2210-79-9,49621-56-9,21962-45-8,WPYCRFCQABTEKC-UHFFFAOYSA-N,CZSXBBWOROMVEW-UHFFFAOYSA-N,KFUSXMDYOPXKKT-UHFFFAOYSA-N,LECKQPWCSYMCDR-UHFFFAOYSA-N,ZXENVSJZOHXCKL-UHFFFAOYSA-N,DTXSID2020470,DTXSID5051810,DTXSID8024862,DTXSID10313037,DTXSID20586553,-3.13,-1.66,-2.25,-1.9,-2.72,-2.07,-2.1,-1.94,-2.14,-1.91,1.182,2,5.0749072167511,0.003,2,1.05144581443689,1.112,0,0,33.663102,0
