MoleculeID,LogP_exp,LogP_pred,LogP_predRange,AD_LogP,AD_index_LogP,Conf_index_LogP,LogP_CAS_neighbor_1,LogP_CAS_neighbor_2,LogP_CAS_neighbor_3,LogP_CAS_neighbor_4,LogP_CAS_neighbor_5,LogP_InChiKey_neighbor_1,LogP_InChiKey_neighbor_2,LogP_InChiKey_neighbor_3,LogP_InChiKey_neighbor_4,LogP_InChiKey_neighbor_5,LogP_DTXSID_neighbor_1,LogP_DTXSID_neighbor_2,LogP_DTXSID_neighbor_3,LogP_DTXSID_neighbor_4,LogP_DTXSID_neighbor_5,LogP_Exp_neighbor_1,LogP_Exp_neighbor_2,LogP_Exp_neighbor_3,LogP_Exp_neighbor_4,LogP_Exp_neighbor_5,LogP_pred_neighbor_1,LogP_pred_neighbor_2,LogP_pred_neighbor_3,LogP_pred_neighbor_4,LogP_pred_neighbor_5,CrippenLogP,GATS2c,LipoaffinityIndex,AATS1p,ATSC1i,ETA_EtaP,MLFER_S,nN,ETA_Beta,SaltIndex
DTXSID1020807,2.42,2.42,[2.36:2.48],1,1,0.818,149-30-4,1985-12-2,16063-69-7,2131-59-1,623-00-7,YXIWHUQXZSMYRE-UHFFFAOYSA-N,XQACWEBGSZBLRG-UHFFFAOYSA-N,FJNNGKMAGDPVIU-UHFFFAOYSA-N,ZMGMGHNOACSMQN-UHFFFAOYSA-N,HQSCPPCMBMFJJN-UHFFFAOYSA-N,DTXSID1020807,DTXSID30173594,DTXSID80166951,DTXSID30175578,DTXSID60211352,2.42,4.03,2.68,4.12,2.36,3.49,3.66,2.84,3.72,2.37,2.44778,0.554442588439807,3.58831588477366,2.58276730875,-2.62772409536453,0.45555,1.686,1,15.5,0
DTXSID2044397,0.3,0.3,[0.26:0.34],1,1,0.947,1493-13-6,33454-82-9,756-79-6,2527-99-3,4122-57-0,ITMCEJHCFYSIIV-UHFFFAOYSA-N,ITMCEJHCFYSIIV-UHFFFAOYSA-N,VONWDASPFIQPDY-UHFFFAOYSA-N,FBPIDMAELBIRLE-UHFFFAOYSA-N,OIIJJGAFRGJQSQ-UHFFFAOYSA-N,DTXSID2044397,DTXSID3044419,DTXSID0020494,DTXSID50344805,DTXSID70875863,0.3,0.3,-0.61,1.84,1,0.46,0.46,0.16,2.01,1.42,1.4748,1.12818337186939,3.11513580246914,1.89321724825,-8.82498153485954,0.51492,1.702,0,7.25,0
DTXSID6043919,-2.29,-2.29,[-2.31:-2.27],1,1,0.911,149-32-6,115-77-5,87-72-9,147-81-9|50-69-1,56-81-5,UNXHWFMMPAWVPI-UHFFFAOYSA-N,WXZMFSXDPGVJKK-UHFFFAOYSA-N,SRBFZHDQGSBBOR-UHFFFAOYSA-N,PYMYPHUHKUWMLA-UHFFFAOYSA-N,PEDCQBHIVMGVHV-UHFFFAOYSA-N,DTXSID6043919,DTXSID2026943,DTXSID5052836,DTXSID8041610|DTXSID6043917,DTXSID9020663,-2.29,-1.69,-2.32,-2.67,-1.86,-1.95,-2.13,-2.37,-2.47,-1.08,-2.3072,0.977096633503213,-1.54601537037037,1.32614104729412,1.53612523039232,0.70106,1.292,0,4.5,0
DTXSID7027120,NaN,-3.1,[-4.6:-1.52],1,0.563,0.367,870-72-4,2580-77-0,497-23-4,107-35-7,2495-39-8,DETXZQGDWUJKMO-UHFFFAOYSA-N,QQLILYBIARWEIF-UHFFFAOYSA-N,VIHAEDVKXSOUAT-UHFFFAOYSA-N,XOAAWQZATWQOTB-UHFFFAOYSA-N,UIIIBRHUICCMAI-UHFFFAOYSA-N,DTXSID3027328,DTXSID2062533,DTXSID7075422,DTXSID3021304,DTXSID3041451,-4.6,-2.06,-0.6,-1.3,-3.5,-1.82,-2.05,-0.26,-1.41,0.4,0.0236,0.887721229046889,-0.226123456790123,1.766320574,-1.22404241948745,0.4201,2.206,0,4.25,110
DTXSID9025293,2.64,2.64,[2.61:2.67],1,1,0.944,149-57-5,99-66-1,124-07-2,3274-28-0,20225-24-5,OBETXYAYXDNJHR-UHFFFAOYSA-N,NIJJYAXOARWZEE-UHFFFAOYSA-N,WWZKQHOCKIZLMA-UHFFFAOYSA-N,HWXRWNDOEKHFTL-UHFFFAOYSA-N,BAZMYXGARXYAEQ-UHFFFAOYSA-N,DTXSID9025293,DTXSID6023733,DTXSID3021645,DTXSID20875838,DTXSID10875701,2.64,2.75,3.05,3.01,2.23,2.82,2.75,2.7,3.05,2.27,2.52129,0.520342349440244,3.56307009826153,1.57755650544,-0.932444536576975,0.91876,0.469,0,6.5,0
DTXSID7041207,-2.12,-2.11,[-2.12:-1.89],1,1,0.696,14960-06-6,30364-51-3,52558-73-3,NOCAS_871945,58725-33-0,XYYUAOIALFMRGY-UHFFFAOYSA-N,NGOZDSMNMIRDFP-UHFFFAOYSA-N,NGOZDSMNMIRDFP-UHFFFAOYSA-N,ZNQTZHTYSHEJLH-UHFFFAOYSA-N,NYYMWQSYRBSAEP-UHFFFAOYSA-N,DTXSID7041207,DTXSID7042013,DTXSID7068766,DTXSID10871945,DTXSID80974255,-2.12,0,1.3,2.6,2.95,2.05,1.46,1.86,1.91,2.29,4.39259000000001,0.750388127848754,8.19509052602138,1.58804137196491,-9.99019085584858,1.17828,1.137,1,15.75,110
DTXSID9044588,NaN,1.6,[1.32:1.87],1,0.425,0.604,112-26-5,60067-82-5,112-56-1,NOCAS_878999,23588-51-4,AGYUOJIYYGGHKV-UHFFFAOYSA-N,KZLYSTJOIVIKIZ-UHFFFAOYSA-N,JVGPVVUTUMQJKL-UHFFFAOYSA-N,BXWXUCPVRKLZSJ-UHFFFAOYSA-N,KVOOZKISXYTWCJ-UHFFFAOYSA-N,DTXSID8047000,DTXSID30875824,DTXSID6024674,DTXSID10878999,DTXSID50389736,1.07,1.87,1.68,1.7,1.69,1.27,2.46,0.9,2.39,-0,0.8792,1.75073320609874,3.51003688544748,1.76695613565217,-10.7460825801481,0.95962,1.933,0,5.5,0
DTXSID7027122,0.25,0.25,[0.22:0.28],1,1,0.881,149-73-5,1445-45-0,110-88-3,534-15-6,108-01-0,PYOKUURKVVELLB-UHFFFAOYSA-N,HDPNBNXLBDFELL-UHFFFAOYSA-N,BGJSXRVXTHVRSN-UHFFFAOYSA-N,SPEUIVXLLWOEMJ-UHFFFAOYSA-N,UEEJHVSXFDXPFK-UHFFFAOYSA-N,DTXSID7027122,DTXSID8027400,DTXSID4021925,DTXSID7027178,DTXSID2020505,0.25,-0.34,-0.43,0.63,-0.55,-0.27,0.7,-0.97,-0.33,-0.78,0.2092,1.39736913029117,1.74059722222222,1.19821769375,-15.8806856199737,0.57169,0.643,0,4.5,0
DTXSID6029173,NaN,3.65,[2.45:4.85],0,0.36,0.451,609-23-4,534-25-8,3140-93-0,636-28-2,127-18-4,VAPDZNUFNKUROY-UHFFFAOYSA-N,LZENMJMJWQSSNJ-UHFFFAOYSA-N,ATRJNSFQBYKFSM-UHFFFAOYSA-N,QCKHVNQHBOGZER-UHFFFAOYSA-N,CYTYCFOTNPOANT-UHFFFAOYSA-N,DTXSID8022080,DTXSID7037052,DTXSID80185324,DTXSID7060910,DTXSID2021319,4.5,1.58,3.53,5.13,3.4,3.93,3,3.03,5.39,3.26,2.90529,0.93531699772341,5.66570877057613,3.79015302666667,-0.765122568186608,0.74588,0.717,0,12,0
DTXSID5032525,3.4,3.4,[3.37:3.43],1,1,0.917,149877-41-8,52093-79-5,NOCAS_875049,212485-59-1,59040-30-1,VHLKTXFWDRXILV-UHFFFAOYSA-N,NUMKYSYPQFMIKH-UHFFFAOYSA-N,QHLGXPUIUKSADT-UHFFFAOYSA-N,WXFPSYMBUDMSLW-UHFFFAOYSA-N,ISBUYSPRIJRBKX-UHFFFAOYSA-N,DTXSID5032525,DTXSID10874794,DTXSID10875049,DTXSID30877984,DTXSID00207794,3.4,2.46,2.81,3.6,2.74,3.7,3.73,2.12,2.81,3.42,4.07018,1.1086276390787,7.59088310878597,1.74244051581395,2.48741921011582,0.73256,1.403,2,27.75,0
DTXSID0020650,0.7,0.7,[0.65:0.75],1,1,0.968,149-91-7,610-02-6,99-50-3,28822-73-3,102-32-9,LNTHITQWFMADLM-UHFFFAOYSA-N,BRRSNXCXLSVPFC-UHFFFAOYSA-N,YQUVCSBJEUQKSH-UHFFFAOYSA-N,MTVWFVDWRVYDOR-UHFFFAOYSA-N,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,DTXSID0020650,DTXSID20209851,DTXSID4021212,DTXSID20865451,DTXSID9074430,0.7,1.05,0.86,-1.01,0.98,0.64,0.65,1.23,0.55,1.15,0.46999,0.705480633167928,0.22095,1.69917558688889,8.52403435255557,0.46267,1.99,0,16.25,0
DTXSID3057981,NaN,2.19,[1.88:2.5],1,0.612,0.75,121508-97-2,NOCAS_872136,NOCAS_872141,NOCAS_872160,NOCAS_872148,HOWONZRPPGKWKB-UHFFFAOYSA-N,PUKQUTSJNLMGLT-UHFFFAOYSA-N,IRUOHBLPXDLVJK-UHFFFAOYSA-N,VNKFMSFUSVBMSS-UHFFFAOYSA-N,AIYZAZLQAYGEFD-UHFFFAOYSA-N,DTXSID40875390,DTXSID30872136,DTXSID80872141,DTXSID20872160,DTXSID00872148,1.76,2.04,2.56,2.09,2.56,1.69,2.39,2.33,2.44,2.32,2.86803,1.30680647390037,8.16792137731069,1.77190984702128,-3.18643761838249,0.78267,2.339,2,30,0
DTXSID7034252,NaN,3.69,[3.28:4.1],1,0.579,0.652,70193-21-4,124051-00-9|SRC007-41-9,SRC002-24-5|SRC007-42-8,116583-45-0|SRC007-42-0,NOCAS_874868|SRC007-42-3,NHTFLYKPEGXOAN-UHFFFAOYSA-N,RHOJTCWAFOTLRH-UHFFFAOYSA-N,XURDFMVTKBNNRE-UHFFFAOYSA-N,NJRFHHZFYQEXNA-UHFFFAOYSA-N,ZGRZMKNNCBZHKQ-UHFFFAOYSA-N,DTXSID00867877,DTXSID00874869,,DTXSID80874741,DTXSID40874868,4.45,3.4,3.62,3.28,3.66,2.86,3.71,3.55,3.31,3.65,3.27258,1.1185976515928,4.65102811568967,1.758415905,-2.01807355901231,1.08356,2.03,1,20,0
DTXSID2034330,0.01,0.01,[-0.01:0.07],1,1,0.831,150114-71-9,13534-99-1,2348-81-4,1709-52-0,16891-79-5,NIXXQNOQHKNPEJ-UHFFFAOYSA-N,RBCARPJOEUEZLS-UHFFFAOYSA-N,CWBAMDVCIHSKNW-UHFFFAOYSA-N,OISQSDKFWKJEBA-UHFFFAOYSA-N,FJVAYUUWTJKKNC-UHFFFAOYSA-N,DTXSID2034330,DTXSID00355840,DTXSID6062337,DTXSID30168965,DTXSID40562172,0.01,1.5,1.77,-0.01,0.08,0.93,1.15,0.78,0.47,0.3,1.63719,0.787165427824838,1.4205696090535,2.033164806,2.53016814143749,0.52129,1.726,2,16.75,0
DTXSID0022012,1.34,1.34,[1.32:1.36],1,1,0.952,150-19-6,150-76-5,122-59-8,3209-13-0,404-98-8,ASHGTJPOSUFTGB-UHFFFAOYSA-N,NWVVVBRKAWDGAB-UHFFFAOYSA-N,LCPDWSOZIOUXRV-UHFFFAOYSA-N,NOTCZLKDULMKBR-UHFFFAOYSA-N,DMYZZZCPJOWSNT-UHFFFAOYSA-N,DTXSID0022012,DTXSID4020828,DTXSID9025873,DTXSID1047443,DTXSID00364255,1.34,1.58,1.34,0.9,1.48,1.49,1.47,1.49,1.88,1.69,1.77139,1.04014852219408,2.84938856481481,1.71064695035294,-0.983716681867636,0.40715,0.998,0,12.25,0
DTXSID7020556,-3.8,-4.05,[-4.3:-3.78],1,1,0.867,139-33-3,150-38-9,62-33-9,60-00-4,433733-92-7,KCXVZYZYPLLWCC-UHFFFAOYSA-N,KCXVZYZYPLLWCC-UHFFFAOYSA-N,KCXVZYZYPLLWCC-UHFFFAOYSA-N,KCXVZYZYPLLWCC-UHFFFAOYSA-N,WLLOAUCNUMYOQI-UHFFFAOYSA-N,DTXSID9027073,DTXSID7020556,DTXSID2036409,DTXSID6022977,DTXSID801045081,-4.3,-3.8,-2.6,0.13,-1.97,-3.79,-3.79,-3.18,-3.09,-1.06,-1.83731,0.921169805708504,-0.392436208112875,1.4623663904,-20.3021364277211,0.79572,1.879,2,19,110
DTXSID6024173,NaN,5.48,[5.25:5.71],1,0.401,0.697,78-48-8,64618-67-3,NOCAS_874145,51775-36-1,NOCAS_874054,ZOKXUAHZSKEQSS-UHFFFAOYSA-N,DHFLJTWYZQDYFD-UHFFFAOYSA-N,HIUJWLIHFYIYJC-UHFFFAOYSA-N,IPVMCZLCKVSKGC-UHFFFAOYSA-N,UCEQMZNYZROTLW-UHFFFAOYSA-N,DTXSID1024174,DTXSID90874055,DTXSID80874145,DTXSID80874069,DTXSID30874054,5.7,5.74,5.49,5.23,5.2,5.53,5.49,5.71,5.49,5.54,6.8132,1.15269151085265,10.4617661676255,2.411328485,6.05824475624996,1.48568,1.322,0,8.25,0
DTXSID0020311,1.94,1.94,[1.94:1.96],1,1,0.974,150-68-5,587-34-8,3408-97-7,20940-43-6,15545-48-9,BMLIZLVNXIYGCK-UHFFFAOYSA-N,QLQDWOFJALEHSP-UHFFFAOYSA-N,GSNZNZUNAJCHDO-UHFFFAOYSA-N,BZQYHZYTUBMDPQ-UHFFFAOYSA-N,JXCGFZXSOMJFOA-UHFFFAOYSA-N,DTXSID0020311,DTXSID2074667,DTXSID10187679,DTXSID201294464,DTXSID8052853,1.94,2,2.19,2.19,2.41,2.01,1.98,2.26,2.26,2.05,2.63158,0.80571041014798,4.57603643832098,1.781968975,-12.1694757585,0.55377,1.513,2,16.75,0
DTXSID4020828,1.58,1.58,[1.56:1.6],1,1,0.963,150-76-5,150-19-6,122-59-8,579-75-9,621-34-1,NWVVVBRKAWDGAB-UHFFFAOYSA-N,ASHGTJPOSUFTGB-UHFFFAOYSA-N,LCPDWSOZIOUXRV-UHFFFAOYSA-N,ILUJQPXNXACGAN-UHFFFAOYSA-N,VBIKLMJHBGFTPV-UHFFFAOYSA-N,DTXSID4020828,DTXSID0022012,DTXSID9025873,DTXSID3060376,DTXSID9060734,1.58,1.34,1.34,1.59,1.98,1.47,1.49,1.49,2.07,1.67,1.77139,1.01157310679899,2.85513515684051,1.71064695035294,-0.983716681867636,0.40495,1.036,0,12.25,0
DTXSID0022014,2.04,2.04,[2.04:2.08],1,1,0.892,150-78-7,151-10-0,5673-07-4,38064-90-3,578-58-5,OHBQPCCCRFSCAX-UHFFFAOYSA-N,DPZNOMCNRMUKPS-UHFFFAOYSA-N,FPEUDBGJAVKAEE-UHFFFAOYSA-N,OSNMRWURXNWCGA-UHFFFAOYSA-N,DTFKRVXLBCAIOZ-UHFFFAOYSA-N,DTXSID0022014,DTXSID2047060,DTXSID4022230,DTXSID70191474,DTXSID9060368,2.04,2.21,2.87,2.76,2.74,2.48,2.29,2.31,2.7,2.74,2.20459,1.58181053419105,3.98124083522298,1.661310155,-6.62455367074995,0.45798,0.899,0,13,0
DTXSID5051739,4.9,4.9,[4.84:4.9],1,1,0.88,150-84-5|67601-05-2,688-84-6,110-42-9,115-95-7,105-85-1,JOZKFWLRHCDGJA-UHFFFAOYSA-N,WDQMWEYDKDCEHT-UHFFFAOYSA-N,YRHYCMZPEVDGFQ-UHFFFAOYSA-N,UWKAYLJWKGQEPM-UHFFFAOYSA-N,DZNVIZQPWLDQHI-UHFFFAOYSA-N,DTXSID5051739|DTXSID101015025,DTXSID3027293,DTXSID4026842,DTXSID7026946,DTXSID1044772,4.9,4.54,4.41,3.93,3.9,4.4,4.69,4.55,4.33,4.39,3.48218,0.913552079525706,5.97984134616821,1.61157128057143,-6.11087535896601,1.0269,0.595,0,9.75,0
DTXSID5059741,NaN,-1.34,[-2.94:-0.29],1,0.603,0.42,110-15-6,110-94-1,13095-67-5,141-82-2,123-76-2,KDYFGRWQOYBRFD-UHFFFAOYSA-N,JFCQEDHGNNZCLN-UHFFFAOYSA-N,OFOBLEOULBTSOW-UHFFFAOYSA-N,OFOBLEOULBTSOW-UHFFFAOYSA-N,JOOXCMJARBKPKM-UHFFFAOYSA-N,DTXSID6023602,DTXSID2021654,DTXSID101335550,DTXSID7021659,DTXSID8021648,-0.59,-0.29,-4.52,-0.81,-0.49,-0.47,-0.25,-1.55,-0.9,-0.19,0.16969,0.416711978536611,0.0179381481481478,1.48059793938462,0.315746056468558,0.50751,0.889,0,7.5,110
DTXSID2047060,2.21,2.21,[2.18:2.24],1,1,0.967,151-10-0,150-78-7,5673-07-4,38064-90-3,578-58-5,DPZNOMCNRMUKPS-UHFFFAOYSA-N,OHBQPCCCRFSCAX-UHFFFAOYSA-N,FPEUDBGJAVKAEE-UHFFFAOYSA-N,OSNMRWURXNWCGA-UHFFFAOYSA-N,DTFKRVXLBCAIOZ-UHFFFAOYSA-N,DTXSID2047060,DTXSID0022014,DTXSID4022230,DTXSID70191474,DTXSID9060368,2.21,2.04,2.87,2.76,2.74,2.29,2.48,2.31,2.7,2.74,2.20459,1.6081209292703,3.97405435185185,1.661310155,-6.62455367074995,0.46201,0.861,0,13,0
DTXSID1026031,1.6,1.6,[1.56:1.64],1,1,0.968,151-21-3,94200-74-5,142-87-0,2386-53-0,7381-01-3,MOTZDAYCYVMXPC-UHFFFAOYSA-N,CYEJSYGBYQRTPJ-UHFFFAOYSA-N,CSMFSDCPJHNZRY-UHFFFAOYSA-N,LDMOEFOXLIZJOW-UHFFFAOYSA-N,UXPUMTCLHVWFKC-UHFFFAOYSA-N,DTXSID1026031,DTXSID90916166,DTXSID4036229,DTXSID40858744,DTXSID30904926,1.6,2.08,1.72,0.96,0.03,1.64,1.02,1.18,1.82,2.45,4.0405,0.39537917317008,6.80769527687944,1.65937656514286,-8.82478902836818,1.05969,2.017,0,11.5,110
DTXSID10436477,0.2,0.2,[0.2:0.27],1,1,0.769,151257-01-1,490-02-8,39196-18-4,80431-09-0,54266-83-0,IWKWOYOVCXHXSS-UHFFFAOYSA-N,IUZCDJYHMMWBBE-UHFFFAOYSA-N,FZSVSABTBYGOQH-UHFFFAOYSA-N,SXENDOABNGIMME-UHFFFAOYSA-N,RLHJBVCLTDPOKM-UHFFFAOYSA-N,DTXSID10436477,DTXSID10871687,DTXSID4042468,DTXSID30876134,DTXSID50875760,0.2,1.81,2.75,1.03,1.48,2.12,2.08,0.2,1.39,1.01,2.25159,0.922066633764536,4.26889895801839,1.70424441121212,-5.45653033989474,0.94704,1.162,2,11.75,170
DTXSID0024268,NaN,0.17,[-0.11:0.42],1,0.415,0.682,74-90-8,74-86-2,107-25-5,14884-01-6,930-36-9,LELOWRISYMNNSU-UHFFFAOYSA-N,HSFWRNGVRCDJHI-UHFFFAOYSA-N,XJRBAMWJDBPFIM-UHFFFAOYSA-N,NCFMDIJKEYGCRD-UHFFFAOYSA-N,UQFQONCQIQEYPJ-UHFFFAOYSA-N,DTXSID9024148,DTXSID6026379,DTXSID4026761,DTXSID50415948,DTXSID40239231,-0.25,0.37,0.42,0.37,0.23,0.24,0.55,0.14,0.34,0.21,0.20599,1.7266744531132,0.4305,1.475272155,-3.49932269280544,0.05963,0.311,1,3.75,190
DTXSID8020599,-0.36,-0.36,[-0.38:-0.34],1,1,0.964,151-56-4,75-21-8,503-09-3,75-55-8,109-83-1,NOWKCMXCCJGMRR-UHFFFAOYSA-N,IAYPIBMASNFSPL-UHFFFAOYSA-N,OIFAHDAXIUURLN-UHFFFAOYSA-N,OZDGMOYKSFPLSE-UHFFFAOYSA-N,OPKOKAMJFNKNAS-UHFFFAOYSA-N,DTXSID8020599,DTXSID0020600,DTXSID4025244,DTXSID8024286,DTXSID5025603,-0.36,-0.3,-0.16,0.13,-0.94,-0.25,-0.21,-0.2,-0.05,-0.9,-0.4104,1.30460821482832,1.205,1.4563186925,-4.59309474834998,0.35107,0.542,1,2,0
DTXSID0034851,1.59,1.6,[1.59:1.68],1,1,0.812,120-36-5|15165-67-0,94-75-7,588-22-7,587-64-4,129309-69-9,MZHCENGPTKEIGP-UHFFFAOYSA-N,OVSKIKFHRZPJSS-UHFFFAOYSA-N,SNYRXHULAWEECU-UHFFFAOYSA-N,LXWGIMHMQOCPCR-UHFFFAOYSA-N,GHYVKOUGZWMTID-UHFFFAOYSA-N,DTXSID0020440|DTXSID0034851,DTXSID0020442,DTXSID70207524,DTXSID40207399,DTXSID20879295,1.59,2.81,2.81,2.84,2.75,2.7,2.66,2.67,2.56,2.81,3.57998,1.02362204844976,3.37939986781624,1.96724264345455,-0.744509075250023,0.6437,1.198,0,17.5,0
DTXSID20894963,NaN,-0.18,[-0.48:0.12],1,0.572,0.711,6647-92-3,39123-39-2,13258-63-4,29636-87-1,20173-24-4,XVFATADJUMUMNW-UHFFFAOYSA-N,FVBGGKYTKXFLOV-UHFFFAOYSA-N,IDLHTECVNDEOIY-UHFFFAOYSA-N,AXJZCJSXNZZMDU-UHFFFAOYSA-N,NAHHNSMHYCLMON-UHFFFAOYSA-N,DTXSID30878794,DTXSID20445954,DTXSID2065389,DTXSID9067487,DTXSID70357538,-0.38,0.23,-0.01,-0.62,-0.11,0.04,0.49,0.01,0.16,0.06,0.2456,0.824201051165113,2.27242888888889,1.60493259373333,-2.86082337426996,0.47114,0.984,2,13.5,0
DTXSID10934367,10.4,10.4,[10.26:10.4],1,1,0.688,151900-44-6,10591-85-2,1391350-92-7,6786-83-0,65181-78-4,ZEUAKOUTLQUQDN-UHFFFAOYSA-N,WITDFSFZHZYQHB-UHFFFAOYSA-N,UVSNFDLVTJZNSN-UHFFFAOYSA-N,WNDULEJVCPEASN-UHFFFAOYSA-N,OGGKVJMNFFSDEV-UHFFFAOYSA-N,DTXSID10934367,DTXSID20872988,DTXSID001045049,DTXSID4064474,DTXSID6070275,10.4,3.7,6.5,6.39,4.29,3.87,6.15,8.65,6.49,6.28,9.92620000000001,1.85378909510318,20.1561174745014,2.2238560045977,-5.26846834329408,1.17494,4.521,2,52,0
DTXSID6037568,NaN,2.61,[2.45:2.77],1,0.693,0.794,NOCAS_872108,512-15-2,NOCAS_871487,NOCAS_871488,106231-55-4,ZWUAUTPCFIIFAS-UHFFFAOYSA-N,SKYSRIRYMSLOIN-UHFFFAOYSA-N,WXHDYGRKHGIEOF-UHFFFAOYSA-N,WJUSVIUZCYELMK-UHFFFAOYSA-N,COTRONQEHWUCRV-UHFFFAOYSA-N,DTXSID00872108,DTXSID3048528,DTXSID30871487,DTXSID90871488,DTXSID40877874,2.56,2.4,2.62,2.9,2.65,2.7,2.33,2.65,2.21,2.55,2.54521,1.16201252058888,5.9538130321712,1.67024766307317,-11.4659004092944,0.92245,1.736,1,21.5,0
DTXSID9065867,1.9,1.9,[1.89:1.9],1,1,0.955,15206-55-0,591-31-1,123-11-5,135-02-4,100-06-1,YLHXLHGIAMFFBU-UHFFFAOYSA-N,WMPDAIZRQDCGFH-UHFFFAOYSA-N,ZRSNZINYAWTAHE-UHFFFAOYSA-N,PKZJLOCLABXVMC-UHFFFAOYSA-N,NTPLXRHDUXRPNE-UHFFFAOYSA-N,DTXSID9065867,DTXSID5044447,DTXSID2026997,DTXSID1051690,DTXSID2044347,1.9,1.71,1.76,1.72,1.74,1.75,1.79,1.76,1.83,1.95,1.27619,1.25815905726613,3.26425377173091,1.828845724,-3.03895042267496,0.44949,1.455,0,16,0
DTXSID5027770,-3.7,-3.69,[-3.7:-3.5],1,1,0.719,15214-89-8,58374-69-9,77337-76-9,77-32-7,52-45-9,XHZPRMZZQOIPDS-UHFFFAOYSA-N,XHZPRMZZQOIPDS-UHFFFAOYSA-N,AFCGFAGUEYAMAO-UHFFFAOYSA-N,QGVNJRROSLYGKF-UHFFFAOYSA-N,XIOUPQUYEUYPAW-UHFFFAOYSA-N,DTXSID5027770,DTXSID60886261,DTXSID3044259,DTXSID40227810,DTXSID70199955,-3.7,-3.11,-1.1,1.5,1.78,-0.68,-0.96,-1.42,1.33,0.52,1.19588,0.577787986886168,2.29051906037415,1.77181870784,-5.90546816327208,0.77801,2.704,1,12.75,0
DTXSID0042373,NaN,0.12,[-0.53:0.77],0,0.277,0.523,4441-12-7,51754-90-6,680-31-9,65907-54-2,40725-71-1,WXMQHPKQCPCDQO-UHFFFAOYSA-N,RKLPTSQSJUIRQV-UHFFFAOYSA-N,GNOIPBMMFNIUFM-UHFFFAOYSA-N,YTYMBOZMZJZVAY-UHFFFAOYSA-N,GRDPQJYXEJQHAF-UHFFFAOYSA-N,DTXSID00196159,DTXSID80632227,DTXSID6020694,DTXSID50984381,DTXSID70315875,-0.98,0.66,0.28,-0.07,0.82,0.37,0.96,0.44,-0.07,0.7,-1.218,1.1193758925262,5.90968296296296,1.725952586,-64.3270946641503,1.02664,0.2,4,15,0
DTXSID4065868,NaN,2,[1.62:2.38],1,0.519,0.684,1680-44-0,622-37-7,7597-18-4,5401-94-5,6926-50-7,LUEYUHCBBXWTQT-UHFFFAOYSA-N,CTRLRINCMYICJO-UHFFFAOYSA-N,ORZRMRUXSPNQQL-UHFFFAOYSA-N,WSGURAYTCUVDQL-UHFFFAOYSA-N,AQBHAXPSOCMLGV-UHFFFAOYSA-N,DTXSID20168459,DTXSID30878870,DTXSID40884407,DTXSID5049316,DTXSID00396894,1.91,2.59,2.06,2.03,1.36,1.55,1.92,1.83,1.87,0.98,1.28638,1.35048953944667,2.91361305555556,1.86766996933333,11.3294046931001,0.32959,1.162,3,14.5,110
DTXSID90345018,NaN,3.4,[2.63:4.17],1,0.71,0.665,95-41-0,23726-93-4,141-10-6,762-26-5,1502-22-3,VGECIEOJXLMWGO-UHFFFAOYSA-N,POIARNZEYGURDG-UHFFFAOYSA-N,JXJIQCXXJGRKRJ-UHFFFAOYSA-N,MMLYERLRGHVBEK-UHFFFAOYSA-N,GVNVAWHJIKLAGL-UHFFFAOYSA-N,DTXSID3052640,DTXSID90885242,DTXSID7029168,DTXSID4052504,DTXSID30870879,2.3,3.4,4.1,4.4,3.17,3.23,3.33,4.19,3.88,3.22,3.49847,0.925189312715139,5.65431983040438,1.76935282516129,-3.07309733216243e-13,0.88346,0.948,0,10.25,0
DTXSID10890757,-2.19,-2.19,[-2.19:-2.13],1,1,0.759,15245-44-0,72595-95-0,40580-75-4,6032-31-1,38780-37-9,IXHMHWIBCIYOAZ-UHFFFAOYSA-N,SKIUVOVOIJBJPN-UHFFFAOYSA-N,XSZYBMMYQCYIPC-UHFFFAOYSA-N,OXNIZHLAWKMVMX-UHFFFAOYSA-N,KZZKOVLJUKWSKX-UHFFFAOYSA-N,DTXSID10890757,DTXSID30993451,DTXSID50960988,DTXSID90514707,DTXSID80959587,-2.19,-0.47,-0.23,0.7,0.36,0.12,1.06,0.23,1.87,0.09,1.33188,1.08720675023036,-1.29685416666667,1.6199680141,13.861403609965,0.42116,0.315,3,27.25,820
DTXSID3065871,NaN,2.83,[2.46:3.1],1,0.501,0.637,2550-02-9,5089-70-3,14814-09-6,2530-85-0,780-69-8,NBXZNTLFQLUFES-UHFFFAOYSA-N,KSCAZPYHLGGNPZ-UHFFFAOYSA-N,DCQBZYNUSLHVJC-UHFFFAOYSA-N,XDLMVUHYZWKMMD-UHFFFAOYSA-N,JCVQKRGIASEUKR-UHFFFAOYSA-N,DTXSID60862984,DTXSID5029267,DTXSID7044479,DTXSID3029237,DTXSID8044462,3.1,3.1,2.7,2.1,2.99,3.28,3.36,3.35,2.72,1.56,2.4084,1.34788704701594,4.49766737139918,2.05342333107143,-20.9130090029291,1.06927,0.689,0,7.5,0
