MoleculeID,LogBCF_exp,LogBCF_pred,BCF_predRange,AD_BCF,AD_index_BCF,Conf_index_BCF,LogBCF_CAS_neighbor_1,LogBCF_CAS_neighbor_2,LogBCF_CAS_neighbor_3,LogBCF_CAS_neighbor_4,LogBCF_CAS_neighbor_5,LogBCF_InChiKey_neighbor_1,LogBCF_InChiKey_neighbor_2,LogBCF_InChiKey_neighbor_3,LogBCF_InChiKey_neighbor_4,LogBCF_InChiKey_neighbor_5,LogBCF_DTXSID_neighbor_1,LogBCF_DTXSID_neighbor_2,LogBCF_DTXSID_neighbor_3,LogBCF_DTXSID_neighbor_4,LogBCF_DTXSID_neighbor_5,LogBCF_Exp_neighbor_1,LogBCF_Exp_neighbor_2,LogBCF_Exp_neighbor_3,LogBCF_Exp_neighbor_4,LogBCF_Exp_neighbor_5,LogBCF_pred_neighbor_1,LogBCF_pred_neighbor_2,LogBCF_pred_neighbor_3,LogBCF_pred_neighbor_4,LogBCF_pred_neighbor_5,XLogP,CrippenLogP,nHBAcc,minsCl,LipinskiFailures,ALogP,naasC,nAcid,ATSC0v,ATSC1s
DTXSID0067848,NaN,0.41,[0.22:0.6],0,0.293,0.65,920-66-1,1623-19-4,88-19-7,3761-42-0,98-10-2,BYEAHWXPCBROCE-UHFFFAOYSA-N,XHGIFBQQEGRTPB-UHFFFAOYSA-N,YCMLQMDWSXFTIF-UHFFFAOYSA-N,ZDHYERRNXRANLI-UHFFFAOYSA-N,KHBQMWCZKVMBLN-UHFFFAOYSA-N,DTXSID1022134,DTXSID5061827,DTXSID7021362,DTXSID6041975,DTXSID1059159,0.4,0.08,0.41,0.51,0.68,0.28,0.35,0.39,0.17,0.29,2.593,1.618,4,0,0,1.8052,0,0,981.788768360729,-37.1696519591772
DTXSID50188029,NaN,0.41,[0.22:0.6],0,0.233,0.629,920-66-1,3761-42-0,1623-19-4,88-19-7,98-10-2,BYEAHWXPCBROCE-UHFFFAOYSA-N,ZDHYERRNXRANLI-UHFFFAOYSA-N,XHGIFBQQEGRTPB-UHFFFAOYSA-N,YCMLQMDWSXFTIF-UHFFFAOYSA-N,KHBQMWCZKVMBLN-UHFFFAOYSA-N,DTXSID1022134,DTXSID6041975,DTXSID5061827,DTXSID7021362,DTXSID1059159,0.4,0.51,0.08,0.41,0.68,0.28,0.17,0.35,0.39,0.29,1.884,0.9805,5,0,0,1.2658,0,0,1157.73837896557,-44.4610095845599
DTXSID4041284,NaN,1.02,[0.58:1.46],1,0.246,0.564,126-73-8,3761-42-0,2497-06-5,5124-25-4,78-51-3,STCOOQWBFONSKY-UHFFFAOYSA-N,ZDHYERRNXRANLI-UHFFFAOYSA-N,BKVJOVPVLOJPKJ-UHFFFAOYSA-N,BBFRYSKTTHYWQZ-UHFFFAOYSA-N,WTLBZVNBAKMVDP-UHFFFAOYSA-N,DTXSID3021986,DTXSID6041975,DTXSID8041901,DTXSID8052148,DTXSID5021758,1.47,0.51,0.7,1.61,0.76,1.43,0.17,0.22,1.54,1.16,4.462,3.56579,5,0,1,-0.280299999999999,0,0,2066.18355934845,-33.4685563343344
DTXSID1047368,NaN,0.72,[-0.2:1.64],0,0.204,0.342,78-51-3,91-96-3,962-58-3,36734-19-7,119-12-0,WTLBZVNBAKMVDP-UHFFFAOYSA-N,CRRLDLPBQWRVGN-UHFFFAOYSA-N,VBLJFQYCTRKKKF-UHFFFAOYSA-N,ONUFESLQCSAYKA-UHFFFAOYSA-N,CXJSOEPQXUCJSA-UHFFFAOYSA-N,DTXSID5021758,DTXSID5059034,DTXSID5037523,DTXSID3024154,DTXSID2042355,0.76,0.2,-0.35,2.53,0.67,1.16,1.36,0.69,0.94,2,2.438,3.92395000000001,10,0,0,-1.9079,4,0,3493.27195314515,-16.7754596295289
DTXSID1029257,NaN,2.6,[1.74:3.46],0,0.338,0.434,544-76-3,1116-76-3,60782-58-3,117-81-7,26761-40-0,DCAYPVUWAIABOU-UHFFFAOYSA-N,XTAZYLNFDRKIHJ-UHFFFAOYSA-N,NOVLNRUYLAGEMC-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,ZVFDTKUVRCTHQE-UHFFFAOYSA-N,DTXSID0027195,DTXSID3047635,DTXSID30878375,DTXSID5020607,DTXSID4025082,3.7,1.93,2.7,2.77,1.16,2.68,2.48,2.49,2.1,2.05,11.354,7.75019000000001,0,0,2,-3.5936,0,0,3001.6988458563,-0.230902777777776
DTXSID7029661,NaN,1.87,[1.19:2.55],1,0.607,0.562,1490-04-6|2216-51-5,544-01-4,79-92-5,91-66-7,90-12-0,NOOLISFMXDJSKH-UHFFFAOYSA-N,AQZGPSLYZOOYQP-UHFFFAOYSA-N,CRPUJAZIXJMDBK-UHFFFAOYSA-N,GGSUCNLOZRCGPQ-UHFFFAOYSA-N,QPUYECUOLPXSFR-UHFFFAOYSA-N,DTXSID8029650|DTXSID1022180,DTXSID8052198,DTXSID8026488,DTXSID8021800,DTXSID9020877,1.04,2.23,2.98,2.01,1.73,2.15,2.04,2.17,1.44,2.41,3.611,2.4411,1,0,0,1.2741,0,0,1416.73058976685,-4.43440586419753
DTXSID3024609,NaN,0.68,[0.33:1.03],1,0.553,0.639,298-06-6,3296-90-0,63-25-2,144-19-4,1490-04-6|2216-51-5,IRDLUHRVLVEUHA-UHFFFAOYSA-N,CHUGKEQJSLOLHL-UHFFFAOYSA-N,CVXBEEMKQHEXEN-UHFFFAOYSA-N,JCTXKRPTIMZBJT-UHFFFAOYSA-N,NOOLISFMXDJSKH-UHFFFAOYSA-N,DTXSID6027133,DTXSID9020164,DTXSID9020247,DTXSID8027113,DTXSID8029650|DTXSID1022180,0.7,0.68,0.95,0,1.04,1.13,0.39,0.46,0.69,2.15,1.918,1.5274,2,0,0,1.0448,0,0,1528.75802966382,-4.7915157750343
DTXSID9063039,NaN,2.7,[1.96:3.44],1,0.453,0.481,14816-18-3,36335-67-8,17109-49-8,18854-01-8,4904-61-4,ATROHALUCMTWTB-UHFFFAOYSA-N,OEYOMNZEMCPTKN-UHFFFAOYSA-N,AWZOLILCOUMRDG-UHFFFAOYSA-N,SDMSCIWHRZJSRN-UHFFFAOYSA-N,ZOLLIQAKMYWTBR-FFWAUJBHSA-N,DTXSID8034324,DTXSID5058068,DTXSID7041910,DTXSID0042080,DTXSID8027581,2.91,2.46,1.51,2.61,3.92,1.81,2.42,2.62,2.17,2.63,5.231,3.3273,2,0,1,2.4607,1,0,1793.333812531,-0.915873015873019
DTXSID60956155,NaN,0.16,[-0.09:0.41],0,0.221,0.583,839-90-7,108-78-1,1634-78-2,115-77-5,122-20-3,BPXVHIRIPLPOPT-UHFFFAOYSA-N,JDSHMPZPIAZGSV-UHFFFAOYSA-N,WSORODGWGUUOBO-UHFFFAOYSA-N,WXZMFSXDPGVJKK-UHFFFAOYSA-N,SLINHMUFWFWBMU-UHFFFAOYSA-N,DTXSID4026266,DTXSID6020802,DTXSID9020790,DTXSID2026943,DTXSID5021415,0.2,0.58,0.05,0.1,-0.24,0.17,0.36,0.91,0.16,0.12,-1.153,-2.19019,10,0,1,-2.4902,0,0,939.624034798915,-22.2978303747535
DTXSID0044658,NaN,0.46,[0.19:0.73],1,0.575,0.703,123-63-7,3296-90-0,144-19-4,2814-20-2,479-27-6,SQYNKIJPMDEDEG-UHFFFAOYSA-N,CHUGKEQJSLOLHL-UHFFFAOYSA-N,JCTXKRPTIMZBJT-UHFFFAOYSA-N,JSAKSKHTLVSNQJ-UHFFFAOYSA-N,YFOOEYJGMMJJLS-UHFFFAOYSA-N,DTXSID9023419,DTXSID9020164,DTXSID8027113,DTXSID1027502,DTXSID6044432,0.48,0.68,0,0.26,0.8,0.44,0.39,0.69,0.61,0.38,1.127,0.75234,3,0,0,0.2043,0,0,975.85958022883,-6.18548611111111
DTXSID6029258,NaN,2.04,[1.32:2.76],1,0.447,0.532,2498-66-0,82-05-3,18854-01-8,2104-64-5,92-77-3,LHMRXAIRPKSGDE-UHFFFAOYSA-N,HUKPVYBUJRAUAG-UHFFFAOYSA-N,SDMSCIWHRZJSRN-UHFFFAOYSA-N,AIGRXSNSLVJMEA-UHFFFAOYSA-N,JFGQHAHJWJBOPD-UHFFFAOYSA-N,DTXSID8051916,DTXSID8052566,DTXSID0042080,DTXSID7022174,DTXSID1052618,1.69,2.09,2.61,2.97,0.81,1.33,2.31,2.17,2.75,1.85,6.154,4.95478,2,0,1,0.8599,5,0,1387.74021530874,-4.77124716553288
DTXSID9029358,NaN,0.49,[0.28:0.7],0,0.035,0.587,134-47-4,5460-09-3,135-51-3,100-26-5,603-11-2,PCGISRHGYLRXSR-UHFFFAOYSA-N,APRRQJCCBSJQOQ-UHFFFAOYSA-N,USWINTIHFQKJTR-UHFFFAOYSA-N,LVPMIMZXDYBCDF-UHFFFAOYSA-N,KFIRODWJCYBBHY-UHFFFAOYSA-N,DTXSID7059642,DTXSID4027600,DTXSID8044543,DTXSID3059210,DTXSID9060528,0.26,0.46,0.3,0.76,0.72,0.48,0.42,0.48,0.62,0.66,-6.792,-2.54279999999999,18,0,3,-4.7495,0,10,3982.5307805292,-125.496321269341
DTXSID5044659,NaN,1.43,[0.64:2.22],1,0.424,0.486,50512-35-1,2497-07-6,2597-03-7,298-04-4,333-41-5,UFHLMYOGRXOCSL-UHFFFAOYSA-N,UPUGLJYNCXXUQV-UHFFFAOYSA-N,XAMUDJHXFNRLCY-UHFFFAOYSA-N,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,FHIVAFMUCKRCQO-UHFFFAOYSA-N,DTXSID8058110,DTXSID4037536,DTXSID6042280,DTXSID0022018,DTXSID9020407,1.57,0,1.69,2.34,1.85,1.02,1.12,1.58,1.59,1.43,2.518,2.96739,4,0,0,2.0391,0,0,2510.10817153889,-5.89092982984096
DTXSID80188254,NaN,0.65,[0.22:1.08],1,0.547,0.643,504-03-0,626-67-5,2212-67-1,2814-20-2,579-10-2,SDGKUVSVPIIUCF-UHFFFAOYSA-N,PAMIQIKDUOTOBW-UHFFFAOYSA-N,DEDOPGXGGQYYMW-UHFFFAOYSA-N,JSAKSKHTLVSNQJ-UHFFFAOYSA-N,LMTGCJANOQOGPI-UHFFFAOYSA-N,DTXSID8048527,DTXSID8060822,DTXSID6024206,DTXSID1027502,DTXSID8060373,0.7,0.65,1.41,0.26,0.18,0.91,0.76,0.87,0.61,1.01,1.18,1.64279,2,0,0,-1.3895,0,0,1209.95372060387,0.344444444444445
DTXSID3067869,NaN,0.61,[0.48:0.74],1,0.288,0.685,88-44-8,87-02-5,90-51-7,127-68-4,130-13-2,LTPSRQRIPCVMKQ-UHFFFAOYSA-N,KYARBIJYVGJZLB-UHFFFAOYSA-N,HBZVNWNSRNTWPS-UHFFFAOYSA-N,ONMOULMPIIOVTQ-UHFFFAOYSA-N,NRZRRZAVMCAKEP-UHFFFAOYSA-N,DTXSID7026526,DTXSID7026520,DTXSID0026547,DTXSID2027048,DTXSID0059611,0.6,0.38,0.61,0.7,0.78,0.75,0.61,0.38,0.72,0.75,-2.064,-0.4967,5,0,0,-1.6654,0,1,981.915957445491,-28.0504467727216
DTXSID0058063,NaN,0.47,[-0.14:1.08],0,0.215,0.466,962-58-3,3761-42-0,108-78-1,84-57-1,839-90-7,VBLJFQYCTRKKKF-UHFFFAOYSA-N,ZDHYERRNXRANLI-UHFFFAOYSA-N,JDSHMPZPIAZGSV-UHFFFAOYSA-N,KCEIVWKDBLAQKL-UHFFFAOYSA-N,BPXVHIRIPLPOPT-UHFFFAOYSA-N,DTXSID5037523,DTXSID6041975,DTXSID6020802,DTXSID8058906,DTXSID4026266,-0.35,0.51,0.58,1.51,0.2,0.69,0.17,0.36,0.67,0.17,1.33,1.925,9,0,0,-0.3717,4,0,1865.27917598231,-32.188334735739
DTXSID2067878,NaN,1.37,[0.58:2.16],1,0.41,0.505,104-88-1,100-00-5,121-73-3,89-63-4,106-46-7,AVPYQKSLYISFPO-UHFFFAOYSA-N,CZGCEKJOLUNIFY-UHFFFAOYSA-N,KMAQZIILEGKYQZ-UHFFFAOYSA-N,PBGKNXWGYQPUJK-UHFFFAOYSA-N,OCJBOOLMMGQPQU-UHFFFAOYSA-N,DTXSID2021860,DTXSID5020281,DTXSID4021971,DTXSID4030384,DTXSID1020431,0.32,1.3,1.89,1.04,2.62,0.96,2.01,1.55,0.82,2.24,4.247,2.69889,2,0.840099521289997,0,0.8538,3,0,547.572004143121,3.14542915931805
DTXSID3047263,NaN,1.32,[0.74:1.9],1,0.371,0.543,82-45-1,117-79-3,732-11-6,315-18-4,90-94-8,KHUFHLFHOQVFGB-UHFFFAOYSA-N,XOGPDSATLSAZEK-UHFFFAOYSA-N,LMNZTLDVJIUSHT-UHFFFAOYSA-N,YNEVBPNZHBAYOA-UHFFFAOYSA-N,VVBLNCFGVYUYGU-UHFFFAOYSA-N,DTXSID2052572,DTXSID6020068,DTXSID5024261,DTXSID7020893,DTXSID2020894,1.98,1.51,0.26,1.42,1.45,1.55,1.92,1.11,1.15,1.23,1.242,1.8268,5,0,0,-0.597099999999999,5,0,1774.56971800586,-6.35705299894489
DTXSID50883981,NaN,0.65,[0.42:0.86],1,0.364,0.658,1779-48-2,75-98-9,121-92-6,10541-83-0,127-20-8,MLCHBQKMVKNBOV-UHFFFAOYSA-N,IUGYQRQAERSCNH-UHFFFAOYSA-N,AFPHTEQTJZKQAQ-UHFFFAOYSA-N,ZVIDMSBTYRSMAR-UHFFFAOYSA-N,NDUPDOJHUQKPAG-UHFFFAOYSA-N,DTXSID0027436,DTXSID8026432,DTXSID0025737,DTXSID8065117,DTXSID5024001,0.78,0.36,0.85,0.38,0.86,0.59,0.67,0.6,0.64,0.42,-0.316,-0.06531,2,0,0,-0.3087,0,1,170.58824331599,-11.56
DTXSID2032180,5.43,5.44,[5.39:5.49],1,1,0.933,35065-27-1,52663-63-5,32774-16-6,37680-73-2,38380-02-8,MVWHGTYKUMDIHL-UHFFFAOYSA-N,UHCLFIWDCYOTOL-UHFFFAOYSA-N,ZHLICBPIXDOFFG-UHFFFAOYSA-N,LAHWLEDBADHJGA-UHFFFAOYSA-N,OPKYDBFRKPQCBS-UHFFFAOYSA-N,DTXSID2032180,DTXSID2074160,DTXSID2038314,DTXSID8038304,DTXSID6073497,5.43,5.54,5.97,5.47,5.38,5.63,5.56,5.44,5.19,5.17,5.336,7.3224,0,0.99055142633185,1,4.4658,8,0,813.245929025853,-0.471879286694104
DTXSID0027985,NaN,1.85,[1.16:2.57],0,0.158,0.409,3319-31-1,26761-40-0,78-42-2,119-47-1,117-81-7,KRADHMIOFJQKEZ-UHFFFAOYSA-N,ZVFDTKUVRCTHQE-UHFFFAOYSA-N,GTVWRXDRKAHEAD-UHFFFAOYSA-N,KGRVJHAUYBGFFP-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,DTXSID9026265,DTXSID4025082,DTXSID0021414,DTXSID4020870,DTXSID5020607,1.17,1.16,1.7,2.74,2.77,1.93,2.05,2.11,3.58,2.1,12.306,10.47507,4,0,2,4.1876,8,0,5533.57451849871,-11.9339182289285
DTXSID2052027,NaN,2.51,[1.74:3.25],1,0.523,0.514,103-50-4,91-17-8,124-11-8,119-61-9,119-64-2,MHDVGSVTJDSBDK-UHFFFAOYSA-N,NNBZCPXTIHJBJL-UHFFFAOYSA-N,JRZJOMJEPLMPRA-UHFFFAOYSA-N,RWCCWEUUXYIKHB-UHFFFAOYSA-N,CXWXQJXEFPUFDZ-UHFFFAOYSA-N,DTXSID5025819,DTXSID1024912,DTXSID2059562,DTXSID0021961,DTXSID1026118,2.43,3.25,3.17,1.08,2.53,2.26,2.64,2.63,2.63,2.27,5.191,3.55019,1,0,1,-0.3791,1,0,1511.70148890405,3.29365079365079
DTXSID5052705,NaN,5.15,[3.75:6.05],1,0.483,0.313,85-22-3,41318-75-6,189084-57-9,189084-61-5,5436-43-1,FIAXCDIQXHJNIX-UHFFFAOYSA-N,UPNBETHEXPIWQX-UHFFFAOYSA-N,WKBBBTLDLKYGBI-UHFFFAOYSA-N,DHUMTYRHKMCVAG-UHFFFAOYSA-N,XYBSIYMGXVUVGY-UHFFFAOYSA-N,DTXSID7021782,DTXSID4052710,DTXSID40616285,DTXSID9052688,DTXSID3030056,2.52,5.83,5.88,6.05,5.84,5.11,5.5,6.06,6.06,6.17,5.734,6.01209,0,0,1,4.2627,4,0,1487.28764636456,0.638538159371493
DTXSID60698427,NaN,0.71,[0.23:1.19],0,0.214,0.48,78-51-3,121-75-5,3089-11-0,1634-78-2,119-12-0,WTLBZVNBAKMVDP-UHFFFAOYSA-N,JXSJBGJIGXNWCI-UHFFFAOYSA-N,BNCADMBVWNPPIZ-UHFFFAOYSA-N,WSORODGWGUUOBO-UHFFFAOYSA-N,CXJSOEPQXUCJSA-UHFFFAOYSA-N,DTXSID5021758,DTXSID4020791,DTXSID9027520,DTXSID9020790,DTXSID2042355,0.76,1.52,0.54,0.05,0.67,1.16,0.84,0.65,0.91,2,1.878,1.77819,10,0,1,1.7808,0,0,3780.85752940343,-3.20460704607046
DTXSID50885607,NaN,0.6,[0.51:0.67],1,0.568,0.793,110-98-5,111-41-1,126-30-7,111-40-0,61-82-5,AZUXKVXMJOIAOF-UHFFFAOYSA-N,LHIJANUOQQMGNT-UHFFFAOYSA-N,SLCVBVWXLSEKPL-UHFFFAOYSA-N,RPNUMPOLZDHAAY-UHFFFAOYSA-N,KLSJWNVTNUYHDU-UHFFFAOYSA-N,DTXSID7026863,DTXSID7025423,DTXSID8027036,DTXSID2025050,DTXSID0020076,0.66,0.46,0.67,0.65,0.49,0.46,0.62,0.63,0.52,0.52,-0.659,-0.31071,3,0,0,-0.996300000000001,0,0,831.215009813593,-7.25884887657741
DTXSID2044422,NaN,0.5,[-0.1:1.1],0,0.293,0.5,1634-78-2,121-75-5,66-81-9,78-51-3,122-20-3,WSORODGWGUUOBO-UHFFFAOYSA-N,JXSJBGJIGXNWCI-UHFFFAOYSA-N,YPHMISFOHDHNIV-UHFFFAOYSA-N,WTLBZVNBAKMVDP-UHFFFAOYSA-N,SLINHMUFWFWBMU-UHFFFAOYSA-N,DTXSID9020790,DTXSID4020791,DTXSID6024882,DTXSID5021758,DTXSID5021415,0.05,1.52,0.45,0.76,-0.24,0.91,0.84,0.34,1.16,0.12,-0.571,-0.14541,6,0,1,-0.9819,0,0,2589.27651604946,-8.98167970172009
DTXSID70188687,NaN,2.08,[1.36:2.78],1,0.671,0.58,103-44-6,1502-22-3,544-01-4,86-74-8,118-44-5,DSSAWHFZNWVJEC-UHFFFAOYSA-N,GVNVAWHJIKLAGL-UHFFFAOYSA-N,AQZGPSLYZOOYQP-UHFFFAOYSA-N,UJOBWOGCFQCDNV-UHFFFAOYSA-N,KDFFXYVOTKKBDI-UHFFFAOYSA-N,DTXSID20870444,DTXSID30870879,DTXSID8052198,DTXSID4020248,DTXSID8059473,2.78,0.7,2.23,2.23,2.32,1.93,1.99,2.04,2.34,2.31,3.486,3.26208,1,0,0,-0.408000000000002,0,0,1461.01627059582,-0.583201215484211
DTXSID6052031,NaN,1.31,[0.44:2.18],0,0.17,0.353,3319-31-1,67614-33-9,91-96-3,119168-77-3,26761-40-0,KRADHMIOFJQKEZ-UHFFFAOYSA-N,NYPJDWWKZLNGGM-UHFFFAOYSA-N,CRRLDLPBQWRVGN-UHFFFAOYSA-N,ZZYSLNWGKKDOML-UHFFFAOYSA-N,ZVFDTKUVRCTHQE-UHFFFAOYSA-N,DTXSID9026265,DTXSID3020621,DTXSID5059034,DTXSID0034223,DTXSID4025082,1.17,2.85,0.2,1.15,1.16,1.93,2.52,1.36,2.62,2.05,9.986,9.43994000000001,10,0.539301815722573,1,-0.2866,8,0,3230.04261901314,-2.0683491207613
DTXSID2025977,NaN,0.48,[0.28:0.68],1,0.58,0.713,94-52-0,623-26-7,626-17-5,91-15-6,10315-98-7,XPAZGLFMMUODDK-UHFFFAOYSA-N,BHXFKXOIODIUJO-UHFFFAOYSA-N,LAQPNDIUHRHNCV-UHFFFAOYSA-N,XQZYPMVTSDWCCE-UHFFFAOYSA-N,QKVSMSABRNCNRS-UHFFFAOYSA-N,DTXSID8020965,DTXSID1060768,DTXSID7027259,DTXSID8029604,DTXSID30145675,0.4,0.3,0.75,0.7,0.25,0.79,0.7,0.51,0.58,0.98,1.108,1.35409,2,0,0,0.2346,1,0,929.403837901471,2.06195477733846
DTXSID80885615,NaN,0.63,[0.34:0.92],1,0.579,0.698,479-27-6,462-08-8,504-24-5,504-29-0,2814-20-2,YFOOEYJGMMJJLS-UHFFFAOYSA-N,CUYKNJBYIJFRCU-UHFFFAOYSA-N,NUKYPUAOHBNCPY-UHFFFAOYSA-N,ICSNLGPSRYBMBD-UHFFFAOYSA-N,JSAKSKHTLVSNQJ-UHFFFAOYSA-N,DTXSID6044432,DTXSID9047461,DTXSID0023870,DTXSID0024505,DTXSID1027502,0.8,0.32,0.66,1.06,0.26,0.38,0.66,0.32,0.57,0.61,0.356,0.3668,2,0,0,-1.0933,0,0,1016.36967988618,-3.96271791640412
DTXSID3042348,NaN,0.85,[0.41:1.29],1,0.576,0.626,62-44-2,2243-62-1,579-10-2,156-43-4,618-36-0,CPJSUEIXXCENMM-UHFFFAOYSA-N,KQSABULTKYLFEV-UHFFFAOYSA-N,LMTGCJANOQOGPI-UHFFFAOYSA-N,IMPPGHMHELILKG-UHFFFAOYSA-N,RQEUFEKYXDPUSK-UHFFFAOYSA-N,DTXSID1021116,DTXSID3020916,DTXSID8060373,DTXSID0025864,DTXSID40862301,1.48,0.65,0.18,1,0.82,0.6,1.09,1.01,0.6,0.93,2.172,1.92739,2,0,0,-0.7765,2,0,1242.11404859059,-5.81888888888889
DTXSID5027146,NaN,0.91,[0.54:1.28],1,0.665,0.705,106-93-4,616-44-4,78-79-5,110-02-1,1634-04-4,PAAZPARNPHGIKF-UHFFFAOYSA-N,QENGPZGAWFQWCZ-UHFFFAOYSA-N,RRHGJUQNOFWUDK-UHFFFAOYSA-N,YTPLMLYBLZKORZ-UHFFFAOYSA-N,BZLVMXJERCGZMT-UHFFFAOYSA-N,DTXSID3020415,DTXSID8060666,DTXSID2020761,DTXSID8026145,DTXSID3020833,1.18,0.72,1.3,0.95,0.18,0.99,0.88,0.89,0.82,1.08,2.027,1.7594,0,0,0,1.296,0,0,841.267198642441,-0.909791190367322
DTXSID10865763,NaN,0.29,[-0.02:0.6],1,0.427,0.667,98-10-2,88-19-7,78-40-0,122-20-3,512-56-1,KHBQMWCZKVMBLN-UHFFFAOYSA-N,YCMLQMDWSXFTIF-UHFFFAOYSA-N,DQWPFSLDHJDLRL-UHFFFAOYSA-N,SLINHMUFWFWBMU-UHFFFAOYSA-N,WVLBCYQITXONBZ-UHFFFAOYSA-N,DTXSID1059159,DTXSID7021362,DTXSID8026228,DTXSID5021415,DTXSID1021403,0.68,0.41,0.11,-0.24,0.15,0.29,0.39,0.31,0.12,0.17,1.232,0.85959,4,0,0,-1.3843,1,0,1376.7376134125,-22.7156016613321
DTXSID1047281,NaN,1.12,[0.62:1.62],1,0.402,0.56,90-94-8,10319-14-9,91-96-3,119-93-7,101-77-9,VVBLNCFGVYUYGU-UHFFFAOYSA-N,DVBLPJWQXDCAKU-UHFFFAOYSA-N,CRRLDLPBQWRVGN-UHFFFAOYSA-N,NUIURNJTPRWVAP-UHFFFAOYSA-N,YBRVSVVVWCFQMG-UHFFFAOYSA-N,DTXSID2020894,DTXSID2044503,DTXSID5059034,DTXSID5024059,DTXSID6022422,1.45,1.14,0.2,1.67,1.18,1.23,1.44,1.36,1.48,1.57,3.955,3.76127,4,0,0,-0.797600000000001,5,0,2379.9300876285,-6.42568611111111
DTXSID00873918,NaN,0.59,[0.26:1.16],0,0.167,0.509,134-47-4,135-51-3,5460-09-3,24019-05-4,87-02-5,PCGISRHGYLRXSR-UHFFFAOYSA-N,USWINTIHFQKJTR-UHFFFAOYSA-N,APRRQJCCBSJQOQ-UHFFFAOYSA-N,MKUMTCOTMQPYTQ-UHFFFAOYSA-N,KYARBIJYVGJZLB-UHFFFAOYSA-N,DTXSID7059642,DTXSID8044543,DTXSID4027600,DTXSID9058656,DTXSID7026520,0.26,0.3,0.46,1.87,0.38,0.48,0.48,0.42,1.23,0.61,3.618,5.27636000000001,7,0,0,-1.4533,6,2,3665.52484776765,-55.8762012267582
DTXSID1024049,2.2,2.2,[2.18:2.22],1,1,0.94,35367-38-5,510-15-6,101-14-4,91-94-1,2921-88-2,QQQYTWIFVNKMRW-UHFFFAOYSA-N,RAPBNVDSDCTNRC-UHFFFAOYSA-N,IBOFVQJTBBUKMU-UHFFFAOYSA-N,HUWXDEQWWKGHRV-UHFFFAOYSA-N,SBPBAQFWLVIOKP-UHFFFAOYSA-N,DTXSID1024049,DTXSID9020299,DTXSID5020865,DTXSID6020432,DTXSID4020458,2.2,2.68,2.24,2.16,3.18,2.4,2.04,2.22,2.25,3.37,4.688,3.77818,4,0.705995417839352,0,0.9525,5,0,1297.24344606161,-7.33493810225406
DTXSID60188898,NaN,1.63,[1.16:2.2],0,0.214,0.466,3319-31-1,26761-40-0,1116-76-3,78-42-2,117-81-7,KRADHMIOFJQKEZ-UHFFFAOYSA-N,ZVFDTKUVRCTHQE-UHFFFAOYSA-N,XTAZYLNFDRKIHJ-UHFFFAOYSA-N,GTVWRXDRKAHEAD-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,DTXSID9026265,DTXSID4025082,DTXSID3047635,DTXSID0021414,DTXSID5020607,1.17,1.16,1.93,1.7,2.77,1.93,2.05,2.48,2.11,2.1,14.055,10.37719,6,0,2,-6.1326,3,0,5134.87392535381,1.97630718954249
DTXSID1024251,NaN,1.33,[0.71:1.95],1,0.358,0.541,75-71-8,98-08-8,51-28-5,88-75-5,98-15-7,PXBRQCKWGAHEHS-UHFFFAOYSA-N,GETTZEONDQJALK-UHFFFAOYSA-N,UFBJCMHMOXMLKC-UHFFFAOYSA-N,IQUPABOKLQSFBK-UHFFFAOYSA-N,YTCGOUNVIAWCMG-UHFFFAOYSA-N,DTXSID6020436,DTXSID2024589,DTXSID0020523,DTXSID1021790,DTXSID4024773,0.79,1.65,0.57,1.34,2.35,1.44,1.28,1.04,1.09,2.44,2.544,1.8138,0,0,0,1.7019,0,0,159.766408857853,-17.5678168402778
DTXSID70865769,NaN,2.75,[1.85:3.65],1,0.319,0.42,78-63-7,6731-36-8,25311-71-1,17109-49-8,36335-67-8,DMWVYCCGCQPJEA-UHFFFAOYSA-N,NALFRYPTRXKZPN-UHFFFAOYSA-N,HOQADATXFBOEGG-UHFFFAOYSA-N,AWZOLILCOUMRDG-UHFFFAOYSA-N,OEYOMNZEMCPTKN-UHFFFAOYSA-N,DTXSID9025110,DTXSID4020165,DTXSID8032417,DTXSID7041910,DTXSID5058068,3.48,3.96,2.12,1.51,2.46,3.11,2.86,1.73,2.62,2.42,5.218,4.56919000000001,3,0,1,3.6008,0,0,3040.13332495734,-10.9640333028502
DTXSID5027148,NaN,1.22,[0.8:1.64],1,0.525,0.602,76-12-0,75-71-8,75-25-2,79-27-6,78-79-5,UGCSPKPEHQEOSR-UHFFFAOYSA-N,PXBRQCKWGAHEHS-UHFFFAOYSA-N,DIKBFYAXUHHXCS-UHFFFAOYSA-N,QXSZNDIIPUOQMB-UHFFFAOYSA-N,RRHGJUQNOFWUDK-UHFFFAOYSA-N,DTXSID5026091,DTXSID6020436,DTXSID1021374,DTXSID1026083,DTXSID2020761,1.77,0.79,1.13,0.74,1.3,1.01,1.44,1.14,2,0.89,3.471,2.9189,0,0.132544581618655,0,2.7863,0,0,136.35670805146,-6.59015453532235
