MoleculeID,CACO2_exp,CACO2_pred,CACO2_predRange,AD_CACO2,AD_index_CACO2,Conf_index_CACO2,CACO2_CAS_neighbor_1,CACO2_CAS_neighbor_2,CACO2_CAS_neighbor_3,CACO2_CAS_neighbor_4,CACO2_CAS_neighbor_5,CACO2_InChiKey_neighbor_1,CACO2_InChiKey_neighbor_2,CACO2_InChiKey_neighbor_3,CACO2_InChiKey_neighbor_4,CACO2_InChiKey_neighbor_5,CACO2_DTXSID_neighbor_1,CACO2_DTXSID_neighbor_2,CACO2_DTXSID_neighbor_3,CACO2_DTXSID_neighbor_4,CACO2_DTXSID_neighbor_5,CACO2_Exp_neighbor_1,CACO2_Exp_neighbor_2,CACO2_Exp_neighbor_3,CACO2_Exp_neighbor_4,CACO2_Exp_neighbor_5,CACO2_pred_neighbor_1,CACO2_pred_neighbor_2,CACO2_pred_neighbor_3,CACO2_pred_neighbor_4,CACO2_pred_neighbor_5,SHBd,MLFER_A,ATSC1i,nBondsD2,khs_ssSe,SsOH,MLFER_BO,nFRing,SP_6,nssO,nHBDon_Lipinski,ATSC1s,nN,minHsOH,MATS4c,nHBint3,ndO,StsC,SHaaCH,nHBint2,SpMAD_Dzm,nHCsatu,nHBint4,AATS5v,AATS1i,ALogp2,SHBint3,nHBa,MATS6e,GATS3c,khs_ddssSe,nHsNH2,khs_ssPbH2,WNSA_2,CrippenLogP,GATS4c
DTXSID5020281,NaN,-4.81,[-5.52:-4.11],0,0.059,0.283,61977-29-5,99-76-3,58-94-6,95-25-0,121-57-3,SJAPSPJRTQCDNO-UHFFFAOYSA-N,LXCFILQKKLGQFO-UHFFFAOYSA-N,JBMKAUGHUNFTOL-UHFFFAOYSA-N,TZFWDZFKRBELIQ-UHFFFAOYSA-N,HVBSAKJJOYLTQU-UHFFFAOYSA-N,DTXSID70381878,DTXSID4022529,DTXSID0022800,DTXSID9022813,DTXSID6024464,-4.11,-4.46,-5.89,-4.19,-5.43,-4.49,-4.66,-5.61,-4.58,-5.1,0,0.003,6.52856425605715,1,43.14,0,-0.132,0,0,0,0,0.663727219282774,1,0,-0.310049482248962,0,1,0,2.20142661179698,0,3.19302113063708,0,0,149.539675704065,148.484732765757,10.323369,0,2,2.78884450685175,0.648782534687775,156.993056048,0,2.536,458.32307628125,2.66909,1.16111258523347
DTXSID8020961,NaN,-4.82,[-5.32:-4.32],0,0.166,0.421,63-74-1,19178-25-7,CHEMBL393099|CHEMBL245809,121-57-3,61977-29-5,FDDDEECHVMSUSB-UHFFFAOYSA-N,QMOPAFMMLWUTKI-UHFFFAOYSA-N,BXNIGFVNPDKNLC-UHFFFAOYSA-N,HVBSAKJJOYLTQU-UHFFFAOYSA-N,SJAPSPJRTQCDNO-UHFFFAOYSA-N,DTXSID4023622,DTXSID50343499,?,DTXSID6024464,DTXSID70381878,-5.26,-4.37,-4.89,-5.43,-4.11,-5.52,-4.69,-4.98,-5.1,-4.49,0.571306689342404,0.334,10.0466259817,1,69.16,0,0.194,0,0,0,2,-5.55555555555556,2,0,-0.180712401114994,0,1,0,2.38361111111111,0,3.41425275955247,0,0,106.186893280121,155.731715104638,2.95771204,0,2,0.716092196848393,0.852892057818171,138.042927432,1,1.097,422.43110071875,1.59789,0.997538317354022
DTXSID0021834,NaN,-4.93,[-5.57:-4.29],0,0.082,0.328,99-76-3,61977-29-5,121-57-3,58-94-6,120-47-8,LXCFILQKKLGQFO-UHFFFAOYSA-N,SJAPSPJRTQCDNO-UHFFFAOYSA-N,HVBSAKJJOYLTQU-UHFFFAOYSA-N,JBMKAUGHUNFTOL-UHFFFAOYSA-N,NUVBSKCKDOMJSU-UHFFFAOYSA-N,DTXSID4022529,DTXSID70381878,DTXSID6024464,DTXSID0022800,DTXSID9022528,-4.46,-4.11,-5.43,-5.89,-4.81,-4.66,-4.49,-5.1,-5.61,-4.56,0.718398526077098,0.722,7.86675985540002,1,63.37,8.71585034013605,0.179,0,0,0,1,-6.81481481481481,1,0.718398526077098,-0.191057442545017,0,1,0,2.55722222222222,0,3.36752499648641,0,0,116.836921140788,151.419630649517,5.20387344,0,2,2.13489478672189,0.83335798883707,139.02694302,0,1.508,390.565768976563,1.72129,1.0698338982694
DTXSID3032622,NaN,-5.66,[-6.22:-4.99],0,0.182,0.291,CHEMBL3287842,CHEMBL3287844,1251841-43-6,CHEMBL3287851,60-56-0,RFORRJWTWBSVQH-UHFFFAOYSA-N,VYGDBUNFMFHVLJ-UHFFFAOYSA-N,CFKOLKAQDSAASE-UHFFFAOYSA-N,ORLPPUHANSFJCS-UHFFFAOYSA-N,IVAWMVACECMAGC-UHFFFAOYSA-N,?,?,?,?,DTXSID4020820,-6,-6.22,-6,-5.59,-4.32,-5.75,-5.71,-5.44,-5.57,-5.66,0.759027777777778,0.003,0.768629371712499,2,38.33,0,0.503,0,1,1,1,-2.21296296296296,1,0,0.114961547583945,0,1,0,0,1,2.52223921360763,1,0,56.5486875281985,154.898789424408,0.86452804,0,3,0,1.16998306805723,99.0320284,0,0.00799999999999995,113.680960578125,-0.30052,0.579410972503359
DTXSID2044347,NaN,-4.92,[-5.2:-4.64],1,0.198,0.546,50771-89-6,CHEMBL1667967,CHEMBL1806794,120-47-8,99-76-3,WLOTVFRYXAJOSM-UHFFFAOYSA-N,XALCMOIGDGAVRK-UHFFFAOYSA-N,MSZXLCLRUSDFBH-UHFFFAOYSA-N,NUVBSKCKDOMJSU-UHFFFAOYSA-N,LXCFILQKKLGQFO-UHFFFAOYSA-N,?,?,?,DTXSID9022528,DTXSID4022529,-5.16,-4.84,-5.25,-4.81,-4.46,-5.08,-4.74,-4.87,-4.56,-4.66,0,0.003,-3.15454936702377,1,26.3,0,0.677,0,0,1,0,-2.16269841269841,0,0,-0.0818796353534786,0,1,0,2.16291666666667,0,4.1080339563753,1,0,107.985509801738,143.124300528286,2.41336225,0,2,0.604316660322385,1.16030496110374,150.06807956,0,1.814,589.690214542969,1.86619,0.971481448812189
DTXSID9059204,NaN,-4.51,[-4.89:-4.13],0,0.169,0.477,61977-29-5,99-76-3,95-25-0,120-47-8,50771-89-6,SJAPSPJRTQCDNO-UHFFFAOYSA-N,LXCFILQKKLGQFO-UHFFFAOYSA-N,TZFWDZFKRBELIQ-UHFFFAOYSA-N,NUVBSKCKDOMJSU-UHFFFAOYSA-N,WLOTVFRYXAJOSM-UHFFFAOYSA-N,DTXSID70381878,DTXSID4022529,DTXSID9022813,DTXSID9022528,?,-4.11,-4.46,-4.19,-4.81,-5.16,-4.49,-4.66,-4.58,-4.56,-5.08,0,0.003,-2.98515133556939,1,26.3,0,0.677,0,0,1,0,-1.89729080932785,0,0,-0.0506762641665253,0,1,0,2.1578549382716,0,3.85311215457206,0,0,127.995174564012,142.525984219683,4.65092356,0,3,1.08803864074361,0.887430865122882,170.013457144,0,2.21,622.346898257813,2.04259,0.9409571881462
DTXSID4059205,NaN,-4.64,[-5.05:-4.23],1,0.215,0.485,99-76-3,120-47-8,121-57-3,94-26-8,61977-29-5,LXCFILQKKLGQFO-UHFFFAOYSA-N,NUVBSKCKDOMJSU-UHFFFAOYSA-N,HVBSAKJJOYLTQU-UHFFFAOYSA-N,QFOHBWFCKVYLES-UHFFFAOYSA-N,SJAPSPJRTQCDNO-UHFFFAOYSA-N,DTXSID4022529,DTXSID9022528,DTXSID6024464,DTXSID3020209,DTXSID70381878,-4.46,-4.81,-5.43,-4.49,-4.11,-4.66,-4.56,-5.1,-4.65,-4.49,0.766736111111111,0.591,-0.885033705276267,1,46.53,8.50759448223734,0.676,0,0,1,1,-7.66520467836257,0,0.766736111111111,-0.0632908894733514,0,1,0,2.36791666666667,1,4.00926404369114,0,0,111.35584066047,145.156627209287,2.41709209,0,3,0.939221793040732,0.869534606998129,152.047344116,0,1.552,538.418510091797,1.36179,0.96127000464911
DTXSID80889259,NaN,-4.98,[-5.34:-4.62],1,0.203,0.451,299-42-3|53214-57-6|90-82-4,536-33-4,1197-18-8,51-61-6,CHEMBL393300|CHEMBL393301,KWGRBVOPPLSCSI-UHFFFAOYSA-N,AEOCXXJPGCBFJA-UHFFFAOYSA-N,GYDJEQRTZSCIOI-UHFFFAOYSA-N,VYFYYTLLBUKUHU-UHFFFAOYSA-N,KRFQUVCUCDFPGY-UHFFFAOYSA-N,DTXSID0022985|DTXSID70858959|DTXSID0023537,DTXSID0020577,DTXSID3045350,DTXSID6022420,?,-4.99,-4.4,-5.57,-4.95,-4.99,-4.4,-5.23,-5.19,-5.51,-4.73,0.852295918367347,0.281,2.47130565506123,0,46.25,9.3237962962963,0.901,0,0,0,3,-6.49920729290527,1,0.46375,-0.178840647304455,2,0,0,0,0,5.57062499684441,0,0,89.2121074617771,151.249623149648,5.57148816,6.22308588317271,2,-0.0880325661205599,0.880652312674055,145.146664228,1,1.499,431.373829436646,1.2748,1.53566848549087
DTXSID7030698,NaN,-6.84,[-7.14:-6.56],0,0.032,0.448,512-69-6,82854-37-3,29125-80-2,110623-73-9,?,MUPFEKGTMRGPLJ-UHFFFAOYSA-N,FSBUXLDOLNLABB-UHFFFAOYSA-N,RPVIQWDFJPYNJM-UHFFFAOYSA-N,OCZZCFAOOWZSRX-UHFFFAOYSA-N,YURJSTAIMNSZAE-UHFFFAOYSA-N,DTXSID8041111,DTXSID0033469,DTXSID301045305,DTXSID40149341,?,-7.31,-6.65,-7.05,-6.56,-6.59,-6.55,-6.82,-6.7,-6.66,-6.47,4.96681655044789,3.543,-2.40194597112171,0,474.9,195.613056271292,9.49,64,0,12,18,-102.481481481482,0,0.205402727459014,-0.0877786704311504,36,0,0,0,0,15.379674869464,0,24,160.243719706868,151.58117015608,109.85974596,65.5352929197441,30,0.0190084686044422,0.827905576240778,972.316940520002,0,-11.796,8736.97768766438,-13.0548,1.09309192292973
DTXSID2026652,NaN,-4.69,[-5.01:-4.37],1,0.213,0.527,846589-98-8,CHEMBL264424,CHEMBL1224024,2078-54-8,CHEMBL1806794,XTTZERNUQAFMOF-UHFFFAOYSA-N,OQZQEGAAANHHRE-UHFFFAOYSA-N,HWJCHTVVHUINLQ-UHFFFAOYSA-N,OLBCVFGFOZPWHH-UHFFFAOYSA-N,MSZXLCLRUSDFBH-UHFFFAOYSA-N,DTXSID60233650,?,?,DTXSID6023523,?,-4.55,-4.23,-4.72,-4.77,-5.25,-4.76,-4.42,-4.74,-4.51,-4.87,0,0.003,-3.42836870004248e-13,0,0,0,0.152,0,0,0,0,-1.77777777777778,0,0,-0.137140201991658,0,0,0,1.42138888888889,0,4.97776153903173,0,0,100.741185482206,142.59127106374,7.09796164000001,0,0,0.190476190476183,1.04487330144573,162.140850576,0,4.832,889.26340246875,3.9334,1.02556405305267
DTXSID6026080,NaN,-5.11,[-5.53:-4.69],1,0.233,0.476,537-98-4,160388-53-4,562803-70-7,562803-68-3,15687-27-1,KSEBMYQBYZTDHS-UHFFFAOYSA-N,ZHQQRHUITAFMTC-UHFFFAOYSA-N,MRWQACAGQLPROF-UHFFFAOYSA-N,UMYNAPRDOSIHOY-UHFFFAOYSA-N,HEFNNWSXXWATRW-UHFFFAOYSA-N,DTXSID70892035,DTXSID00424444,?,DTXSID00361421,DTXSID5020732,-4.97,-5.44,-5.27,-5.53,-4.33,-5.45,-5.32,-5.63,-5.3,-4.5,1.54192247732426,1.179,4.87968218322227,2,74.6,16.9337688964475,0.788,0,0,0,2,-16.9382716049383,0,0.770961238662132,0.0223187528609367,0,2,0,2.5175,2,4.35659106345907,0,0,127.651864657565,145.03260592355,1.11809476,0,4,0.00383980266378033,0.716143828308615,166.026608672,0,1.252,624.499809290039,1.05139,0.882208802714678
DTXSID0021836,NaN,-4.42,[-4.73:-4.11],0,0.145,0.493,61977-29-5,19178-25-7,67-45-8,95-25-0,99-76-3,SJAPSPJRTQCDNO-UHFFFAOYSA-N,QMOPAFMMLWUTKI-UHFFFAOYSA-N,PLHJDBGFXBMTGZ-UHFFFAOYSA-N,TZFWDZFKRBELIQ-UHFFFAOYSA-N,LXCFILQKKLGQFO-UHFFFAOYSA-N,DTXSID70381878,DTXSID50343499,DTXSID4041997,DTXSID9022813,DTXSID4022529,-4.11,-4.37,-4.99,-4.19,-4.46,-4.49,-4.69,-5.29,-4.58,-4.66,0,0.003,10.1429100766,2,86.28,0,-0.326,0,0,0,0,1.27777777777778,2,0,-0.0998282464343669,0,2,0,2.79361111111111,0,4.01281876810108,0,0,144.833914359371,155.767336366975,8.58607204,0,2,0.761320306564183,0.440867662314241,168.017106608,0,1.806,535.47471703125,1.78289,0.851155809312111
DTXSID80883636,NaN,-4.91,[-5.74:-4.08],0,0.192,0.232,CHEMBL2409627,CHEMBL3287843,46817-91-8,54-11-5,17862-85-0,QWEBUPURHNWVEK-UHFFFAOYSA-N,WCIADTUSAHGEJH-UHFFFAOYSA-N,YWPHCCPCQOJSGZ-UHFFFAOYSA-N,SNICXCGAKADSCV-UHFFFAOYSA-N,VEJWNIYARKAHFI-UHFFFAOYSA-N,?,?,DTXSID6057900,DTXSID1020930,DTXSID00939104,-4.04,-6.4,-4.39,-4.61,-5.13,-4.59,-5.42,-4.18,-4.77,-4.56,0,0.003,-15.0288579395245,0,27.69,0,0.742,0,0,3,0,-0.155325443786981,0,0,0.031799049304025,0,0,0,0,0,5.71507098246397,0,0,90.8932850857941,150.016152086656,0.00152880999999999,0,3,0.0180980742728357,1.13440149426797,148.109944372,0,0.063,220.745641608215,0.6859,0.474366316766266
DTXSID30893604,NaN,-5.46,[-5.94:-4.98],1,0.231,0.405,CHEMBL593080,CHEMBL3325783,CHEMBL3325629,CHEMBL3325790,CHEMBL593046,QHTZKDAJWFACKZ-UHFFFAOYSA-N,BNKGKXJXUYLRED-UHFFFAOYSA-N,VUMJXVLBMLBKSZ-UHFFFAOYSA-N,RTIVTQKATKGTKF-UHFFFAOYSA-N,KPURTNMKRQFRJT-UHFFFAOYSA-N,?,?,?,?,?,-5.8,-5.03,-4.73,-5.96,-5.76,-5.21,-5.53,-5.37,-5.38,-5.24,0,0.003,-11.8241227733487,2,100.85,0,2.533,0,0,1,0,-6.80582541655682,5,0,0.119413945846679,0,1,0,3.14889335275442,0,13.132577170136,2,0,173.724374500846,149.752360304679,13.527684,0,10,-0.276504912884977,1.01688197691954,539.141437044001,0,4.27,3905.02977965654,5.8132,0.854476759216174
DTXSID90143117,NaN,-4.53,[-4.68:-4.38],1,0.189,0.529,60-56-0,CHEMBL508156,846589-98-8,54-11-5,24662-37-1,IVAWMVACECMAGC-UHFFFAOYSA-N,DMILNTFRFSJCOO-UHFFFAOYSA-N,XTTZERNUQAFMOF-UHFFFAOYSA-N,SNICXCGAKADSCV-UHFFFAOYSA-N,FBAXZPMXGBNBPE-UHFFFAOYSA-N,DTXSID4020820,?,DTXSID60233650,DTXSID1020930,DTXSID30367996,-4.32,-4.75,-4.55,-4.61,-4.44,-5.66,-4.88,-4.76,-4.77,-4.51,0,0.003,-8.56836671992499,0,49.82,0,0.377,0,0,0,0,0.787037037037037,2,0,0.066620146201354,0,0,1.84606481481481,0.7925,0,2.67184407696826,0,0,63.0165618421838,149.211241220133,0.429025,0,1,0,0.776452740686302,108.032362748,0,0.138,198.44442296875,0.69522,0.857497433983215
DTXSID7057606,NaN,-4.82,[-5.63:-4.27],0,0.185,0.21,60-56-0,CHEMBL3287843,CHEMBL3236568,79-06-1,110-60-1,IVAWMVACECMAGC-UHFFFAOYSA-N,WCIADTUSAHGEJH-UHFFFAOYSA-N,YTSCCHQLULFXJD-UHFFFAOYSA-N,HRPVXLWXLXDGHG-UHFFFAOYSA-N,KIDHWZJUCRJVML-UHFFFAOYSA-N,DTXSID4020820,?,?,DTXSID5020027,DTXSID4041107,-4.32,-6.4,-4.27,-4.57,-4.52,-5.66,-5.42,-4.46,-5.03,-5.17,0.451666666666667,0.025,-12.0303442611218,0,29.26,0,1.205,0,0,0,2,-2.52777777777778,2,0,-0.0754889764726566,1,0,0,0,0,4.27841552627171,0,0,73.7809932942543,155.391926173183,6.56099999999944e-05,1.04134259259259,2,-0.0619295958279028,1.11273450248529,116.131348512,1,0.133,286.326526140625,0.2869,0.615679495585964
DTXSID5021837,NaN,-5.33,[-6.26:-4.4],0,0.19,0.154,439944-41-9,60-56-0,62-49-7,CHEMBL3287843,710654-74-3,JEGDFKOGLTVGEE-UHFFFAOYSA-N,IVAWMVACECMAGC-UHFFFAOYSA-N,OEYIOHPDSNJKLS-UHFFFAOYSA-N,WCIADTUSAHGEJH-UHFFFAOYSA-N,WYEGTIGJSHGEID-UHFFFAOYSA-N,?,DTXSID4020820,DTXSID8043789,?,DTXSID90430791,-6.4,-4.32,-4.95,-6.4,-4.42,-5.42,-5.66,-4.76,-5.42,-4.64,0.672083333333333,0.259,-13.379201267691,0,23.47,8.45722222222222,1.03,0,0,0,1,-3.19990548204159,1,0.672083333333333,-0.0427163441178553,1,0,0,0,0,4.22536822085291,0,0,71.3116507698682,152.436423638716,0.07924225,1.4655150462963,2,-0.173459429148105,1.01223274897328,117.1153641,0,0.2,264.061231792969,0.3205,0.527351977923525
DTXSID10143255,NaN,-6.05,[-6.49:-5.61],0,0.156,0.424,4618-18-2,57-50-1,69-65-8,CHEMBL3321763,CHEMBL3322332,JCQLYHFGKNRPGE-UHFFFAOYSA-N,CZMRCDWAGMRECN-UHFFFAOYSA-N,FBPFZTCFMRRESA-UHFFFAOYSA-N,DMDGTCCKJRVPDG-UHFFFAOYSA-N,LEKGGMONDQYPIH-UHFFFAOYSA-N,DTXSID5045833,DTXSID2021288,DTXSID1023235,?,?,-6.55,-5.92,-6.38,-5.41,-5.5,-6.1,-6.47,-5.95,-5.33,-5.39,4.22044767597122,0.849,4.65971379201933,2,205.21,73.9718578070959,3.532,0,0,1,8,-48.3339643347051,0,0.456514865205341,-0.0466910793410726,14,2,0,0,0,8.70967963534841,2,12,137.002153790126,153.028485987041,23.18133609,62.2602379340699,11,0.0268265017932462,0.787717764813496,342.116211524001,0,-5.632,1604.15825258667,-5.47811,1.05544993311169
DTXSID3021437,NaN,-4.74,[-5.14:-4.34],0,0.185,0.465,846589-98-8,CHEMBL264424,CHEMBL508156,2078-54-8,3614-50-4,XTTZERNUQAFMOF-UHFFFAOYSA-N,OQZQEGAAANHHRE-UHFFFAOYSA-N,DMILNTFRFSJCOO-UHFFFAOYSA-N,OLBCVFGFOZPWHH-UHFFFAOYSA-N,WBEMJRFRGOAAJI-UHFFFAOYSA-N,DTXSID60233650,?,?,DTXSID6023523,DTXSID90424897,-4.55,-4.23,-4.75,-4.77,-5.47,-4.76,-4.42,-4.88,-4.51,-4.83,0,0.003,7.061018436616e-14,2,0,0,0.144,0,0,0,0,-0.379166666666666,0,0,-0.0303905476647052,0,0,0,0,0,3.71455405984298,3,0,71.9876374585979,142.59127106374,2.08167184,0,0,0.166666666666653,0.890317751582401,108.093900384,0,3.605,358.130034238281,2.38108,0.961711453681163
DTXSID3020596,NaN,-4.8,[-5:-4.6],1,0.195,0.58,846589-98-8,2078-54-8,CHEMBL508156,3614-71-9,CHEMBL205782,XTTZERNUQAFMOF-UHFFFAOYSA-N,OLBCVFGFOZPWHH-UHFFFAOYSA-N,DMILNTFRFSJCOO-UHFFFAOYSA-N,AXLDMZNUHQOZFK-UHFFFAOYSA-N,NNEAKBWZBQOQDH-UHFFFAOYSA-N,DTXSID60233650,DTXSID6023523,?,?,?,-4.55,-4.77,-4.75,-4.84,-5.18,-4.76,-4.51,-4.88,-5.01,-4.9,0,0.003,4.39648317751562e-14,0,0,0,0.124,0,0,0,0,-0.137345679012346,0,0,-0.176294051638274,0,0,0,2.095,0,3.1920337096191,0,0,85.7760256248416,141.421129213833,3.92475721,0,0,0.199999999999985,0.823470528011703,106.07825032,0,2.923,321.839277199219,2.249,1.17739525635222
DTXSID20143261,NaN,-5.35,[-6:-4.7],1,0.22,0.326,439944-41-9,NOCAS_876712,CHEMBL2022620,1094264-29-5,160388-51-2,JEGDFKOGLTVGEE-UHFFFAOYSA-N,VBVDJAQIFQGHBP-UHFFFAOYSA-N,BEVLOLVLTQBSTJ-UHFFFAOYSA-N,HTJCOPJZCYJCMM-UHFFFAOYSA-N,FGOUWZMAKYNJBA-UHFFFAOYSA-N,?,DTXSID50876712,?,?,DTXSID50437529,-6.4,-4.46,-5.29,-5.01,-5.54,-5.42,-5.11,-4.99,-5.19,-5.59,1.11640396667926,0.205,3.83355786281528,1,75.4,8.5793038233812,0.572,0,0,0,2,-4.55555555555556,2,0.678903966679264,0.00982323358795014,2,1,0,1.64373724489796,0,5.07704644079103,0,1,152.079137871478,152.637547733325,4.38693025,5.64067272714084,3,-0.465593905001689,0.87547809324156,196.084792244,0,2.146,913.755861290283,1.44791,0.871644927412709
DTXSID2021284,NaN,-4.82,[-5.03:-4.61],1,0.195,0.579,846589-98-8,CHEMBL205782,CHEMBL508156,3614-71-9,2078-54-8,XTTZERNUQAFMOF-UHFFFAOYSA-N,NNEAKBWZBQOQDH-UHFFFAOYSA-N,DMILNTFRFSJCOO-UHFFFAOYSA-N,AXLDMZNUHQOZFK-UHFFFAOYSA-N,OLBCVFGFOZPWHH-UHFFFAOYSA-N,DTXSID60233650,?,?,?,DTXSID6023523,-4.55,-5.18,-4.75,-4.84,-4.77,-4.76,-4.9,-4.88,-5.01,-4.51,0,0.003,3.19744231092045e-14,1,0,0,0.16,0,0,0,0,-1.38888888888889,0,0,-0.133573826229918,0,0,0,2.25,0,2.91789630201135,0,0,93.5341051859365,139.95845190145,5.67249489,0,0,0.249999999999986,0.679612753484659,104.062600256,0,2.959,327.250142273438,2.14689,1.15220076141279
DTXSID9029302,NaN,-4.55,[-4.74:-4.36],1,0.256,0.6,334-48-5,2078-54-8,99-66-1,15687-27-1,53648-05-8,GHVNFZFCNZKVNT-UHFFFAOYSA-N,OLBCVFGFOZPWHH-UHFFFAOYSA-N,NIJJYAXOARWZEE-UHFFFAOYSA-N,HEFNNWSXXWATRW-UHFFFAOYSA-N,BYPIURIATSUHDW-UHFFFAOYSA-N,DTXSID9021554,DTXSID6023523,DTXSID6023733,DTXSID5020732,DTXSID30866353,-4.68,-4.77,-4.32,-4.33,-4.63,-4.48,-4.51,-4.55,-4.5,-5.02,0.542300170068027,0.348,-0.988449824933877,0,20.23,8.95646636432351,0.395,0,0,0,1,-2.49413325170901,0,0.542300170068027,-0.017973761606237,0,0,0,0,0,6.46939756143337,0,0,100.135907876145,146.726572246627,1.67184900000001,0,1,-0.0839534004060688,0.583326292140518,158.167065324,0,3.993,480.144167466797,2.9753,1.0233076325332
DTXSID0051499,NaN,-4.54,[-4.78:-4.3],1,0.213,0.53,54-11-5,30652-11-0,24662-37-1,846589-98-8,91-64-5,SNICXCGAKADSCV-UHFFFAOYSA-N,ORRXMVISQFUGSY-UHFFFAOYSA-N,FBAXZPMXGBNBPE-UHFFFAOYSA-N,XTTZERNUQAFMOF-UHFFFAOYSA-N,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,DTXSID1020930,DTXSID6040666,DTXSID30367996,DTXSID60233650,DTXSID7020348,-4.61,-4.89,-4.44,-4.55,-4.11,-4.77,-5.54,-4.51,-4.76,-4.75,0,0.003,-4.28667028758665,1,12.89,0,0.448,0,0,0,0,-1.17037037037037,1,0,0.064374876337597,0,0,0,2.16111111111111,0,2.84463201285297,0,0,84.066638106452,143.996041532687,1.51560721,0,0,-0.43778801843318,0.922647830258196,105.057849224,0,1.707,304.88700503125,1.54189,0.588671393638048
DTXSID0020153,NaN,-4.3,[-4.59:-4.01],0,0.198,0.483,91-64-5,24662-37-1,65-85-0,133613-71-5,CHEMBL206550,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,FBAXZPMXGBNBPE-UHFFFAOYSA-N,WPYMKLBDIGXBTP-UHFFFAOYSA-N,SOIISBQQYAGDKM-UHFFFAOYSA-N,ARDWAGDGUKXSPH-UHFFFAOYSA-N,DTXSID7020348,DTXSID30367996,DTXSID6020143,DTXSID90395194,?,-4.11,-4.44,-4.01,-4.18,-4.83,-4.75,-4.51,-5.04,-4.29,-4.95,0,0.003,1.33226762955019e-15,0,0,0,0.124,0,0,0,0,0.267832647462277,0,0,0.0280565247759751,0,0,0,2.0892524005487,0,2.84555588218682,0,0,103.585870972494,140.36251538062,5.90538601,0,1,-0.465405879345771,0.626559836373022,126.023627904,0,2.485,342.472308328125,2.0859,1.08450464296532
DTXSID5021839,NaN,-4.78,[-5.19:-4.4],0,0.195,0.445,562803-76-3,1197-18-8,CHEMBL508156,536-33-4,CHEMBL352209,XKFHMAZBNKKNMT-UHFFFAOYSA-N,GYDJEQRTZSCIOI-UHFFFAOYSA-N,DMILNTFRFSJCOO-UHFFFAOYSA-N,AEOCXXJPGCBFJA-UHFFFAOYSA-N,YLFFHNIXEICBHR-UHFFFAOYSA-N,DTXSID50586309,DTXSID3045350,?,DTXSID0020577,?,-4.55,-5.57,-4.75,-4.4,-4.6,-4.47,-5.19,-4.88,-5.23,-4.34,0.489027777777778,0.18,5.9434275279059,0,26.02,0,0.61,0,0,0,2,-2.98856209150327,1,0,-0.0510813511285917,0,0,0,2.21138888888889,0,3.11608725099371,0,0,80.4468244918118,148.138759627229,0.875908810000001,0,1,-0.010604903707479,0.47187583678487,107.073499288,1,1.144,312.362749875,0.8058,1.0776299829264
DTXSID7021491,NaN,-4.96,[-5.36:-4.56],0,0.065,0.4,CHEMBL1684991,1147335-85-0,1147335-50-9,30652-11-0,39793-31-2,IZRAERNBXVOHGW-UHFFFAOYSA-N,RZCXHJUZHJILOV-UHFFFAOYSA-N,IJZDOWKMNHCYCN-UHFFFAOYSA-N,ORRXMVISQFUGSY-UHFFFAOYSA-N,PMHDSACGRKBACK-UHFFFAOYSA-N,?,?,?,DTXSID6040666,DTXSID60406887,-4.86,-5.6,-5.1,-4.89,-4.33,-4.79,-4.99,-5.1,-5.54,-4.96,0,0.003,7.99360577730113e-15,0,23.79,0,0.249,0,0,0,0,1.82264957264957,1,0,0.0538859362593719,0,0,2.02694444444444,2.52138888888889,0,2.80874242984087,0,0,111.97447269428,139.756273648039,2.92033921,0,0,-2.55133669120495,0.611507906456903,103.04219916,0,1.745,267.656913726563,1.62449,1.25793993077148
DTXSID9041528,NaN,-4.77,[-5.05:-4.49],0,0.178,0.488,299-42-3|53214-57-6|90-82-4,536-33-4,846589-98-8,4344-61-0,CHEMBL508156,KWGRBVOPPLSCSI-UHFFFAOYSA-N,AEOCXXJPGCBFJA-UHFFFAOYSA-N,XTTZERNUQAFMOF-UHFFFAOYSA-N,WXOHRQAMBKXWME-UHFFFAOYSA-N,DMILNTFRFSJCOO-UHFFFAOYSA-N,DTXSID0022985|DTXSID70858959|DTXSID0023537,DTXSID0020577,DTXSID60233650,?,?,-4.99,-4.4,-4.55,-5.15,-4.75,-4.4,-5.23,-4.76,-4.67,-4.88,0,0.003,-4.33783192446665,0,36.68,0,0.537,0,0,0,0,1.75231481481482,2,0,-0.299713503052287,0,0,1.98694444444444,2.40166666666667,0,2.78273543863868,0,0,95.8828023769584,144.7864124993,0.31169889,0,0,0,0.781262979819662,104.037448128,0,0.493,247.84299509375,1.01949,1.35677602608068
