MoleculeID,MolWeight,nbAtoms,nbHeavyAtoms,nbC,nbO,nbN,nbAromAtom,nbRing,nbHeteroRing,Sp3Sp2HybRatio,nbRotBd,nbHBdAcc,ndHBdDon,nbLipinskiFailures,TopoPolSurfAir,MolarRefract,CombDipolPolariz
DTXSID9027073,292.090665472,36,20,10,8,2,0,0,0,0.6,11,10,4,1,155.68,62.3456,1.879
DTXSID0047246,332.155849008001,47,23,18,2,2,6,2,1,0.444444444444444,3,3,3,1,98.48,71.8992,1.922
DTXSID3021196,229.109423192,31,15,9,0,5,6,1,1,0.666666666666667,4,5,2,0,62.73,42.9827,1.997
DTXSID60892423,27.010899032,3,2,1,0,1,0,0,0,NaN,0,1,0,0,23.79,7.0145,0.311
DTXSID6065684,368.365430776001,74,26,24,2,0,0,0,0,0.958333333333333,22,2,0,2,26.3,82.6709,0.558
DTXSID9047544,417.006530256,39,26,14,4,5,15,3,2,0.214285714285714,5,7,1,0,116.09,45.4045,3.325
DTXSID90930524,27.010899032,3,2,1,0,1,0,0,0,NaN,0,1,0,0,23.79,7.0145,0.311
DTXSID8044383,186.05032132,23,13,12,0,0,12,2,0,0,2,0,0,1,25.3,7.7935,1.168
DTXSID4074512,138.031694052,16,10,7,3,0,6,1,0,0,1,1,2,0,57.53,11.4231,1.744
DTXSID9027075,278.111400916,37,19,10,7,2,0,0,0,0.7,11,9,4,1,138.61,62.5533,1.82
DTXSID50893702,804.465992236002,125,57,44,13,0,0,7,7,0.840909090909091,10,13,5,1,182.83,189.2289,3.08
DTXSID6040373,506.117745072,52,36,24,2,4,18,3,0,0.173913043478261,10,5,1,1,86.84,39.1725,2.422
DTXSID9027077,393.138343936001,50,27,14,10,3,0,0,0,0.642857142857143,16,13,5,2,196.22,86.4493,2.441
DTXSID0020151,150.06807956,21,11,9,2,0,6,1,0,0.222222222222222,3,2,0,0,26.3,16.4283,0.984
DTXSID0065696,292.090665472,36,20,10,8,2,0,0,0,0.6,11,10,4,1,155.68,62.3456,1.879
DTXSID2059693,206.130679816,33,15,13,2,0,6,1,0,0.461538461538462,6,2,0,1,26.3,34.2727,0.945
DTXSID2021997,129.12659748,24,9,6,0,3,0,1,1,1,2,3,2,0,41.29,38.6933,0.734
DTXSID0046567,150.06807956,21,11,9,2,0,6,1,0,0.222222222222222,2,1,0,0,26.3,17.2182,0.96
DTXSID50889302,532.370516156001,88,40,39,1,0,24,4,0,0.384615384615385,16,0,0,2,9.23,55.4889,1.85
DTXSID6040371,229.052112212,26,15,8,3,3,6,1,0,0.25,3,6,1,0,90.71,27.7108,2.579
DTXSID3020097,334.100557896001,44,21,15,4,0,6,1,0,0.6,9,3,0,0,63.97,61.6603,2.558
DTXSID5075072,182.094294308,27,13,10,3,0,6,1,0,0.4,3,0,1,0,38.69,27.5467,1.335
DTXSID9022360,206.167065324,37,15,14,1,0,6,1,0,0.571428571428571,3,0,1,1,20.23,39.9171,0.693
DTXSID0020575,148.088815004,23,11,10,1,0,6,1,0,0.2,3,0,0,0,9.23,22.2176,0.754
DTXSID3044384,154.135765196,29,11,10,1,0,0,1,0,0.9,1,1,0,0,17.07,45.2235,0.631
DTXSID4020583,100.052429496,15,7,5,2,0,0,0,0,0.4,3,2,0,0,26.3,26.3543,0.598
DTXSID6042315,121.986006812,12,6,3,1,0,0,0,0,0.666666666666667,2,1,0,0,80.12,32.9658,1.749
DTXSID1044801,121.986006812,12,6,3,1,0,0,0,0,0.666666666666667,2,1,0,0,80.12,32.9658,1.749
DTXSID10869908,598.466935704002,104,42,32,6,4,0,2,2,0.9375,27,10,2,2,101.6,147.3168,1.703
DTXSID0047662,320.209992756001,51,23,18,3,2,6,1,0,0.555555555555556,9,5,2,0,67.43,63.8189,1.465
DTXSID8027084,136.001656876,15,7,4,1,0,0,0,0,0.75,2,1,0,0,80.12,38.1706,1.71
DTXSID2051710,340.261359632001,60,24,20,4,0,0,0,0,0.8,16,4,0,2,52.6,87.7498,1.011
DTXSID9036690,258.183109312,44,18,14,4,0,0,0,0,0.857142857142857,11,4,0,1,52.6,65.465,0.911
DTXSID7029168,192.15141526,34,14,13,1,0,0,0,0,0.461538461538462,5,1,0,0,17.07,65.0344,0.85
DTXSID5034723,359.043913524,36,24,15,4,1,11,3,1,0.333333333333333,5,3,0,0,85.62,39.4444,2.862
DTXSID7051711,210.198365452,41,15,14,1,0,0,0,0,0.785714285714286,8,1,0,1,17.07,65.0048,0.62
DTXSID3027085,434.287968304001,72,30,22,8,0,0,0,0,0.909090909090909,25,8,0,1,89.52,104.5472,1.729
DTXSID2051712,346.235538808001,58,24,18,6,0,0,0,0,0.888888888888889,19,6,0,1,71.06,82.4602,1.359
DTXSID8027086,314.282095076001,60,22,19,3,0,0,0,0,0.947368421052632,17,3,1,2,46.53,69.1612,0.841
DTXSID6024676,128.083729624,21,9,7,2,0,0,0,0,0.571428571428571,5,2,0,0,26.3,32.7979,0.598
DTXSID6022000,61.052763844,11,4,2,1,1,0,0,0,1,1,2,2,0,46.25,16.2111,0.53
DTXSID4032580,408.129691748001,48,29,20,4,2,12,2,0,0.25,9,2,0,1,69.48,50.7007,1.904
DTXSID3027089,46.041864812,9,3,2,1,0,0,0,0,1,0,1,1,0,20.23,12.5551,0.449
DTXSID2027090,46.005479304,5,3,1,2,0,0,0,0,0,0,2,1,0,37.3,8.5717,0.532
DTXSID2051714,516.181092640001,60,40,32,0,8,24,9,5,0.0625,0,8,2,1,98.22,47.8096,4.359
DTXSID80861813,175.938259794,14,7,3,0,0,0,0,0,1,2,0,0,0,0,29.711,0.448
DTXSID2044551,310.127200940001,47,17,10,3,0,0,0,0,1,6,3,0,1,27.69,63.3171,0.082
DTXSID1044803,384.145992282001,57,21,12,4,0,0,0,0,1,8,4,0,1,36.92,76.8276,0.117
DTXSID50467068,339.110672644,42,25,19,5,1,15,3,1,0.210526315789474,6,1,1,0,93.58,29.5934,2.156
DTXSID9023914,237.076609242,31,15,8,5,1,0,0,0,0.625,6,6,0,0,74.88,56.5407,2.41
DTXSID50884731,257.235479232,49,18,15,2,1,0,0,0,0.933333333333333,14,3,2,2,49.33,59.5076,0.773
DTXSID7051341,284.235144884001,52,20,17,3,0,0,1,0,0.941176470588235,7,3,0,1,35.53,79.5464,0.657
DTXSID4034940,470.067838916,49,31,16,7,6,15,3,3,0.25,9,11,2,1,187.71,54.7459,5.522
DTXSID40894945,397.08048906,42,27,18,2,3,17,3,1,0.222222222222222,6,4,1,0,60.17,31.8796,1.927
DTXSID1022001,88.052429496,14,6,4,2,0,0,0,0,0.75,2,2,0,0,26.3,21.7066,0.558
DTXSID7021659,104.010958608,11,7,3,4,0,0,0,0,0.333333333333333,2,4,2,0,74.6,18.9878,0.889
DTXSID2027092,130.06299418,19,9,6,3,0,0,0,0,0.666666666666667,4,3,0,0,43.37,31.6018,1.029
DTXSID7027093,147.071785036,22,9,6,1,1,0,0,0,0.833333333333333,4,2,1,0,53.35,41.9695,1.257
DTXSID3020338,325.986112096,29,21,13,4,2,12,2,0,0,4,2,2,0,92.47,25.1273,2.265
DTXSID2027094,340.261359632001,60,24,20,4,0,0,0,0,0.8,16,4,0,2,52.6,87.7498,1.011
DTXSID5041275,274.214409440001,49,19,15,4,0,0,0,0,0.933333333333333,14,4,2,1,66.76,60.8955,1.081
DTXSID3044754,170.130679816,30,12,10,2,0,0,0,0,0.7,8,2,0,0,26.3,43.2454,0.598
DTXSID7027095,274.105252916,37,19,12,7,0,0,0,0,0.5,14,7,0,1,80.29,65.4727,0.794
DTXSID1044805,256.167459248,42,18,14,4,0,0,3,2,1,8,4,0,0,43.52,64.9582,1.161
DTXSID6022004,111.984655552,11,5,3,0,0,0,0,0,1,2,0,0,0,0,23.5672,0.441
DTXSID9036226,210.092580056,31,13,8,4,0,0,0,0,1,8,4,1,0,71.98,40.3501,2.017
DTXSID2032552,363.066460536,37,24,14,2,3,11,2,1,0.357142857142857,7,4,0,0,83.56,43.9185,2.158
DTXSID9065736,201.136493468,33,14,10,3,1,0,0,0,0.8,9,4,2,0,66.4,44.2287,1.25
DTXSID9057975,445.027944088,38,29,13,4,5,6,2,1,0.230769230769231,6,9,2,0,133.45,57.3332,3.436
DTXSID9020906,147.053157768,19,10,5,4,1,0,0,0,0.6,4,5,3,0,100.62,29.4443,0.931
DTXSID5020603,211.957032256,18,10,4,0,2,0,0,0,0.5,5,2,2,0,165.84,57.6746,3.429
DTXSID7021607,116.083729624,20,8,6,2,0,0,0,0,0.833333333333333,4,2,1,0,37.3,26.402,0.508
DTXSID2059720,60.021129368,8,4,2,2,0,0,0,0,0.5,0,2,1,0,37.3,12.6437,0.508
DTXSID7027097,60.021129368,8,4,2,2,0,0,0,0,0.5,0,2,1,0,37.3,12.6437,0.508
DTXSID20274180,311.136887392001,43,22,15,6,1,0,1,1,0.533333333333333,7,7,4,0,123.93,77.421,1.536
DTXSID5025493,243.219829168,46,17,14,2,1,0,0,0,0.928571428571429,13,3,2,1,49.33,56.0828,1.191
DTXSID6024127,100.125200512,23,7,7,0,0,0,0,0,1,4,0,0,0,0,26.3554,0.127
DTXSID2025391,96.057514876,15,7,6,1,0,0,0,0,0.166666666666667,2,1,0,0,17.07,32.5885,0.822
DTXSID2025185,101.12044948,22,7,6,0,1,0,0,0,1,4,1,1,0,12.03,30.345,0.392
DTXSID4036229,238.123880184,37,15,10,4,0,0,0,0,1,10,4,1,0,71.98,46.1733,2.017
DTXSID2059724,146.0579088,20,10,6,4,0,0,0,0,0.666666666666667,5,4,2,0,74.6,29.3602,0.889
DTXSID4027103,254.2245802,48,18,16,2,0,0,0,0,0.8125,13,2,0,2,26.3,60.4478,0.574
DTXSID9027104,298.287180456001,59,21,19,2,0,0,0,0,0.947368421052632,16,2,0,2,26.3,69.7857,0.519
DTXSID3061689,435.9966706,44,24,6,12,2,0,0,0,1,11,14,8,3,275.84,78.0196,7.191
DTXSID1022007,130.135765196,27,9,8,1,0,0,0,0,1,6,1,0,0,9.23,34.4873,0.312
DTXSID30869925,268.001714364,24,17,9,4,0,6,1,0,0.222222222222222,3,4,1,0,79.82,27.9922,2.139
DTXSID2059726,160.121177752,27,11,7,2,2,0,0,0,0.857142857142857,7,4,3,0,75.35,35.0133,0.61
DTXSID5021590,200.177630008,38,14,12,2,0,0,0,0,0.916666666666667,10,2,1,1,37.3,43.8716,0.508
DTXSID6022008,144.15141526,30,10,9,1,0,0,0,0,1,7,1,1,0,20.23,33.5567,0.449
DTXSID4047123,186.161979944,35,13,11,2,0,0,0,0,0.909090909090909,9,2,0,0,26.3,42.7082,0.558
DTXSID90931773,516.181092640001,60,40,32,0,8,18,9,5,0.0625,0,8,2,1,98.22,75.9799,4.23
DTXSID7021520,206.151809184,36,14,10,4,0,0,0,0,1,11,4,1,1,47.92,52.1292,0.937
DTXSID4027109,215.236147928,44,15,12,0,3,0,0,0,1,12,3,3,1,64.07,53.8858,0.892
DTXSID5021463,149.033291352,19,8,5,0,1,0,0,0,0.8,3,1,0,0,74.13,44.1061,1.812
DTXSID7044396,222.146723804,37,15,10,5,0,0,0,0,1,12,5,0,1,46.15,57.1865,1.052
DTXSID0022010,268.276615772,55,19,18,1,0,0,0,0,0.888888888888889,15,1,1,2,20.23,67.3369,0.549
DTXSID3027112,336.251188872001,59,23,17,6,0,0,0,0,1,20,6,0,1,55.38,84.5143,1.237
DTXSID4024309,27.010899032,3,2,1,0,1,0,0,0,NaN,0,1,0,0,23.79,7.0145,0.311
DTXSID2032558,313.131408088001,42,23,18,4,1,12,2,0,0.222222222222222,7,2,0,1,57.12,37.7407,1.883
DTXSID1020770,485.68344142,21,21,10,1,0,0,2,0,0.9,0,1,0,0,17.07,83.1998,2.157
DTXSID6024834,132.057514876,18,10,9,1,0,6,1,0,0,2,1,0,0,17.07,16.5374,1.148
DTXSID4057976,394.225642820001,59,29,24,3,2,12,3,1,0.416666666666667,6,4,1,1,58.64,64.9981,2.332
DTXSID5047663,147.068413908,20,11,9,1,1,10,2,2,0.111111111111111,2,1,0,0,18.07,9.2293,0.993
DTXSID40864502,112.052429496,16,8,6,2,0,0,1,1,0.5,0,2,0,0,26.3,31.4903,0.97
DTXSID60893253,292.090665472,36,20,10,8,2,0,0,0,0.6,11,10,4,1,155.68,62.3456,1.879
DTXSID3040801,527.070712224,53,36,22,7,3,12,4,1,0.272727272727273,9,9,0,1,106.97,67.4766,1.982
DTXSID8027113,146.130679816,28,10,8,2,0,0,0,0,1,3,2,2,0,40.46,41.1318,0.614
DTXSID40883334,192.027002596,21,13,6,7,0,0,0,0,0.5,5,7,4,0,132.13,35.6239,1.351
DTXSID1027764,199.19361442,39,14,12,1,1,0,0,0,0.916666666666667,9,2,0,0,20.31,49.664,1.021
DTXSID30162685,170.130679816,30,12,10,2,0,0,0,0,0.7,8,2,1,0,37.3,40.9255,0.548
DTXSID10162668,145.052763844,18,11,9,1,1,6,1,0,0.125,1,2,0,0,40.86,16.969,1.499
DTXSID80273997,390.313395204001,70,28,25,3,0,6,1,0,0.72,12,2,1,2,46.53,89.0235,1.037
DTXSID8027400,120.078644244,20,8,5,3,0,0,0,0,1,3,3,0,0,27.69,30.1884,0.603
DTXSID2034673,506.970952168,41,27,14,6,5,12,2,1,0.214285714285714,8,10,2,0,157.85,57.7333,3.722
DTXSID9021269,62.000393924,6,4,1,3,0,0,0,0,0,0,3,2,0,57.53,9.4982,0.418
DTXSID5024051,180.091531034,28,11,7,3,0,0,0,0,1,4,3,0,0,45.34,45.1398,1.417
DTXSID0025816,89.995308544,8,6,2,4,0,0,0,0,0,1,4,2,0,74.6,14.4386,0.632
DTXSID4034364,406.094705296001,46,28,17,6,4,12,3,2,0.294117647058824,8,10,2,0,144.96,50.7823,3.529
DTXSID5046807,568.428031032002,98,42,40,2,0,0,2,0,0.45,10,2,2,1,40.46,195.3924,1.743
DTXSID20162790,495.242295928001,67,38,33,0,5,30,6,2,0.1875,6,5,0,1,59.43,39.6275,3.342
DTXSID9058311,465.056603448,45,31,15,7,5,12,2,2,0.266666666666667,9,10,2,0,170.57,52.6737,3.478
DTXSID8020624,121.001991224,13,6,3,0,1,0,0,0,0.666666666666667,1,1,0,0,74.13,35.5185,1.812
DTXSID8037704,398.089619916001,45,27,15,7,4,6,2,1,0.333333333333333,9,11,1,1,143.06,64.7843,1.863
DTXSID3073260,82.053098192,12,6,4,0,2,5,1,1,0.25,0,2,1,0,28.68,9.0325,0.65
DTXSID1075434,304.188588616001,49,21,15,6,0,0,2,2,1,4,6,2,0,77.38,76.1037,1.496
DTXSID6051728,514.357582122001,87,36,32,3,0,12,2,0,0.625,10,1,0,1,41.28,109.1952,1.702
DTXSID4034528,404.98654376,35,25,13,3,5,15,3,2,0.153846153846154,5,7,1,0,106.86,38.0641,3.317
DTXSID7044340,359.029994776,32,24,12,3,5,15,3,2,0.0833333333333333,4,7,1,0,106.86,23.9729,3.153
DTXSID60890464,823.233714364001,98,56,37,7,9,28,5,1,0.324324324324324,20,15,5,3,257.9,76.7224,7.507
DTXSID7024081,186.05282342,23,13,8,5,0,0,2,2,0.75,2,5,2,0,83.83,35.9199,1.218
DTXSID9047251,380.171162636001,50,27,20,2,2,12,3,1,0.4,7,2,2,1,42.52,44.386,1.671
DTXSID50624098,266.963602824,22,15,7,2,3,6,1,1,0.428571428571429,4,2,0,0,94.22,37.4104,1.38
DTXSID8027402,194.0579088,24,14,10,4,0,6,1,0,0.2,4,4,0,0,52.6,23.9768,1.391
DTXSID1024831,123.0320284,14,9,6,2,1,6,1,1,0,1,3,1,0,50.19,7.2193,1.107
DTXSID1027768,72.021129368,9,5,3,2,0,0,0,0,0,1,2,1,0,37.3,17.2914,0.548
DTXSID7040609,196.995499892,20,9,5,2,1,0,0,0,0.8,4,3,2,0,63.32,28.0847,0.55
DTXSID1047075,122.08439832,19,9,7,0,2,6,1,1,0.428571428571429,0,2,0,0,25.78,17.1975,0.749
DTXSID2034207,270.180984668,43,19,12,5,0,0,2,2,1,2,5,0,0,46.15,63.1283,0.966
DTXSID90933035,288.139530248001,43,19,14,4,0,0,2,1,0.928571428571429,4,4,1,0,81.06,71.7136,1.32
DTXSID8027117,516.181092640001,60,40,32,0,8,21,9,5,0.0625,0,8,2,1,101.98,75.9799,4.153
DTXSID8034372,429.030995416,41,28,15,5,5,15,3,2,0.2,7,9,1,0,133.16,44.4369,3.532
DTXSID4020537,255.162314292,40,19,17,1,1,12,2,0,0.294117647058824,6,2,0,1,12.47,28.7328,1.373
DTXSID20893254,273.06459148,33,18,15,0,1,12,2,0,0.133333333333333,5,1,0,1,74.13,33.5495,2.664
DTXSID4051299,425.210327104001,59,32,27,2,3,24,4,1,0.222222222222222,9,3,1,1,68.13,26.441,2.723
DTXSID4041818,154.135765196,29,11,10,1,0,0,1,0,0.9,2,1,0,0,17.07,41.1374,0.67
DTXSID9029649,136.100048384,22,10,8,0,2,6,1,0,0.25,2,2,2,0,52.04,17.8686,1.029
DTXSID5044021,115.063328528,17,8,5,2,1,0,1,1,0.8,1,3,2,0,49.33,24.3775,0.715
DTXSID7037717,336.05849888,33,23,15,2,0,12,2,0,0.2,4,0,2,1,40.46,20.6189,1.186
DTXSID4029309,149.10519334,25,10,6,3,1,0,0,0,1,6,4,3,0,63.93,38.865,1.14
DTXSID7044479,238.105892094,36,14,9,3,0,0,0,0,1,9,3,0,0,66.49,54.0686,1.25
DTXSID3022956,149.033291352,19,8,5,0,1,0,0,0,0.8,3,1,0,0,74.13,44.1061,1.812
DTXSID5020730,145.052763844,18,11,9,1,1,10,2,1,0,0,1,1,0,33.12,2.5646,1.39
DTXSID6034928,410.105164608001,51,27,21,4,0,6,3,1,0.523809523809524,5,4,0,1,52.6,76.1574,2.422
DTXSID00446722,158.178298704,33,11,9,0,2,0,0,0,1,7,2,2,0,52.04,42.5021,0.588
DTXSID60864544,286.250794948001,54,20,17,3,0,0,0,0,0.941176470588235,14,3,0,2,35.53,72.641,0.25
DTXSID0021337,201.036068224,21,14,10,0,3,14,3,2,0,1,3,1,0,69.81,11.0935,1.535
DTXSID8029650,156.15141526,31,11,10,1,0,0,1,0,1,1,1,1,0,20.23,44.9238,0.443
DTXSID9025451,192.15141526,34,14,13,1,0,0,1,0,0.615384615384615,2,1,0,0,17.07,60.6615,0.821
DTXSID1020807,166.98634116,15,10,7,0,1,9,2,1,0,0,1,0,0,79.93,16.4851,1.686
DTXSID2044397,149.959849552,9,8,1,3,0,0,0,0,1,1,3,1,0,62.75,17.7271,1.702
DTXSID6043919,122.0579088,18,8,4,4,0,0,0,0,1,3,4,4,0,80.92,26.4786,1.292
DTXSID7027120,95.988114988,9,5,1,3,0,0,0,0,1,1,3,2,0,76.74,18.2415,2.206
DTXSID9025293,144.115029752,26,10,8,2,0,0,0,0,0.875,5,2,1,0,37.3,35.8249,0.469
DTXSID7041207,329.256608600001,58,23,18,4,1,0,0,0,0.888888888888889,17,5,2,2,77.84,75.5863,1.137
DTXSID9044588,182.043521688,24,10,6,2,0,0,0,0,1,7,2,0,0,96.06,48.8946,1.933
DTXSID7027122,106.06299418,17,7,4,3,0,0,0,0,1,3,3,0,0,27.69,25.3353,0.643
DTXSID6029173,189.977232146,18,10,7,0,0,6,1,0,0.142857142857143,1,0,0,0,0,18.1501,0.717
DTXSID5032525,300.147392500001,42,22,17,3,2,12,2,0,0.235294117647059,7,4,2,1,59.59,34.6039,1.403
DTXSID0020650,170.021523292,18,12,7,5,0,6,1,0,0,1,2,4,0,97.99,14.9131,1.99
DTXSID3057981,326.163042564001,46,24,19,3,2,12,2,0,0.263157894736842,7,2,1,1,59.92,44.3926,2.339
DTXSID7034252,341.139385928001,47,23,17,4,1,0,2,1,0.705882352941177,6,3,0,0,64.96,84.2154,2.03
DTXSID2034330,205.964982728,16,12,6,2,2,6,1,1,0,1,4,2,0,76.21,23.1592,1.726
DTXSID0022012,124.052429496,17,9,7,2,0,6,1,0,0.142857142857143,1,0,1,0,29.46,9.8804,0.998
DTXSID7020556,292.090665472,36,20,10,8,2,0,0,0,0.6,11,10,4,1,155.68,62.3456,1.879
DTXSID6024173,298.101250494001,43,16,12,0,0,0,0,0,1,12,0,0,2,89.49,79.5188,1.322
DTXSID0020311,198.055990652,24,13,9,1,2,6,1,0,0.222222222222222,3,3,1,0,32.34,26.9516,1.513
DTXSID4020828,124.052429496,17,9,7,2,0,6,1,0,0.142857142857143,1,0,1,0,29.46,9.8804,1.036
DTXSID0022014,138.06807956,20,10,8,2,0,6,1,0,0.25,2,0,0,0,18.46,14.6316,0.899
DTXSID5051739,198.161979944,36,14,12,2,0,0,0,0,0.75,7,2,0,0,26.3,56.8815,0.595
DTXSID5059741,118.026608672,14,8,4,4,0,0,0,0,0.5,3,4,2,0,74.6,23.537,0.889
DTXSID2047060,138.06807956,20,10,8,2,0,6,1,0,0.25,2,0,0,0,18.46,14.6316,0.861
DTXSID1026031,266.155180312,43,17,12,4,0,0,0,0,1,12,4,1,1,71.98,51.9965,2.017
DTXSID10436477,194.141913196,32,14,11,1,2,0,2,1,0.818181818181818,3,3,1,0,41.46,46.941,1.162
DTXSID0024268,27.010899032,3,2,1,0,1,0,0,0,NaN,0,1,0,0,23.79,7.0145,0.311
DTXSID8020599,43.04219916,8,3,2,0,1,0,1,1,1,0,1,1,0,21.94,12.7244,0.542
DTXSID0034851,233.985049476,22,14,9,3,0,6,1,0,0.222222222222222,3,2,1,0,46.53,29.2911,1.198
DTXSID20894963,162.024083808,15,11,5,2,2,5,1,1,0.2,2,4,2,0,65.98,16.0642,0.984
DTXSID10934367,692.151575280001,84,44,36,0,2,24,4,0,0.277777777777778,21,2,0,2,171.86,101.9606,4.521
DTXSID6037568,279.147058152001,41,20,15,4,1,6,1,0,0.466666666666667,7,5,1,0,66.84,51.838,1.736
DTXSID9065867,164.047344116,20,12,9,3,0,6,1,0,0.111111111111111,3,3,0,0,43.37,17.3344,1.455
DTXSID5027770,207.056528896,26,13,7,4,1,0,0,0,0.571428571428571,5,5,2,0,91.85,46.9132,2.704
DTXSID0042373,286.132363888001,41,17,8,3,4,0,0,0,1,6,7,0,0,75.95,70.84,0.2
DTXSID4065868,119.04834716,14,9,6,0,3,9,2,1,0,0,3,1,0,41.57,3.3,1.162
DTXSID90345018,178.135765196,31,13,12,1,0,0,1,0,0.583333333333333,0,1,0,0,17.07,55.8004,0.948
DTXSID10890757,244.992014056,20,17,6,8,3,6,1,0,0,3,0,2,0,169.88,16.7992,0.315
DTXSID3065871,212.063548614,29,12,7,3,0,0,0,0,1,7,3,0,0,27.69,44.8651,0.689
DTXSID00861835,376.204987628001,56,27,22,4,0,0,4,0,0.727272727272727,2,4,2,0,74.6,99.8517,1.996
DTXSID5024211,273.172878976001,43,20,17,2,1,0,2,0,0.470588235294118,6,3,0,0,29.54,85.2882,1.765
DTXSID90883687,291.130262270001,41,21,20,0,0,18,3,0,0.1,4,0,0,1,0,9.7429,1.958
DTXSID8034586,359.169685416001,49,26,21,2,1,12,3,1,0.380952380952381,5,2,0,1,30.82,48.0469,1.677
DTXSID4051744,414.136827816001,50,32,28,2,2,30,6,2,0,4,2,0,1,52.06,13.5568,2.967
DTXSID80893255,233.127191736,37,14,11,0,1,0,0,0,0.909090909090909,9,1,0,0,74.13,62.8165,1.812
DTXSID3061764,505.136425788001,59,35,22,7,5,12,2,0,0.318181818181818,14,9,1,1,152.8,67.5505,3.256
DTXSID2034962,291.01928786,28,18,8,3,5,5,2,2,0.5,3,5,0,0,112.34,49.1711,2.186
DTXSID30447146,160.059640116,19,11,4,3,4,0,1,1,0.75,2,4,1,0,80,30.9363,1.435
DTXSID6042107,292.090665472,36,20,10,8,2,0,0,0,0.6,11,10,4,1,155.68,62.3456,1.879
DTXSID2065882,205.07703449,28,13,7,4,1,0,0,0,1,7,5,0,0,57.12,39.7503,1.102
DTXSID60165568,280.015392356,27,19,11,5,2,11,2,1,0.0909090909090909,6,3,0,0,119.8,24.0387,1.443
DTXSID80870021,322.334799344001,65,23,21,0,2,0,2,0,1,8,2,2,1,24.06,89.5342,0.723
DTXSID3044592,201.045964212,24,13,8,3,1,6,1,1,0.375,4,3,0,0,69.46,20.9776,2.175
DTXSID0047119,852.370862836002,119,61,53,6,0,36,8,2,0.320754716981132,12,4,0,2,82.56,99.3547,4.858
DTXSID30890471,486.0070685,46,31,17,7,4,12,3,1,0.176470588235294,5,11,2,1,182.89,55.7483,5.143
DTXSID80608922,282.234750960001,51,21,21,0,0,6,3,0,0.619047619047619,3,0,0,1,0,62.4749,0.713
DTXSID6020808,166.98634116,15,10,7,0,1,9,2,1,0,0,1,0,0,79.93,16.4851,1.686
DTXSID3065906,217.204179104,42,15,12,2,1,0,0,0,1,11,3,2,1,43.7,54.9565,0.885
DTXSID5027772,116.131348512,24,8,6,0,2,0,0,0,1,4,2,2,0,52.04,33.7673,0.588
DTXSID8065907,398.266838936001,66,28,22,6,0,0,2,0,0.909090909090909,9,6,0,1,71.06,95.3946,0.515
DTXSID90864597,308.221226136001,50,22,16,2,4,0,0,0,1,8,6,0,0,90.76,80.3666,1.912
DTXSID1041920,174.161979944,34,12,10,2,0,0,0,0,1,8,2,1,0,29.46,46.1071,0.528
DTXSID00890761,144.115029752,26,10,8,2,0,0,0,0,0.875,5,2,1,0,37.3,35.8249,0.469
DTXSID9032581,335.024661792,36,20,14,2,1,6,1,0,0.428571428571429,6,3,1,0,46.17,56.5442,2.217
DTXSID0029216,74.036779432,11,5,3,2,0,0,0,0,0.666666666666667,1,2,1,0,37.3,17.6672,0.508
DTXSID1021031,198.07931294,25,15,12,1,2,12,2,0,0,3,1,1,0,41.46,4.7429,2.147
DTXSID70862692,130.099379688,23,9,7,2,0,0,0,0,0.857142857142857,4,2,1,0,37.3,33.5659,0.469
DTXSID2044840,136.019415116,16,8,4,3,0,0,0,0,0.5,2,3,1,0,62.75,30.0608,1.848
DTXSID7027413,125.998679672,13,7,2,4,0,0,0,0,1,2,4,2,0,82.98,22.9084,2.154
DTXSID0027773,296.125988360001,41,21,15,6,0,0,0,0,0.4,13,6,0,1,78.9,76.199,1.461
DTXSID0048054,144.089877624,22,10,6,2,2,0,1,0,1,2,0,1,0,52.9,29.1776,1.055
DTXSID3029736,62.000393924,6,4,1,3,0,0,0,0,0,0,3,2,0,57.53,9.4982,0.418
DTXSID9020249,223.120843404,33,16,12,3,1,0,2,1,0.583333333333333,3,4,1,0,47.56,60.9076,0.914
DTXSID5059745,152.047344116,19,11,8,3,0,6,1,0,0.125,2,2,2,0,57.53,14.3331,1.232
DTXSID8051752,346.169781354001,51,24,20,3,0,12,2,0,0.4,11,1,0,2,41.28,44.1923,2.123
DTXSID60883694,170.167065324,34,12,11,1,0,0,1,0,1,2,1,0,0,9.23,49.675,0.306
DTXSID2024030,95.953355424,6,4,2,0,0,0,0,0,0,0,0,0,0,0,19.579,0.541
DTXSID7024031,95.953355424,6,4,2,0,0,0,0,0,0,0,0,0,0,0,19.579,0.541
DTXSID6020353,42.021798064,5,3,1,0,2,0,0,0,NaN,0,2,1,0,49.81,10.8777,1.18
DTXSID6065921,288.230059504001,52,20,16,4,0,0,1,0,1,8,4,0,1,36.92,62.0152,0.78
DTXSID5020732,206.130679816,33,15,13,2,0,6,1,0,0.461538461538462,4,2,1,1,37.3,35.5958,0.832
DTXSID5029217,118.099379688,22,8,6,2,0,0,0,0,1,4,2,1,0,29.46,31.715,0.528
DTXSID1041267,104.083729624,19,7,5,2,0,0,0,0,1,3,2,1,0,29.46,28.183,0.528
DTXSID4047464,122.08439832,19,9,7,0,2,6,1,1,0.428571428571429,1,2,0,0,25.78,14.5428,0.773
DTXSID6047101,136.100048384,22,10,8,0,2,6,1,1,0.5,2,2,0,0,25.78,17.6206,0.773
