MoleculeID,MolWeight,nbAtoms,nbHeavyAtoms,nbC,nbO,nbN,nbAromAtom,nbRing,nbHeteroRing,Sp3Sp2HybRatio,nbRotBd,nbHBdAcc,ndHBdDon,nbLipinskiFailures,TopoPolSurfAir,MolarRefract,CombDipolPolariz
DTXSID5020281,156.993056048,14,10,6,2,1,6,1,0,0,1,0,0,0,43.14,9.5056,0.9
DTXSID8020961,138.042927432,16,10,6,2,2,6,1,0,0,1,1,1,0,69.16,8.1121,1.201
DTXSID0021834,139.02694302,15,10,6,3,1,6,1,0,0,1,0,1,0,63.37,6.4546,1.065
DTXSID3032622,99.0320284,12,7,4,2,1,0,1,1,0.25,0,1,1,0,38.33,24.3643,0.909
DTXSID2044347,150.06807956,21,11,9,2,0,6,1,0,0.222222222222222,2,1,0,0,26.3,18.0862,1.185
DTXSID9059204,170.013457144,18,11,8,2,0,6,1,0,0.125,2,1,0,0,26.3,18.3936,1.342
DTXSID4059205,152.047344116,19,11,8,3,0,6,1,0,0.125,2,2,1,0,46.53,14.5351,1.095
DTXSID80889259,145.146664228,29,10,8,1,1,0,0,0,1,5,2,2,0,46.25,37.0263,0.452
DTXSID7030698,972.316940520002,126,66,36,30,0,0,6,6,1,6,30,18,2,474.9,194.4798,6.325
DTXSID2026652,162.140850576,30,12,12,0,0,6,1,0,0.5,2,0,0,1,0,28.5356,0.451
DTXSID6026080,166.026608672,18,12,8,4,0,6,1,0,0,2,4,2,0,74.6,14.4386,1.291
DTXSID0021836,168.017106608,16,12,6,4,2,6,1,0,0,2,0,0,0,86.28,7.78,0.957
DTXSID80883636,148.109944372,26,10,7,3,0,0,0,0,1,7,3,0,0,27.69,39.3933,0.682
DTXSID30893604,539.141437044001,59,37,24,2,5,16,5,4,0.416666666666667,7,5,0,1,100.85,70.8268,2.792
DTXSID90143117,108.032362748,12,8,5,1,2,5,1,1,0.25,0,2,0,0,49.82,13.5502,1.188
DTXSID7057606,116.131348512,24,8,6,0,2,0,0,0,1,4,2,1,0,29.26,36.5255,0.523
DTXSID5021837,117.1153641,23,8,6,1,1,0,0,0,1,4,2,1,0,23.47,34.868,0.63
DTXSID10143255,342.116211524001,45,23,12,11,0,0,0,0,0.833333333333333,12,11,8,3,205.21,71.1811,3.342
DTXSID3021437,108.093900384,20,8,8,0,0,0,1,0,0.5,1,0,0,0,0,37.0376,0.378
DTXSID3020596,106.07825032,18,8,8,0,0,6,1,0,0.25,1,0,0,0,0,10.3505,0.553
DTXSID20143261,196.084792244,26,14,9,3,2,6,1,0,0.333333333333333,4,2,2,0,75.4,24.6811,1
DTXSID2021284,104.062600256,16,8,8,0,0,6,1,0,0,1,0,0,0,0,10.1472,0.593
DTXSID9029302,158.167065324,33,11,10,1,0,0,0,0,1,7,1,1,0,20.23,42.427,0.41
DTXSID0051499,105.057849224,15,8,7,0,1,6,1,1,0,1,1,0,0,12.89,10.1472,0.766
DTXSID0020153,126.023627904,15,8,7,0,0,6,1,0,0.142857142857143,1,0,0,0,0,10.3278,0.71
DTXSID5021839,107.073499288,17,8,7,0,1,6,1,0,0.142857142857143,1,1,1,0,26.02,8.9343,0.803
DTXSID7021491,103.04219916,13,8,7,0,1,6,1,0,0,0,1,0,0,23.79,6.1986,1.052
DTXSID9041528,104.037448128,12,8,6,0,2,6,1,1,0,0,2,0,0,36.68,6.1986,1.225
DTXSID1026661,110.07316494,18,8,7,1,0,0,1,0,0.571428571428571,1,1,0,0,17.07,34.0031,0.833
DTXSID5020152,108.057514876,16,8,7,1,0,6,1,0,0.142857142857143,1,1,1,0,20.23,7.2768,0.875
DTXSID8039241,106.041864812,14,8,7,1,0,6,1,0,0,1,1,0,0,17.07,6.2939,1.048
DTXSID6026664,124.034671256,16,8,7,0,0,6,1,0,0.142857142857143,1,0,0,0,38.8,13.4038,1.271
DTXSID1026665,104.037448128,12,8,6,0,2,6,1,1,0,0,2,0,0,36.68,6.1986,1.225
DTXSID9021841,107.073499288,17,8,7,0,1,6,1,0,0.142857142857143,1,1,1,0,12.03,8.9967,0.864
DTXSID4021842,113.084063972,19,8,6,1,1,0,1,0,0.833333333333333,0,0,1,0,32.59,26.7141,0.75
DTXSID0034857,372.087684704,43,26,19,4,2,16,3,1,0.210526315789474,7,4,0,0,70.54,34.3575,2.436
DTXSID4041608,108.057514876,16,8,7,1,0,6,1,0,0.142857142857143,1,0,0,0,9.23,7.3158,0.738
DTXSID1026667,105.057849224,15,8,7,0,1,6,1,1,0,1,1,0,0,12.89,10.1472,0.766
DTXSID0037495,173.046822936,19,11,5,0,5,6,1,1,0.4,2,5,2,0,76.72,23.5047,2.222
DTXSID5025312,115.099714036,21,8,6,1,1,0,1,1,1,1,2,0,0,12.47,33.3564,0.71
DTXSID9034650,434.0411455,43,28,13,7,6,11,2,2,0.307692307692308,9,11,2,1,172.01,59.9011,3.682
DTXSID9021845,132.078644244,21,9,6,3,0,0,1,1,1,1,3,1,0,38.69,32.7231,0.784
DTXSID0027721,405.245649992001,62,31,30,0,1,24,4,0,0.2,6,1,1,1,12.03,30.5494,2.247
DTXSID1047601,150.104465068,25,11,10,1,0,6,1,0,0.4,2,1,1,0,20.23,21.0872,0.796
DTXSID20884445,589.616166148002,121,42,40,1,1,0,0,0,0.925,37,2,1,2,29.1,137.9821,1.138
DTXSID6020692,140.106196384,22,10,6,0,4,0,0,0,1,0,4,0,0,12.96,36.9954,1.569
DTXSID3041584,541.132392092001,59,38,26,5,1,12,3,0,0.36,12,5,0,2,85.62,71.2605,2.51
DTXSID0026252,310.07588097,37,22,18,3,0,18,3,0,0,6,0,0,1,41.28,11.6933,2.588
DTXSID9020089,273.9579792,21,16,9,0,4,12,2,1,0,2,4,1,0,50.7,20.8998,2.552
DTXSID9034232,200.024021828,22,13,9,3,0,6,1,0,0.222222222222222,3,2,1,0,46.53,23.6755,1.108
DTXSID5020865,266.037753744,29,17,13,0,2,12,2,0,0.0769230769230769,2,2,2,0,52.04,24.2764,2.027
DTXSID1045033,457.184900204001,60,33,23,7,3,6,4,0,0.521739130434783,3,9,3,0,158.31,90.6321,4.015
DTXSID8024101,395.089954264001,44,27,15,6,5,12,2,1,0.266666666666667,8,10,1,0,149.06,49.4838,3.42
DTXSID4026214,313.978045948,28,19,13,1,2,12,2,0,0,4,3,2,0,41.13,26.7894,2.187
DTXSID0057918,325.171164724001,49,22,17,3,1,0,2,1,0.823529411764706,6,2,0,0,81.03,85.1711,1.777
DTXSID7020764,213.055656304,26,14,10,2,1,6,1,0,0.3,4,3,1,0,38.33,29.6037,0.938
DTXSID70554727,339.313729552001,65,24,21,2,1,0,1,1,0.952380952380952,12,3,1,2,38.33,86.0815,0.776
DTXSID8037754,249.11134134,33,18,12,3,3,6,1,1,0.25,9,3,0,0,66.36,49.4355,1.579
DTXSID4025587,146.07316494,21,11,10,1,0,6,1,0,0.1,2,1,0,0,17.07,20.8945,1.124
DTXSID1044352,150.06807956,21,11,9,2,0,6,1,0,0.222222222222222,3,2,0,0,26.3,16.5376,0.984
DTXSID7037551,164.094963004,24,12,9,1,2,6,1,0,0.222222222222222,3,3,1,0,32.34,21.336,1.38
DTXSID7051507,168.115029752,28,12,10,2,0,0,1,0,0.7,3,2,0,0,26.3,38.6768,0.685
DTXSID1041978,488.036239212,44,33,21,3,2,18,3,0,0.0476190476190476,8,4,2,1,67.43,31.1709,2.516
DTXSID3047001,166.099379688,26,12,10,2,0,6,1,0,0.4,4,2,0,0,18.46,22.2609,0.884
DTXSID6059231,357.008927072,34,23,12,6,3,12,2,0,0,4,9,3,0,176.24,26.0609,4.819
DTXSID10869362,205.095891608,31,12,9,0,1,0,1,1,1,2,1,1,0,62.63,56.1555,0.764
DTXSID7025895,184.100048384,26,14,12,0,2,12,2,0,0,2,2,2,0,38.05,7.5221,2.035
DTXSID5020869,254.178298704,41,19,17,0,2,12,2,0,0.294117647058824,4,2,0,0,6.48,33.1838,1.371
DTXSID30893609,200.04042084,23,13,10,1,0,6,1,0,0.3,3,1,0,0,17.07,26.059,1.193
DTXSID1025485,226.146998576,35,17,15,0,2,12,2,0,0.2,4,2,2,0,24.06,21.7953,1.849
DTXSID6022422,198.115698448,29,15,13,0,2,12,2,0,0.0769230769230769,2,2,2,0,52.04,13.0452,1.847
DTXSID0021094,200.094963004,27,15,12,1,2,12,2,0,0,2,2,2,0,61.27,10.0633,2.032
DTXSID4046787,405.979108568,35,26,17,2,4,12,3,1,0.0625,3,6,1,0,85.56,49.0889,2.227
DTXSID6025018,181.183049736,36,13,12,0,1,0,2,0,1,2,1,1,0,12.03,39.2118,0.614
DTXSID9021847,170.07316494,23,13,12,1,0,12,2,0,0,2,0,0,1,9.23,1.6191,1.164
DTXSID2020470,222.089208928,30,16,12,4,0,6,3,2,0.5,6,2,0,0,43.52,32.121,1.453
DTXSID8021355,430.381080840001,81,31,29,2,0,6,2,1,0.793103448275862,12,0,1,2,29.46,104.8267,0.894
DTXSID8064989,432.004101600001,45,25,13,8,0,0,0,0,0.692307692307692,16,8,0,1,260.4,99.6505,4.644
DTXSID7024956,220.193948768,40,16,14,0,2,6,1,0,0.571428571428571,6,2,2,0,24.06,42.8138,1.073
DTXSID6044353,164.083729624,24,12,10,2,0,6,1,0,0.3,4,2,0,0,26.3,20.8314,0.984
DTXSID60893612,185.071975064,24,12,8,0,3,6,1,1,0.375,4,3,2,0,50.94,27.7609,1.272
DTXSID0024397,177.078978592,24,13,10,2,1,6,1,0,0.2,4,3,1,0,46.17,22.7611,1.981
DTXSID3025178,211.110947416,29,16,13,0,3,12,2,0,0,4,3,3,1,47.91,11.1997,1.827
DTXSID4026139,228.072119384,28,16,13,0,2,12,2,0,0,4,2,2,1,56.15,17.9335,2.32
DTXSID3020540,214.06299418,26,16,13,3,0,12,2,0,0,4,1,0,1,35.53,7.643,1.18
DTXSID7044762,288.175685906001,47,19,14,4,0,0,2,1,1,9,4,0,0,40.22,63.6977,0.9
DTXSID2044501,206.130679816,33,15,13,2,0,6,1,0,0.461538461538462,6,2,0,1,26.3,32.7325,0.945
DTXSID0044494,240.115029752,34,18,16,2,0,12,2,0,0.1875,6,2,0,1,26.3,20.0049,1.41
DTXSID70907259,132.115029752,25,9,7,2,0,0,0,0,1,5,2,0,0,18.46,37.228,0.458
DTXSID5032361,239.853386884,10,8,3,1,2,0,0,0,0.5,1,3,1,0,66.88,33.7783,2.069
DTXSID6051514,174.067829208,21,12,3,6,0,0,1,1,1,3,6,0,0,55.38,26.8047,1.162
DTXSID50144847,134.049842652,19,8,6,1,0,0,0,0,0.833333333333333,4,1,0,0,17.07,31.4706,0.755
DTXSID3041904,242.2245802,47,17,15,2,0,0,0,0,0.933333333333333,12,2,0,2,26.3,58.1393,0.519
DTXSID9033008,186.959169076,14,11,7,1,1,6,1,0,0,1,2,0,0,29.43,18.6727,1.308
DTXSID6022478,580.179205704001,73,41,27,14,0,12,5,3,0.518518518518518,6,10,8,1,225.06,86.0545,3.971
DTXSID1024126,385.81600854,23,18,10,1,0,0,4,1,0.8,0,1,0,0,12.53,73.1272,1.581
DTXSID0026175,249.11134134,33,18,12,3,3,0,1,1,0.25,6,6,0,0,60.93,66.906,-1.235
DTXSID9025326,66.046950192,11,5,5,0,0,0,1,0,0.2,0,0,0,0,0,25.5026,0.477
DTXSID5029718,422.191783216001,63,25,19,0,2,0,0,0,0.894736842105263,18,2,0,2,121.26,116.4243,2.439
DTXSID4059257,153.078978592,22,11,8,2,1,6,1,0,0.25,2,1,1,0,44.48,18.8537,1.252
DTXSID9026689,292.236207504001,52,20,14,4,2,0,0,0,1,11,6,4,1,87.4,81.514,1.487
DTXSID6024177,141.001336126,15,7,2,2,1,0,0,0,1,2,3,1,0,87.43,29.9952,1.122
DTXSID9021849,143.167399672,31,10,9,0,1,0,0,0,1,6,1,0,0,3.24,43.4655,0.375
DTXSID9021392,149.10519334,25,10,6,3,1,0,0,0,1,6,4,3,0,63.93,38.865,1.14
DTXSID3026691,218.079038168,29,15,9,6,0,0,0,0,0.666666666666667,8,6,0,0,78.9,47.9706,1.381
DTXSID0021096,252.039105004,28,16,11,1,2,9,3,2,0.363636363636364,2,3,0,0,78.9,38.9529,1.417
DTXSID2024953,173.177964356,35,12,10,1,1,0,0,0,1,8,2,1,0,23.47,47.7552,0.63
DTXSID4026183,185.214349864,40,13,12,0,1,0,0,0,1,9,1,0,0,3.24,52.2003,0.375
DTXSID7037555,502.127104904001,57,35,26,3,2,18,3,0,0.24,10,4,1,1,71.35,50.373,2.828
DTXSID2044763,193.11027872,29,14,11,2,1,6,1,0,0.363636363636364,4,3,0,0,29.54,30.5736,1.18
DTXSID20893618,284.235144884001,52,20,17,3,0,0,0,0,0.882352941176471,14,3,0,2,43.37,67.5748,0.974
DTXSID5034357,509.978423236,40,32,17,3,2,12,2,0,0.176470588235294,9,4,2,1,67.43,45.4617,2.039
DTXSID3021851,164.120115132,28,12,11,1,0,6,1,0,0.454545454545455,3,1,1,0,20.23,25.6498,0.796
DTXSID8026694,172.14632988,32,12,10,2,0,0,0,0,0.9,7,2,0,0,26.3,44.2151,0.519
DTXSID3037541,419.811795752,26,20,9,4,0,0,3,1,0.777777777777778,0,4,0,0,60.98,76.4652,2.959
DTXSID6041268,400.905914896,30,22,12,2,3,11,2,1,0.25,5,5,0,0,56.49,51.3504,2.256
DTXSID9025297,184.14632988,33,13,11,2,0,0,0,0,0.727272727272727,8,2,0,0,26.3,48.8628,0.559
DTXSID10893627,598.912604344001,49,32,21,2,5,17,4,2,0.238095238095238,8,7,2,1,88.39,67.5331,4.23
DTXSID0020606,370.308309824001,68,26,22,4,0,0,0,0,0.909090909090909,19,4,0,2,52.6,92.503,0.911
DTXSID3026697,412.355260016001,77,29,25,4,0,0,0,0,0.92,22,4,0,2,52.6,101.2378,0.911
DTXSID6042151,162.06807956,22,12,10,2,0,6,1,0,0.1,3,2,0,0,26.3,22.2319,1.084
DTXSID6047602,178.099379688,27,13,11,2,0,6,1,0,0.363636363636364,4,2,0,0,26.3,26.0905,0.945
DTXSID8020123,182.08439832,24,14,12,0,2,12,2,0,0,2,2,0,1,24.72,0,1.104
DTXSID30893629,195.046632908,22,13,8,1,3,5,2,2,0.25,0,4,2,0,95.72,34.9693,1.09
DTXSID8026698,236.065319752,30,14,8,2,2,0,2,2,1,3,4,0,0,75.54,62.3188,1.025
DTXSID7032555,354.10158518,41,26,19,4,2,6,4,2,0.352941176470588,2,5,0,0,66.92,62.7869,2.233
DTXSID9022520,176.083729624,25,13,11,2,0,6,1,0,0.181818181818182,4,2,0,0,26.3,26.5257,1.084
DTXSID7047510,178.099379688,27,13,11,2,0,6,1,0,0.363636363636364,5,2,0,0,26.3,24.3634,0.984
DTXSID1047603,192.115029752,30,14,12,2,0,6,1,0,0.416666666666667,5,2,0,0,26.3,29.8209,0.945
DTXSID9047415,168.15141526,32,12,11,1,0,0,0,0,0.636363636363636,5,1,1,0,20.23,54.602,0.486
DTXSID3041663,238.099379688,32,18,16,2,0,12,2,0,0.0625,5,2,0,1,26.3,21.2474,1.51
DTXSID7044506,164.083729624,24,12,10,2,0,6,1,0,0.3,4,2,0,0,26.3,20.8801,0.984
DTXSID7044764,192.115029752,30,14,12,2,0,6,1,0,0.416666666666667,5,2,0,0,26.3,30.5423,0.945
DTXSID5025819,198.104465068,29,15,14,1,0,12,2,0,0.142857142857143,4,1,0,1,9.23,11.0435,1.164
DTXSID6047604,192.115029752,30,14,12,2,0,6,1,0,0.416666666666667,6,2,0,0,26.3,28.8152,0.984
DTXSID2044765,176.083729624,25,13,11,2,0,6,1,0,0.181818181818182,4,2,0,0,26.3,26.7469,1.084
DTXSID7042279,208.109944372,31,15,12,3,0,6,1,0,0.416666666666667,6,2,0,0,35.53,32.4218,1.13
DTXSID2059277,204.115029752,31,15,13,2,0,6,1,0,0.307692307692308,6,2,0,1,26.3,34.682,1.084
DTXSID501014586,181.973112324,16,9,8,0,0,6,1,0,0,1,0,0,1,0,17.7668,0.889
DTXSID3042219,120.093900384,21,9,9,0,0,6,1,0,0.333333333333333,2,0,0,1,0,13.6757,0.553
DTXSID0021129,135.01427016,14,9,7,0,1,6,1,0,0,1,1,0,0,44.45,15.4324,1.371
DTXSID7059278,122.07316494,19,9,8,1,0,6,1,0,0.25,2,0,0,0,9.23,11.6096,0.738
DTXSID3021853,130.110613068,23,9,6,1,2,0,1,1,1,2,3,2,0,35.5,37.0358,0.841
DTXSID3049673,105.059723516,15,7,2,3,1,0,0,0,1,3,4,3,0,75.71,20.3948,1.029
DTXSID2021656,136.052429496,18,10,8,2,0,6,1,0,0.125,2,2,1,0,37.3,11.7685,0.934
DTXSID8021854,135.104799416,23,10,9,0,1,6,1,0,0.333333333333333,2,1,0,0,3.24,19.0036,0.801
DTXSID2020006,151.063328528,20,11,8,2,1,6,1,0,0.125,2,2,2,0,49.33,15.4305,1.808
DTXSID2044769,190.135765196,32,14,13,1,0,6,1,0,0.461538461538462,4,1,0,1,17.07,34.6704,0.946
DTXSID3034610,407.051124144,39,27,13,5,5,12,2,2,0.230769230769231,8,8,2,0,140.78,39.6504,3.177
DTXSID5034270,275.126991404,37,20,14,3,3,6,2,2,0.428571428571429,3,6,2,0,91.65,48.4648,1.905
DTXSID70893643,198.161979944,36,14,12,2,0,0,1,0,0.916666666666667,3,2,0,0,26.3,51.7704,0.551
DTXSID7040732,152.998141428,14,10,7,1,1,6,1,0,0,1,2,0,0,29.43,13.0571,1.256
DTXSID0026701,172.019415116,19,11,7,3,0,6,1,0,0.142857142857143,1,3,1,0,62.75,16.4215,2.234
DTXSID5059292,171.173547672,33,12,9,0,3,0,1,1,1,3,3,0,0,9.72,54.0573,1.021
DTXSID5047166,178.099379688,27,13,11,2,0,6,1,0,0.363636363636364,4,1,0,0,26.3,27.5008,1.185
DTXSID7032424,339.041272756,36,23,14,7,1,6,2,0,0.357142857142857,4,5,0,0,136.87,49.8979,3.588
DTXSID1044770,180.078644244,25,13,10,3,0,6,1,0,0.3,4,2,0,0,35.53,23.7441,1.145
DTXSID4041731,277.052112212,30,19,12,3,3,12,2,0,0,3,6,2,0,113.49,15.1415,3.219
DTXSID0049028,202.039671892,24,13,9,3,0,6,1,0,0.333333333333333,4,2,2,0,49.69,25.1862,1.394
DTXSID9065075,99.068413908,16,7,5,1,1,0,1,1,0.8,1,2,0,0,21.59,27.2343,0.742
DTXSID5026702,198.089208928,28,14,10,4,0,6,1,0,0.4,6,2,2,0,58.92,27.2162,1.409
DTXSID5033836,220.182715388,40,16,15,1,0,6,1,0,0.6,8,0,1,1,20.23,33.7099,0.851
DTXSID4020086,148.088815004,23,11,10,1,0,6,1,0,0.2,2,0,0,0,9.23,23.3669,0.814
DTXSID1047609,142.099379688,24,10,8,2,0,0,1,1,0.875,3,2,0,0,26.3,31.7839,1.254
DTXSID6022472,134.109550448,24,10,10,0,0,6,1,0,0.4,3,0,0,1,0,16.5873,0.553
DTXSID7022253,338.188194692001,51,25,22,3,0,11,3,1,0.409090909090909,7,2,0,1,39.44,58.5063,1.355
DTXSID9041491,134.07316494,20,10,9,1,0,6,1,0,0.111111111111111,2,1,1,0,20.23,17.5954,0.975
DTXSID1024835,132.057514876,18,10,9,1,0,6,1,0,0,2,1,0,0,17.07,16.5374,1.148
DTXSID0034229,156.115029752,27,11,9,2,0,0,1,1,0.888888888888889,4,2,0,0,26.3,34.6955,1.254
DTXSID4032374,538.060213076001,58,35,31,2,0,24,6,1,0.161290322580645,3,2,0,1,59.44,46.2974,3.325
DTXSID5026706,214.099379688,30,16,14,2,0,12,2,0,0.142857142857143,5,0,0,0,18.46,12.6626,1.349
DTXSID4034287,184.14632988,33,13,11,2,0,0,1,1,0.909090909090909,6,2,0,0,26.3,40.5187,1.254
DTXSID0051528,182.094294308,27,13,10,3,0,6,1,0,0.4,6,2,1,0,38.69,24.6516,1.178
DTXSID5027354,314.105527688,38,24,20,2,2,12,5,2,0.1,0,4,2,0,58.2,44.9487,2.91
DTXSID7051476,248.23782496,48,18,17,0,1,6,1,1,0.705882352941177,11,0,0,2,3.88,39.7269,0.717
DTXSID4025298,129.151749608,28,9,8,0,1,0,0,0,1,5,1,1,0,26.02,36.7211,0.338
DTXSID5020605,130.135765196,27,9,8,1,0,0,0,0,1,5,1,1,0,20.23,35.0636,0.41
DTXSID7059303,130.146998576,27,9,7,0,2,0,0,0,1,5,2,1,0,29.26,39.4371,0.625
DTXSID5052672,154.135765196,29,11,10,1,0,0,1,0,0.8,1,1,1,0,20.23,47.9186,0.557
DTXSID7021861,121.089149352,20,9,8,0,1,6,1,1,0.375,1,1,0,0,12.89,16.083,0.702
DTXSID9026710,122.07316494,19,9,8,1,0,6,1,0,0.25,1,0,0,0,9.23,12.8179,0.714
DTXSID7024532,123.068413908,18,9,7,1,1,6,1,0,0.142857142857143,1,1,1,0,35.25,11.5379,1.172
DTXSID4051532,196.109944372,30,14,11,3,0,5,1,1,0.545454545454545,6,2,0,0,39.44,35.8918,0.845
DTXSID4026711,134.109550448,24,10,10,0,0,6,1,0,0.4,2,0,0,1,0,20.701,0.529
DTXSID2033863,130.07825032,20,10,10,0,0,6,1,0,0,2,0,0,1,0,20.2944,0.609
DTXSID9051533,174.161979944,34,12,10,2,0,0,0,0,1,5,2,0,0,18.46,45.1566,0.339
DTXSID9026712,144.115029752,26,10,8,2,0,0,1,0,1,2,2,2,0,40.46,37.9664,0.843
DTXSID70668237,370.168127944001,50,28,24,2,2,18,4,0,0.0833333333333333,5,2,2,1,70.5,37.8519,2.814
DTXSID6044357,138.06807956,20,10,8,2,0,6,1,0,0.25,2,1,1,0,29.46,14.5926,1.036
DTXSID4026713,185.141578848,32,13,10,2,1,0,0,0,0.7,7,3,0,0,29.54,53.0243,0.822
DTXSID60864286,154.135765196,29,11,10,1,0,0,0,0,0.7,6,1,0,0,17.07,43.0108,0.698
DTXSID40893655,582.271586718001,89,35,23,7,0,0,0,0,0.869565217391304,20,7,0,2,72.45,125.3079,0.749
DTXSID1040110,102.06807956,17,7,5,2,0,0,0,0,0.8,3,2,0,0,26.3,26.7301,0.558
DTXSID5040752,228.111006992,32,16,10,4,2,0,0,0,0.6,7,6,0,0,74.76,55.888,2.187
DTXSID9026716,116.047344116,16,8,5,3,0,0,0,0,0.6,3,3,0,0,43.37,27.308,1.029
DTXSID4091528,349.051713796,37,24,17,4,1,12,2,1,0.2,7,3,0,0,57.65,37.7159,2.102
DTXSID6032354,349.051713796,37,24,17,4,1,12,2,1,0.2,7,3,0,0,57.65,37.7159,2.102
DTXSID7021863,160.073558864,23,11,7,4,0,0,0,0,0.714285714285714,6,4,0,0,52.6,37.1136,0.989
DTXSID6040111,116.083729624,20,8,6,2,0,0,0,0,0.833333333333333,4,2,0,0,26.3,29.6417,0.558
DTXSID8020466,132.072119384,20,8,5,0,2,0,0,0,0.8,4,2,2,0,56.15,37.9145,1.376
DTXSID6030607,118.099379688,22,8,6,2,0,0,0,0,1,4,2,0,0,18.46,31.675,0.458
DTXSID3025041,118.06299418,18,8,5,3,0,0,0,0,0.8,4,3,0,0,35.53,27.624,0.328
DTXSID8025591,119.094628656,21,8,5,2,1,0,0,0,1,4,3,2,0,43.7,32.5727,0.885
DTXSID4020240,113.084063972,19,8,6,1,1,0,1,1,0.833333333333333,0,2,1,0,29.1,25.4377,0.913
DTXSID2065127,174.184446704,34,12,8,0,4,0,0,0,1,9,4,4,0,76.1,49.1406,1.055
DTXSID2033445,159.173547672,32,11,8,0,3,0,0,0,1,7,3,2,0,41.29,46.4855,0.89
DTXSID3026722,206.079038168,28,14,8,6,0,0,0,0,0.75,7,6,0,0,71.06,45.6766,0.451
DTXSID9051539,222.056194548,28,14,8,5,0,0,0,0,0.75,7,5,0,0,87.13,52.1199,0.87
DTXSID2021864,122.07316494,19,9,8,1,0,6,1,0,0.25,0,0,1,0,20.23,13.5688,0.827
DTXSID1059319,398.339609952001,74,28,24,4,0,0,0,0,0.916666666666667,23,4,0,2,52.6,85.888,0.989
DTXSID7021865,228.13615912,36,16,12,4,0,0,0,0,0.666666666666667,10,4,0,0,52.6,55.62,1.089
DTXSID3026724,228.13615912,36,16,12,4,0,0,0,0,0.666666666666667,10,4,0,0,52.6,55.62,1.089
DTXSID1044510,145.157897608,29,10,7,0,3,0,0,0,1,6,3,2,0,55.28,41.7109,0.875
DTXSID1044772,184.14632988,33,13,11,2,0,0,0,0,0.727272727272727,7,2,0,0,26.3,52.8095,0.619
DTXSID0020654,196.14632988,34,14,12,2,0,0,0,0,0.583333333333333,6,2,0,0,26.3,60.4488,0.71
DTXSID90147413,364.019632512,38,22,16,0,2,12,2,0,0.125,7,2,0,1,121.26,57.8474,3.235
DTXSID20872988,544.113532896001,64,36,30,0,2,24,4,0,0.133333333333333,13,2,0,2,121.26,65.3028,4.143
DTXSID6044773,206.094294308,29,15,12,3,0,6,1,0,0.25,6,2,0,0,35.53,31.7644,1.185
DTXSID1044774,270.183109312,45,19,15,4,0,0,1,1,0.866666666666667,0,4,0,0,52.6,57.3106,2.309
DTXSID90884497,299.306238868001,60,21,18,1,2,0,0,0,0.944444444444444,15,2,1,2,29.1,73.5199,0.888
DTXSID70147451,154.06299418,21,11,8,3,0,6,1,0,0.25,2,1,3,0,60.69,16.8578,1.571
DTXSID2021866,258.183109312,44,18,14,4,0,0,0,0,0.857142857142857,13,4,0,1,52.6,60.3732,0.989
DTXSID6044359,240.208930136,45,17,15,2,0,0,1,1,0.933333333333333,0,2,0,1,26.3,50.4923,1.293
DTXSID4024729,191.069476528,23,14,9,2,3,9,2,1,0.111111111111111,3,5,2,0,67.01,17.7895,1.623
DTXSID8026725,300.266445012001,57,21,18,3,0,0,0,0,0.944444444444444,16,3,2,2,57.53,64.3921,0.791
DTXSID10861720,343.308644172001,65,24,20,3,1,0,0,0,0.95,19,4,3,2,69.56,76.6033,1.474
DTXSID4047337,560.242355504001,74,42,34,4,4,27,6,2,0.205882352941176,8,7,1,1,87.38,56.4173,4.494
DTXSID30860412,208.182715388,39,15,14,1,0,0,1,0,0.714285714285714,4,1,1,0,20.23,67.4847,0.633
DTXSID7025053,241.27695012,52,17,16,0,1,0,0,0,1,12,1,1,2,12.03,68.298,0.314
DTXSID5044360,158.167065324,33,11,10,1,0,0,0,0,1,6,1,1,0,20.23,44.8067,0.371
DTXSID3026726,156.15141526,31,11,10,1,0,0,0,0,0.8,5,1,1,0,20.23,47.73,0.486
DTXSID3041790,154.135765196,29,11,10,1,0,0,0,0,0.7,5,1,0,0,17.07,48.3847,0.659
DTXSID8026727,154.135765196,29,11,10,1,0,0,0,0,0.6,4,1,1,0,20.23,51.2973,0.601
DTXSID0073031,378.162954256001,53,25,21,0,2,12,2,0,0.428571428571429,6,2,2,1,52.04,65.6784,1.941
DTXSID3026728,154.135765196,29,11,10,1,0,0,0,0,0.6,4,1,1,0,20.23,51.2973,0.601
DTXSID60881216,152.120115132,27,11,10,1,0,0,0,0,0.5,4,1,0,0,17.07,50.2393,0.774
DTXSID3042059,158.130679816,29,11,9,2,0,0,0,0,0.888888888888889,6,2,0,0,26.3,41.5428,0.519
DTXSID1040112,158.130679816,29,11,9,2,0,0,0,0,0.888888888888889,7,2,0,0,26.3,38.3765,0.558
DTXSID8051542,172.14632988,32,12,10,2,0,0,0,0,0.9,8,2,0,0,26.3,41.2881,0.558
DTXSID2047438,114.104465068,22,8,7,1,0,0,0,0,0.857142857142857,4,1,0,0,17.07,32.065,0.598
DTXSID20890440,819.051694112001,79,53,26,13,9,22,4,1,0.153846153846154,17,22,7,3,382.57,88.9565,10.791
DTXSID4024012,233.867974328,12,8,6,0,0,6,1,0,0,0,0,0,0,0,17.1982,1.001
DTXSID2021868,106.07825032,18,8,8,0,0,6,1,0,0.25,0,0,0,0,0,11.0042,0.529
