MoleculeID,LogKoc_exp,LogKoc_pred,Koc_predRange,AD_Koc,AD_index_Koc,Conf_index_Koc,Koc_CAS_neighbor_1,Koc_CAS_neighbor_2,Koc_CAS_neighbor_3,Koc_CAS_neighbor_4,Koc_CAS_neighbor_5,Koc_InChiKey_neighbor_1,Koc_InChiKey_neighbor_2,Koc_InChiKey_neighbor_3,Koc_InChiKey_neighbor_4,Koc_InChiKey_neighbor_5,Koc_DTXSID_neighbor_1,Koc_DTXSID_neighbor_2,Koc_DTXSID_neighbor_3,Koc_DTXSID_neighbor_4,Koc_DTXSID_neighbor_5,LogKoc_Exp_neighbor_1,LogKoc_Exp_neighbor_2,LogKoc_Exp_neighbor_3,LogKoc_Exp_neighbor_4,LogKoc_Exp_neighbor_5,LogKoc_pred_neighbor_1,LogKoc_pred_neighbor_2,LogKoc_pred_neighbor_3,LogKoc_pred_neighbor_4,LogKoc_pred_neighbor_5,CrippenLogP,nHBAcc,SpDiam_Dzi,VP_1,MPC3,TPC,VABC,SsssN,topoDiameter,AATS1m,MPC6,ATS1v
DTXSID0037495,NaN,1.71,[1.23:2.19],1,0.532,0.62,88-99-3,66215-27-8,68925-41-7,770-19-4,656-31-5,XNGIFLGASWRNHJ-UHFFFAOYSA-N,LVQDKIWDGQRHTE-UHFFFAOYSA-N,QQRJUWIHLNBDQF-UHFFFAOYSA-N,OLVWURSZQFCLCZ-UHFFFAOYSA-N,PAWVOCWEWJXILY-UHFFFAOYSA-N,DTXSID8021484|,DTXSID6023999|,DTXSID30218994|,DTXSID40227815|,DTXSID00215854|,1.07,2.3,2.08,1.77,1.32,1.73,2.09,1.83,1.55,1.73,1.34938,5,29.0490777574995,3.50792280238835,15,113,134.0654158382,0,6,115.109966947368,15,4609.1878463516
DTXSID5025312,NaN,1.83,[1.5:2.16],1,0.434,0.637,685-91-6,121-69-7,93-71-0,611-74-5,54-11-5,AJFDBNQQDYLMJN-UHFFFAOYSA-N,JLTDJTHDQAWBAV-UHFFFAOYSA-N,MDBGGTQNNUOQRC-UHFFFAOYSA-N,IMNDHOCGZLYMRO-UHFFFAOYSA-N,SNICXCGAKADSCV-UHFFFAOYSA-N,DTXSID9020459|,DTXSID2020507|,DTXSID2041591|,DTXSID4060602|,DTXSID1020930|,1.84,2.26,1.3,1.6,2.01,1.69,1.69,1.68,1.47,2.19,0.3385,2,21.2406082451819,3.23314034842669,10,61,119.762894663928,2.39236111111111,5,70.4393674285714,4,4330.61686561254
DTXSID9034650,NaN,1.65,[1.46:1.84],1,0.529,0.734,97780-06-8,122931-48-0,74223-64-6,144740-54-5,79277-27-3,ZINJLDJMHCUBIP-UHFFFAOYSA-N,MEFOUWRMVYJCQC-UHFFFAOYSA-N,RSMUVYRMZCOLBH-UHFFFAOYSA-N,DTVOKYWXACGVGO-UHFFFAOYSA-N,AHTPATJNIAFOLR-UHFFFAOYSA-N,DTXSID9034573|,DTXSID1032642|,DTXSID6023864|,DTXSID9058311|,DTXSID1024124|,1.93,1.71,1.54,1.46,1.45,1.84,1.83,1.69,1.83,1.69,1.50856,11,175.078412421332,7.99019481228056,53,623,329.668370510829,0,13,150.195965954545,73,11722.850418471
DTXSID9021845,NaN,1.58,[0.85:2.31],1,0.588,0.516,150-13-0,103-74-2,55-21-0,108-65-6,56-04-2,ALYNCZNDIQEVRV-UHFFFAOYSA-N,BXGYBSJAZFGIPX-UHFFFAOYSA-N,KXDAEFPNCMNJSK-UHFFFAOYSA-N,LLHKCFNBLRBOGN-UHFFFAOYSA-N,VDIAYBNYJCMVED-UHFFFAOYSA-N,DTXSID6024466|,DTXSID2044767|,DTXSID0021709|,DTXSID1026796|,DTXSID2020890|,2.5,1.45,1.46,0.36,2.14,1.47,1.62,1.52,1.75,1.77,0.1302,3,25.9469083190778,3.06535003239876,13,75,126.346587856883,0,5,80.3419709047619,4,4551.8315280776
DTXSID0027721,NaN,4.76,[4.03:5.49],1,0.358,0.437,70124-77-5,64532-97-4,69409-94-5,68085-85-8,51630-58-1,GBIHOLCMZGAKNG-UHFFFAOYSA-N,LMCLPMXCYFSRNG-UHFFFAOYSA-N,INISTDXBRIBGOC-UHFFFAOYSA-N,ZXQYGBMAQZUVMI-UHFFFAOYSA-N,NYPJDWWKZLNGGM-UHFFFAOYSA-N,DTXSID0022301|,DTXSID4025797|,DTXSID7024110|DTXSID7037555,DTXSID6023997|DTXSID7032559,DTXSID3020621|DTXSID4032667,5,4.06,5.71,5.26,3.73,5.2,5.06,5.05,4.76,5.13,8.21669000000001,1,254.121159877174,10.9641016151378,64,882,413.769418472169,0,18,82.0039957230769,92,17723.6262842589
DTXSID1047601,NaN,2.35,[1.48:3.22],1,0.576,0.477,537-92-8,95-93-2,93-89-0,78-59-1,697-82-5,ALMHSXDYCFOZQD-UHFFFAOYSA-N,SQNZJJAZBFDUTD-UHFFFAOYSA-N,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,HJOVHMDZYOCNQW-UHFFFAOYSA-N,OGRAOKJKVGDSFR-UHFFFAOYSA-N,DTXSID6024412|,DTXSID1029124|,DTXSID3038696|,DTXSID8020759|,DTXSID3047184|,1.45,3.12,2.3,1.4,3.61,1.7,3.06,1.68,2.79,2.84,2,1,38.7894352403806,3.84139718145949,13,106,159.140696856828,0,6,72.3329734,10,6111.48816301133
DTXSID20884445,NaN,4.31,[3.51:5.11],0,0.058,0.323,64532-97-4,117-84-0,69409-94-5,131-20-4,103-23-1,LMCLPMXCYFSRNG-UHFFFAOYSA-N,MQIUGAXCHLFZKX-UHFFFAOYSA-N,INISTDXBRIBGOC-UHFFFAOYSA-N,IJFPVINAQGWBRJ-UHFFFAOYSA-N,SAOKZLXYCUGLFA-UHFFFAOYSA-N,DTXSID4025797|,DTXSID1021956|,DTXSID7024110|DTXSID7037555,DTXSID50873226|,DTXSID0020606|,4.06,4.38,5.71,3.21,4.19,5.06,4.06,5.05,4.39,4.12,14.12208,2,906.423562147371,19.7252744030526,40,416,714.909913242594,0,40,58.0762388416667,37,26074.8147826155
DTXSID6020692,NaN,2.12,[1.39:2.85],0,0.116,0.355,533-74-4,137-26-8,91-80-5,51235-04-2,26644-46-2,QAYICIQNSGETAS-UHFFFAOYSA-N,KUAZQDVKQLNFPE-UHFFFAOYSA-N,HNJJXZKZRAWDPF-UHFFFAOYSA-N,CAWXEEYDBZRFPE-UHFFFAOYSA-N,RROQIUMZODEXOR-UHFFFAOYSA-N,DTXSID7024902|,DTXSID5021332|,DTXSID2023278|,DTXSID4024145|,DTXSID5032654|,1,2.83,2.87,1.73,2.3,2.43,2.14,2.81,2.52,2.75,-1.0198,4,19.5677731703173,3.79473319220206,24,280,119.250031186267,9.875,4,90.1725825,48,5228.96397003088
DTXSID3041584,NaN,5.24,[4.62:5.86],0,0.265,0.444,69409-94-5,70124-77-5,67485-29-4,64532-97-4,68085-85-8,INISTDXBRIBGOC-UHFFFAOYSA-N,GBIHOLCMZGAKNG-UHFFFAOYSA-N,IQVNEKKDSLOHHK-UHFFFAOYSA-N,LMCLPMXCYFSRNG-UHFFFAOYSA-N,ZXQYGBMAQZUVMI-UHFFFAOYSA-N,DTXSID7024110|DTXSID7037555,DTXSID0022301|,DTXSID6023868|,DTXSID4025797|,DTXSID6023997|DTXSID7032559,5.71,5,5.86,4.06,5.26,5.05,5.2,4.78,5.06,4.76,6.60367000000001,5,378.267473261643,11.0951014932877,70,947,461.734883974946,0,19,113.697389951003,88,17383.1988206839
DTXSID0026252,NaN,4.49,[3.92:5.06],1,0.493,0.575,72-43-5,56-53-1,50-29-3,115-32-2,72-54-8,IAKOZHOLGAGEJT-UHFFFAOYSA-N,RGLYKWWBQGJZGM-UHFFFAOYSA-N,YVGGHNCTFXOJCH-UHFFFAOYSA-N,UOAMTSKGCBMZTC-UHFFFAOYSA-N,AHJKRLASYNVKDZ-UHFFFAOYSA-N,DTXSID9020827|,DTXSID3020465|,DTXSID4020375|,DTXSID4020450|,DTXSID4020373|,4.9,4.14,5.31,3.7,4.21,4.48,4.14,4.75,3.99,4.84,5.67197,0,108.270107082142,7.98759091578017,36,493,272.584611066484,0,10,124.141028710615,48,11330.6114659352
DTXSID9020089,3,3,[2.97:3.03],1,1,0.907,101-05-3,93-72-1,1861-32-1,632-58-6,15310-01-7,IMHBYKMAHXWHRP-UHFFFAOYSA-N,ZLSWBLPERHFHIS-UHFFFAOYSA-N,NPOJQCVWMSKXDN-UHFFFAOYSA-N,WZHHYIOUKQNLQM-UHFFFAOYSA-N,LJOZMWRYMKECFF-UHFFFAOYSA-N,DTXSID9020089|,DTXSID0021387|,DTXSID0024000|,DTXSID6060896|,DTXSID7041623|,3,1.75,3.7,3.3,2.82,2.66,2.28,2.76,2.57,2.73,4.58068,4,58.3930132738942,5.36983118423102,27,304,191.508894871167,0,8,161.427572727273,35,7041.08482351306
DTXSID9034232,NaN,1.75,[1.54:1.95],1,0.714,0.767,351-36-0,94-74-6,7073-42-9,122-28-1,93-65-2,HNIPNANLYHXYDE-UHFFFAOYSA-N,WHKUVVPPKQRRBV-UHFFFAOYSA-N,WNOVNNUWOUKIOL-UHFFFAOYSA-N,KFTYNYHJHKCRKU-UHFFFAOYSA-N,WNTGYJSOUMFZEP-UHFFFAOYSA-N,DTXSID60188595|,DTXSID4024195|,DTXSID20220985|,DTXSID5059539|,DTXSID9024194|,1.75,1.73,1.95,1.94,1.3,1.85,1.69,1.63,1.78,2.01,2.92658,2,49.0996570508846,4.12189666695356,18,147,171.999774701717,0,7,111.888298636364,17,6060.95569174685
DTXSID5020865,NaN,3.48,[2.86:4.1],1,0.543,0.53,91-94-1,2307-68-8,35554-44-0,15310-01-7,40339-35-3,HUWXDEQWWKGHRV-UHFFFAOYSA-N,WGVWLKXZBUVUAM-UHFFFAOYSA-N,PZBPKYOVPCNPJY-UHFFFAOYSA-N,LJOZMWRYMKECFF-UHFFFAOYSA-N,MRQIXHXHHPWVIL-UHFFFAOYSA-N,DTXSID6020432|,DTXSID3042265|,DTXSID8024151|,DTXSID7041623|,DTXSID90873447|,4.35,2.76,3.73,2.82,3.58,3.12,2.2,2.58,2.73,3.7,4.66929,2,80.5943308398986,5.89441821282903,30,347,223.488245187867,0,10,112.036222533333,38,8761.00683304
DTXSID1045033,NaN,2.64,[1.46:3.9],0,0.122,0.214,83-79-4,126535-15-7,128-66-5,111991-09-4,144740-54-5,JUVIOZPCNVVQFO-UHFFFAOYSA-N,IMEVJVISCHQJRM-UHFFFAOYSA-N,ZTWQZJLUUZHJGS-UHFFFAOYSA-N,RTCOGUMHFFWOJV-UHFFFAOYSA-N,DTVOKYWXACGVGO-UHFFFAOYSA-N,DTXSID6021248|,DTXSID2032502|,DTXSID6021454|,DTXSID6034764|,DTXSID9058311|,4,1.84,4.28,1.48,1.46,5.56,1.53,5.03,1.84,1.83,-0.46252,9,216.810205662535,10.7035439990896,87,2196,419.468468214563,3.25420476897141,12,95.802861015873,221,16660.4528085145
DTXSID8024101,1.72,1.72,[1.71:1.73],1,1,0.959,101200-48-0,111991-09-4,74223-64-6,97780-06-8,122931-48-0,VLCQZHSMCYCDJL-UHFFFAOYSA-N,RTCOGUMHFFWOJV-UHFFFAOYSA-N,RSMUVYRMZCOLBH-UHFFFAOYSA-N,ZINJLDJMHCUBIP-UHFFFAOYSA-N,MEFOUWRMVYJCQC-UHFFFAOYSA-N,DTXSID8024101|,DTXSID6034764|,DTXSID6023864|,DTXSID9034573|,DTXSID1032642|,1.72,1.48,1.54,1.93,1.71,1.59,1.84,1.69,1.84,1.83,1.54209,10,163.465863490296,7.80808926257088,50,576,326.625826382602,0.907578184051398,13,134.606735466667,66,11939.8757126973
DTXSID4026214,NaN,3.61,[2.89:4.33],1,0.41,0.461,50-65-7,42576-02-3,470-90-6,74115-24-5,40339-35-3,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,SUSRORUBZHMPCO-UHFFFAOYSA-N,FSAVDKDHPDSCTO-UHFFFAOYSA-N,UXADOQPNKNTIHB-UHFFFAOYSA-N,MRQIXHXHHPWVIL-UHFFFAOYSA-N,DTXSID7040362|,DTXSID1040320|,DTXSID7034250|,DTXSID9023881|,DTXSID90873447|,3.35,4,2.47,4.66,3.58,3.32,3.14,2.79,3.2,3.7,6.08897,3,98.2872953496095,6.46436535053196,31,343,244.853080958061,0,12,137.470459551724,37,9032.05023556882
DTXSID0057918,NaN,2.73,[2.04:3.42],1,0.463,0.481,74051-80-2,2312-35-8,82558-50-7,87818-31-3,85-68-7,NMHGOXYVOKDNHF-UHFFFAOYSA-N,ZYHMJXZULPZUED-UHFFFAOYSA-N,PMHURSZHKKJGBM-UHFFFAOYSA-N,QMTNOLKHSWIQBE-UHFFFAOYSA-N,IRIAEXORFWYRCZ-UHFFFAOYSA-N,DTXSID9024304|,DTXSID4024276|,DTXSID8024159|,DTXSID3034456|,DTXSID3020205|,2,3.6,2.4,2.6,3.72,3.36,3.02,2.65,2.95,3.25,3.72049,2,139.764728522422,9.64238084933873,39,521,325.842368203985,0,12,87.4818133800001,61,12338.2913924325
DTXSID7020764,2.6,2.6,[2.55:2.6],1,1,0.858,101-21-3,1967-16-4,122-42-9,93-65-2,5532-90-1,CWJSHJJYOPWUGX-UHFFFAOYSA-N,ULBXWWGWDPVHAO-UHFFFAOYSA-N,VXPLXMJHHKHSOA-UHFFFAOYSA-N,WNTGYJSOUMFZEP-UHFFFAOYSA-N,QDZXCXBFZLLQFT-UHFFFAOYSA-N,DTXSID7020764|,DTXSID6041769|,DTXSID7020766|,DTXSID9024194|,DTXSID70203884|,2.6,2.21,1.83,1.3,2.06,1.97,2.2,1.9,2.01,1.91,3.49498,3,57.5644708151386,4.68696500379839,18,167,191.502292835189,0,8,101.5449255,19,6749.40934532186
DTXSID70554727,NaN,4.28,[3.68:4.88],0,0.402,0.483,117-81-7,84-75-3,103-23-1,131-20-4,6422-86-2,BJQHLKABXJIVAM-UHFFFAOYSA-N,KCXZNSGUUQJJTR-UHFFFAOYSA-N,SAOKZLXYCUGLFA-UHFFFAOYSA-N,IJFPVINAQGWBRJ-UHFFFAOYSA-N,RWPICVVBGZBXNA-UHFFFAOYSA-N,DTXSID5020607|,DTXSID6025068|,DTXSID0020606|,DTXSID50873226|,DTXSID7027625|,4.94,4.72,4.19,3.21,4.16,3.91,3.63,4.12,4.39,4.06,5.99359000000001,3,235.859719595648,10.2282140847535,31,341,385.356432051691,0,16,63.8829076307693,45,14273.4612314502
DTXSID8037754,NaN,2.08,[1.88:2.28],1,0.556,0.737,886-59-9,39108-81-1,13140-89-1,80045-52-9,5234-68-4,WPLYTRWMCWBZEN-UHFFFAOYSA-N,AMEGQBUWQVQJSA-UHFFFAOYSA-N,KODZEKGCUPWVLU-UHFFFAOYSA-N,IJSXOOSTBVECCN-UHFFFAOYSA-N,GYSSRZJIHXQEHQ-UHFFFAOYSA-N,DTXSID90877268|,DTXSID60192354|,DTXSID40157027|,DTXSID40230046|,DTXSID0023951|,2.07,1.83,1.93,2.17,2.41,2.31,1.91,2.28,2.22,2.16,2.56014,3,76.3938203927914,5.26952836876329,24,285,236.394024031784,0,10,97.2607103636365,36,8004.58995530101
DTXSID4025587,NaN,1.72,[1.4:2.08],1,0.607,0.674,93-89-0,537-92-8,351-83-7,51-66-1,5345-54-0,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,ALMHSXDYCFOZQD-UHFFFAOYSA-N,JHEFOJNPLXSWNZ-UHFFFAOYSA-N,XVAIDCNLVLTVFM-UHFFFAOYSA-N,XQVCBOLNTSUFGD-UHFFFAOYSA-N,DTXSID3038696|,DTXSID6024412|,DTXSID40188598|,DTXSID6026325|,DTXSID00201616|,2.3,1.45,1.48,1.4,1.93,1.68,1.7,1.57,2.02,2.09,2.33998,1,35.6453473970924,3.51241126670291,14,106,153.867779455228,0,7,83.6131466190476,10,5685.2646832743
DTXSID1044352,NaN,1.89,[1.46:2.3],1,0.738,0.692,93-89-0,33222-69-4,120-47-8,1007-36-9,103-82-2,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,VTONZKDPQTYHLV-UHFFFAOYSA-N,NUVBSKCKDOMJSU-UHFFFAOYSA-N,SQBHGDSDVWCPHN-UHFFFAOYSA-N,WLJVXDMOQOGPHL-UHFFFAOYSA-N,DTXSID3038696|,DTXSID10186869|,DTXSID9022528|,DTXSID1074416|,DTXSID2021656|,2.3,1.48,2.21,1.29,1.45,1.68,1.76,2.12,1.67,1.76,1.63599,2,39.2602127583504,3.43428696463723,14,106,147.998480230722,0,7,88.1750388095238,10,5443.68988392729
DTXSID7037551,1.4,1.4,[1.4:1.42],1,1,0.925,101-42-8,330-39-2,332-33-2,7160-01-2,587-34-8,XXOYNJXVWVNOOJ-UHFFFAOYSA-N,ANWCBSUPTRJETC-UHFFFAOYSA-N,GNIZUUCYAIPGKZ-UHFFFAOYSA-N,QTERLAXNZRFFMZ-UHFFFAOYSA-N,QLQDWOFJALEHSP-UHFFFAOYSA-N,DTXSID7037551|,DTXSID80186634|,DTXSID50186843|,DTXSID60221835|,DTXSID2074667|,1.4,1.73,1.43,1.51,1.79,1.67,1.59,1.66,1.64,1.75,1.97818,3,40.1280607899887,3.73284173650479,16,123,161.201773946495,1.49305555555556,7,85.2598385,12,5797.9517732084
DTXSID7051507,NaN,1.88,[1.75:2.01],1,0.61,0.777,1129-50-6,101-97-3,103-45-7,122-42-9,136-60-7,UHANVDZCDNSILX-UHFFFAOYSA-N,DULCUDSUACXJJC-UHFFFAOYSA-N,MDHYEMXUFSJLGV-UHFFFAOYSA-N,VXPLXMJHHKHSOA-UHFFFAOYSA-N,XSIFPSYPOVKYCO-UHFFFAOYSA-N,DTXSID9061544|,DTXSID6044353|,DTXSID7044506|,DTXSID7020766|,DTXSID8040694|,1.71,1.89,1.89,1.83,2.1,1.86,2.01,1.98,1.9,1.66,2.59848,2,49.4375077104627,4.56400052238038,16,123,181.467382258189,0,7,73.8779451428571,12,6555.62648389973
DTXSID1041978,NaN,4.79,[4.07:5.51],0,0.403,0.459,68085-85-8,70124-77-5,69409-94-5,77501-63-4,51630-58-1,ZXQYGBMAQZUVMI-UHFFFAOYSA-N,GBIHOLCMZGAKNG-UHFFFAOYSA-N,INISTDXBRIBGOC-UHFFFAOYSA-N,CONWAEURSVPLRM-UHFFFAOYSA-N,NYPJDWWKZLNGGM-UHFFFAOYSA-N,DTXSID6023997|DTXSID7032559,DTXSID0022301|,DTXSID7024110|DTXSID7037555,DTXSID7024160|,DTXSID3020621|DTXSID4032667,5.26,5,5.71,4,3.73,4.76,5.2,5.05,4.89,5.13,6.88807,4,275.561236717006,9.23742138875071,62,832,372.98233542309,0,18,136.065683978504,88,14276.8163082444
DTXSID3047001,NaN,2.07,[1.74:2.4],1,0.722,0.71,94-08-6,101-97-3,2655-14-3,103-45-7,93-89-0,NWPWRAWAUYIELB-UHFFFAOYSA-N,DULCUDSUACXJJC-UHFFFAOYSA-N,CVQODEWAPZVVBU-UHFFFAOYSA-N,MDHYEMXUFSJLGV-UHFFFAOYSA-N,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,DTXSID5048211|,DTXSID6044353|,DTXSID7058042|,DTXSID7044506|,DTXSID3038696|,2.59,1.89,1.71,1.89,2.3,1.85,2.01,2.19,1.98,1.68,1.848,2,46.4562400881959,3.96038638529885,16,123,167.930923557389,0,7,80.4718521538461,12,6205.36585148518
DTXSID6059231,NaN,1.76,[1.47:2.05],1,0.432,0.643,64902-72-3,74223-56-6,74222-97-2,79277-27-3,98967-40-9,VJYIFXVZLXQVHO-UHFFFAOYSA-N,FZMKKCQHDROFNI-UHFFFAOYSA-N,ZDXMLEQEMNLCQG-UHFFFAOYSA-N,AHTPATJNIAFOLR-UHFFFAOYSA-N,RXCPQSJAVKGONC-UHFFFAOYSA-N,DTXSID7023980|,DTXSID20225213|,DTXSID0034936|,DTXSID1024124|,DTXSID4032615|,2.19,1.8,1.62,1.45,1.45,2.04,1.92,1.75,1.69,2.27,3.66998,9,130.458919647,6.65403600504717,40,484,273.889834847067,0,12,183.572411542857,53,10591.2785307177
DTXSID10869362,NaN,1.9,[1.46:2.34],1,0.442,0.583,3766-81-2,2631-37-0,23950-58-5,93-65-2,114-26-1,DIRFUJHNVNOBMY-UHFFFAOYSA-N,DTAPQAJKAFRNJB-UHFFFAOYSA-N,PHNUZKMIPFFYSO-UHFFFAOYSA-N,WNTGYJSOUMFZEP-UHFFFAOYSA-N,ISRUGXGCCGIOQO-UHFFFAOYSA-N,DTXSID4058077|,DTXSID4037617|,DTXSID2020420|,DTXSID9024194|,DTXSID7021948|,1.71,2.48,2.31,1.3,1.67,2.22,1.81,2.09,2.01,1.89,3.1202,1,52.1949474071852,6.53167505162205,16,132,199.878669956167,0,6,95.9483277419355,19,7346.29844660612
DTXSID7025895,NaN,3.21,[2.94:3.48],1,0.606,0.702,103-33-3,122-66-7,92-87-5,495-48-7,122-39-4,DMLAVOWQYNRWNQ-UHFFFAOYSA-N,YBQZXXMEJHZYMB-UHFFFAOYSA-N,HFACYLZERDEVSX-UHFFFAOYSA-N,GAUZCKBSTZFWCT-UHFFFAOYSA-N,DMBHHRLKUKUOEG-UHFFFAOYSA-N,DTXSID8020123|,DTXSID7020710|,DTXSID2020137|,DTXSID0024555|,DTXSID4021975|,3.3,2.98,3.46,3.5,2.78,3.02,2.99,2.9,3.1,3.31,4.72078,2,53.1238790019829,4.52072594216369,22,236,175.770125021134,0,9,88.4149867777778,24,7338.76203642466
DTXSID5020869,3.96,3.96,[3.9:3.96],1,1,0.803,101-61-1,492-80-8,90-94-8,91-80-5,51235-04-2,JNRLEMMIVRBKJE-UHFFFAOYSA-N,JPIYZTWMUGTEHX-UHFFFAOYSA-N,VVBLNCFGVYUYGU-UHFFFAOYSA-N,HNJJXZKZRAWDPF-UHFFFAOYSA-N,CAWXEEYDBZRFPE-UHFFFAOYSA-N,DTXSID5020869|,DTXSID7043821|,DTXSID2020894|,DTXSID2023278|,DTXSID4024145|,3.96,3.31,2.21,2.87,1.73,2.78,2.66,3.33,2.81,2.52,3.2218,2,107.109783700146,6.58590916877817,32,390,262.250048150467,4.24138321995465,12,78.4638593333334,44,10379.5044714344
DTXSID30893609,NaN,1.87,[1.43:2.31],1,0.615,0.665,7073-42-9,93-65-2,94-74-6,119-61-9,351-36-0,WNOVNNUWOUKIOL-UHFFFAOYSA-N,WNTGYJSOUMFZEP-UHFFFAOYSA-N,WHKUVVPPKQRRBV-UHFFFAOYSA-N,RWCCWEUUXYIKHB-UHFFFAOYSA-N,HNIPNANLYHXYDE-UHFFFAOYSA-N,DTXSID20220985|,DTXSID9024194|,DTXSID4024195|,DTXSID0021961|,DTXSID60188595|,1.95,1.3,1.73,2.63,1.75,1.63,2.01,1.69,2.65,1.85,3.00359,1,54.3210946064735,4.40924738113788,18,147,177.782864776768,0,8,104.776341297183,16,6421.08741370547
DTXSID1025485,NaN,2.46,[2.22:2.7],1,0.526,0.694,2307-68-8,19095-79-5,1982-49-6,78508-44-8,886-59-9,WGVWLKXZBUVUAM-UHFFFAOYSA-N,MMNBZHUPPBZRSD-UHFFFAOYSA-N,JXVIIQLNUPXOII-UHFFFAOYSA-N,ABBMQADJUMXTAJ-UHFFFAOYSA-N,WPLYTRWMCWBZEN-UHFFFAOYSA-N,DTXSID3042265|,DTXSID10172606|,DTXSID7032474|,DTXSID60877139|,DTXSID90877268|,2.76,2.37,2.31,2.56,2.07,2.2,2.31,2.33,2.37,2.31,4.85059,2,82.4631779096427,5.92542648054294,26,318,227.658078898734,0,11,80.9611533888889,32,9222.99636074839
DTXSID6022422,1.99,1.99,[1.99:2.02],1,1,0.858,101-77-9,139-65-1,94-81-5,60-09-3,2122-70-5,YBRVSVVVWCFQMG-UHFFFAOYSA-N,ICNFHJVPAJKPHW-UHFFFAOYSA-N,LLWADFLAOKUBDR-UHFFFAOYSA-N,QPQKUYVSJWQSDY-UHFFFAOYSA-N,XIDPSKQLXKCVQN-UHFFFAOYSA-N,DTXSID6022422|,DTXSID9021344|,DTXSID4024193|,DTXSID6024460|,DTXSID3034583|,1.99,2.04,2.73,2.79,2.48,2.65,2.47,2.07,2.56,2.28,3.36249,2,67.4360662263435,4.92719146046801,24,272,193.066109647,0,10,84.4573650666667,28,8066.48825006241
DTXSID0021094,NaN,2.56,[1.99:3.13],1,0.668,0.626,101-77-9,139-65-1,60-09-3,92-87-5,122-66-7,YBRVSVVVWCFQMG-UHFFFAOYSA-N,ICNFHJVPAJKPHW-UHFFFAOYSA-N,QPQKUYVSJWQSDY-UHFFFAOYSA-N,HFACYLZERDEVSX-UHFFFAOYSA-N,YBQZXXMEJHZYMB-UHFFFAOYSA-N,DTXSID6022422|,DTXSID9021344|,DTXSID6024460|,DTXSID2020137|,DTXSID7020710|,1.99,2.04,2.79,3.46,2.98,2.65,2.47,2.56,2.9,2.99,3.14409,2,62.6840650294859,4.62833296974533,24,272,184.560351721695,0,10,93.0466611428571,28,7595.44021797435
DTXSID4046787,NaN,3,[2.27:3.73],1,0.32,0.435,78587-05-0,72178-02-0,19666-30-9,37924-13-3,67747-09-5,XGWIJUOSCAQSSV-UHFFFAOYSA-N,BGZZWXTVIYUUEY-UHFFFAOYSA-N,CHNUNORXWHYHNE-UHFFFAOYSA-N,WHTBVLXUSXVMEV-UHFFFAOYSA-N,TVLSRXXIMLFWEO-UHFFFAOYSA-N,DTXSID7024299|,DTXSID7024112|,DTXSID3024239|,DTXSID3042267|,DTXSID4024270|,3.79,1.78,3.51,3.08,2.7,3.12,3.02,3.1,3.09,3.38,4.92088,6,148.786389447719,8.36887598380691,53,804,321.918473074424,1.19509267067709,14,142.879027972973,90,11941.9527215976
DTXSID6025018,NaN,2.54,[1.97:3.11],1,0.512,0.581,3766-81-2,2631-37-0,92-91-1,93-99-2,91-01-0,DIRFUJHNVNOBMY-UHFFFAOYSA-N,DTAPQAJKAFRNJB-UHFFFAOYSA-N,QCZZSANNLWPGEA-UHFFFAOYSA-N,FCJSHPDYVMKCHI-UHFFFAOYSA-N,QILSFLSDHQAZET-UHFFFAOYSA-N,DTXSID4058077|,DTXSID4037617|,DTXSID6052619|,DTXSID0048210|,DTXSID2059015|,1.71,2.48,3.22,3.16,2.34,2.22,1.81,2.98,2.94,2.58,3.2414,1,59.1845472061917,6.21034343104508,20,204,202.392117017767,0,8,63.4627188648649,20,8335.3953183081
DTXSID9021847,3.29,3.29,[3.27:3.31],1,1,0.98,101-84-8,2051-60-7,122-39-4,92-52-4,939-27-5,USIUVYZYUHIAEV-UHFFFAOYSA-N,LAXBNTIAOJWAOP-UHFFFAOYSA-N,DMBHHRLKUKUOEG-UHFFFAOYSA-N,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,RJTJVVYSTUQWNI-UHFFFAOYSA-N,DTXSID9021847|,DTXSID6040298|,DTXSID4021975|,DTXSID4020161|,DTXSID9061330|,3.29,3.47,2.78,3.27,3.76,3.33,3.59,3.31,3.5,3.39,3.97969,0,46.7909267514558,4.22961549550978,20,204,162.566831305361,0,8,93.19034625,20,6835.02798884878
