MoleculeID,LogHL_exp,LogHL_pred,HL_predRange,AD_HL,AD_index_HL,Conf_index_HL,HL_CAS_neighbor_1,HL_CAS_neighbor_2,HL_CAS_neighbor_3,HL_CAS_neighbor_4,HL_CAS_neighbor_5,HL_InChiKey_neighbor_1,HL_InChiKey_neighbor_2,HL_InChiKey_neighbor_3,HL_InChiKey_neighbor_4,HL_InChiKey_neighbor_5,HL_DTXSID_neighbor_1,HL_DTXSID_neighbor_2,HL_DTXSID_neighbor_3,HL_DTXSID_neighbor_4,HL_DTXSID_neighbor_5,LogHL_Exp_neighbor_1,LogHL_Exp_neighbor_2,LogHL_Exp_neighbor_3,LogHL_Exp_neighbor_4,LogHL_Exp_neighbor_5,LogHL_pred_neighbor_1,LogHL_pred_neighbor_2,LogHL_pred_neighbor_3,LogHL_pred_neighbor_4,LogHL_pred_neighbor_5,nHBDon,MLFER_S,GATS1e,ndssC,ATS3m,nHBint6,nHBAcc2,AATSC0i,SpAD_Dzm
DTXSID6051481,NaN,-7,[-8.84:-5.16],1,0.5,0.399,120928-09-8,33089-61-1,91273-04-0,51-03-6,80844-07-1,DMYHGDXADUDKCQ-UHFFFAOYSA-N,QXAITBQSYVNQDR-UHFFFAOYSA-N,AVBBHCMDRGQBNW-UHFFFAOYSA-N,FIPWRIJSWJWJAI-UHFFFAOYSA-N,YREQHYQNNWYQCJ-UHFFFAOYSA-N,DTXSID4040476,DTXSID5023871,DTXSID40869077,DTXSID1021166,DTXSID9032610,-6.63,-5.01,-6.47,-10.64,-6.87,-6.54,-7.2,-6.43,-6.93,-7.94,0,1.57,0.99137446612594,0,4219.60344714803,0,3,1.22520323803845,222.624828688137
DTXSID0027438,NaN,-6.17,[-7.47:-4.87],1,0.654,0.54,634-36-6,1445-75-6,513-08-6,50782-69-9,78-40-0,CRUILBNAQILVHZ-UHFFFAOYSA-N,WOAFDHWYKSOANX-UHFFFAOYSA-N,RXPQRKFMDQNODS-UHFFFAOYSA-N,JJIUCEJQJXNMHV-UHFFFAOYSA-N,DQWPFSLDHJDLRL-UHFFFAOYSA-N,DTXSID1060899,DTXSID5024051,DTXSID4052712,DTXSID80866161,DTXSID8026228,-5.56,-4.35,-6.17,-7.96,-7.44,-6.37,-6.74,-6.88,-6.7,-6.87,0,1.57,1.00523171182359,0,2645.549615148,0,3,1.23058214010469,67.3881775078747
DTXSID5051810,NaN,-5.63,[-6.99:-4.27],1,0.735,0.555,93-15-2,122-60-1,54-11-5,2675-77-6,101-84-8,ZYEMGPIYFIJGTP-UHFFFAOYSA-N,FQYUMYWMJTYZTK-UHFFFAOYSA-N,SNICXCGAKADSCV-UHFFFAOYSA-N,PFIADAMVCJPXSF-UHFFFAOYSA-N,USIUVYZYUHIAEV-UHFFFAOYSA-N,DTXSID5025607,DTXSID8021145,DTXSID1020930,DTXSID2024793,DTXSID9021847,-5.26,-6.08,-8.05,-4.49,-4.07,-5.6,-5.95,-5.07,-3.11,-4.21,0,1.121,0.823489201678189,0,3492.548083,0,2,1.35030299628327,56.053887366816
DTXSID6044808,NaN,-3.54,[-4.27:-2.81],1,0.623,0.684,112-31-2,18829-56-6,124-19-6,103-33-3,2051-62-9,KSMVZQYAVGTKIV-UHFFFAOYSA-N,BSAIUMLZVGUGKX-UHFFFAOYSA-N,GYHFUZHODSMOHU-UHFFFAOYSA-N,DMLAVOWQYNRWNQ-UHFFFAOYSA-N,FPWNLURCHDRMHC-UHFFFAOYSA-N,DTXSID4021553,DTXSID0047086,DTXSID9021639,DTXSID8020123,DTXSID3040300,-2.74,-3.77,-3.13,-4.85,-3.24,-3.44,-3.33,-3.4,-5.33,-3.35,0,0.945,0.530396758239162,0,3121.91264500001,0,1,1.31985478000942,83.768659603577
DTXSID9034864,NaN,-9.58,[-11.94:-7.22],0,0.269,0.245,59669-26-0,243973-20-8,473798-59-3,135590-91-9,129025-54-3,XDOTVMNBCQVZKG-UHFFFAOYSA-N,MGOHCFMYLBAPRN-UHFFFAOYSA-N,UDTTVIYRRGFDCK-UHFFFAOYSA-N,OPGCOAPTHCZZIW-UHFFFAOYSA-N,PIZCXVUFSNPNON-UHFFFAOYSA-N,DTXSID0032578,DTXSID8034823,DTXSID2074742,DTXSID6037564,DTXSID5043978,-6.37,-11.05,-8.8,-8.6,-13.28,-8.17,-8.11,-9.76,-9.68,-9.36,1,1.863,0.678714911490392,4,9543.997491,0,11,1.54781772217133,197.947744958472
DTXSID3034614,NaN,-11.26,[-12.18:-10.34],0,0.193,0.411,13684-63-4,17804-35-2,23135-22-0,6923-22-4,94593-91-6,IDOWTHOLJBTAFI-UHFFFAOYSA-N,RIOXQFHNBCKOKP-UHFFFAOYSA-N,KZAUOCCYDRDERY-UHFFFAOYSA-N,KRTSDMXIXPKRQR-UHFFFAOYSA-N,WMLPCIHUFDKWJU-UHFFFAOYSA-N,DTXSID1024255,DTXSID5023900,DTXSID6021086,DTXSID9034816,DTXSID5058220,-12.08,-11.31,-9.63,-12.18,-11.01,-10.45,-9.27,-9.28,-9.45,-9.78,1,1.444,0.725080591685519,3,9176.09369950561,3,13,3.15094195650413,171.849431682264
DTXSID6058003,NaN,-8.66,[-10.16:-7.16],1,0.323,0.384,145701-23-1,102851-06-9,137641-05-5,119126-15-7,741-58-2,QZXATCCPQKOEIH-UHFFFAOYSA-N,INISTDXBRIBGOC-UHFFFAOYSA-N,CWKFPEBMTGKLKX-UHFFFAOYSA-N,AOQMRUTZEYVDIL-UHFFFAOYSA-N,RRNIZKPFKNDSRS-UHFFFAOYSA-N,DTXSID7044340,DTXSID7037555,DTXSID8044339,DTXSID7057943,DTXSID9032329,-11.24,-8.93,-7.8,-7.04,-7.86,-7.9,-8.36,-8.67,-8.95,-8.26,1,3.759,0.617488658901442,0,10343.9591990112,0,7,3.5763381842618,138.579750521513
DTXSID4047339,NaN,-6.51,[-8.05:-4.9],0,0.197,0.372,56073-10-0,139001-49-3,84-77-5,104653-34-1,119738-06-6,XDXSRIVLWONVPW-UHFFFAOYSA-N,UQBHMWHKJIHQHK-UHFFFAOYSA-N,PGIBJVOPLXHHGS-UHFFFAOYSA-N,VBRCOACYVRNNDF-UHFFFAOYSA-N,BBKDWPHJZANJGB-UHFFFAOYSA-N,DTXSID5032529,DTXSID5057969,DTXSID3026512,DTXSID4032374,DTXSID3058290,-8.01,-6.76,-3.67,-6,-8.05,-6.16,-6.94,-4.72,-7.02,-8.18,1,3.539,0.636649682638925,2,13416.0368763418,0,9,1.98990402363242,536.976790788925
DTXSID0066329,NaN,-1.7,[-1.91:-1.49],1,0.58,0.781,628-17-1,542-69-8,638-45-9,107-08-4,4282-40-0,BLXSFCHWMBESKV-UHFFFAOYSA-N,KMGBZBJJOKUPIA-UHFFFAOYSA-N,ANOOTOPTCJRUPK-UHFFFAOYSA-N,PVWOIHVRPOBWPI-UHFFFAOYSA-N,LMHCYRULPLGEEZ-UHFFFAOYSA-N,DTXSID1060849,DTXSID70862157,DTXSID2049341,DTXSID501015653,DTXSID2063393,-1.71,-1.76,-1.55,-2.05,-1.41,-1.51,-1.74,-1.49,-1.67,-1.39,0,0.409,1.3667032882756,0,2396.58092,0,0,2.137618625141,21.2915309395528
DTXSID60939463,NaN,-2.34,[-3.3:-1.41],1,0.512,0.691,638-45-9,102-69-2,102-70-5,628-17-1,4282-40-0,ANOOTOPTCJRUPK-UHFFFAOYSA-N,YFTHZRPMJXBUME-UHFFFAOYSA-N,VPYJNCGUESNPMV-UHFFFAOYSA-N,BLXSFCHWMBESKV-UHFFFAOYSA-N,LMHCYRULPLGEEZ-UHFFFAOYSA-N,DTXSID2049341,DTXSID9021849,DTXSID5026174,DTXSID1060849,DTXSID2063393,-1.55,-3.42,-3.59,-1.71,-1.41,-1.49,-3.35,-3.46,-1.51,-1.39,0,0.504,1.35713532172232,0,2829.40231,0,2,1.87038657910376,33.3527311758689
DTXSID30890476,NaN,-11.11,[-13.88:-8.34],0,0.064,0.109,173159-57-4,213464-77-8,97780-06-8,6334-25-4,94593-91-6,PXDNXJSDGQBLKS-UHFFFAOYSA-N,UCDPMNSCCRBWIC-UHFFFAOYSA-N,ZINJLDJMHCUBIP-UHFFFAOYSA-N,OKRNLSUTBJUVKA-UHFFFAOYSA-N,WMLPCIHUFDKWJU-UHFFFAOYSA-N,DTXSID7034753,DTXSID4034788,DTXSID9034573,DTXSID40212726,DTXSID5058220,-16,-9.12,-10.92,-8.1,-11.01,-9.65,-11.52,-10.29,-9.73,-9.78,9,10.049,0.819084005663919,0,16044.993258,2,21,1.67450895360873,590.600877658257
DTXSID2021103,-2.33,-2.33,[-2.41:-2.33],1,1,0.835,1825-21-4,78647-87-7,78647-93-5,174913-28-1,82-68-8,BBABSCYTNHOKOG-UHFFFAOYSA-N,VZRSUQWPXPUWCS-UHFFFAOYSA-N,ZUXVGCIQOSXRJN-UHFFFAOYSA-N,OIHHRLYOSUNYTC-UHFFFAOYSA-N,LKPLKUMXSAEKID-UHFFFAOYSA-N,DTXSID2021103,DTXSID601335050,DTXSID301335051,DTXSID901335009,DTXSID2021105,-2.33,-3.01,-3.01,-3.01,-4.36,-3.21,-2.93,-2.93,-3.09,-3.02,0,0.917,0.8185140135488,0,11561.008447,0,1,1.0305760633059,41.2765591279163
DTXSID2066359,NaN,-2.78,[-4.49:-1.42],0,0.393,0.427,929-77-1,123-95-5,84-77-5,1120-28-1,123-79-5,QSQLTHHMFHEFIY-UHFFFAOYSA-N,ULBTUVJTXULMLP-UHFFFAOYSA-N,PGIBJVOPLXHHGS-UHFFFAOYSA-N,QGBRLVONZXHAKJ-UHFFFAOYSA-N,NEHDRDVHPTWWFG-UHFFFAOYSA-N,DTXSID6029206,DTXSID5027013,DTXSID3026512,DTXSID2061515,DTXSID2021606,-1.78,-1.42,-3.67,-2.01,-6.36,-2.97,-2.46,-4.72,-2.27,-5.11,0,0.598,0.761095093117251,1,4981.22657700004,0,2,1.21569446843927,483.998817377958
DTXSID3024158,NaN,-9.72,[-12.89:-6.55],1,0.682,0.271,39148-16-8,39148-24-8,91-10-1,1196-57-2,22961-82-6,VUERQRKTYBIULR-UHFFFAOYSA-N,VUERQRKTYBIULR-UHFFFAOYSA-N,KLIDCXVFHGNTTM-UHFFFAOYSA-N,FFRYUAVNPBUEIC-UHFFFAOYSA-N,CSSWBRMYHJVCPZ-UHFFFAOYSA-N,DTXSID101016673,DTXSID1020643,DTXSID2052607,DTXSID6061604,DTXSID3066845,-8.77,-14.49,-6.64,-6.37,-8.3,-14.48,-14.48,-6.54,-6.9,-6.61,1,1.593,1.11378495238077,0,1668.87022586,0,3,1.23431544465061,19.5730375077532
DTXSID7020970,-5.52,-5.53,[-5.64:-5.52],1,1,0.783,1836-75-5,1836-77-7,80-33-1,66246-88-6,32861-85-1,XITQUSLLOSKDTB-UHFFFAOYSA-N,XQNAUQUKWRBODG-UHFFFAOYSA-N,RZXLPPRPEOUENN-UHFFFAOYSA-N,WKBPZYKAUNRMKP-UHFFFAOYSA-N,DXXVCXKMSWHGTF-UHFFFAOYSA-N,DTXSID7020970,DTXSID0041775,DTXSID5020310,DTXSID8042260,DTXSID6058055,-5.52,-5.91,-6.79,-8.14,-7.82,-7.11,-7.27,-6.29,-6.95,-7.52,0,1.539,0.475582156976995,0,5943.120938,0,3,1.40733971374329,103.060440589804
DTXSID6058005,NaN,-8.9,[-10.26:-7.54],1,0.338,0.41,82558-50-7,119168-77-3,78587-05-0,66063-05-6,1982-47-4,PMHURSZHKKJGBM-UHFFFAOYSA-N,ZZYSLNWGKKDOML-UHFFFAOYSA-N,XGWIJUOSCAQSSV-UHFFFAOYSA-N,OGYFATSSENRIKG-UHFFFAOYSA-N,IVUXTESCPZUGJC-UHFFFAOYSA-N,DTXSID8024159,DTXSID0034223,DTXSID7024299,DTXSID3042261,DTXSID7040287,-8.71,-7.96,-7.28,-11.31,-9.31,-9,-9.26,-8.94,-8.1,-8.72,1,1.602,0.552686515426798,1,7282.2021603728,0,6,2.92461299667206,194.79450520719
DTXSID5044861,NaN,-1.68,[-2.16:-1.2],1,0.633,0.761,4282-40-0,91-17-8|493-02-7,638-45-9,15181-11-0,2049-95-8,LMHCYRULPLGEEZ-UHFFFAOYSA-N,NNBZCPXTIHJBJL-UHFFFAOYSA-N,ANOOTOPTCJRUPK-UHFFFAOYSA-N,WIXDSJRJFDWTNY-UHFFFAOYSA-N,QHTJSSMHBLGUHV-UHFFFAOYSA-N,DTXSID2063393,DTXSID1024912|DTXSID90883405,DTXSID2049341,DTXSID70164880,DTXSID7051848,-1.41,-1.17,-1.55,-2.57,-1.74,-1.39,-1.42,-1.49,-2.93,-1.98,0,0.33,1.31667734725075,0,3504.31227700001,0,0,1.76573704147878,57.8049890558359
DTXSID1066366,NaN,-2.4,[-3.57:-1.41],1,0.431,0.437,1825-62-3,76-06-2,124-38-9,4282-40-0,638-45-9,RSIHJDGMBDPTIM-UHFFFAOYSA-N,LFHISGNCFUNFFM-UHFFFAOYSA-N,CURLTUGMZLYLDI-UHFFFAOYSA-N,LMHCYRULPLGEEZ-UHFFFAOYSA-N,ANOOTOPTCJRUPK-UHFFFAOYSA-N,DTXSID5051814,DTXSID0020315,DTXSID4027028,DTXSID2063393,DTXSID2049341,-4.38,-2.69,-1.54,-1.41,-1.55,0.22,-0.32,-1.98,-1.39,-1.49,0,0.493,1.56134940937333,0,3418.626806,0,3,1.77989151579769,37.6859517092395
DTXSID0038883,NaN,-8.08,[-10.11:-6.05],0,0.189,0.296,80060-09-9,3061-75-4,26644-46-2,140923-17-7,55179-31-2|70585-36-3,WOWBFOBYOAGEEA-UHFFFAOYSA-N,ORAWFNKFUWGRJG-UHFFFAOYSA-N,RROQIUMZODEXOR-UHFFFAOYSA-N,NWUWYYSKZYIQAE-UHFFFAOYSA-N,VGPIBGGRCVEHQZ-UHFFFAOYSA-N,DTXSID1041845,DTXSID7062821,DTXSID5032654,DTXSID0047662,DTXSID2037502|DTXSID701031930,-6.9,-5.49,-7.73,-10.86,-10.29,-8.66,-3.83,-8.79,-9.38,-11.18,3,1.84,0.998342690042143,0,12809.7220930001,0,3,1.31562468410768,427.936056675017
DTXSID9027441,NaN,-8.8,[-11.29:-6.31],1,0.424,0.257,119168-77-3,66063-05-6,2027-47-6,57-11-4,55179-31-2|70585-36-3,ZZYSLNWGKKDOML-UHFFFAOYSA-N,OGYFATSSENRIKG-UHFFFAOYSA-N,ZQPPMHVWECSIRJ-UHFFFAOYSA-N,QIQXTHQIDYTFRH-UHFFFAOYSA-N,VGPIBGGRCVEHQZ-UHFFFAOYSA-N,DTXSID0034223,DTXSID3042261,DTXSID7048118,DTXSID8021642,DTXSID2037502|DTXSID701031930,-7.96,-11.31,-4.35,-10.4,-10.29,-9.26,-8.1,-7.45,-3.67,-11.18,1,1.527,0.788585808909792,1,5792.78797600001,0,3,1.33407214908707,248.091292002768
DTXSID5051818,NaN,-7.88,[-10.03:-5.73],0,0.176,0.26,492-80-8,5836-10-2,3061-75-4,510-15-6,97-23-4,JPIYZTWMUGTEHX-UHFFFAOYSA-N,AXGUBXVWZBFQGA-UHFFFAOYSA-N,ORAWFNKFUWGRJG-UHFFFAOYSA-N,RAPBNVDSDCTNRC-UHFFFAOYSA-N,MDNWOSOZYLHTCG-UHFFFAOYSA-N,DTXSID7043821,DTXSID5041778,DTXSID7062821,DTXSID9020299,DTXSID6021824,-7.08,-8.08,-5.49,-6.9,-11.93,-8.07,-7.29,-3.83,-8.01,-8.62,2,0.587,1.10124445054754,0,5393.83799100003,2,2,1.20186825109458,401.237442680106
DTXSID6047319,NaN,-10.51,[-13.04:-7.98],1,0.314,0.239,17804-35-2,90982-32-4,64902-72-3,82097-50-5,25311-71-1,RIOXQFHNBCKOKP-UHFFFAOYSA-N,NSWAMPCUPHPTTC-UHFFFAOYSA-N,VJYIFXVZLXQVHO-UHFFFAOYSA-N,XOPFESVZMSQIKC-UHFFFAOYSA-N,HOQADATXFBOEGG-UHFFFAOYSA-N,DTXSID5023900,DTXSID0023955,DTXSID7023980,DTXSID0024345,DTXSID8032417,-11.31,-14.74,-9.51,-9.1,-7.23,-9.27,-10.14,-10.39,-10.47,-7.91,2,2.628,0.691132738111666,2,8323.1360895216,2,6,1.88328306568406,208.551450953906
DTXSID5034519,NaN,-9.39,[-12.89:-5.89],0,0.074,0.1,23564-05-8,7374-53-0,51596-11-3,144651-06-9,115-77-5,QGHREAKMXXNCOA-UHFFFAOYSA-N,RUOTUMSRCIMLJK-UHFFFAOYSA-N,VOZIAWLUULBIPN-UHFFFAOYSA-N,IOXAXYHXMLCCJJ-UHFFFAOYSA-N,WXZMFSXDPGVJKK-UHFFFAOYSA-N,DTXSID1024338,DTXSID40224061,DTXSID4052760,DTXSID4034364,DTXSID2026943,-9.1,-5.8,-6.59,-9.61,-16,-7.27,-12.62,-12.13,-9.84,-12.79,10,3.831,1.08075781200846,4,8700.05098899997,0,10,1.56980424741669,538.522036876972
DTXSID1031090,NaN,-8.61,[-9.44:-7.71],0,0.165,0.498,79-94-7,178928-70-6,26644-46-2,50-65-7,1420-04-8,VEORPZCZECFIRK-UHFFFAOYSA-N,MNHVNIJQQRJYDH-UHFFFAOYSA-N,RROQIUMZODEXOR-UHFFFAOYSA-N,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,DTXSID1026081,DTXSID4034869,DTXSID5032654,DTXSID7040362,DTXSID3020338,-7.39,-9.44,-7.73,-9.18,-9.42,-7.3,-8.82,-8.79,-9.42,-9.42,3,2.891,0.945377359976593,1,30873.744809,1,5,1.08514403679933,231.609747868448
DTXSID4027442,NaN,-9.21,[-10.35:-8.07],1,0.456,0.48,82558-50-7,66063-05-6,119168-77-3,1982-47-4,161050-58-4,PMHURSZHKKJGBM-UHFFFAOYSA-N,OGYFATSSENRIKG-UHFFFAOYSA-N,ZZYSLNWGKKDOML-UHFFFAOYSA-N,IVUXTESCPZUGJC-UHFFFAOYSA-N,QCAWEPFNJXQPAN-UHFFFAOYSA-N,DTXSID8024159,DTXSID3042261,DTXSID0034223,DTXSID7040287,DTXSID3032628,-8.71,-11.31,-7.96,-9.31,-8.79,-9,-8.1,-9.26,-8.72,-8.5,1,2.263,0.594951932118971,1,4378.80986000003,0,5,1.25446290526431,223.102963159034
DTXSID0044810,NaN,-4.28,[-4.53:-4.03],1,0.791,0.821,143-08-8,112-30-1,111-87-5,123-96-6,1653-40-3,ZWRUINPWMLAQRD-UHFFFAOYSA-N,MWKFXSUHUHTGQN-UHFFFAOYSA-N,KBPLFHHGFOOTCA-UHFFFAOYSA-N,SJWFXCIHNDVPSH-UHFFFAOYSA-N,BWDBEAQIHAEVLV-UHFFFAOYSA-N,DTXSID6022008,DTXSID7021946,DTXSID7021940,DTXSID0027014,DTXSID50872375,-4.3,-4.49,-4.61,-3.91,-4.05,-4.26,-4.89,-4.2,-4.32,-4.26,1,0.331,1.0563282383091,0,2053.556285,0,1,1.15548126688857,68.0928535393522
DTXSID8029317,NaN,-4.28,[-4.53:-4.03],1,0.813,0.829,143-08-8,111-87-5,1653-40-3,123-96-6,112-30-1,ZWRUINPWMLAQRD-UHFFFAOYSA-N,KBPLFHHGFOOTCA-UHFFFAOYSA-N,BWDBEAQIHAEVLV-UHFFFAOYSA-N,SJWFXCIHNDVPSH-UHFFFAOYSA-N,MWKFXSUHUHTGQN-UHFFFAOYSA-N,DTXSID6022008,DTXSID7021940,DTXSID50872375,DTXSID0027014,DTXSID7021946,-4.3,-4.61,-4.05,-3.91,-4.49,-4.26,-4.2,-4.26,-4.32,-4.89,1,0.371,1.04783877886786,0,2012.154701,0,1,1.1956088210237,65.9254123413496
DTXSID5046851,NaN,-7.12,[-7.97:-6.27],1,0.26,0.458,134098-61-6,119738-06-6,131807-57-3,51630-58-1,64532-97-4,YYJNOYZRYGDPNH-UHFFFAOYSA-N,BBKDWPHJZANJGB-UHFFFAOYSA-N,PCCSBWNGDMYFCW-UHFFFAOYSA-N,NYPJDWWKZLNGGM-UHFFFAOYSA-N,LMCLPMXCYFSRNG-UHFFFAOYSA-N,DTXSID7032557,DTXSID3058290,DTXSID8034588,DTXSID101017940,DTXSID4025797,-5.75,-8.05,-7.34,-6.68,-7.85,-8.46,-8.18,-8.83,-6.91,-7.54,1,2.456,0.840743411269594,1,8045.25866800001,1,6,1.31394441778839,347.746155602261
DTXSID4066381,NaN,-9.42,[-10.4:-8.26],1,0.589,0.551,123-31-9,108-46-3,96-24-2,105-08-8,15932-89-5,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,GHMLBKRAJCXXBS-UHFFFAOYSA-N,SSZWWUDQMAHNAQ-UHFFFAOYSA-N,YIMQCDZDWXUDCA-UHFFFAOYSA-N,NEZWFWIACBUQMN-UHFFFAOYSA-N,DTXSID7020716,DTXSID2021238,DTXSID4020664,DTXSID9026712,DTXSID60166636,-10.4,-9.97,-7.21,-10.18,-9.21,-9.11,-9.31,-8.53,-8.87,-8.32,2,1.187,0.934185812128283,0,2048.324445,0,3,1.10105538084389,29.0220580774026
DTXSID0044862,NaN,-12.49,[-12.96:-11.43],1,0.624,0.551,111-20-6,123-99-9,505-48-6,133-32-4,111-16-0,CXMXRPHRNRROMY-UHFFFAOYSA-N,BDJRBEYXGGNYIS-UHFFFAOYSA-N,TYFQFVWCELRYAO-UHFFFAOYSA-N,JTEDVYBZBROSJT-UHFFFAOYSA-N,WLJVNTCWHIRURA-UHFFFAOYSA-N,DTXSID7026867,DTXSID8021640,DTXSID8021644,DTXSID8032623,DTXSID5021598,-12.89,-12.96,-12.89,-9.8,-12.91,-12.28,-11.9,-11.61,-12.51,-10.71,2,0.889,0.794536920393591,2,2528.193884,0,4,1.18150766446098,140.383422400924
DTXSID9027443,NaN,-8.13,[-9.27:-6.88],1,0.724,0.577,101-42-8,94-74-6,101-10-0,120-23-0,134-20-3,XXOYNJXVWVNOOJ-UHFFFAOYSA-N,WHKUVVPPKQRRBV-UHFFFAOYSA-N,YNTJKQDWYXUTLZ-UHFFFAOYSA-N,RZCJYMOBWVJQGV-UHFFFAOYSA-N,VAMXMNNIEUEQDV-UHFFFAOYSA-N,DTXSID7037551,DTXSID4024195,DTXSID9034232,DTXSID2042195,DTXSID6025567,-8.63,-9.27,-7.78,-8.98,-5.72,-8.42,-8.09,-8.39,-9.13,-8.23,1,1.263,0.809242096053066,1,1868.895225,0,3,1.25079445813178,65.2398970169072
DTXSID1025140,NaN,-10.16,[-11.27:-9.05],0,0.216,0.394,111-42-2,105-59-9,4402-30-6,1918-02-1,97-23-4,ZBCBWPMODOFKDW-UHFFFAOYSA-N,CRVGTESFCCXCTH-UHFFFAOYSA-N,XKQMKMVTDKYWOX-UHFFFAOYSA-N,NQQVFXUMIDALNH-UHFFFAOYSA-N,MDNWOSOZYLHTCG-UHFFFAOYSA-N,DTXSID3021932,DTXSID8025591,DTXSID80883550,DTXSID1021160,DTXSID6021824,-10.4,-10.51,-8.46,-9.48,-11.93,-10.14,-9.49,-10.46,-8.13,-8.62,4,1.552,1.17006951261669,1,3928.716251,2,7,1.12689608174665,51.1222573693167
DTXSID40864845,NaN,-7.98,[-9.23:-6.73],0,0.281,0.4,56-72-4,81-81-2,148477-71-8,82-66-6,138164-12-2,BXNANOICGRISHX-UHFFFAOYSA-N,FQEPJUOLUDFINX-UHFFFAOYSA-N,DTDSAWVUFPGDMX-UHFFFAOYSA-N,JYGLAHSAISAEAL-UHFFFAOYSA-N,IXUIDTVHIROPBX-UHFFFAOYSA-N,DTXSID2020347,DTXSID5023742,DTXSID6034928,DTXSID4032378,DTXSID0057968,-6.96,-7.46,-6.7,-9.82,-9.24,-7.47,-10.32,-8.87,-9,-7.58,0,4.225,0.702953761173732,4,8378.858905,0,6,1.51986243050229,236.317541011839
DTXSID40862765,NaN,-2.61,[-6.87:1.65],1,0.402,0.1,112-88-9,27519-02-4,629-73-2,638-67-5,67306-00-7,CCCMONHAUSKTEQ-UHFFFAOYSA-N,IGOWHGRNPLFNDJ-UHFFFAOYSA-N,GQEZCXVZFLOKMC-UHFFFAOYSA-N,FIGVVZUWCLSUEI-UHFFFAOYSA-N,MGNFYQILYYYUBS-UHFFFAOYSA-N,DTXSID3026932,DTXSID0032653,DTXSID1027269,DTXSID7047699,DTXSID9058157,-0.61,-10.28,-0.61,2.32,-3.98,-1.1,1.52,-0.77,-6.12,-5.27,0,0.258,1.3155866191723,0,5755.65797400003,0,1,1.21076448759101,267.668016859741
DTXSID0024000,-5.65,-5.65,[-5.76:-5.65],1,1,0.744,1861-32-1,50471-44-8,19666-30-9,2425-06-1,57837-19-1|70630-17-0,NPOJQCVWMSKXDN-UHFFFAOYSA-N,FSCWZHGZWWDELK-UHFFFAOYSA-N,CHNUNORXWHYHNE-UHFFFAOYSA-N,JHRWWRDRBPCWTF-UHFFFAOYSA-N,ZQEIXNIJLIKNTD-UHFFFAOYSA-N,DTXSID0024000,DTXSID4022361,DTXSID3024239,DTXSID4020242,DTXSID6024175|DTXSID8032671,-5.65,-7.88,-6.79,-8.57,-9.63,-8.36,-6.67,-7.41,-6.84,-8.84,0,1.761,0.813816415564377,2,10915.543907,0,4,1.18628708193641,89.5754309992768
DTXSID3023899,-4.05,-4,[-4.23:-3.77],1,1,0.885,1582-09-8,1861-40-1,55283-68-6,26399-36-0,33245-39-5,ZSDSQXJSNMTJDA-UHFFFAOYSA-N,SMDHCQAYESWHAE-UHFFFAOYSA-N,PTFJIKYUEPWBMS-UHFFFAOYSA-N,ITVQAKZNYJEWKS-UHFFFAOYSA-N,MNFMIVVPXOGUMX-UHFFFAOYSA-N,DTXSID4021395,DTXSID3023899,DTXSID8032386,DTXSID2044559,DTXSID9032614,-3.99,-4.05,-3.82,-3.51,-4.85,-4.22,-4.18,-4.32,-4.44,-4.11,0,0.875,0.42370329637086,0,6893.8248640112,0,8,2.8456427584726,156.466435455362
DTXSID4047252,NaN,-10.49,[-13.91:-7.07],0,0.161,0.1,208465-21-8,6334-25-4,2475-45-8,1071-83-6,213464-77-8,NIFKBBMCXCMCAO-UHFFFAOYSA-N,OKRNLSUTBJUVKA-UHFFFAOYSA-N,JSFUMBWFPQSADC-UHFFFAOYSA-N,XDDAORKBJWWYJS-UHFFFAOYSA-N,UCDPMNSCCRBWIC-UHFFFAOYSA-N,DTXSID6034712,DTXSID40212726,DTXSID7020188,DTXSID1024122,DTXSID4034788,-16,-8.1,-6.68,-11.26,-9.12,-10.69,-9.73,-9.45,-9.18,-11.52,5,3.685,0.872342420594604,2,9894.69917099999,6,7,1.45353391731955,321.249506737633
DTXSID2044341,NaN,-4.02,[-5.39:-2.65],0,0.129,0.327,119-06-2,16260-09-6,84-77-5,84-76-4,139001-49-3,YCZJVRCZIPDYHH-UHFFFAOYSA-N,VMRGZRVLZQSNHC-UHFFFAOYSA-N,PGIBJVOPLXHHGS-UHFFFAOYSA-N,DROMNWUQASBTFM-UHFFFAOYSA-N,UQBHMWHKJIHQHK-UHFFFAOYSA-N,DTXSID2025214,DTXSID00893434,DTXSID3026512,DTXSID9047966,DTXSID5057969,-2.56,-3.85,-3.67,-4.05,-6.76,-5.89,-5.72,-4.72,-5.33,-6.94,0,3.546,0.808100813419091,4,19031.048529,0,11,1.26516098510885,825.450459187819
