MoleculeID,FUB_exp,FUB_pred,FUB_predRange,AD_FUB,AD_index_FUB,Conf_index_FUB,FUB_CAS_neighbor_1,FUB_CAS_neighbor_2,FUB_CAS_neighbor_3,FUB_CAS_neighbor_4,FUB_CAS_neighbor_5,FUB_InChiKey_neighbor_1,FUB_InChiKey_neighbor_2,FUB_InChiKey_neighbor_3,FUB_InChiKey_neighbor_4,FUB_InChiKey_neighbor_5,FUB_DTXSID_neighbor_1,FUB_DTXSID_neighbor_2,FUB_DTXSID_neighbor_3,FUB_DTXSID_neighbor_4,FUB_DTXSID_neighbor_5,FUB_Exp_neighbor_1,FUB_Exp_neighbor_2,FUB_Exp_neighbor_3,FUB_Exp_neighbor_4,FUB_Exp_neighbor_5,FUB_pred_neighbor_1,FUB_pred_neighbor_2,FUB_pred_neighbor_3,FUB_pred_neighbor_4,FUB_pred_neighbor_5,XLogP,CrippenLogP,nBase,ALogP,AATS2e,AATS1i,AATS4v,nAromBond,ATSC0m,nwHBa,nHBAcc,ATS5p,SpMax2_Bhv,AATS5p,piPC5,ETA_BetaP_ns,R_TpiPCTPC,nHBint3,naaN,ETA_Beta,nN,SpMax3_Bhv,ATSm5,nF8Ring
DTXSID5020281,NaN,0.2,[0.08:0.32],1,0.397,0.618,98-95-3,99-08-1,100-02-7|824-78-2|,99-99-0,121-14-2,LQNUZADURLCDLV-UHFFFAOYSA-N,QZYHIOPPLUPUJF-UHFFFAOYSA-N,BTJIUGUIPKRLHP-UHFFFAOYSA-N,ZPTVNYMJQHSSEA-UHFFFAOYSA-N,RMBFBMJGBANMMK-UHFFFAOYSA-N,DTXSID3020964,DTXSID5021831,DTXSID0021834| DTXSID3027320,DTXSID5023792,DTXSID0020529,0.38,0.08,0.15,0.27,0.1,0.22,0.28,0.26,0.21,0.19,2.536,2.66909,0,3.213,8.20141828571429,148.484732765757,163.367367602759,6,1061.41583235714,6,0,8.104977753698,3.01549590458404,0.900553083744222,4.54129810939368,0.95,3.90860215053763,0,0,15.5,1,2.64581503189868,9.4463204811488,0
DTXSID8020961,NaN,0.33,[0.23:0.43],1,0.395,0.648,100-02-7|824-78-2|,99-59-2,95-83-0,65-49-6,89-57-6,BTJIUGUIPKRLHP-UHFFFAOYSA-N,NIPDVSLAMPAWTP-UHFFFAOYSA-N,BXIXXXYDDJVHDL-UHFFFAOYSA-N,WUBBRNOQWQTFEX-UHFFFAOYSA-N,KBOPZPXVLCULAV-UHFFFAOYSA-N,DTXSID0021834| DTXSID3027320,DTXSID0020943,DTXSID5020283,DTXSID2022591,DTXSID5024506,0.15,0.34,0.37,0.38,0.43,0.26,0.25,0.42,0.5,0.47,1.097,1.59789,0,1.7198,7.98501083333333,155.731715104638,129.759049650768,6,583.58471775,6,1,10.922517993094,3.02005832388514,0.728167866206267,4.54129810939368,0.95,3.90860215053763,0,0,15.5,2,2.64581503189869,7.66073177489115,0
DTXSID0021834,NaN,0.15,[0.14:0.16],1,0.998,0.959,100-02-7|824-78-2|,98-95-3,99-99-0,99-08-1,121-14-2,BTJIUGUIPKRLHP-UHFFFAOYSA-N,LQNUZADURLCDLV-UHFFFAOYSA-N,ZPTVNYMJQHSSEA-UHFFFAOYSA-N,QZYHIOPPLUPUJF-UHFFFAOYSA-N,RMBFBMJGBANMMK-UHFFFAOYSA-N,DTXSID0021834| DTXSID3027320,DTXSID3020964,DTXSID5023792,DTXSID5021831,DTXSID0020529,0.15,0.38,0.27,0.08,0.1,0.26,0.22,0.21,0.28,0.19,1.508,1.72129,0,2.2812,8.19684018181819,151.419630649517,138.059445875502,6,544.658958,6,0,8.591947873396,2.99487809883509,0.715995656116334,4.54129810939368,0.95,3.90860215053763,0,0,15.5,1,2.64581503189868,7.82664181884327,0
DTXSID3032622,NaN,0.93,[0.89:0.97],1,0.262,0.67,60-56-0,7554-65-6,123-91-1,872-50-4,127-48-0,IVAWMVACECMAGC-UHFFFAOYSA-N,RIKMMFOAQPJVMX-UHFFFAOYSA-N,RYHBNJHYFVUHQT-UHFFFAOYSA-N,SECXISVLQFMRJM-UHFFFAOYSA-N,IRYJRGCIQBGHIV-UHFFFAOYSA-N,DTXSID4020820,DTXSID3040649,DTXSID4020533,DTXSID6020856,DTXSID9021396,0.9,1,0.94,0.89,0.93,0.9,0.72,0.93,0.9,0.94,0.00799999999999995,-0.30052,0,0.9298,8.25059178947369,154.898789424408,95.5757891652907,5,472.049694916667,3,1,2.938142672547,2.76187447378757,0.4896904454245,2.63905732961526,0.42857,1.74468085106383,0,0,7.5,1,1.99973106170139,1.33209197713256,0
DTXSID2044347,NaN,0.15,[0.04:0.26],1,0.454,0.644,120-47-8,119-36-8,98-86-2,2634-33-5,97-53-0,NUVBSKCKDOMJSU-UHFFFAOYSA-N,OSWPMRLSEDHDFF-UHFFFAOYSA-N,KWOLFJPFCHCOCG-UHFFFAOYSA-N,DMSMPAJRVJJAGA-UHFFFAOYSA-N,RRAFCDWBNXTKKO-UHFFFAOYSA-N,DTXSID9022528,DTXSID5025659,DTXSID6021828,DTXSID5032523,DTXSID9020617,0.11,0.11,0.33,0,0.19,0.12,0.2,0.18,0.25,0.09,1.814,1.86619,0,1.5535,7.72232164705883,143.124300528286,165.005571846924,6,746.515096285714,7,1,33.367305599886,3.21045765884972,0.926869599996834,4.6107794247526,0.72727,3.86662946428571,0,0,14.25,0,2.78489316417614,8.9962759313977,0
DTXSID9059204,NaN,0.12,[0.02:0.22],1,0.452,0.673,119-36-8,120-47-8,99-76-3,94-74-6,121-33-5,OSWPMRLSEDHDFF-UHFFFAOYSA-N,NUVBSKCKDOMJSU-UHFFFAOYSA-N,LXCFILQKKLGQFO-UHFFFAOYSA-N,WHKUVVPPKQRRBV-UHFFFAOYSA-N,MWOOGOJBHIARFG-UHFFFAOYSA-N,DTXSID5025659,DTXSID9022528,DTXSID4022529,DTXSID4024195,DTXSID0021969,0.11,0.11,0.07,0.02,0.32,0.2,0.12,0.22,0.06,0.28,2.21,2.04259,0,2.1566,8.06129457142857,142.525984219683,178.319596528618,6,1313.10667,7,1,25.550191170792,3.12892664342736,1.064591298783,4.6107794247526,0.72727,3.86662946428571,0,0,14.5,0,2.731067114849,12.8998172102739,0
DTXSID4059205,NaN,0.25,[0.07:0.45],1,0.571,0.547,119-36-8,121-33-5,69-72-7,99-76-3,99-96-7,OSWPMRLSEDHDFF-UHFFFAOYSA-N,MWOOGOJBHIARFG-UHFFFAOYSA-N,YGSDEFSMJLZEOE-UHFFFAOYSA-N,LXCFILQKKLGQFO-UHFFFAOYSA-N,FJKROLUGYXJWQN-UHFFFAOYSA-N,DTXSID5025659,DTXSID0021969,DTXSID7026368,DTXSID4022529,DTXSID3026647,0.11,0.32,0.15,0.07,0.65,0.2,0.28,0.52,0.22,0.34,1.552,1.36179,0,1.5547,8.06825793103448,145.156627209287,161.694792192814,6,711.760314526316,7,2,24.52756409249,3.09921941632584,0.875984431874642,4.6107794247526,0.72727,3.86662946428571,0,0,14.5,0,2.72030968493172,9.66045988566282,0
DTXSID80889259,NaN,0.72,[0.46:0.98],1,0.351,0.39,60-32-2,60142-96-3,7378-99-6,111-76-2,924-16-3,SLXKOJJOQWFEFD-UHFFFAOYSA-N,UGJMXCAKCUNAIE-UHFFFAOYSA-N,UQKAOOAFEFCDGT-UHFFFAOYSA-N,POAOYUHQDCAZBD-UHFFFAOYSA-N,YGJHZCLPZAZIHH-UHFFFAOYSA-N,DTXSID0020070,DTXSID0020074,DTXSID2036299,DTXSID1024097,DTXSID2021026,0.92,0.98,0.56,0.83,0.26,0.93,0.6,0.13,0.71,0.44,1.499,1.2748,1,-2.3604,7.32532230769231,151.249623149648,102.405223316202,0,898.120147241378,0,2,52.6269365900171,3.29422299273768,0.809645178307955,1.79175946922805,0,1,2,0,5,1,2.92420062250551,7.83036588744558,0
DTXSID7030698,NaN,0.93,[0.87:0.99],0,0.095,0.575,56180-94-0,37517-28-5,58152-03-7,59-01-8,50-56-6,XUFXOAAUWZOOIT-UHFFFAOYSA-N,LKCWBDHBTVXHDL-UHFFFAOYSA-N,UDIIBEDMEYAVNG-UHFFFAOYSA-N,SBUJHOSQTJFQJX-UHFFFAOYSA-N,XNOPRXBHLZRZKH-UHFFFAOYSA-N,DTXSID8046034,DTXSID3022586,DTXSID1048380,DTXSID3023184,DTXSID8048361,0.85,0.9,0.95,0.99,1,0.94,0.95,0.91,0.91,0.57,-11.796,-13.0548,0,-10.4814,8.56346809756096,151.58117015608,160.068117030931,0,5422.16826000001,0,30,500.383435415319,3.66583719532858,1.05566125615046,5.62401750618734,0,1,36,0,46.5,0,3.66583719532855,180.497879206528,0
DTXSID2026652,NaN,0.02,[0:0.04],1,0.567,0.826,99-62-7,96-70-8,2078-54-8,80-46-6,2409-55-4,UNEATYXSUBPPKP-UHFFFAOYSA-N,LZHCVNIARUXHAL-UHFFFAOYSA-N,OLBCVFGFOZPWHH-UHFFFAOYSA-N,NRZWYNLTFLDQQX-UHFFFAOYSA-N,IKEHOXWJQXIQAG-UHFFFAOYSA-N,DTXSID8026640,DTXSID4044581,DTXSID6023523,DTXSID8021771,DTXSID2020212,0.01,0.05,0.02,0,0.03,0.02,0.02,0.02,0.06,0.05,4.832,3.9334,0,2.6642,7.15422696296296,142.59127106374,128.584487232544,6,871.6752648,6,0,65.1433936854701,3.39234753341916,0.944107154861885,4.6107794247526,0.5,3.33948863636364,0,0,12,0,3.07951106354531,10,0
DTXSID6026080,NaN,0.28,[0.07:0.5],1,0.456,0.485,121-34-6,119-36-8,69-72-7,99-76-3,99-96-7,WKOLLVMJNQIZCI-UHFFFAOYSA-N,OSWPMRLSEDHDFF-UHFFFAOYSA-N,YGSDEFSMJLZEOE-UHFFFAOYSA-N,LXCFILQKKLGQFO-UHFFFAOYSA-N,FJKROLUGYXJWQN-UHFFFAOYSA-N,DTXSID6059522,DTXSID5025659,DTXSID7026368,DTXSID4022529,DTXSID3026647,0.44,0.11,0.15,0.07,0.65,0.31,0.2,0.52,0.22,0.34,1.252,1.05139,0,1.0574,8.20847876923077,145.03260592355,167.624554700533,6,650.756832444444,8,4,19.546258557094,3.201608155488,0.849837328569304,4.73674654377681,0.75,4.34232954545455,0,0,16,0,2.72780128801763,12.6567358170605,0
DTXSID0021836,NaN,0.17,[0.03:0.32],1,0.497,0.601,99-65-0,51-28-5,528-29-0,121-14-2,606-20-2,WDCYWAQPCXBPJA-UHFFFAOYSA-N,UFBJCMHMOXMLKC-UHFFFAOYSA-N,IZUKQUVSCNEFMJ-UHFFFAOYSA-N,RMBFBMJGBANMMK-UHFFFAOYSA-N,XTRDKALNCIHHNI-UHFFFAOYSA-N,DTXSID9024065,DTXSID0020523,DTXSID4024066,DTXSID0020529,DTXSID5020528,0.39,0.03,0.07,0.1,0.13,0.1,0.2,0.19,0.19,0.21,1.806,1.78289,0,2.9302,8.50441733333333,155.767336366975,163.890874207887,6,519.644355,6,0,11.734729697698,3.11589062054913,0.782315313179867,4.73674654377681,1,4.34232954545455,0,0,19.5,2,2.64581503189868,12.9890996834214,0
DTXSID80883636,NaN,0.82,[0.67:0.97],1,0.452,0.576,112-49-2,112-50-5,111-76-2,1119-40-0,106-65-0,YFNKIDBQEZZDLK-UHFFFAOYSA-N,WFSMVVDJSNMRAR-UHFFFAOYSA-N,POAOYUHQDCAZBD-UHFFFAOYSA-N,XTDYIOOONNVFMA-UHFFFAOYSA-N,MUXOBHXGJLMRAB-UHFFFAOYSA-N,DTXSID8026224,DTXSID3024368,DTXSID1024097,DTXSID3025122,DTXSID5025152,0.66,1,0.83,0.7,1,0.9,0.76,0.71,0.94,0.86,0.063,0.6859,0,0.0390999999999999,8.05218826666666,150.016152086656,119.460233190152,0,949.247073846153,0,3,35.101340380376,3.17823659922229,0.746837029369702,1.79175946922805,0,1,0,0,6,0,2.95321356947036,7.32836790853026,0
DTXSID30893604,NaN,0.02,[0.01:0.03],1,0.348,0.755,65277-42-1|79156-75-5|,1146699-66-2,1093108-50-9,1211866-85-1,CHEMBL2069422,XMAYWYJOQHXEEK-UHFFFAOYSA-N,XEAOPVUAMONVLA-UHFFFAOYSA-N,XEOSTBFUCNZKGS-UHFFFAOYSA-N,QLKAFHZJICDACE-UHFFFAOYSA-N,NLLYXEPGGVAVHY-UHFFFAOYSA-N,DTXSID7029879| DTXSID20273956,DTXSID40150811,?,?,?,0.04,0.02,0,0.01,0.01,0.03,0.02,0.06,0.05,0.03,4.27,5.8132,0,3.678,8.17634277876106,149.752360304679,186.859724716315,16,2876.46669687088,14,4,184.192197958621,3.80175904937972,1.24454187809879,5.89285204563666,0.54054,3.89732482863671,0,2,44.75,5,3.77885198528498,79.5667396653335,0
DTXSID90143117,NaN,0.47,[0.26:0.68],1,0.33,0.466,59-67-6,100-02-7|824-78-2|,98-95-3,150-13-0,65-49-6,PVNIIMVLHYAWGP-UHFFFAOYSA-N,BTJIUGUIPKRLHP-UHFFFAOYSA-N,LQNUZADURLCDLV-UHFFFAOYSA-N,ALYNCZNDIQEVRV-UHFFFAOYSA-N,WUBBRNOQWQTFEX-UHFFFAOYSA-N,DTXSID1020932,DTXSID0021834| DTXSID3027320,DTXSID3020964,DTXSID6024466,DTXSID2022591,0.62,0.15,0.38,0.77,0.38,0.56,0.26,0.22,0.42,0.5,0.138,0.69522,0,0.655,8.19284355555556,149.211241220133,146.376339880453,5,399.944126666667,4,2,4.267727914547,2.87205329503936,0.609675416363857,3.72569342723665,1,3.75104166666667,0,1,13.25,2,2.64437443093569,3.69234416763737,0
DTXSID7057606,NaN,0.85,[0.67:1],0,0.28,0.483,60-32-2,3033-77-0,60643-86-9,25606-41-1,541-15-1,SLXKOJJOQWFEFD-UHFFFAOYSA-N,LRQFRDLKOBFOSG-UHFFFAOYSA-N,PJDFLNIOAUIZSL-UHFFFAOYSA-N,WZZLDXDUQPOXNW-UHFFFAOYSA-N,PHIQHXFUZVPYII-UHFFFAOYSA-N,DTXSID0020070,DTXSID1044643,DTXSID4041153,DTXSID6034849,DTXSID4023208,0.92,0.52,1,0.84,1,0.93,0.95,0.86,0.97,0.87,0.133,0.2869,2,-0.00809999999999965,7.42191533333333,155.391926173183,113.656254638877,0,711.554711999999,0,2,43.1063883551681,3.0353879369757,0.743213592330484,1.09861228866811,0,1,1,0,4.5,2,2.95030895125147,5.33236386636089,0
DTXSID5021837,NaN,0.94,[0.87:1],1,0.314,0.652,60-32-2,111-76-2,60643-86-9,112-50-5,1197-18-8,SLXKOJJOQWFEFD-UHFFFAOYSA-N,POAOYUHQDCAZBD-UHFFFAOYSA-N,PJDFLNIOAUIZSL-UHFFFAOYSA-N,WFSMVVDJSNMRAR-UHFFFAOYSA-N,GYDJEQRTZSCIOI-UHFFFAOYSA-N,DTXSID0020070,DTXSID1024097,DTXSID4041153,DTXSID3024368,DTXSID3045350,0.92,0.83,1,1,0.97,0.93,0.71,0.86,0.76,0.95,0.2,0.3205,1,0.2815,7.5383037,152.436423638716,116.891115931412,0,735.860828869565,0,2,39.089162479168,2.99653627614617,0.698020758556572,1.09861228866811,0,1,1,0,4.5,1,2.95030895125147,5.66418395426513,0
DTXSID10143255,NaN,0.86,[0.76:0.96],1,0.213,0.57,83480-29-9,118072-93-8,1695-77-8,50-99-7,72432-03-2,FZNCGRZWXLXZSZ-UHFFFAOYSA-N,XRASPMIURGNCCH-UHFFFAOYSA-N,UNFWWIHTNXNPBV-UHFFFAOYSA-N,GZCGUPFRVQAUEE-UHFFFAOYSA-N,IBAQFPQHRJAVAV-UHFFFAOYSA-N,DTXSID2021442,DTXSID0042668,DTXSID9023592,DTXSID7022910,DTXSID0023323,0.86,0.78,0.95,0.7,1,0.81,0.84,0.77,0.92,0.86,-5.632,-5.47811,0,-4.8147,8.37472752,153.028485987041,143.107948839913,0,1965.4545108,2,11,116.182614455168,3.5051893039717,0.922084241707682,3.71357206670431,0.13043,1.16605166051661,14,0,17,0,3.25943700941355,45.5092239184486,0
DTXSID3021437,NaN,0.35,[0.1:0.65],1,0.28,0.356,99-66-1,105-87-3,2212-67-1,110-13-4,113-18-8,NIJJYAXOARWZEE-UHFFFAOYSA-N,HIGQPQRQIQDZMP-UHFFFAOYSA-N,DEDOPGXGGQYYMW-UHFFFAOYSA-N,OJVAMHKKJGICOG-UHFFFAOYSA-N,ZEHYJZXQEQOSON-UHFFFAOYSA-N,DTXSID6023733,DTXSID0020654,DTXSID6024206,DTXSID8030138,DTXSID2023010,0.15,0.19,0.1,0.93,0.46,0.26,0.02,0.11,0.78,0.46,3.605,2.38108,0,1.4428,7.179001,142.59127106374,99.6669865815244,0,581.1168432,4,0,20.813831077282,3.18199023046874,0.743351109902928,3.09104245335832,0.25,1.68852459016393,0,0,6,0,2.74111706673628,3,0
DTXSID3020596,0.17,0.17,[0.17:0.17],1,1,0.99,100-41-4,620-17-7,95-63-6,576-26-1,100-42-5,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,HMNKTRSOROOSPP-UHFFFAOYSA-N,GWHJZXXIDMPWGX-UHFFFAOYSA-N,NXXYKOUNUYWIHA-UHFFFAOYSA-N,PPBRXRYQALVLMV-UHFFFAOYSA-N,DTXSID3020596,DTXSID0022480,DTXSID6021402,DTXSID9024063,DTXSID2021284,0.17,0.26,0.16,0.21,0.18,0.19,0.14,0.16,0.23,0.21,2.923,2.249,0,1.9811,7.1912748,141.421129213833,123.307212391176,6,538.071151111111,6,0,20.373242268188,3.10853299057463,0.848885094507833,4.15005516923611,0.75,3.42315573770492,0,0,10,0,2.64581503189868,3,0
DTXSID20143261,NaN,0.33,[0.17:0.49],1,0.397,0.588,1746-81-2,94-09-7,150-68-5,330-55-2,101-42-8,LKJPSUCKSLORMF-UHFFFAOYSA-N,BLFLLBZGZJTVJG-UHFFFAOYSA-N,BMLIZLVNXIYGCK-UHFFFAOYSA-N,XKJMBINCVNINCA-UHFFFAOYSA-N,XXOYNJXVWVNOOJ-UHFFFAOYSA-N,DTXSID0037576,DTXSID8021804,DTXSID0020311,DTXSID2024163,DTXSID7037551,0.21,0.34,0.46,0.11,0.56,0.25,0.29,0.42,0.19,0.48,2.146,1.44791,0,2.0945,7.86386269767442,152.637547733325,156.510214911417,6,990.220018153846,6,2,51.113550847641,3.22658057938011,1.06486564265919,4.87472011011646,0.67857,3.88541666666667,2,0,18,2,3.0295255512814,19.4321108125178,0
DTXSID2021284,0.18,0.18,[0.18:0.18],1,1,0.986,100-42-5,98-86-2,100-41-4,620-17-7,576-26-1,PPBRXRYQALVLMV-UHFFFAOYSA-N,KWOLFJPFCHCOCG-UHFFFAOYSA-N,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,HMNKTRSOROOSPP-UHFFFAOYSA-N,NXXYKOUNUYWIHA-UHFFFAOYSA-N,DTXSID2021284,DTXSID6021828,DTXSID3020596,DTXSID0022480,DTXSID9024063,0.18,0.33,0.17,0.26,0.21,0.21,0.18,0.19,0.14,0.23,2.959,2.14689,0,2.3817,7.2595815,139.95845190145,132.420934057973,6,484.264036,8,0,15.254157718792,3.14265827900229,0.897303395223059,4.25117023249866,0.9375,4.10450819672131,0,0,11.5,0,2.64581503189868,3,0
DTXSID9029302,NaN,0.19,[0.07:0.37],1,0.428,0.53,111-84-2,111-65-9,99-66-1,7378-99-6,124-18-5,BKIMMITUMNQMOS-UHFFFAOYSA-N,TVMXDCGIABBOFY-UHFFFAOYSA-N,NIJJYAXOARWZEE-UHFFFAOYSA-N,UQKAOOAFEFCDGT-UHFFFAOYSA-N,DIOQZVSQGTUSAI-UHFFFAOYSA-N,DTXSID9025796,DTXSID0026882,DTXSID6023733,DTXSID2036299,DTXSID6024913,0.08,0.1,0.15,0.56,0.07,0.14,0.17,0.26,0.13,0.13,3.993,2.9753,0,-1.293,7.21992865573771,146.726572246627,106.538992136201,0,961.746218242424,0,1,69.957121533715,3.34687864378837,0.896886173509167,2.07944154167984,0,1,0,0,5.25,0,3.06653575820922,9.66418395426513,0
DTXSID0051499,NaN,0.31,[0.25:0.37],1,0.372,0.686,98-86-2,620-17-7,108-39-4,95-48-7,576-26-1,KWOLFJPFCHCOCG-UHFFFAOYSA-N,HMNKTRSOROOSPP-UHFFFAOYSA-N,RLSSMJSEOOYNOY-UHFFFAOYSA-N,QWVGKYWNOKOFNN-UHFFFAOYSA-N,NXXYKOUNUYWIHA-UHFFFAOYSA-N,DTXSID6021828,DTXSID0022480,DTXSID6024200,DTXSID8021808,DTXSID9024063,0.33,0.26,0.36,0.38,0.21,0.18,0.14,0.3,0.36,0.23,1.707,1.54189,0,1.2311,7.48988818181818,143.996041532687,138.032942454367,6,476.196037333333,7,1,12.808641398792,3.08038443994187,0.8005400874245,4.25117023249866,0.9375,4.10450819672131,0,1,12,1,2.64581503189869,3.16618193318044,0
DTXSID0020153,NaN,0.2,[0.11:0.29],1,0.437,0.671,100-41-4,620-17-7,59-50-7,98-86-2,100-42-5,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,HMNKTRSOROOSPP-UHFFFAOYSA-N,CFKMVGJGLGKFKI-UHFFFAOYSA-N,KWOLFJPFCHCOCG-UHFFFAOYSA-N,PPBRXRYQALVLMV-UHFFFAOYSA-N,DTXSID3020596,DTXSID0022480,DTXSID4021717,DTXSID6021828,DTXSID2021284,0.17,0.26,0.07,0.33,0.18,0.19,0.14,0.23,0.18,0.21,2.485,2.0859,0,2.4301,7.50045525,140.36251538062,129.525153379358,6,1205.44673573333,6,0,12.556127839094,2.98934449421141,1.04634398659117,4.15005516923611,0.75,3.42315573770492,0,0,10.25,0,2.64581503189868,6.90354127887619,0
DTXSID5021839,NaN,0.55,[0.44:0.66],1,0.384,0.625,2835-95-2,108-44-1,106-49-0,95-53-4,87-62-7,DBFYESDCPWWCHN-UHFFFAOYSA-N,JJYPMNFTHPTTDI-UHFFFAOYSA-N,RZXMPPFPUUCRFN-UHFFFAOYSA-N,RNVCVTLRINQCPJ-UHFFFAOYSA-N,UFFBMTHBGFGIHF-UHFFFAOYSA-N,DTXSID9024489,DTXSID1026792,DTXSID6021872,DTXSID1026164,DTXSID8026307,0.6,0.55,0.42,0.71,0.43,0.52,0.49,0.54,0.46,0.42,1.144,0.8058,1,0.9359,7.3606045925926,148.138759627229,114.613900529283,6,539.753687529412,6,1,15.54488381849,2.9985429003549,0.7772441909245,4.15005516923611,0.75,3.42315573770492,0,0,10.25,1,2.64581503189869,3.33236386636089,0
DTXSID7021491,NaN,0.22,[0.17:0.28],1,0.356,0.688,100-42-5,98-86-2,108-90-7,106-48-9,100-41-4,PPBRXRYQALVLMV-UHFFFAOYSA-N,KWOLFJPFCHCOCG-UHFFFAOYSA-N,MVPPADPHJFYWMZ-UHFFFAOYSA-N,WXNZTHHGJRFXKQ-UHFFFAOYSA-N,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,DTXSID2021284,DTXSID6021828,DTXSID4020298,DTXSID1021871,DTXSID3020596,0.18,0.33,0.2,0.23,0.17,0.21,0.18,0.27,0.25,0.19,1.745,1.62449,0,1.7089,7.38269326315789,139.756273648039,135.435081633253,6,393.082187076923,7,1,5.306714719698,3.03086217676226,0.884452453283,4.34299340394467,1.125,4.7858606557377,0,0,13.25,1,2.64581503189869,3.33236386636089,0
DTXSID9041528,NaN,0.51,[0.29:0.73],1,0.311,0.434,59-67-6,98-95-3,99-96-7,69-72-7,150-13-0,PVNIIMVLHYAWGP-UHFFFAOYSA-N,LQNUZADURLCDLV-UHFFFAOYSA-N,FJKROLUGYXJWQN-UHFFFAOYSA-N,YGSDEFSMJLZEOE-UHFFFAOYSA-N,ALYNCZNDIQEVRV-UHFFFAOYSA-N,DTXSID1020932,DTXSID3020964,DTXSID3026647,DTXSID7026368,DTXSID6024466,0.62,0.38,0.65,0.15,0.77,0.56,0.22,0.34,0.52,0.42,0.493,1.01949,0,0.5583,7.69522094117647,144.7864124993,145.196206175568,6,358.765368,6,2,3.566170409698,2.9443080110737,0.7132340819396,4.34299340394467,1.125,4.7858606557377,0,1,13.75,2,2.64581503189869,3.49854579954134,0
DTXSID1026661,NaN,0.78,[0.47:1],1,0.311,0.359,110-13-4,77-67-8,88-12-0,105-60-2,99-66-1,OJVAMHKKJGICOG-UHFFFAOYSA-N,HAPOVYFOVVWLRS-UHFFFAOYSA-N,WHNWPMSKXPGLAX-UHFFFAOYSA-N,JBKVHLHDHHXQEQ-UHFFFAOYSA-N,NIJJYAXOARWZEE-UHFFFAOYSA-N,DTXSID8030138,DTXSID7023019,DTXSID2021440,DTXSID4020240,DTXSID6023733,0.93,1,0.95,0.76,0.15,0.78,0.87,0.93,0.93,0.26,1.731,1.70168,0,0.7043,7.34355187878788,142.896072120778,91.8885977083137,0,601.847247111111,3,1,9.61686162649,3.06086299836347,0.601053851655625,3.09104245335832,0.3125,1.68852459016393,0,0,6.75,0,2.73646986059126,3.66418395426513,0
DTXSID5020152,NaN,0.39,[0.23:0.55],1,0.478,0.594,95-48-7,108-39-4,106-44-5,576-26-1,108-46-3,QWVGKYWNOKOFNN-UHFFFAOYSA-N,RLSSMJSEOOYNOY-UHFFFAOYSA-N,IWDCLRJOBJJRNH-UHFFFAOYSA-N,NXXYKOUNUYWIHA-UHFFFAOYSA-N,GHMLBKRAJCXXBS-UHFFFAOYSA-N,DTXSID8021808,DTXSID6024200,DTXSID7021869,DTXSID9024063,DTXSID2021238,0.38,0.36,0.33,0.21,0.74,0.36,0.3,0.38,0.23,0.42,1.211,0.8394,0,1.2255,7.54192112,143.621620733216,112.81727443908,6,543.054135,6,1,11.533500760792,2.95483427295697,0.7208437975495,4.15005516923611,0.75,3.42315573770492,0,0,10.25,0,2.64581503189869,3.66418395426513,0
DTXSID8039241,NaN,0.32,[0.26:0.38],1,0.43,0.714,95-48-7,108-39-4,106-44-5,108-90-7,108-88-3,QWVGKYWNOKOFNN-UHFFFAOYSA-N,RLSSMJSEOOYNOY-UHFFFAOYSA-N,IWDCLRJOBJJRNH-UHFFFAOYSA-N,MVPPADPHJFYWMZ-UHFFFAOYSA-N,YXFVVABEGXRONW-UHFFFAOYSA-N,DTXSID8021808,DTXSID6024200,DTXSID7021869,DTXSID4020298,DTXSID7021360,0.38,0.36,0.33,0.2,0.3,0.36,0.3,0.38,0.27,0.39,1.718,1.46749,0,1.5894,7.52967295238096,139.9742219516,120.606759053608,6,467.462990857143,7,1,6.414416211396,2.99024131156479,0.712712912377333,4.25117023249866,0.9375,4.10450819672131,0,0,11.75,0,2.64581503189868,3.66418395426513,0
DTXSID6026664,NaN,0.2,[0.11:0.29],1,0.395,0.661,100-41-4,98-86-2,100-42-5,620-17-7,59-50-7,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,KWOLFJPFCHCOCG-UHFFFAOYSA-N,PPBRXRYQALVLMV-UHFFFAOYSA-N,HMNKTRSOROOSPP-UHFFFAOYSA-N,CFKMVGJGLGKFKI-UHFFFAOYSA-N,DTXSID3020596,DTXSID6021828,DTXSID2021284,DTXSID0022480,DTXSID4021717,0.17,0.33,0.18,0.26,0.07,0.19,0.18,0.21,0.14,0.23,2.392,1.7769,0,2.1968,7.32083272,138.559697042983,132.370602449751,6,1081.7029339375,6,0,17.835024188792,3.00715152629257,1.1146890117995,4.15005516923611,0.75,3.42315573770492,0,0,10,0,2.64581503189868,6.33957040910596,0
