MoleculeID,BioDeg_exp,BioDeg_LogHalfLife_pred,BioDeg_predRange,AD_BioDeg,AD_index_BioDeg,Conf_index_BioDeg,BioDeg_CAS_neighbor_1,BioDeg_CAS_neighbor_2,BioDeg_CAS_neighbor_3,BioDeg_CAS_neighbor_4,BioDeg_CAS_neighbor_5,BioDeg_InChiKey_neighbor_1,BioDeg_InChiKey_neighbor_2,BioDeg_InChiKey_neighbor_3,BioDeg_InChiKey_neighbor_4,BioDeg_InChiKey_neighbor_5,BioDeg_DTXSID_neighbor_1,BioDeg_DTXSID_neighbor_2,BioDeg_DTXSID_neighbor_3,BioDeg_DTXSID_neighbor_4,BioDeg_DTXSID_neighbor_5,BioDeg_LogHalfLife_Exp_neighbor_1,BioDeg_LogHalfLife_Exp_neighbor_2,BioDeg_LogHalfLife_Exp_neighbor_3,BioDeg_LogHalfLife_Exp_neighbor_4,BioDeg_LogHalfLife_Exp_neighbor_5,BioDeg_LogHalfLife_pred_neighbor_1,BioDeg_LogHalfLife_pred_neighbor_2,BioDeg_LogHalfLife_pred_neighbor_3,BioDeg_LogHalfLife_pred_neighbor_4,BioDeg_LogHalfLife_pred_neighbor_5,BCUTp_1l,IC2,nF6Ring,nT6Ring,ATSC1p,VP_6
DTXSID5025312,NaN,0.66,[0.43:0.89],0,0.307,0.599,2213-23-2|,589-34-4|,2216-30-0|,589-81-1|,15869-89-3|,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,VLJXXKKOSFGPHI-UHFFFAOYSA-N,HQZHQNKZOYIKQC-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,HOAAQUNESXYFDT-UHFFFAOYSA-N,DTXSID10862873|,DTXSID3044334|,DTXSID70862874|,DTXSID90862250|,DTXSID70871244|,0.78,0.95,0.78,0.48,0.3,0.52,0.74,0.62,0.65,0.66,5.35074158198388,2.85590492246969,0,1,-1.38453426323809,0.155836815354318
DTXSID9034650,NaN,0.63,[0.34:0.92],0,0.123,0.5,2213-23-2|,592-27-8|,21964-49-8|,589-81-1|,15869-89-3|,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,HOAAQUNESXYFDT-UHFFFAOYSA-N,DTXSID10862873|,DTXSID2060460|,DTXSID80176373|,DTXSID90862250|,DTXSID70871244|,0.78,0.48,1.11,0.48,0.3,0.52,0.61,0.59,0.65,0.66,4.79820617675782,4.35558801011355,0,1,-3.23122273379609,0.676899022507112
DTXSID9021845,NaN,0.62,[0.48:0.81],0,0.34,0.637,591-76-4|,592-27-8|,589-81-1|,3221-61-2|,589-34-4|,GXDHCNNESPLIKD-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,VLJXXKKOSFGPHI-UHFFFAOYSA-N,DTXSID5052256|,DTXSID2060460|,DTXSID90862250|,DTXSID30863125|,DTXSID3044334|,0.48,0.48,0.48,0.7,0.95,0.84,0.61,0.65,0.56,0.74,4.08105883353879,3.17756623209653,0,0,-0.944884339999995,0.0742212018150697
DTXSID0027721,NaN,2.22,[1.93:2.51],1,0.488,0.643,2381-21-7|,30232-26-9|,205-99-2|,205-82-3|,53-70-3|,KBSPJIWZDWBDGM-UHFFFAOYSA-N,RPXNJRYZAWDANB-UHFFFAOYSA-N,FTOVXSOBNPWTSH-UHFFFAOYSA-N,KHNYNFUTFKJLDD-UHFFFAOYSA-N,LHRCREOYAASXPZ-UHFFFAOYSA-N,DTXSID0025654|,DTXSID90184328|,DTXSID0023907|,DTXSID8052691|,DTXSID9020409|,1.96,1.92,2.45,2.48,2.62,2.13,1.52,2.51,2.5,2.57,6.76493360519409,2.9608418742749,0,4,0.772260228761625,1.46194192090131
DTXSID1047601,NaN,0.56,[0.42:0.7],1,0.537,0.732,103-65-1|,622-96-8|,934-80-5|,934-74-7|,611-14-3|,ODLMAHJVESYWTB-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,SBUYFICWQNHBCM-UHFFFAOYSA-N,LMAUULKNZLEMGN-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,DTXSID3042219|,DTXSID9029194|,DTXSID6061317|,DTXSID1061316|,DTXSID2050403|,0.6,0.6,0.7,0.3,0.6,0.61,0.62,0.55,0.7,0.54,5.37079040401379,3.12888407053764,0,1,0.353007857440011,0.251156425689034
DTXSID20884445,NaN,2.28,[1.89:2.58],1,0.363,0.535,111-01-3|,630-05-7|,14167-59-0|,544-85-4|,630-04-6|,PRAKJMSDJKAYCZ-UHFFFAOYSA-N,SUJUOAZFECLBOA-UHFFFAOYSA-N,GWVDBZWVFGFBCN-UHFFFAOYSA-N,QHMGJGNTMQDRQA-UHFFFAOYSA-N,IUJAMGNYPWYUPM-UHFFFAOYSA-N,DTXSID0046513|,DTXSID5075444|,DTXSID7058622|,DTXSID5052202|,DTXSID0075443|,1.62,2.56,2.58,2.45,2.44,2.2,2.42,2.42,2.41,2.35,4.6602705920041,2.51364824967813,0,0,-0.633121103763409,2.70225782083539
DTXSID6020692,NaN,1.53,[0.78:2.36],0,0.115,0.244,281-23-2|,464-06-2|,565-75-3|,540-84-1|,1069-53-0|,ORILYTVJVMAKLC-UHFFFAOYSA-N,ZISSAWUMDACLOM-UHFFFAOYSA-N,RLPGDEORIPLBNF-UHFFFAOYSA-N,NHTMVDHEPJAVLT-UHFFFAOYSA-N,ODGLTLJZCVNPBU-UHFFFAOYSA-N,DTXSID5022017|,DTXSID7060047|,DTXSID6060343|,DTXSID7024370|,DTXSID70870833|,3,0.78,1.18,1.6,0.9,2.88,1.27,1.06,1.36,1.53,7.62765974084819,1.43537139077453,4,4,-2.12064534455265,0.974690099384695
DTXSID3041584,NaN,0.65,[0.48:0.88],0,0.204,0.566,1074-17-5|,620-14-4|,103-65-1|,21964-49-8|,874-41-9|,YQZBFMJOASEONC-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,DTXSID4061466|,DTXSID6050386|,DTXSID3042219|,DTXSID80176373|,DTXSID0061246|,0.48,0.48,0.6,1.11,0.6,0.57,0.58,0.61,0.59,0.54,3.23702844810485,4.5215623286195,0,2,-0.828581877710761,1.05069123679815
DTXSID0026252,NaN,1.34,[0.93:1.72],0,0.1,0.413,540-84-1|,108-08-7|,1069-53-0|,560-21-4|,464-06-2|,NHTMVDHEPJAVLT-UHFFFAOYSA-N,BZHMBWZPUJHVEE-UHFFFAOYSA-N,ODGLTLJZCVNPBU-UHFFFAOYSA-N,OKVWYBALHQFVFP-UHFFFAOYSA-N,ZISSAWUMDACLOM-UHFFFAOYSA-N,DTXSID7024370|,DTXSID2059358|,DTXSID70870833|,DTXSID2060333|,DTXSID7060047|,1.6,1.68,0.9,1.72,0.78,1.36,1.3,1.53,1.25,1.27,6.429224609375,2.1783119073651,0,3,-4.1859698061928,0.966554091214013
DTXSID9020089,NaN,0.59,[0.48:0.7],1,0.498,0.744,874-41-9|,1758-88-9|,933-98-2|,620-14-4|,611-14-3|,MEMBJMDZWKVOTB-UHFFFAOYSA-N,AXIUBBVSOWPLDA-UHFFFAOYSA-N,QUBBAXISAHIDNM-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,DTXSID0061246|,DTXSID0061951|,DTXSID00865479|,DTXSID6050386|,DTXSID2050403|,0.6,0.48,0.78,0.48,0.6,0.54,0.59,0.53,0.58,0.54,6.11857421875,3.5351745656359,0,2,-0.135314946799942,0.453407046849154
DTXSID9034232,NaN,0.55,[0.49:0.6],0,0.345,0.734,1074-17-5|,103-65-1|,620-14-4|,611-14-3|,622-96-8|,YQZBFMJOASEONC-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,DTXSID4061466|,DTXSID3042219|,DTXSID6050386|,DTXSID2050403|,DTXSID9029194|,0.48,0.6,0.48,0.6,0.6,0.57,0.61,0.58,0.54,0.62,3.95007986819665,3.7887549139935,0,1,-0.00691133163635804,0.283328560351999
DTXSID5020865,NaN,1.5,[1.36:1.71],0,0.27,0.578,2294-82-8|,30232-26-9|,2531-84-2|,95-15-8|,832-69-9|,QBBCCEYJCKGWIK-UHFFFAOYSA-N,RPXNJRYZAWDANB-UHFFFAOYSA-N,KANLOADZXMMCQA-UHFFFAOYSA-N,FCEHBMOGCRZNNI-UHFFFAOYSA-N,DOWJXOHBNXRUOD-UHFFFAOYSA-N,DTXSID10872977|,DTXSID90184328|,DTXSID1025649|,DTXSID2052736|,DTXSID6025648|,1.46,1.92,1.36,1.4,1.36,1.19,1.52,1.39,1.25,1.92,6.08218164062501,3.28867840877147,0,2,1.50718089115132,0.750921736394679
DTXSID1045033,NaN,2.16,[1.74:2.55],0,0.203,0.438,238-84-6|,50-32-8|,832-69-9|,207-08-9|,779-02-2|,HKMTVMBEALTRRR-UHFFFAOYSA-N,FMMWHPNWAFZXNH-UHFFFAOYSA-N,DOWJXOHBNXRUOD-UHFFFAOYSA-N,HAXBIWFMXWRORI-UHFFFAOYSA-N,CPGPAVAKSZHMBP-UHFFFAOYSA-N,DTXSID3075204|,DTXSID2020139|,DTXSID6025648|,DTXSID0023909|,DTXSID3061134|,2.15,2.35,1.36,2.55,2.42,2.08,2.17,1.92,2.19,1.55,4.88021760843627,4.8773166370949,0,4,0.901920070235774,3.35374346403792
DTXSID8024101,NaN,0.63,[0.34:0.92],0,0.125,0.5,2213-23-2|,21964-49-8|,592-27-8|,15869-89-3|,589-81-1|,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,HOAAQUNESXYFDT-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,DTXSID10862873|,DTXSID80176373|,DTXSID2060460|,DTXSID70871244|,DTXSID90862250|,0.78,1.11,0.48,0.3,0.48,0.52,0.59,0.61,0.66,0.65,4.76410945904584,4.57262366389516,0,2,-3.07504626016045,0.680710740116278
DTXSID4026214,NaN,0.75,[0.35:1.15],0,0.417,0.584,2294-82-8|,103-65-1|,874-35-1|,622-96-8|,934-80-5|,QBBCCEYJCKGWIK-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,RFXBCGVZEJEYGG-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,SBUYFICWQNHBCM-UHFFFAOYSA-N,DTXSID10872977|,DTXSID3042219|,DTXSID5061245|,DTXSID9029194|,DTXSID6061317|,1.46,0.6,0.3,0.6,0.7,1.19,0.61,0.44,0.62,0.55,5.01933724108685,3.13696563873021,0,2,0.484806885842819,0.576027534157723
DTXSID0057918,NaN,1.54,[0.82:2.26],0,0.26,0.326,2294-82-8|,832-69-9|,238-84-6|,874-35-1|,779-02-2|,QBBCCEYJCKGWIK-UHFFFAOYSA-N,DOWJXOHBNXRUOD-UHFFFAOYSA-N,HKMTVMBEALTRRR-UHFFFAOYSA-N,RFXBCGVZEJEYGG-UHFFFAOYSA-N,CPGPAVAKSZHMBP-UHFFFAOYSA-N,DTXSID10872977|,DTXSID6025648|,DTXSID3075204|,DTXSID5061245|,DTXSID3061134|,1.46,1.36,2.15,0.3,2.42,1.19,1.92,2.08,0.44,1.55,4.86530868888916,4.29778484385029,0,2,0.722538148521017,2.10700731946391
DTXSID7020764,NaN,0.55,[0.49:0.6],0,0.368,0.741,1074-17-5|,103-65-1|,620-14-4|,611-14-3|,874-41-9|,YQZBFMJOASEONC-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,DTXSID4061466|,DTXSID3042219|,DTXSID6050386|,DTXSID2050403|,DTXSID0061246|,0.48,0.6,0.48,0.6,0.6,0.57,0.61,0.58,0.54,0.54,4.48816599906103,3.6423714487439,0,1,-0.496619851230764,0.298532691794844
DTXSID70554727,NaN,1.13,[0.67:1.59],0,0.335,0.47,21964-49-8|,1921-70-6|,111-01-3|,2216-33-3|,592-27-8|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,XOJVVFBFDXDTEG-UHFFFAOYSA-N,PRAKJMSDJKAYCZ-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,DTXSID80176373|,DTXSID70870919|,DTXSID0046513|,DTXSID30862875|,DTXSID2060460|,1.11,1.62,1.62,0.7,0.48,0.59,1.03,2.2,0.56,0.61,4.68017345572717,3.09371644381997,0,1,-0.770056223784598,1.68662254688986
DTXSID8037754,NaN,0.63,[0.48:0.83],0,0.169,0.571,2213-23-2|,592-27-8|,591-76-4|,589-81-1|,589-34-4|,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,VLJXXKKOSFGPHI-UHFFFAOYSA-N,DTXSID10862873|,DTXSID2060460|,DTXSID5052256|,DTXSID90862250|,DTXSID3044334|,0.78,0.48,0.48,0.48,0.95,0.52,0.61,0.84,0.65,0.74,5.0080493899921,3.09579525500093,0,1,-2.53115518090909,0.285838735746201
DTXSID4025587,NaN,0.57,[0.49:0.65],0,0.369,0.726,103-65-1|,1074-17-5|,622-96-8|,620-14-4|,934-80-5|,ODLMAHJVESYWTB-UHFFFAOYSA-N,YQZBFMJOASEONC-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,SBUYFICWQNHBCM-UHFFFAOYSA-N,DTXSID3042219|,DTXSID4061466|,DTXSID9029194|,DTXSID6050386|,DTXSID6061317|,0.6,0.48,0.6,0.48,0.7,0.61,0.57,0.62,0.58,0.55,3.95939528063422,3.29139287617096,0,1,9.43689570931383e-15,0.179423083083877
DTXSID1044352,NaN,0.65,[0.48:0.9],0,0.381,0.605,21964-49-8|,592-27-8|,591-76-4|,589-81-1|,3221-61-2|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DTXSID80176373|,DTXSID2060460|,DTXSID5052256|,DTXSID90862250|,DTXSID30863125|,1.11,0.48,0.48,0.48,0.7,0.59,0.61,0.84,0.65,0.56,4.19641512521728,3.19615478093287,0,1,-0.486413559999992,0.188312709216595
DTXSID7037551,NaN,0.58,[0.48:0.71],0,0.425,0.686,2213-23-2|,592-27-8|,591-76-4|,589-81-1|,2216-34-4|,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,DOGIHOCMZJUJNR-UHFFFAOYSA-N,DTXSID10862873|,DTXSID2060460|,DTXSID5052256|,DTXSID90862250|,DTXSID90862876|,0.78,0.48,0.48,0.48,0.7,0.52,0.61,0.84,0.65,0.5,4.73679140108545,3.09019987651586,0,1,-0.762587989999992,0.175546821161306
DTXSID7051507,NaN,0.72,[0.48:0.96],1,0.437,0.632,21964-49-8|,592-27-8|,2213-23-2|,589-81-1|,3221-61-2|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DTXSID80176373|,DTXSID2060460|,DTXSID10862873|,DTXSID90862250|,DTXSID30863125|,1.11,0.48,0.78,0.48,0.7,0.59,0.61,0.52,0.65,0.56,4.61921387570723,3.13846006658616,0,1,-0.551406671999988,0.318538487736413
DTXSID1041978,NaN,0.55,[0.49:0.6],0,0.25,0.701,1074-17-5|,620-14-4|,103-65-1|,874-41-9|,611-14-3|,YQZBFMJOASEONC-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,DTXSID4061466|,DTXSID6050386|,DTXSID3042219|,DTXSID0061246|,DTXSID2050403|,0.48,0.48,0.6,0.6,0.6,0.57,0.58,0.61,0.54,0.54,3.61507078170776,4.30502281137659,0,3,0.0982673413664518,0.830058969437367
DTXSID3047001,NaN,0.58,[0.48:0.71],0,0.349,0.661,2213-23-2|,592-27-8|,589-81-1|,591-76-4|,2216-34-4|,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,DOGIHOCMZJUJNR-UHFFFAOYSA-N,DTXSID10862873|,DTXSID2060460|,DTXSID90862250|,DTXSID5052256|,DTXSID90862876|,0.78,0.48,0.48,0.48,0.7,0.52,0.61,0.65,0.84,0.5,4.6939609375,3.16681268041312,0,1,-1.05367842030768,0.265982983346372
DTXSID6059231,NaN,0.85,[0.43:1.27],0,0.224,0.468,2216-30-0|,2213-23-2|,15869-89-3|,68333-81-3|,1921-70-6|,HQZHQNKZOYIKQC-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,HOAAQUNESXYFDT-UHFFFAOYSA-N,DUPUVYJQZSLSJB-UHFFFAOYSA-N,XOJVVFBFDXDTEG-UHFFFAOYSA-N,DTXSID70862874|,DTXSID10862873|,DTXSID70871244|,DTXSID5029429|,DTXSID70870919|,0.78,0.78,0.3,0.78,1.62,0.62,0.52,0.66,0.78,1.03,6.47047485351563,3.72256954841014,0,2,-1.45514514347514,0.562527511116748
DTXSID10869362,NaN,2.01,[1.46:2.56],0,0.273,0.391,2294-82-8|,2825-82-3|,132-65-0|,30232-26-9|,238-84-6|,QBBCCEYJCKGWIK-UHFFFAOYSA-N,LPSXSORODABQKT-UHFFFAOYSA-N,IYYZUPMFVPLQIF-UHFFFAOYSA-N,RPXNJRYZAWDANB-UHFFFAOYSA-N,HKMTVMBEALTRRR-UHFFFAOYSA-N,DTXSID10872977|,DTXSID2029244|,DTXSID0047741|,DTXSID90184328|,DTXSID3075204|,1.46,3,1.56,1.92,2.15,1.19,1.87,1.81,1.52,2.08,6.44370312500001,3.17937211655933,0,1,1.30297739516131,2.33304126054797
DTXSID7025895,NaN,1.35,[1.19:1.51],0,0.395,0.662,644-08-6|,91-57-6|,2531-84-2|,2294-82-8|,581-40-8|,ZZLCFHIKESPLTH-UHFFFAOYSA-N,QIMMUPPBPVKWKM-UHFFFAOYSA-N,KANLOADZXMMCQA-UHFFFAOYSA-N,QBBCCEYJCKGWIK-UHFFFAOYSA-N,WWGUMAYGTYQSGA-UHFFFAOYSA-N,DTXSID4047177|,DTXSID4020878|,DTXSID1025649|,DTXSID10872977|,DTXSID2060383|,1.58,1.15,1.36,1.46,1.18,1.18,1.32,1.39,1.19,1.15,5.57393664133646,2.66990173662297,0,2,0.816744190441213,0.327041741441563
DTXSID5020869,NaN,0.92,[0.48:1.36],0,0.328,0.484,1921-70-6|,2216-30-0|,2213-23-2|,21964-49-8|,15869-89-3|,XOJVVFBFDXDTEG-UHFFFAOYSA-N,HQZHQNKZOYIKQC-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,HOAAQUNESXYFDT-UHFFFAOYSA-N,DTXSID70870919|,DTXSID70862874|,DTXSID10862873|,DTXSID80176373|,DTXSID70871244|,1.62,0.78,0.78,1.11,0.3,1.03,0.62,0.52,0.59,0.66,5.99367873696791,2.94244102879726,0,2,-0.97025149966274,0.846605116507743
DTXSID30893609,NaN,0.55,[0.49:0.6],0,0.359,0.739,1074-17-5|,103-65-1|,620-14-4|,611-14-3|,622-96-8|,YQZBFMJOASEONC-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,DTXSID4061466|,DTXSID3042219|,DTXSID6050386|,DTXSID2050403|,DTXSID9029194|,0.48,0.6,0.48,0.6,0.6,0.57,0.61,0.58,0.54,0.62,4.01416726254403,3.7081320646586,0,1,1.0325074129014e-14,0.3322741967786
DTXSID1025485,NaN,0.81,[0.47:1.15],1,0.572,0.662,91-57-6|,874-35-1|,28804-88-8|,874-41-9|,933-98-2|,QIMMUPPBPVKWKM-UHFFFAOYSA-N,RFXBCGVZEJEYGG-UHFFFAOYSA-N,QNLZIZAQLLYXTC-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,QUBBAXISAHIDNM-UHFFFAOYSA-N,DTXSID4020878|,DTXSID5061245|,DTXSID7025130|,DTXSID0061246|,DTXSID00865479|,1.15,0.3,1.18,0.6,0.78,1.32,0.44,1.18,0.54,0.53,5.86781805093227,3.17774694483645,0,2,0.193920591241706,0.46758066024041
DTXSID6022422,NaN,1.3,[0.78:1.82],0,0.281,0.464,2294-82-8|,2531-84-2|,30232-26-9|,874-35-1|,95-15-8|,QBBCCEYJCKGWIK-UHFFFAOYSA-N,KANLOADZXMMCQA-UHFFFAOYSA-N,RPXNJRYZAWDANB-UHFFFAOYSA-N,RFXBCGVZEJEYGG-UHFFFAOYSA-N,FCEHBMOGCRZNNI-UHFFFAOYSA-N,DTXSID10872977|,DTXSID1025649|,DTXSID90184328|,DTXSID5061245|,DTXSID2052736|,1.46,1.36,1.92,0.3,1.4,1.19,1.39,1.52,0.44,1.25,5.585541015625,2.92694651236895,0,2,1.36763975014318,0.493450397149544
DTXSID0021094,NaN,1.35,[1.19:1.51],0,0.367,0.654,2294-82-8|,2531-84-2|,644-08-6|,91-57-6|,581-40-8|,QBBCCEYJCKGWIK-UHFFFAOYSA-N,KANLOADZXMMCQA-UHFFFAOYSA-N,ZZLCFHIKESPLTH-UHFFFAOYSA-N,QIMMUPPBPVKWKM-UHFFFAOYSA-N,WWGUMAYGTYQSGA-UHFFFAOYSA-N,DTXSID10872977|,DTXSID1025649|,DTXSID4047177|,DTXSID4020878|,DTXSID2060383|,1.46,1.36,1.58,1.15,1.18,1.19,1.39,1.18,1.32,1.15,5.53635351562499,2.75488750216347,0,2,0.920245785374844,0.312006712498939
DTXSID4046787,NaN,0.71,[0.48:1.08],0,0.278,0.556,1074-17-5|,620-14-4|,874-41-9|,2294-82-8|,103-65-1|,YQZBFMJOASEONC-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,QBBCCEYJCKGWIK-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,DTXSID4061466|,DTXSID6050386|,DTXSID0061246|,DTXSID10872977|,DTXSID3042219|,0.48,0.48,0.6,1.46,0.6,0.57,0.58,0.54,1.19,0.61,4.34337504797443,4.20743551675953,0,3,0.175565994544927,1.22733265192041
DTXSID6025018,NaN,1.54,[0.93:2.15],1,0.563,0.466,85-01-8|,120-12-7|,91-20-3|,92-52-4|,206-44-0|,YNPNZTXNASCQKK-UHFFFAOYSA-N,MWPLVEDNUUSJAV-UHFFFAOYSA-N,UFWIBTONFRDIAS-UHFFFAOYSA-N,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,GVEPBJHOBDJJJI-UHFFFAOYSA-N,DTXSID6024254|,DTXSID0023878|,DTXSID8020913|,DTXSID4020161|,DTXSID3024104|,1.62,2.09,0.48,1.49,2.17,2.04,1.76,1.39,0.91,2.23,6.8907734375,2.00469342082914,0,2,0.254457220544096,0.870790811898598
DTXSID9021847,NaN,0.77,[0.48:1.13],1,0.532,0.608,95-93-2|,488-23-3|,108-67-8|,527-53-7|,92-52-4|,SQNZJJAZBFDUTD-UHFFFAOYSA-N,UOHMMEJUHBCKEE-UHFFFAOYSA-N,AUHZEENZYGFFBQ-UHFFFAOYSA-N,BFIMMTCNYPIMRN-UHFFFAOYSA-N,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,DTXSID1029124|,DTXSID4060072|,DTXSID6026797|,DTXSID6026119|,DTXSID4020161|,0.85,0.6,0.48,0.48,1.49,0.6,0.6,0.66,0.56,0.91,6.49844921875001,1.97012474070047,0,2,-0.186762706002072,0.233821964738498
DTXSID2020470,NaN,0.71,[0.48:0.94],0,0.286,0.584,2213-23-2|,592-27-8|,21964-49-8|,589-81-1|,3221-61-2|,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DTXSID10862873|,DTXSID2060460|,DTXSID80176373|,DTXSID90862250|,DTXSID30863125|,0.78,0.48,1.11,0.48,0.7,0.52,0.61,0.59,0.65,0.56,4.73060546875,3.30689059560852,0,1,-1.34541851621687,0.42719583649409
DTXSID8021355,NaN,1.7,[1.41:1.99],0,0.28,0.532,2294-82-8|,238-84-6|,30232-26-9|,111-01-3|,832-69-9|,QBBCCEYJCKGWIK-UHFFFAOYSA-N,HKMTVMBEALTRRR-UHFFFAOYSA-N,RPXNJRYZAWDANB-UHFFFAOYSA-N,PRAKJMSDJKAYCZ-UHFFFAOYSA-N,DOWJXOHBNXRUOD-UHFFFAOYSA-N,DTXSID10872977|,DTXSID3075204|,DTXSID90184328|,DTXSID0046513|,DTXSID6025648|,1.46,2.15,1.92,1.62,1.36,1.19,2.08,1.52,2.2,1.92,5.72667885407477,3.67070881365072,0,2,0.169026930339681,2.82280946637358
DTXSID8064989,NaN,0.63,[0.51:0.75],0,0.096,0.594,592-27-8|,2216-33-3|,2213-23-2|,3221-61-2|,589-81-1|,JVSWJIKNEAIKJW-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,DTXSID2060460|,DTXSID30862875|,DTXSID10862873|,DTXSID30863125|,DTXSID90862250|,0.48,0.7,0.78,0.7,0.48,0.61,0.56,0.52,0.56,0.65,4.726275390625,3.18074198521856,0,0,-4.4659625023504,0.922286269843715
