MoleculeID,ReadyBiodeg_exp,ReadyBiodeg_pred,AD_ReadyBiodeg,AD_index_ReadyBiodeg,Conf_index_ReadyBiodeg,ReadyBiodeg_CAS_neighbor_1,ReadyBiodeg_CAS_neighbor_2,ReadyBiodeg_CAS_neighbor_3,ReadyBiodeg_CAS_neighbor_4,ReadyBiodeg_CAS_neighbor_5,ReadyBiodeg_InChiKey_neighbor_1,ReadyBiodeg_InChiKey_neighbor_2,ReadyBiodeg_InChiKey_neighbor_3,ReadyBiodeg_InChiKey_neighbor_4,ReadyBiodeg_InChiKey_neighbor_5,ReadyBiodeg_DTXSID_neighbor_1,ReadyBiodeg_DTXSID_neighbor_2,ReadyBiodeg_DTXSID_neighbor_3,ReadyBiodeg_DTXSID_neighbor_4,ReadyBiodeg_DTXSID_neighbor_5,ReadyBiodeg_Exp_neighbor_1,ReadyBiodeg_Exp_neighbor_2,ReadyBiodeg_Exp_neighbor_3,ReadyBiodeg_Exp_neighbor_4,ReadyBiodeg_Exp_neighbor_5,ReadyBiodeg_pred_neighbor_1,ReadyBiodeg_pred_neighbor_2,ReadyBiodeg_pred_neighbor_3,ReadyBiodeg_pred_neighbor_4,ReadyBiodeg_pred_neighbor_5,GATS1m,MLFER_BO,BCUTp_1h,SpMax1_Bhs,GATS1p,MLFER_E,ATSC1e,ATS4m,hmax,ATSC2m
DTXSID6074968,NaN,0,1,0.503586618629589,0.751793309314795,3622-84-2|,88-61-9|,88-19-7|,70-55-3|,104-15-4|,IPRJXAGUEGOFGG-UHFFFAOYSA-N,CHZLVSBMXZSPNN-UHFFFAOYSA-N,YCMLQMDWSXFTIF-UHFFFAOYSA-N,LMYRWZFENFIFIT-UHFFFAOYSA-N,JOXIMZWYDAKGHI-UHFFFAOYSA-N,DTXSID7027540|,DTXSID1047023|,DTXSID7021362|,DTXSID8029105|,DTXSID0026701|,0,1,0,0,1,0,1,0,0,1,0.908403348059921,0.685,11.3440910190132,5.11152292990523,1.39863110563872,1.056,0.181340394736842,4420.406237,1.20658714265885,227.334450562329
DTXSID6027343,NaN,0,1,0.663605994077976,0.638090053677592,122-03-2|,2631-40-5|,98-73-7|,3766-81-2|,80-54-6|,WTWBUQJHJGUZCY-UHFFFAOYSA-N,QBSJMKIUCUGGNG-UHFFFAOYSA-N,KDVYCTOWXSLNNI-UHFFFAOYSA-N,DIRFUJHNVNOBMY-UHFFFAOYSA-N,SDQFDHOLCGWZPU-UHFFFAOYSA-N,DTXSID9021974|,DTXSID6042072|,DTXSID0040703|,DTXSID4058077|,DTXSID9026500|,1,0,0,0,0,1,1,1,0,0,0.973595722283918,0.51,9.63280973965172,4.55035917778331,1.13458519938291,0.782,6.99093560818653e-16,2013.833906,0.677749433106576,241.042882798816
DTXSID4052633,NaN,1,1,0.613514996985523,0.652249001305288,103-11-7|,688-84-6|,645-62-5|,5392-40-5|,5435-64-3|,GOXQRTZXKQZDDN-UHFFFAOYSA-N,WDQMWEYDKDCEHT-UHFFFAOYSA-N,PYLMCYQHBRSDND-UHFFFAOYSA-N,WTEVQBCEXWBHNA-UHFFFAOYSA-N,WTPYRCJDOZVZON-UHFFFAOYSA-N,DTXSID9025297|,DTXSID3027293|,DTXSID4025296|,DTXSID6024836|,DTXSID6047107|,1,1,1,1,0,1,1,1,1,1,1.10606739242484,0.462,9.02356768297321,4.66066044214099,1.55238741520238,0.192,0.0279194488888907,2449.901224,0.641477820294785,-12.5808433688893
DTXSID9045003,NaN,1,1,0.36012763395365,0.680063816976825,1338-43-8|,68155-06-6|,7545-23-5|,93-82-3|,120-40-1|,NWGKJDSIEKMTRX-UHFFFAOYSA-N,VJESJEJNMGVQLZ-UHFFFAOYSA-N,SKDZEPBJPGSFHS-UHFFFAOYSA-N,XGZOMURMPLSSKQ-UHFFFAOYSA-N,AOMUHOFOVNGZAN-UHFFFAOYSA-N,DTXSID6027397|,DTXSID6029414|,DTXSID1064740|,DTXSID4059091|,DTXSID5025491|,1,1,1,1,1,1,1,1,1,1,1.15245165453365,1.318,9.91022375414415,4.76068096332552,1.38806086487511,1.6,-0.252861857142859,5074.08310100001,0.74835092627586,-908.29506730612
DTXSID7072969,NaN,0,1,0.405786267158712,0.484647297027502,3524-68-3|,15625-89-5|,3290-92-4|,77-90-7|,57837-19-1|,HVVWZTWDBSEWIH-UHFFFAOYSA-N,DAKWPKUUDNSNPN-UHFFFAOYSA-N,OKKRPWIIYQTPQF-UHFFFAOYSA-N,QZCLKYGREBVARF-UHFFFAOYSA-N,ZQEIXNIJLIKNTD-UHFFFAOYSA-N,DTXSID2025842|,DTXSID0027773|,DTXSID3027530|,DTXSID2026446|,DTXSID6024175|,0,0,1,1,0,1,1,0,1,0,0.850055844756753,1.896,11.0530014291319,4.53807632195899,1.51547073820709,0.68,-0.200867136556032,8929.96005899999,0.834851556171903,281.305351742038
DTXSID60240602,NaN,1,1,0.423334005260451,0.517954059268829,119-06-2|,693-36-7|,123-28-4|,3319-31-1|,122-32-7|,YCZJVRCZIPDYHH-UHFFFAOYSA-N,PWWSSIYVTQUJQQ-UHFFFAOYSA-N,GHKOFFNLGXMVNJ-UHFFFAOYSA-N,KRADHMIOFJQKEZ-UHFFFAOYSA-N,PHYFQTYBJUILEZ-UHFFFAOYSA-N,DTXSID2025214|,DTXSID3027299|,DTXSID2026999|,DTXSID9026265|,DTXSID3026988|,0,1,1,0,1,1,1,1,1,1,1.16574111884374,1.126,10.237639183558,5.12706722764292,1.46015445470312,0.8,0.147806608695666,12613.944193,0.703639810090703,-858.745776742929
DTXSID9034868,NaN,0,1,0.313931211077789,0.656965605538894,59756-60-4|,24623-77-6|,1984-94-7|,88-53-9|,84-57-1|,YWBVHLJPRPCRSD-UHFFFAOYSA-N,JKYKXTRKURYNGW-UHFFFAOYSA-N,ZQMQGBHQZZQTJE-UHFFFAOYSA-N,VYZCFAPUHSSYCC-UHFFFAOYSA-N,KCEIVWKDBLAQKL-UHFFFAOYSA-N,DTXSID8024107|,DTXSID0052679|,DTXSID80173584|,DTXSID7026528|,DTXSID8058906|,0,0,0,0,0,0,0,0,0,0,0.728924570915982,1.047,12.3312318724729,5.39279333134826,1.42863414113676,1.823,-0.416706687500001,9145.9819810592,1.60174221892118,759.004189469382
DTXSID4022527,NaN,1,1,0.716158269303883,0.703570637464468,7781-98-8|,120-47-8|,121-32-4|,99-64-9|,579-75-9|,MWSMNBYIEBRXAL-UHFFFAOYSA-N,NUVBSKCKDOMJSU-UHFFFAOYSA-N,CBOQJANXLMLOSS-UHFFFAOYSA-N,NEGFNJRAUMCZMY-UHFFFAOYSA-N,ILUJQPXNXACGAN-UHFFFAOYSA-N,DTXSID10228435|,DTXSID9022528|,DTXSID5021968|,DTXSID7059199|,DTXSID3060376|,1,1,1,0,1,1,1,1,1,1,0.841766473548321,0.765,8.52724250497232,4.66842167870288,1.1749612944434,0.877,-0.203464639999999,2207.147147,0.668381361803981,66.2504788303996
DTXSID90240731,NaN,1,1,0.677008641535659,0.83850432076783,3234-85-3|,142-77-8|,2599-01-1|,32360-05-7|,112-62-9|,DZKXJUASMGQEMA-UHFFFAOYSA-N,WIBFFTLQMKKBLZ-UHFFFAOYSA-N,QAKXLTNAJLFSQC-UHFFFAOYSA-N,HMZGPNHSPWNGEP-UHFFFAOYSA-N,QYDYPVFESGNLHU-UHFFFAOYSA-N,DTXSID5047403|,DTXSID7027099|,DTXSID1062546|,DTXSID6027975|,DTXSID5025811|,1,1,1,1,1,1,1,1,1,1,1.34529220237658,0.426,7.64419598664267,5.15764916475075,1.560185712407,0.065,0.063546009107745,4870.22948000004,0.555902777777778,-647.900709656093
DTXSID20240825,NaN,1,1,0.460327408388747,0.5756552070069,NOCAS_879385|,495-69-2|,66-72-8|,1129-41-5|,103-90-2|,IMLOZVNPFFXWAQ-UHFFFAOYSA-N,QIAFMBKCNZACKA-UHFFFAOYSA-N,RADKZDMFGJYCBB-UHFFFAOYSA-N,VOEYXMAFNDNNED-UHFFFAOYSA-N,RZVAJINKPMORJF-UHFFFAOYSA-N,DTXSID10879385|,DTXSID9046073|,DTXSID4046020|,DTXSID8057938|,DTXSID2020006|,1,1,1,0,1,1,1,1,1,1,0.797767753108811,1.221,8.6490812477137,4.1926423136533,1.20024547488765,1.3,-0.427963159722222,2164.305963,0.83304012345679,-141.70887796875
DTXSID0041274,NaN,1,1,0.581385192058511,0.572446759477401,131-57-7|,86-55-5|,93-09-4|,85-41-6|,91-02-1|,DXGLGDHPHMLXJC-UHFFFAOYSA-N,LNETULKMXZVUST-UHFFFAOYSA-N,UOBYKYZJUGYBDK-UHFFFAOYSA-N,XKJCHHZQLQNZHY-UHFFFAOYSA-N,GCSHUYKULREZSJ-UHFFFAOYSA-N,DTXSID3022405|,DTXSID50861668|,DTXSID1059078|,DTXSID3026514|,DTXSID7059016|,0,0,1,1,1,1,1,1,1,0,0.612280584447029,0.531,9.42071056530661,4.58680014262157,0.952249658450347,1.65,-0.0496163100000001,2544.709322,0.651388888888889,-35.9863902175002
DTXSID9022526,NaN,1,1,0.628573401332013,0.659778203478533,136-36-7|,93-10-7|,120-46-7|,39515-51-0|,119-53-9|,GDESWOTWNNGOMW-UHFFFAOYSA-N,LOAUVZALPPNFOQ-UHFFFAOYSA-N,NZZIMKJIVMHWJC-UHFFFAOYSA-N,MRLGCTNJRREZHZ-UHFFFAOYSA-N,ISAOCJYIOMOJEB-UHFFFAOYSA-N,DTXSID1038878|,DTXSID6059079|,DTXSID3041247|,DTXSID3028005|,DTXSID1020144|,1,1,1,0,1,1,1,1,1,1,0.753504607345694,0.825,8.68455261414799,4.55500878057765,0.947733858309506,1.501,-0.193775267538644,2974.872295,0.785449263038549,-135.384127504162
DTXSID4052635,NaN,0,1,0.571600856222926,0.549732450611673,119-61-9|,6047-29-6|,2634-33-5|,131-57-7|,91-02-1|,RWCCWEUUXYIKHB-UHFFFAOYSA-N,JZDBKFVASLJURR-UHFFFAOYSA-N,DMSMPAJRVJJAGA-UHFFFAOYSA-N,DXGLGDHPHMLXJC-UHFFFAOYSA-N,GCSHUYKULREZSJ-UHFFFAOYSA-N,DTXSID0021961|,DTXSID20209215|,DTXSID5032523|,DTXSID3022405|,DTXSID7059016|,0,1,0,0,1,1,0,0,1,0,0.76211108801199,0.523,9.88938456958538,4.51274470276621,0.877236842785338,1.539,0.000755054820416339,2642.636955,0.516352040816326,62.2109399640827
DTXSID90916166,NaN,1,1,0.431633654369611,0.561308329997332,151-41-7|,1120-04-3|,121734-15-4|,142-15-4|,1510-16-3|,MOTZDAYCYVMXPC-UHFFFAOYSA-N,HVWGGPRWKSHASF-UHFFFAOYSA-N,YRIUSKIDOIARQF-UHFFFAOYSA-N,DHNWFKDQGWAXQE-UHFFFAOYSA-N,LDMOEFOXLIZJOW-UHFFFAOYSA-N,DTXSID0042088|,DTXSID6047103|,DTXSID30153351|,DTXSID8041454|,DTXSID3073262|,1,1,1,1,1,1,1,0,1,1,0.995665553763211,1.299,9.9412102745778,5.52231998966429,1.80885986693263,0.587,0.635675492698757,3764.02617800001,1.27447358229986,26.695757374798
DTXSID60371405,NaN,0,1,0.416539330027185,0.553761167826119,98-08-8|,402-31-3|,98-15-7|,286017-71-8|,556-88-7|,GETTZEONDQJALK-UHFFFAOYSA-N,SJBBXFLOLUTGCW-UHFFFAOYSA-N,YTCGOUNVIAWCMG-UHFFFAOYSA-N,ZJBYBUSSCVQOMY-UHFFFAOYSA-N,IDCPFAYURAQKDZ-UHFFFAOYSA-N,DTXSID2024589|,DTXSID1059949|,DTXSID4024773|,DTXSID80374019|,DTXSID4024222|,0,0,0,0,0,0,0,0,0,1,0.468132119392145,0.3,7.00813472837479,5.36580774911287,1.08464016658204,0.224,-0.160064,2097.840633384,1.39986111111111,165.591306210126
DTXSID3020209,NaN,1,1,0.669686545254767,0.641130329265987,7781-98-8|,120-47-8|,99-64-9|,121-32-4|,62-44-2|,MWSMNBYIEBRXAL-UHFFFAOYSA-N,NUVBSKCKDOMJSU-UHFFFAOYSA-N,NEGFNJRAUMCZMY-UHFFFAOYSA-N,CBOQJANXLMLOSS-UHFFFAOYSA-N,CPJSUEIXXCENMM-UHFFFAOYSA-N,DTXSID10228435|,DTXSID9022528|,DTXSID7059199|,DTXSID5021968|,DTXSID1021116|,1,1,0,1,0,1,1,1,1,1,0.878777207942707,0.765,8.56616416948836,4.71640199658333,1.20451219542393,0.877,-0.176670857142857,2447.78384,0.660116898994064,36.8666758724485
DTXSID30241388,NaN,0,1,0.521059570416547,0.6060212880208,85-40-5|,93-91-4|,5333-84-6|,85-43-8|,78605-96-6|,CIFFBTOJCKSRJY-UHFFFAOYSA-N,CVBUKMMMRLOKQR-UHFFFAOYSA-N,XPEKVUUBSDFMDR-UHFFFAOYSA-N,KMOUUZVZFBCRAM-UHFFFAOYSA-N,HMKKIXGYKWDQSV-UHFFFAOYSA-N,DTXSID8026513|,DTXSID3021803|,DTXSID6058710|,DTXSID3026516|,DTXSID80859230|,0,1,0,0,1,0,1,0,0,0,0.770809737085359,0.677,9.42580089600729,4.78067524746529,1.07428374011666,0.773,-0.056394035714285,3267.875335,0.610941411382429,-393.692894290817
DTXSID3026564,NaN,1,1,0.519445933471643,0.759722966735822,95-08-9|,141-02-6|142-16-5,4292-10-8|,103-23-1|,7360-38-5|,JEYLQCXBYFQJRO-UHFFFAOYSA-N,ROPXFXOUUANXRR-UHFFFAOYSA-N,MRUAUOIMASANKQ-UHFFFAOYSA-O,SAOKZLXYCUGLFA-UHFFFAOYSA-N,DGSZGZSCHSQXFV-UHFFFAOYSA-N,DTXSID80861696|,DTXSID2051710|DTXSID2027094,DTXSID4041282|,DTXSID0020606|,DTXSID00864043|,1,1,1,1,1,1,1,1,1,1,1.07583495302841,1.24,9.08377227458008,5.08294252860044,1.68583255436776,0.118,0.0527111020407965,6599.62470400001,0.719967924191409,-282.296300465303
DTXSID80241419,NaN,1,1,0.543584696491608,0.578079404884408,25415-84-3|,NOCAS_874269|,5435-64-3|,541-85-5|,688-84-6|,LFEQNZNCKDNGRM-UHFFFAOYSA-N,QPDWFJFHTLBWOS-UHFFFAOYSA-N,WTPYRCJDOZVZON-UHFFFAOYSA-N,PSBKJPTZCVYXSD-UHFFFAOYSA-N,WDQMWEYDKDCEHT-UHFFFAOYSA-N,|,DTXSID60874269|,DTXSID6047107|,DTXSID9047047|,DTXSID3027293|,1,1,0,1,1,1,0,1,1,1,1.2908177069007,0.69,8.91458194724921,4.80601663219485,1.6029607042992,0.236,0.0728049599999923,3487.319869,0.467632905013857,-272.179217537187
DTXSID4044747,NaN,0,1,0.346705849463487,0.51884442754427,90-01-7|,6375-47-9|,96-45-7|,1477-55-0|,608-25-3|,CQRYARSYNCAZFO-UHFFFAOYSA-N,SJWQCBCAGCEWCV-UHFFFAOYSA-N,PDQAZBWRQCGBEV-UHFFFAOYSA-N,FDLQZKYLHJJBHD-UHFFFAOYSA-N,ZTMADXFOCUXMJE-UHFFFAOYSA-N,DTXSID9045843|,DTXSID2027620|,DTXSID5020601|,DTXSID9029649|,DTXSID0025571|,0,0,0,0,0,0,1,0,0,0,0.718242261604062,1.322,9.13554452120152,3.92004291899999,1.10869786469036,0.803,-0.633306595463134,1614.995306574,0.45812414266118,-102.011120043014
DTXSID6024591,2,0,1,0.427936723550189,0.520255418413698,94-36-0|,86-30-6|,94-52-0|,85-45-0|,17420-30-3|,OMPJBNCRMGITSC-UHFFFAOYSA-N,UBUCNCOMADRQHX-UHFFFAOYSA-N,XPAZGLFMMUODDK-UHFFFAOYSA-N,GVBUHJSIDPIOBZ-UHFFFAOYSA-N,MGCGMYPNXAFGFA-UHFFFAOYSA-N,DTXSID6024591|,DTXSID6021030|,DTXSID8020965|,DTXSID1058921|,DTXSID0038839|,1,1,0,0,0,0,0,0,0,0,0.619087175552542,0.868,8.40997419490905,4.53398719717543,0.927330868704887,1.368,0.694365081632653,3573.99601,0.810833333333333,-76.8623617755105
DTXSID0032601,NaN,0,1,0.448967602369738,0.506237964633015,606-28-0|,5234-68-4|,84-65-1|,15972-60-8|,NOCAS_870550|,NQSMEZJWJJVYOI-UHFFFAOYSA-N,GYSSRZJIHXQEHQ-UHFFFAOYSA-N,RZVHIXYEVGDQDX-UHFFFAOYSA-N,XCSGPAVHZFQHGE-UHFFFAOYSA-N,BRLDZKPJJNASGG-UHFFFAOYSA-N,DTXSID2060549|,DTXSID0023951|,DTXSID3020095|,DTXSID1022265|,DTXSID70870550|,0,1,1,0,0,1,0,0,0,0,0.64924345442905,0.943,11.9595059616567,4.25769822752756,0.967894007566652,1.545,0.0460824999999999,5943.933227,0.695278171453767,80.9367929619132
DTXSID50241446,NaN,0,1,0.395762520285044,0.543372762955049,13710-19-5|,5809-23-4|,89-32-7|,16203-97-7|,510-15-6|,YEZNLOUZAIOMLT-UHFFFAOYSA-N,FQNKTJPBXAZUGC-UHFFFAOYSA-N,ANSXAPJVJOKRDJ-UHFFFAOYSA-N,IPWOSICBVUXMML-UHFFFAOYSA-N,RAPBNVDSDCTNRC-UHFFFAOYSA-N,DTXSID1045409|,DTXSID4027604|,DTXSID1026536|,DTXSID20167301|,DTXSID9020299|,0,0,1,0,0,0,0,0,0,0,0.511040857287931,1.372,10.3120254515321,4.89107061350019,0.829723067363793,2.003,-0.562354611570248,8586.5620829936,0.738860850896143,512.063932225969
DTXSID2024113,NaN,0,1,0.35903395779168,0.525008481708366,533-74-4|,298-06-6|,102-77-2|,137-26-8|,12427-38-2|,QAYICIQNSGETAS-UHFFFAOYSA-N,IRDLUHRVLVEUHA-UHFFFAOYSA-N,MHKLKWCYGIBEQF-UHFFFAOYSA-N,KUAZQDVKQLNFPE-UHFFFAOYSA-N,AWYFNIZYMPNGAI-UHFFFAOYSA-N,DTXSID7024902|,DTXSID6027133|,DTXSID0021096|,DTXSID5021332|,DTXSID9020794|,0,0,0,1,0,0,0,0,0,0,0.516333101083143,1.783,12.5554721825038,3.80565922672738,0.804627444069828,1.563,-0.289440827586206,4648.856435244,0.53025548696845,1077.64414300468
DTXSID60888740,NaN,1,1,0.518543099346039,0.604763052485546,3077-30-3|,3077-37-0|,136-26-5|,4292-10-8|,1115-20-4|,FZQAYFWUOCXLKJ-UHFFFAOYSA-N,WODYOUWSWYOPBP-UHFFFAOYSA-N,BPXGKRUSMCVZAF-UHFFFAOYSA-N,MRUAUOIMASANKQ-UHFFFAOYSA-O,SZCWBURCISJFEZ-UHFFFAOYSA-N,DTXSID6062832|,DTXSID1062833|,DTXSID3042184|,DTXSID4041282|,DTXSID4027361|,1,1,1,1,0,1,1,1,1,1,1.08113247843281,1.415,9.80850826016048,5.18600880302573,1.54468835091133,0.365,-0.275068266540642,4231.36725300002,0.667456633498976,-66.237578084592
DTXSID50648658,NaN,1,1,0.490915534770248,0.745457767385124,16287-68-6|,3077-30-3|,3077-37-0|,5050-91-9|,136-26-5|,LWZFANDGMFTDAV-UHFFFAOYSA-N,FZQAYFWUOCXLKJ-UHFFFAOYSA-N,WODYOUWSWYOPBP-UHFFFAOYSA-N,IYFATESGLOUGBX-UHFFFAOYSA-N,BPXGKRUSMCVZAF-UHFFFAOYSA-N,DTXSID70324260|,DTXSID6062832|,DTXSID1062833|,DTXSID90873164|,DTXSID3042184|,1,1,1,1,1,1,1,1,1,1,1.08475284419679,1.421,8.66732613680765,5.26351837286683,1.35260050887618,0.892,-0.341582193548386,2915.124218,0.7625,-150.31451135692
DTXSID9047590,NaN,1,1,0.561757072745053,0.58716559301113,120-51-4|,39515-51-0|,91-02-1|,91-64-5|,93-91-4|,SESFRYSPDFLNCH-UHFFFAOYSA-N,MRLGCTNJRREZHZ-UHFFFAOYSA-N,GCSHUYKULREZSJ-UHFFFAOYSA-N,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,CVBUKMMMRLOKQR-UHFFFAOYSA-N,DTXSID8029153|,DTXSID3028005|,DTXSID7059016|,DTXSID7020348|,DTXSID3021803|,1,0,1,1,1,1,1,0,1,1,0.786579394634599,0.526,8.62186958832387,4.55780702998427,1.01332970604127,1.328,0.0100790010405824,2947.214075,0.696490929705215,-202.738939535901
DTXSID60877972,NaN,1,1,0.571059566685175,0.631021286155114,39515-51-0|,120-46-7|,120-51-4|,102-01-2|,136-36-7|,MRLGCTNJRREZHZ-UHFFFAOYSA-N,NZZIMKJIVMHWJC-UHFFFAOYSA-N,SESFRYSPDFLNCH-UHFFFAOYSA-N,DYRDKSSFIWVSNM-UHFFFAOYSA-N,GDESWOTWNNGOMW-UHFFFAOYSA-N,DTXSID3028005|,DTXSID3041247|,DTXSID8029153|,DTXSID0024397|,DTXSID1038878|,0,1,1,1,1,1,1,1,1,1,0.704706640529907,0.868,8.51148640444872,4.58137715350574,1.08598150508866,1.368,-0.0769511833910035,3928.089188,0.825254039115646,-181.09664536332
DTXSID3026566,NaN,1,1,0.517156068438829,0.564865090858018,24851-98-7|,5726-19-2|,55107-14-7|,517-23-7|,19438-60-9|,KVWWIYGFBYDJQC-UHFFFAOYSA-N,AKIIJALHGMKJEJ-UHFFFAOYSA-N,XTXCFTMJPRXBBC-UHFFFAOYSA-N,OMQHDIHZSDEIFH-UHFFFAOYSA-N,FKBMTBAXDISZGN-UHFFFAOYSA-N,DTXSID2029325|,DTXSID70863609|,DTXSID2042149|,DTXSID6044436|,DTXSID8044333|,1,1,0,1,0,1,1,1,0,0,0.856977141913189,0.788,8.78130387964145,5.06454564509449,1.5547799086955,0.298,-0.0707029333333332,3088.731774,0.587586805555556,53.4807912622217
DTXSID3021805,NaN,0,1,0.421176213323492,0.492342270109892,10041-06-2|,298-81-7|,85-68-7|,1025-15-6|,7696-12-0|,GAIQQJIMVVUTQN-UHFFFAOYSA-N,QXKHYNVANLEOEG-UHFFFAOYSA-N,IRIAEXORFWYRCZ-UHFFFAOYSA-N,KOMNUTZXSVSERR-UHFFFAOYSA-N,CXBMCYHAMVGWJQ-UHFFFAOYSA-N,DTXSID50143259|,DTXSID8020830|,DTXSID3020205|,DTXSID0026175|,DTXSID6032649|,1,0,1,0,0,0,0,1,1,1,0.792959725682798,1.609,9.28170122915039,4.7533629052173,1.18531644076659,1.649,-0.0166031549999997,3993.699497,0.842807520486768,-124.719829883748
DTXSID0074687,NaN,0,1,0.422003557665695,0.711001778832848,632-25-7|,88-53-9|,88-44-8|,121-53-9|,88-61-9|,ZMPRRFPMMJQXPP-UHFFFAOYSA-N,VYZCFAPUHSSYCC-UHFFFAOYSA-N,LTPSRQRIPCVMKQ-UHFFFAOYSA-N,QMWGSOMVXSRXQX-UHFFFAOYSA-N,CHZLVSBMXZSPNN-UHFFFAOYSA-N,DTXSID6060894|,DTXSID7026528|,DTXSID7026526|,DTXSID6059528|,DTXSID1047023|,0,0,0,0,1,0,0,0,0,1,0.80070364998281,1.138,12.191537141781,5.20254004646112,1.33713369463846,0.916,0.0302815357142849,5236.789355288,1.37972537163013,59.0912877782085
DTXSID1027344,1,0,1,0.547078627458814,0.57982637036801,947-04-6|,629-54-9|,112-84-5|,47458-32-2|,105-60-2|,JHWNWJKBPDFINM-UHFFFAOYSA-N,HSEMFIZWXHQJAE-UHFFFAOYSA-N,UAUDZVJPLUQNMU-UHFFFAOYSA-N,ZJFCVUTYZHUNSW-UHFFFAOYSA-N,JBKVHLHDHHXQEQ-UHFFFAOYSA-N,DTXSID1027344|,DTXSID8044707|,DTXSID4026929|,DTXSID00858785|,DTXSID4020240|,0,0,1,0,1,0,1,1,1,1,1.20372084150803,0.704,7.66484186661402,5.2670749799149,1.44542891905659,0.586,-0.016055351351349,2977.833911,0.456944444444444,-369.95097856903
DTXSID9044748,NaN,0,1,0.521811968195981,0.606397486910517,86-87-3|,1843-05-6|,85-40-5|,483-63-6|,78605-96-6|,PRPINYUDVPFIRX-UHFFFAOYSA-N,QUAMTGJKVDWJEQ-UHFFFAOYSA-N,CIFFBTOJCKSRJY-UHFFFAOYSA-N,DNTGGZPQPQTDQF-UHFFFAOYSA-N,HMKKIXGYKWDQSV-UHFFFAOYSA-N,DTXSID8020915|,DTXSID9027441|,DTXSID8026513|,DTXSID6040664|,DTXSID80859230|,0,0,0,0,1,0,0,0,0,0,0.918559095261166,0.731,10.0266009011936,4.85365795267153,1.05237590588228,1.155,-0.120414926118626,3352.784221,0.537361111111111,-27.5190994162339
DTXSID4024195,1,0,1,0.560517105348862,0.625750055486957,94-74-6|,4684-94-0|,50-78-2|,94-75-7|,535-80-8|,WHKUVVPPKQRRBV-UHFFFAOYSA-N,ZLKMOIHCHCMSFW-UHFFFAOYSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,OVSKIKFHRZPJSS-UHFFFAOYSA-N,LULAYUGMBFYYEX-UHFFFAOYSA-N,DTXSID4024195|,DTXSID7040289|,DTXSID5020108|,DTXSID0020442|,DTXSID9024770|,0,0,1,0,1,0,0,1,0,0,0.573689731015617,0.614,8.74626289563652,4.75985587213762,0.909194872794566,0.962,-0.310453454545455,2613.854849,0.847968316956412,244.45246
DTXSID0020442,1,0,1,0.583153904748007,0.791576952374003,94-75-7|,93-72-1|,635-21-2|,3964-58-7|,51-44-5|,OVSKIKFHRZPJSS-UHFFFAOYSA-N,ZLSWBLPERHFHIS-UHFFFAOYSA-N,IFXKXCLVKQVVDI-UHFFFAOYSA-N,QGNLHMKIGMZKJX-UHFFFAOYSA-N,VPHHJAOJUJHJKD-UHFFFAOYSA-N,DTXSID0020442|,DTXSID0021387|,DTXSID8060901|,DTXSID50192747|,DTXSID9024980|,0,0,0,0,0,0,0,0,0,0,0.50465536965341,0.606,9.44472739844026,4.80466952966517,0.703938440602172,1.089,-0.451228210526316,3907.373873,0.846980662635425,48.2893712603878
DTXSID4024193,NaN,1,1,0.584082484288922,0.792041242144461,94-74-6|,50-78-2|,85-44-9|,579-75-9|,101-21-3|,WHKUVVPPKQRRBV-UHFFFAOYSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,LGRFSURHDFAFJT-UHFFFAOYSA-N,ILUJQPXNXACGAN-UHFFFAOYSA-N,CWJSHJJYOPWUGX-UHFFFAOYSA-N,DTXSID4024195|,DTXSID5020108|,DTXSID2021159|,DTXSID3060376|,DTXSID7020764|,0,1,1,1,1,0,1,1,1,1,0.6284813036075,0.614,8.82700842982586,4.85477825425343,0.998383498405058,0.933,-0.233939714285714,3095.517615,0.741090323066784,229.157855530612
DTXSID7024035,NaN,0,1,0.569795238754326,0.784897619377163,94-75-7|,93-72-1|,603-11-2|,94-74-6|,118-91-2|,OVSKIKFHRZPJSS-UHFFFAOYSA-N,ZLSWBLPERHFHIS-UHFFFAOYSA-N,KFIRODWJCYBBHY-UHFFFAOYSA-N,WHKUVVPPKQRRBV-UHFFFAOYSA-N,IKCLCGXPQILATA-UHFFFAOYSA-N,DTXSID0020442|,DTXSID0021387|,DTXSID9060528|,DTXSID4024195|,DTXSID4024771|,0,0,0,0,0,0,0,0,0,0,0.52781734575531,0.606,9.52547070879556,4.90355143827445,0.812740647596168,1.06,-0.33174688,4389.036639,0.740785491486232,165.4634161264
DTXSID2047727,NaN,0,1,0.642724292551669,0.821362146275835,2416-94-6|,89-83-8|,89-72-5|,99-71-8|,527-60-6|,QQOMQLYQAXGHSU-UHFFFAOYSA-N,MGSRCZKZVOBKFT-UHFFFAOYSA-N,NGFPWHGISWUQOI-UHFFFAOYSA-N,ZUTYZAFDFLLILI-UHFFFAOYSA-N,BPRYUXCVCCNUFE-UHFFFAOYSA-N,DTXSID6022187|,DTXSID6034972|,DTXSID2022331|,DTXSID7022332|,DTXSID7022049|,0,0,0,0,0,0,0,0,0,0,0.949198556864568,0.346,8.90708663348848,4.12711585748275,1.16057016979529,0.926,-0.116963851851851,2417.116485,0.584980513038549,115.088432484224
