MoleculeID,ReadyBiodeg_exp,ReadyBiodeg_pred,AD_ReadyBiodeg,AD_index_ReadyBiodeg,Conf_index_ReadyBiodeg,ReadyBiodeg_CAS_neighbor_1,ReadyBiodeg_CAS_neighbor_2,ReadyBiodeg_CAS_neighbor_3,ReadyBiodeg_CAS_neighbor_4,ReadyBiodeg_CAS_neighbor_5,ReadyBiodeg_InChiKey_neighbor_1,ReadyBiodeg_InChiKey_neighbor_2,ReadyBiodeg_InChiKey_neighbor_3,ReadyBiodeg_InChiKey_neighbor_4,ReadyBiodeg_InChiKey_neighbor_5,ReadyBiodeg_DTXSID_neighbor_1,ReadyBiodeg_DTXSID_neighbor_2,ReadyBiodeg_DTXSID_neighbor_3,ReadyBiodeg_DTXSID_neighbor_4,ReadyBiodeg_DTXSID_neighbor_5,ReadyBiodeg_Exp_neighbor_1,ReadyBiodeg_Exp_neighbor_2,ReadyBiodeg_Exp_neighbor_3,ReadyBiodeg_Exp_neighbor_4,ReadyBiodeg_Exp_neighbor_5,ReadyBiodeg_pred_neighbor_1,ReadyBiodeg_pred_neighbor_2,ReadyBiodeg_pred_neighbor_3,ReadyBiodeg_pred_neighbor_4,ReadyBiodeg_pred_neighbor_5,GATS1m,MLFER_BO,BCUTp_1h,SpMax1_Bhs,GATS1p,MLFER_E,ATSC1e,ATS4m,hmax,ATSC2m
DTXSID6044359,NaN,1,1,0.598978165975376,0.644980585800214,947-04-6|,112-62-9|,142-77-8|,47458-32-2|,32360-05-7|,JHWNWJKBPDFINM-UHFFFAOYSA-N,QYDYPVFESGNLHU-UHFFFAOYSA-N,WIBFFTLQMKKBLZ-UHFFFAOYSA-N,ZJFCVUTYZHUNSW-UHFFFAOYSA-N,HMZGPNHSPWNGEP-UHFFFAOYSA-N,DTXSID1027344|,DTXSID5025811|,DTXSID7027099|,DTXSID00858785|,DTXSID6027975|,0,1,1,0,1,0,1,1,1,1,1.1833304870595,0.564,7.60545037319223,5.28232142484116,1.50043996147641,0.4,0.0503637333333353,3595.709234,0.555902777777778,-440.728579742223
DTXSID4024729,1,0,1,0.494266209539274,0.592624607582163,10605-21-7|,136-36-7|,131-57-7|,93-10-7|,131-56-6|,TWFZGCMQGLPBSX-UHFFFAOYSA-N,GDESWOTWNNGOMW-UHFFFAOYSA-N,DXGLGDHPHMLXJC-UHFFFAOYSA-N,LOAUVZALPPNFOQ-UHFFFAOYSA-N,ZXDDPOHVAMWLBH-UHFFFAOYSA-N,DTXSID4024729|,DTXSID1038878|,DTXSID3022405|,DTXSID6059079|,DTXSID8022406|,0,1,0,1,0,0,1,1,1,0,0.703671997886178,0.64,8.7216623322484,4.58168119353408,1.11674036530379,1.814,-0.374841504725897,2587.228565,0.769097222222222,132.368926340264
DTXSID8026725,2,1,1,0.606239604443689,0.803119802221845,106-14-9|,505-54-4|,3370-35-2|,112-80-1|,123-94-4|,ULQISTXYYBZJSJ-UHFFFAOYSA-N,QQHJDPROMQRDLA-UHFFFAOYSA-N,JHOKTNSTUVKGJC-UHFFFAOYSA-N,ZQPPMHVWECSIRJ-UHFFFAOYSA-N,VBICKXHEKHSIBG-UHFFFAOYSA-N,DTXSID8026725|,DTXSID2060129|,DTXSID3062998|,DTXSID1025809|,DTXSID7029160|,1,1,1,1,1,1,1,1,1,1,1.26937454196811,0.733,8.07239591152435,5.32012362607792,1.49777156967189,0.302,-0.192267434903055,3708.822962,0.696614533864754,-512.749327318556
DTXSID10861720,NaN,1,1,0.622550987586213,0.811275493793106,7545-23-5|,68155-06-6|,93-82-3|,120-40-1|,111-03-5|,SKDZEPBJPGSFHS-UHFFFAOYSA-N,VJESJEJNMGVQLZ-UHFFFAOYSA-N,XGZOMURMPLSSKQ-UHFFFAOYSA-N,AOMUHOFOVNGZAN-UHFFFAOYSA-N,RZRNAYUHWVFMIP-UHFFFAOYSA-N,DTXSID1064740|,DTXSID6029414|,DTXSID4059091|,DTXSID5025491|,DTXSID3042003|,1,1,1,1,1,1,1,1,1,1,1.27085502774824,1.296,8.07319484972682,5.23805656295442,1.51581158244204,0.661,-0.219898699171616,4492.94421400003,0.647697511132797,-678.29335461112
DTXSID4047337,NaN,0,0,0.298498279225918,0.649249139612959,81-77-6|,NOCAS_859966|,26630-87-5|,NOCAS_859909|,NOCAS_859915|,UHOKSCJSTAHBSO-UHFFFAOYSA-N,GNCOVOVCHIHPHP-UHFFFAOYSA-N,UGFKGKQLDQFUEG-UHFFFAOYSA-N,LQZFGPJGXVFSTR-UHFFFAOYSA-N,NKXPXRNUMARIMZ-UHFFFAOYSA-N,DTXSID2026280|,DTXSID70859966|,|,DTXSID50859909|,DTXSID60859915|,0,0,0,0,0,0,0,0,0,0,0.758411583965042,3.358,11.2945062951087,4.74581253344665,1.03850927585197,4.482,-0.172799152666198,12547.055419,0.72696660840262,298.977246620151
DTXSID30860412,NaN,0,1,0.568881676733168,0.590727895005187,140-66-9|,464-45-9|507-70-0,5510-99-6|,2961-47-9|,120-95-6|,ISAVYTVYFVQUDY-UHFFFAOYSA-N,DTGKSKDOIYIVQL-UHFFFAOYSA-N,FHTGJZOULSYEOB-UHFFFAOYSA-N,ATCGHKBXRIOBDX-UHFFFAOYSA-N,WMVJWKURWRGJCI-UHFFFAOYSA-N,DTXSID9022360|,DTXSID3022035|DTXSID3052143,DTXSID0044440|,DTXSID2062745|,DTXSID9026974|,0,1,0,1,0,0,0,0,0,0,1.24157451295233,0.466,10.870696062341,4.22392659136034,1.30166405441867,0.665,-0.0749216410256386,2852.21707600001,0.550481859410431,185.984994992767
DTXSID7025053,NaN,1,1,0.523957995960974,0.56826605461909,102-82-9|,1116-76-3|,626-23-3|,112-18-5|,1120-48-5|,IMFACGCPASFAPR-UHFFFAOYSA-N,XTAZYLNFDRKIHJ-UHFFFAOYSA-N,OBYVIBDTOCAXSN-UHFFFAOYSA-N,YWFWDNVOPHGWMX-UHFFFAOYSA-N,LAWOZCWGWDVVSG-UHFFFAOYSA-N,DTXSID4026183|,DTXSID3047635|,DTXSID90870719|,DTXSID1026906|,DTXSID2061517|,0,1,0,1,1,1,1,1,1,1,1.5130213274209,0.647,9.39639682824858,3.67056341083474,1.58413217654864,0.148,0.00713015236686098,3472.941625,0.325,-393.161942694159
DTXSID5044360,NaN,1,1,0.614121496385789,0.652552251005421,104-76-7|,3452-97-9|,123-96-6|,112-30-1|,112-42-5|,YIWUKEYIRIRTPP-UHFFFAOYSA-N,BODRLKRKPXBDBN-UHFFFAOYSA-N,SJWFXCIHNDVPSH-UHFFFAOYSA-N,MWKFXSUHUHTGQN-UHFFFAOYSA-N,KJIOQYGWTQBHNH-UHFFFAOYSA-N,DTXSID5020605|,DTXSID7029661|,DTXSID0027014|,DTXSID7021946|,DTXSID0026915|,1,0,1,1,1,1,1,1,1,1,1.44685799705349,0.415,8.388385372178,4.37499928154486,1.57601708877108,0.175,-0.0772421744719909,1739.57491199999,0.607886589821113,-211.927930326907
DTXSID3026726,NaN,1,1,0.616503689839307,0.614538901558257,106-24-1|624-15-7,104-76-7|,3452-97-9|,108-11-2|,123-96-6|,GLZPCOQZEFWAFX-UHFFFAOYSA-N,YIWUKEYIRIRTPP-UHFFFAOYSA-N,BODRLKRKPXBDBN-UHFFFAOYSA-N,WVYWICLMDOOCFB-UHFFFAOYSA-N,SJWFXCIHNDVPSH-UHFFFAOYSA-N,DTXSID8026727|DTXSID7041380,DTXSID5020605|,DTXSID7029661|,DTXSID2026781|,DTXSID0027014|,1,1,0,1,1,1,1,1,0,1,1.36432541654641,0.407,8.43207381033165,4.22622498181929,1.47407222092336,0.334,-0.0811224557752325,1705.200096,0.61689488063744,-129.935327029137
DTXSID3041790,NaN,1,1,0.639743569364185,0.819871784682092,645-62-5|,103-11-7|,5392-40-5|,688-84-6|,110-93-0|,PYLMCYQHBRSDND-UHFFFAOYSA-N,GOXQRTZXKQZDDN-UHFFFAOYSA-N,WTEVQBCEXWBHNA-UHFFFAOYSA-N,WDQMWEYDKDCEHT-UHFFFAOYSA-N,UHEPJGULSIKKTP-UHFFFAOYSA-N,DTXSID4025296|,DTXSID9025297|,DTXSID6024836|,DTXSID3027293|,DTXSID5021629|,1,1,1,1,1,1,1,1,1,1,1.22437142033408,0.447,8.38894932247208,4.75247252569279,1.44747575290844,0.3,-0.00413138644470722,1665.83064,0.581366528092719,-82.6625175505356
DTXSID8026727,2,1,1,0.531664066281103,0.765832033140551,106-24-1|624-15-7,1806-26-4|,77-75-8|,78-70-6|,821-41-0|,GLZPCOQZEFWAFX-UHFFFAOYSA-N,NTDQQZYCCIDJRK-UHFFFAOYSA-N,QXLPXWSKPNOQLE-UHFFFAOYSA-N,CDOSHBSSFJOMGT-UHFFFAOYSA-N,UIZVMOZAXAMASY-UHFFFAOYSA-N,DTXSID8026727|DTXSID7041380,DTXSID9022312|,DTXSID5021756|,DTXSID7025502|,DTXSID2074950|,1,0,1,1,1,1,0,1,1,1,1.28219282799212,0.399,8.47557630384147,4.10992263713188,1.37167370145662,0.493,-0.0856009036860857,1654.698288,0.660297658415218,-42.1563081807378
DTXSID0073031,NaN,0,1,0.387059443631482,0.539021224628267,96-69-5|,521-35-7|,16203-97-7|,3896-11-5|,95-33-0|,HXIQYSLFEXIOAV-UHFFFAOYSA-N,VBGLYOIFKLUMQG-UHFFFAOYSA-N,IPWOSICBVUXMML-UHFFFAOYSA-N,OCWYEMOEOGEQAN-UHFFFAOYSA-N,DEQZTKGFXNUBJL-UHFFFAOYSA-N,DTXSID4021341|,DTXSID3048996|,DTXSID20167301|,DTXSID9036438|,DTXSID5020360|,0,1,0,0,0,0,0,0,0,0,0.694913589839299,0.674,11.6517223535636,4.01431114672335,0.875802275716803,2.14,-0.208400619437527,9950.811082,0.543302469135802,889.959789892134
DTXSID3026728,NaN,1,1,0.531664066281103,0.765832033140551,106-24-1|624-15-7,1806-26-4|,77-75-8|,78-70-6|,821-41-0|,GLZPCOQZEFWAFX-UHFFFAOYSA-N,NTDQQZYCCIDJRK-UHFFFAOYSA-N,QXLPXWSKPNOQLE-UHFFFAOYSA-N,CDOSHBSSFJOMGT-UHFFFAOYSA-N,UIZVMOZAXAMASY-UHFFFAOYSA-N,DTXSID8026727|DTXSID7041380,DTXSID9022312|,DTXSID5021756|,DTXSID7025502|,DTXSID2074950|,1,0,1,1,1,1,0,1,1,1,1.28219282799212,0.399,8.47557630384147,4.10992263713188,1.37167370145662,0.493,-0.0856009036860857,1654.698288,0.660297658415218,-42.1563081807378
DTXSID60881216,NaN,1,1,0.5979718088064,0.7989859044032,5392-40-5|,645-62-5|,101-43-9|,110-93-0|,141-79-7|,WTEVQBCEXWBHNA-UHFFFAOYSA-N,PYLMCYQHBRSDND-UHFFFAOYSA-N,OIWOHHBRDFKZNC-UHFFFAOYSA-N,UHEPJGULSIKKTP-UHFFFAOYSA-N,SHOJXDKTYKFBRD-UHFFFAOYSA-N,DTXSID6024836|,DTXSID4025296|,DTXSID7051507|,DTXSID5021629|,DTXSID1029170|,1,1,1,1,1,1,1,1,1,1,1.1400925362622,0.439,8.43245231090339,4.61125809343899,1.34766149040894,0.459,-0.00332117421124751,1617.36096,0.6509375,10.8274359876539
DTXSID3042059,NaN,1,1,0.65354292440088,0.633058518839044,108-84-9|,108-10-1|,591-78-6|,589-38-8|,2499-59-4|,CPIVYSAVIPTCCX-UHFFFAOYSA-N,NTIZESTWPVYFNL-UHFFFAOYSA-N,QQZOPKMRPOGIEB-UHFFFAOYSA-N,PFCHFHIRKBAQGU-UHFFFAOYSA-N,ANISOHQJBAQUQP-UHFFFAOYSA-N,DTXSID6051562|,DTXSID5021889|,DTXSID0022068|,DTXSID2021608|,DTXSID8044624|,1,1,0,0,1,1,1,1,1,1,1.15365926198684,0.426,7.4457399162254,4.9148724357534,1.66676002907573,0.065,0.0288459643281817,1766.00178,0.555902777777778,24.5294292140302
DTXSID1040112,NaN,1,1,0.650424905033892,0.631499509155549,111-82-0|,591-78-6|,111-13-7|,589-38-8|,2499-59-4|,UQDUPQYQJKYHQI-UHFFFAOYSA-N,QQZOPKMRPOGIEB-UHFFFAOYSA-N,ZPVFWPFBNIEHGJ-UHFFFAOYSA-N,PFCHFHIRKBAQGU-UHFFFAOYSA-N,ANISOHQJBAQUQP-UHFFFAOYSA-N,DTXSID5026889|,DTXSID0022068|,DTXSID4021927|,DTXSID2021608|,DTXSID8044624|,1,0,1,0,1,1,1,1,1,1,1.15365926198684,0.406,7.29000293748495,4.99499956150281,1.66676002907573,0.08,0.0288459643281817,1679.219612,0.555902777777778,-96.5365797859697
DTXSID8051542,NaN,1,1,0.637813784521254,0.625193948899231,111-82-0|,111-13-7|,591-78-6|,589-38-8|,2499-59-4|,UQDUPQYQJKYHQI-UHFFFAOYSA-N,ZPVFWPFBNIEHGJ-UHFFFAOYSA-N,QQZOPKMRPOGIEB-UHFFFAOYSA-N,PFCHFHIRKBAQGU-UHFFFAOYSA-N,ANISOHQJBAQUQP-UHFFFAOYSA-N,DTXSID5026889|,DTXSID4021927|,DTXSID0022068|,DTXSID2021608|,DTXSID8044624|,1,1,0,0,1,1,1,1,1,1,1.17851869836386,0.406,7.38746849490205,5.02405361873924,1.65014084641241,0.08,0.0343057500000017,1875.976341,0.555902777777778,-140.732397843751
DTXSID2047438,NaN,1,1,0.734228465055967,0.673401289166587,111-13-7|,589-38-8|,591-78-6|,693-54-9|,108-10-1|,ZPVFWPFBNIEHGJ-UHFFFAOYSA-N,PFCHFHIRKBAQGU-UHFFFAOYSA-N,QQZOPKMRPOGIEB-UHFFFAOYSA-N,ZAJNGDIORYACQU-UHFFFAOYSA-N,NTIZESTWPVYFNL-UHFFFAOYSA-N,DTXSID4021927|,DTXSID2021608|,DTXSID0022068|,DTXSID9022104|,DTXSID5021889|,1,0,0,1,1,1,1,1,1,1,1.24448401632959,0.403,7.1742615884395,4.89965065797243,1.56756737205514,0.179,-0.00321798347107332,913.529616,0.48125,-72.6097787520659
DTXSID20890440,NaN,0,0,0.119774369197687,0.559887184598843,2611-82-7|,NOCAS_859915|,6683-19-8|,123251-96-7|,81-77-6|,JZGWEIPJUAIDHM-UHFFFAOYSA-N,NKXPXRNUMARIMZ-UHFFFAOYSA-N,BGYHLZZASRKEJE-UHFFFAOYSA-N,PEIQLVWMYVLUAU-UHFFFAOYSA-N,UHOKSCJSTAHBSO-UHFFFAOYSA-N,DTXSID9021213|,DTXSID60859915|,DTXSID1027633|,|,DTXSID2026280|,0,0,0,0,0,0,0,0,0,0,0.85579678765311,6.399,13.1080245597405,5.08061757748358,1.4579488079706,6.523,-0.476841548469785,19601.2769228672,1.70083532982147,-389.98994101679
DTXSID4024012,1,0,1,0.673533746801962,0.836766873400981,106-37-6|,102-47-6|,120-82-1|,87-61-6|,95-94-3|,SWJPEBQEEAHIGZ-UHFFFAOYSA-N,YZIFVWOCPGPNHB-UHFFFAOYSA-N,PBKONEOXTCPAFI-UHFFFAOYSA-N,RELMFMZEBKVZJC-UHFFFAOYSA-N,JHBKHLUZVFWLAG-UHFFFAOYSA-N,DTXSID4024012|,DTXSID9059252|,DTXSID0021965|,DTXSID8026193|,DTXSID7024320|,0,0,0,0,0,0,0,0,0,0,0.49407162327122,0.062,9.75053763740279,3.78061886357062,0.466115200179454,1.272,-5.03069808033274e-17,2292.087296,0.398559670781893,-350.936128166666
DTXSID2021868,2,1,1,0.794481612749094,0.742732309187074,106-42-3|,108-38-3|,95-47-6|,108-88-3|,108-67-8|,URLKBWYHVLBVBO-UHFFFAOYSA-N,IVSZLXZYQVIEFR-UHFFFAOYSA-N,CTQNGGLPUBDAKN-UHFFFAOYSA-N,YXFVVABEGXRONW-UHFFFAOYSA-N,AUHZEENZYGFFBQ-UHFFFAOYSA-N,DTXSID2021868|,DTXSID6026298|,DTXSID3021807|,DTXSID7021360|,DTXSID6026797|,1,1,1,1,0,1,1,0,1,0,1.0625,0.112,7.66489563175386,3.81652190009382,1.0625,0.672,1.51267887105178e-15,544.894898,0.406597222222222,98.6463777037039
DTXSID8024814,1,0,1,0.757887699341446,0.878943849670723,106-43-4|,95-49-8|,1073-67-2|,2039-85-2|,108-90-7|,NPDACUSDTOMAMK-UHFFFAOYSA-N,IBSQPLPBRSHTTG-UHFFFAOYSA-N,KTZVZZJJVJQZHV-UHFFFAOYSA-N,BOVQCIDBZXNFEJ-UHFFFAOYSA-N,MVPPADPHJFYWMZ-UHFFFAOYSA-N,DTXSID8024814|,DTXSID8023977|,DTXSID4061464|,DTXSID8073130|,DTXSID4020298|,0,0,0,0,0,0,0,0,0,0,0.540764470584514,0.112,8.36161791143848,3.80173560663475,0.761352001835865,0.799,2.08166817117217e-16,794.934839,0.405054012345679,168.724658493333
DTXSID7021869,2,1,1,0.865719713482189,0.932859856741094,106-44-5|,108-39-4|,95-48-7|,100-51-6|,123-07-9|,IWDCLRJOBJJRNH-UHFFFAOYSA-N,RLSSMJSEOOYNOY-UHFFFAOYSA-N,QWVGKYWNOKOFNN-UHFFFAOYSA-N,WVDDGKGOMKODPV-UHFFFAOYSA-N,HXDOZKJGKXYMEW-UHFFFAOYSA-N,DTXSID7021869|,DTXSID6024200|,DTXSID8021808|,DTXSID5020152|,DTXSID4021977|,1,1,1,1,1,1,1,1,1,1,0.939216004680639,0.423,7.56653664146012,4.07324020566011,0.948933073504203,0.837,-0.121444999999999,548.341966,0.694305555555556,54.5141030625002
DTXSID60403376,NaN,0,1,0.383452137383312,0.691726068691656,91-96-3|,7417-99-4|,14233-37-5|,81335-37-7|,43051-46-3|,CRRLDLPBQWRVGN-UHFFFAOYSA-N,XECQDYXJWMHGBI-UHFFFAOYSA-N,BLFZMXOCPASACY-UHFFFAOYSA-N,CABMTIJINOIHOD-UHFFFAOYSA-N,OYTLLQHYKCEMGB-UHFFFAOYSA-N,DTXSID5059034|,DTXSID1064665|,DTXSID2041250|,DTXSID3024152|,DTXSID5068449|,0,0,0,0,0,0,0,0,0,0,0.834010559805865,1.807,9.91664593299653,4.69530391861376,1.18829580942267,2.832,0.0698798099489709,7577.068125,0.68215836797682,256.665030875002
DTXSID1020431,1,0,1,0.706712983767471,0.853356491883735,106-46-7|,541-73-1|,95-50-1|,108-90-7|,108-86-1|,OCJBOOLMMGQPQU-UHFFFAOYSA-N,ZPQOPVIELGIULI-UHFFFAOYSA-N,RFFLAFLAYFXFSW-UHFFFAOYSA-N,MVPPADPHJFYWMZ-UHFFFAOYSA-N,QARVLSVVCXYDNA-UHFFFAOYSA-N,DTXSID1020431|,DTXSID6022056|,DTXSID6020430|,DTXSID4020298|,DTXSID5024637|,0,0,0,0,0,0,0,0,0,0,0.458531599769297,0.062,8.44905282484649,3.78592145743187,0.548374203289152,0.926,-3.67761376907083e-16,1044.97478,0.402310528120713,-0.342248166666663
DTXSID9020295,1,0,1,0.794429151437757,0.897214575718879,106-47-8|,108-42-9|,95-51-2|,95-69-2|,7149-75-9|,QSNSCYSYFYORTR-UHFFFAOYSA-N,PNPCRKVUWYDDST-UHFFFAOYSA-N,AKCRQHGQIJBRMN-UHFFFAOYSA-N,CXNVOWPRHWWCQR-UHFFFAOYSA-N,HIHCTGNZNHSZPP-UHFFFAOYSA-N,DTXSID9020295|,DTXSID0024761|,DTXSID2021810|,DTXSID1041508|,DTXSID5073377|,0,0,0,0,0,0,0,0,0,0,0.549565001798151,0.388,8.34070191938234,3.87156814247703,0.581097217619761,1.066,-0.154176,796.686427,0.526119684499314,62.2452986785716
DTXSID1021871,1,0,1,0.815294484267976,0.907647242133988,106-48-9|,108-43-0|,95-57-8|,1570-64-5|,5306-98-9|,WXNZTHHGJRFXKQ-UHFFFAOYSA-N,HORNXRXVQWOLPJ-UHFFFAOYSA-N,ISPYQTSUDJAMAB-UHFFFAOYSA-N,RHPUJHQBPORFGV-UHFFFAOYSA-N,KKFPXGXMSBBNJI-UHFFFAOYSA-N,DTXSID1021871|,DTXSID4024800|,DTXSID5021544|,DTXSID5022510|,DTXSID50201126|,0,0,0,0,0,0,0,0,0,0,0.528859624878489,0.373,8.26334659627625,4.08625538443717,0.610402268905658,0.964,-0.200388615384615,798.381907,0.693619684499314,-8.17469985798812
DTXSID6021872,2,1,1,0.815629477346781,0.689568902121536,106-49-0|,108-44-1|,95-53-4|,62-53-3|,108-69-0|,RZXMPPFPUUCRFN-UHFFFAOYSA-N,JJYPMNFTHPTTDI-UHFFFAOYSA-N,RNVCVTLRINQCPJ-UHFFFAOYSA-N,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,MKARNSWMMBGSHX-UHFFFAOYSA-N,DTXSID6021872|,DTXSID1026792|,DTXSID1026164|,DTXSID8020090|,DTXSID8026309|,1,0,1,1,0,0,1,0,1,0,1.03698200601281,0.438,7.64383595515414,3.8767254778943,0.91974842249099,0.939,-0.0885458823529392,546.646486,0.526805555555556,67.8130274532875
DTXSID9021138,1,0,1,0.825977814720248,0.75848041017265,106-50-3|,108-45-2|,95-54-5|,95-80-7|,4318-76-7|,CBCKQZAAMUWICA-UHFFFAOYSA-N,WZCQRUWWHSTZEM-UHFFFAOYSA-N,GEYOCULIXLDCMW-UHFFFAOYSA-N,VOZKAJLKRJDJLL-UHFFFAOYSA-N,MIROPXUFDXCYLG-UHFFFAOYSA-N,DTXSID9021138|,DTXSID4021137|,DTXSID3025881|,DTXSID4020402|,DTXSID20195765|,0,0,0,0,1,0,0,0,0,0,1.02317062714548,0.714,7.51880850308888,3.9265114288407,0.737119760121036,1.206,-0.238335999999998,548.398074,0.540694444444444,21.4639860000003
DTXSID9059339,NaN,1,1,0.518650474768452,0.604816740196752,1852-16-0|,105-16-8|,110-97-4|,123-42-2|,625-69-4|,UTSYWKJYFPPRAP-UHFFFAOYSA-N,SJIXRGNQPBQWMK-UHFFFAOYSA-N,LVTYICIALWPMFW-UHFFFAOYSA-N,SWXVUIWOUIDPGS-UHFFFAOYSA-N,GTCCGKPBSJZVRZ-UHFFFAOYSA-N,DTXSID9027443|,DTXSID4026713|,DTXSID8020179|,DTXSID6024917|,DTXSID9032878|,1,1,1,1,1,1,1,0,1,1,1.1613380829506,1.05,7.50907712007393,4.49971964948022,1.57555736203873,0.514,-0.0843375238095221,717.58069,0.555,-108.038928938775
DTXSID8051544,NaN,0,1,0.526195792134853,0.763097896067426,111-18-2|,100-74-3|,280-57-9|,10315-98-7|,3033-62-3|,TXXWBTOATXBWDR-UHFFFAOYSA-N,HVCNXQOWACZAFN-UHFFFAOYSA-N,IMNIMPAHZVJRPE-UHFFFAOYSA-N,QKVSMSABRNCNRS-UHFFFAOYSA-N,GTEXIOINCJRBIO-UHFFFAOYSA-N,DTXSID5033701|,DTXSID5025312|,DTXSID0022016|,DTXSID30145675|,DTXSID5027512|,0,0,0,0,0,0,0,0,0,0,1.20731481055786,1.374,7.59431606274261,3.66659098939784,1.79749603301215,0.48,0.10263272727273,707.988666,0.380555555555556,-49.89061968595
DTXSID4020327,NaN,1,1,0.556010346306596,0.778005173153298,64-19-7|,127-09-3|,79-09-4|,75-12-7|,116-09-6|,QTBSBXVTEAMEQO-UHFFFAOYSA-N,QTBSBXVTEAMEQO-UHFFFAOYSA-N,XBDQKXXYIPTUBI-UHFFFAOYSA-N,ZHNUHDYFZUAESO-UHFFFAOYSA-N,XLSMFKSTNGKWQX-UHFFFAOYSA-N,DTXSID5024394|,DTXSID2027044|,DTXSID8025961|,DTXSID8025337|,DTXSID8051590|,1,1,1,1,1,1,1,1,1,1,0.87595705444259,0.402,4.42162940896254,4.69966271939786,1.62135933896286,0.152,-0.298532,3.048192,0.929166666666667,158.2330225
DTXSID5035618,NaN,1,1,0.346809939749843,0.518896472687448,144-62-7|,79-14-1|,141-82-2|,298-12-4|,123-77-3|,MUBZPKHOEPUJKR-UHFFFAOYSA-N,AEMRFAOFKBGASW-UHFFFAOYSA-N,OFOBLEOULBTSOW-UHFFFAOYSA-N,HHLFWLYXYJOTON-UHFFFAOYSA-N,XOZUGNYVDXMRKW-UHFFFAOYSA-N,DTXSID0025816|,DTXSID0025363|,DTXSID7021659|,DTXSID5021594|,DTXSID0024553|,1,1,1,1,0,1,1,1,1,1,0.910447490588069,0.401,3.58170110870006,5.10251106766447,1.57216662906576,0.125,-1.17304711111111,1.016064,1.04027777777778,64.9350198888889
DTXSID0027355,NaN,0,1,0.345365288427832,0.672682644213916,75-00-3|,74-87-3|,109-69-3|,107-30-2|,75-09-2|,HRYZWHHZPQKTII-UHFFFAOYSA-N,NEHMKBQYUWJMIP-UHFFFAOYSA-N,VFWCMGCRMGJXDK-UHFFFAOYSA-N,XJUZRXYOEPSWMB-UHFFFAOYSA-N,YMWUJEATGCHHMB-UHFFFAOYSA-N,DTXSID1020302|,DTXSID0021541|,DTXSID8020206|,DTXSID6020307|,DTXSID0020868|,0,0,0,1,0,0,0,0,1,0,0.443125221203557,0.064,5.63932682584813,3.03986810047868,1.12443116117607,0.063,-0.54732489,9.144576,0.126268861454047,-374.46719025
DTXSID1021873,NaN,1,1,0.719263670723114,0.859631835361557,97-88-1|,3050-69-9|,141-32-2|,2499-95-8|,80-62-6|,SOGAXMICEFXMKE-UHFFFAOYSA-N,LZWYWAIOTBEZFN-UHFFFAOYSA-N,CQEYYJKEWSMYFG-UHFFFAOYSA-N,LNMQRPPRQDGUDR-UHFFFAOYSA-N,VVQNEPGJFQJSBK-UHFFFAOYSA-N,DTXSID4024696|,DTXSID60184572|,DTXSID6024676|,DTXSID5022194|,DTXSID2020844|,1,1,1,1,1,1,1,1,1,1,0.998072496097113,0.462,7.23125802622806,4.46636120667616,1.57592502825731,0.192,0.00138129705215499,1032.510073,0.624097222222222,103.137548362812
DTXSID7061433,NaN,1,1,0.324966597917167,0.50797480177111,513-85-9|,57-55-6|,5332-73-0|,110-98-5|,625-69-4|,OWBTYPJTUOEWEK-UHFFFAOYSA-N,DNIAPMSPPWPWGF-UHFFFAOYSA-N,FAXDZWQIWUSWJH-UHFFFAOYSA-N,AZUXKVXMJOIAOF-UHFFFAOYSA-N,GTCCGKPBSJZVRZ-UHFFFAOYSA-N,DTXSID8041321|,DTXSID0021206|,DTXSID7027596|,DTXSID7026863|,DTXSID9032878|,1,1,0,0,1,1,1,0,1,1,1.18241024393612,0.375,5.79906433218525,3.7921565811699,1.69831264446735,-0.003,-0.774452444444444,36.578304,0.517901234567901,-591.659214555556
DTXSID4057928,NaN,0,1,0.458256441161048,0.535415277219128,15972-60-8|,606-28-0|,50-06-6|,5234-68-4|,3733-79-7|,XCSGPAVHZFQHGE-UHFFFAOYSA-N,NQSMEZJWJJVYOI-UHFFFAOYSA-N,DDBREPKUVSBGFI-UHFFFAOYSA-N,GYSSRZJIHXQEHQ-UHFFFAOYSA-N,OITCDHHARKRUDP-UHFFFAOYSA-N,DTXSID1022265|,DTXSID2060549|,DTXSID5021122|,DTXSID0023951|,|,0,0,0,1,0,0,1,0,0,0,0.722091219356901,1.052,11.8166477381911,4.65964268103205,1.17262005533506,1.212,0.0169661904761915,5969.20948100001,0.639044942050894,-108.903924625282
DTXSID60598337,NaN,1,1,0.552753478873561,0.621868242249307,99-66-1|,88-09-5|,5435-64-3|,25415-84-3|,688-84-6|,NIJJYAXOARWZEE-UHFFFAOYSA-N,OXQGTIUCKGYOAA-UHFFFAOYSA-N,WTPYRCJDOZVZON-UHFFFAOYSA-N,LFEQNZNCKDNGRM-UHFFFAOYSA-N,WDQMWEYDKDCEHT-UHFFFAOYSA-N,DTXSID6023733|,DTXSID2041418|,DTXSID6047107|,|,DTXSID3027293|,1,1,0,1,1,1,1,1,1,1,1.22040826904527,0.449,8.87742006818958,5.05572353434956,1.52178037803764,0.131,-0.105526249999998,1713.36691199999,0.725818688586546,134.648149406249
