MoleculeID,LogD55_pred,LogD55_predRange,LogD74_pred,LogD74_predRange,AD_LogD,AD_index_LogD,Conf_index_LogD,LogD_CAS_neighbor_1,LogD_CAS_neighbor_2,LogD_CAS_neighbor_3,LogD_CAS_neighbor_4,LogD_CAS_neighbor_5,LogD_InChiKey_neighbor_1,LogD_InChiKey_neighbor_2,LogD_InChiKey_neighbor_3,LogD_InChiKey_neighbor_4,LogD_InChiKey_neighbor_5,LogD_DTXSID_neighbor_1,LogD_DTXSID_neighbor_2,LogD_DTXSID_neighbor_3,LogD_DTXSID_neighbor_4,LogD_DTXSID_neighbor_5
DTXSID90884497,-1.15,[-4.82:2.52],0.69,[-2.98:4.36],1,0.35,0.393,85563-48-0,75535-16-9,37947-49-2,54060-92-3,73019-09-7,UENRCAFKOCYSLM-UHFFFAOYSA-N,ROVFEQPPDLBNAV-UHFFFAOYSA-N,AFPWQCSOLPRVRQ-UHFFFAOYSA-N,VRAOBFWNUBUCRN-UHFFFAOYSA-N,DMAKVGLLTBTPRM-UHFFFAOYSA-N,DTXSID5074682,DTXSID9072816,DTXSID20958953,DTXSID20879816,DTXSID30888358
DTXSID70147451,0.93,[-4.3:6.16],0.93,[-6.2:8.06],1,0.625,0.763,102-32-9,552-63-6,4383-07-7,303-38-8,90-01-7,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,JACRWUWPXAESPB-UHFFFAOYSA-N,ZUVDVLYXIZFDRM-UHFFFAOYSA-N,GLDQAMYCGOIJDV-UHFFFAOYSA-N,CQRYARSYNCAZFO-UHFFFAOYSA-N,DTXSID9074430,DTXSID90862179,DTXSID70292778,DTXSID70858712,DTXSID9045843
DTXSID2021866,4.17,[4.14:4.2],4.17,[4.14:4.2],0,0.5,0.4665,105-99-7,141-04-8,2155-60-4,106-79-6,65646-25-5,XTJFFFGAUHQWII-UHFFFAOYSA-N,RDOFJDLLWVCMRU-UHFFFAOYSA-N,OGVXYCDTRMDYOG-UHFFFAOYSA-N,ALOUNLDAKADEEB-UHFFFAOYSA-N,AGEFUZCBLJQXIA-UHFFFAOYSA-N,DTXSID2021866,DTXSID9036690,DTXSID5062213,DTXSID1026740,DTXSID20325045
DTXSID6044359,5.79,[5.72:5.86],5.79,[5.72:5.86],0,0.5,0.4285,106-02-5,63286-42-0|28645-51-4,109-29-5,102985-93-3,762-16-3,FKUPPRZPSYCDRS-UHFFFAOYSA-N,QILMAYXCYBTEDM-UHFFFAOYSA-N,LOKPJYNMYCVCRM-UHFFFAOYSA-N,YRDQAIWXWUHXPQ-UHFFFAOYSA-N,SRSFOMHQIATOFV-UHFFFAOYSA-N,DTXSID6044359,DTXSID201021122|DTXSID3051965,DTXSID4047622,DTXSID20893618,DTXSID0061086
DTXSID4024729,1.17,[-0.69:3.03],-0.29,[-4.04:3.46],1,0.675,0.518,10605-21-7,1622-57-7,39860-12-3,26661-13-2,39938-79-9,TWFZGCMQGLPBSX-UHFFFAOYSA-N,XDFZKQJLNGNJAN-UHFFFAOYSA-N,VJDQEQWPZTVEIN-UHFFFAOYSA-N,ALGLTUIZNDYXHD-UHFFFAOYSA-N,MZCIMHCGCFGWJS-UHFFFAOYSA-N,DTXSID4024729,DTXSID10167330,DTXSID80192912,DTXSID00309282,DTXSID50192989
DTXSID8026725,5.3,[0.25:10.35],3.65,[-3.3:10.6],1,0.753,0.7845,106-14-9,5856-32-6,25354-97-6,57-10-3,120-95-6,ULQISTXYYBZJSJ-UHFFFAOYSA-N,PAZZVPKITDJCPV-UHFFFAOYSA-N,JMOLZNNXZPAGBH-UHFFFAOYSA-N,IPCSVZSSVZVIGE-UHFFFAOYSA-N,WMVJWKURWRGJCI-UHFFFAOYSA-N,DTXSID8026725,DTXSID701036328,DTXSID7044893,DTXSID2021602,DTXSID9026974
DTXSID10861720,4.14,[3.1:5.18],5.16,[4.12:6.2],1,0.4785,0.4905,NOCAS_878542,111-57-9,359-83-1,109-29-5,NOCAS_867060,KBTVUXWBRNQXPI-UHFFFAOYSA-N,OTGQIQQTPXJQRG-UHFFFAOYSA-N,VOKSWYLNZZRQPF-UHFFFAOYSA-N,LOKPJYNMYCVCRM-UHFFFAOYSA-N,SUWYPNNPLSRNPS-UHFFFAOYSA-N,DTXSID80878542,DTXSID9042178,DTXSID7023433,DTXSID4047622,DTXSID10867060
DTXSID4047337,3.75,[0.98:6.52],3.15,[-1.52:7.82],1,0.322,0.361,7065-11-4,NOCAS_868521,147536-97-8,89226-50-6,144701-48-4,MZIASTQGAMKPBY-UHFFFAOYSA-N,VWXFUOAKGNJSBI-UHFFFAOYSA-N,GJPICJJJRGTNOD-UHFFFAOYSA-N,PIRWHBVBBBZNKG-UHFFFAOYSA-N,RMMXLENWKUUMAY-UHFFFAOYSA-N,DTXSID80414540,DTXSID00868521,DTXSID7046627,DTXSID2043745,DTXSID8023636
DTXSID30860412,4.3,[2.06:6.54],4.3,[0.16:8.44],1,0.7135,0.571,106185-75-5,106155-02-6,72089-08-8,33885-52-8,23089-26-1|72691-24-8,KHQDWCKZXLWDNM-UHFFFAOYSA-N,MTVBNJVZZAQKRV-UHFFFAOYSA-N,CYVGAJHMMVDTDZ-UHFFFAOYSA-N,GVSTVIASYRSHQM-UHFFFAOYSA-N,RGZSQWQPBWRIAQ-UHFFFAOYSA-N,DTXSID30860412,DTXSID601019410,DTXSID60888048,DTXSID5051490,DTXSID4042094|DTXSID80859437
DTXSID7025053,1.47,[1.41:1.53],3.37,[3.31:3.43],1,0.808,0.783,106-20-7,101-07-5,629-82-3,629-59-4,34451-26-8,SAIKULLUBZKPDA-UHFFFAOYSA-N,FMFWSIARXFCACS-UHFFFAOYSA-N,NKJOXAZJBOMXID-UHFFFAOYSA-N,BGHCVCJVXZWKCC-UHFFFAOYSA-N,GTPHVVCYEWPQFE-UHFFFAOYSA-N,DTXSID7025053,DTXSID60905880,DTXSID20862324,DTXSID1027267,DTXSID20379947
DTXSID5044360,3.99,[-0.87:8.85],3.99,[-2.77:10.75],1,0.756,0.7405,106-21-8,10042-59-8,81782-77-6,3452-97-9,112-30-1,PRNCMAKCNVRZFX-UHFFFAOYSA-N,YLQLIQIAXYRMDL-UHFFFAOYSA-N,WSTQLNQRVZNEDV-UHFFFAOYSA-N,BODRLKRKPXBDBN-UHFFFAOYSA-N,MWKFXSUHUHTGQN-UHFFFAOYSA-N,DTXSID5044360,DTXSID9029302,DTXSID8052560,DTXSID7029661,DTXSID7021946
DTXSID3026726,3.9,[-0.82:8.62],3.9,[-2.72:10.52],1,0.7705,0.665,106-22-9,143-08-8,2430-22-0,108-83-8,81782-77-6,QMVPMAAFGQKVCJ-UHFFFAOYSA-N,ZWRUINPWMLAQRD-UHFFFAOYSA-N,QDTDKYHPHANITQ-UHFFFAOYSA-N,PTTPXKJBFFKCEK-UHFFFAOYSA-N,WSTQLNQRVZNEDV-UHFFFAOYSA-N,DTXSID3026726,DTXSID6022008,DTXSID2058675,DTXSID4025080,DTXSID8052560
DTXSID3041790,3.83,[3.77:3.89],3.83,[3.77:3.89],0,0.499,0.4585,2385-77-5,502-56-7,21722-83-8,4819-67-4,821-55-6,NEHNMFOYXAPHSD-UHFFFAOYSA-N,WSGCRAOTEDLMFQ-UHFFFAOYSA-N,NOTFZGFABLVTIG-UHFFFAOYSA-N,VNWOJVJCRAHBJJ-UHFFFAOYSA-N,VKCYHJWLYTUGCC-UHFFFAOYSA-N,DTXSID6044482,DTXSID7022045,DTXSID3047188,DTXSID1044566,DTXSID2022125
DTXSID8026727,3.56,[0.56:6.56],3.56,[-1.34:8.46],1,0.769,0.602,106-24-1|106-25-2,123-05-7,14352-61-5,2385-77-5,7605-52-9,GLZPCOQZEFWAFX-UHFFFAOYSA-N,LGYNIFWIKSEESD-UHFFFAOYSA-N,IMXBRVLCKXGWSS-UHFFFAOYSA-N,NEHNMFOYXAPHSD-UHFFFAOYSA-N,AWZWUAFNPBYDLB-UHFFFAOYSA-N,DTXSID8026727|DTXSID3026728,DTXSID9025291,DTXSID60162451,DTXSID6044482,DTXSID4074649
DTXSID0073031,6.48,[6.42:6.54],6.5,[6.44:6.56],1,0.7755,0.6965,106246-33-7,13680-35-8,19900-69-7,25973-55-1,NOCAS_878672,VIOMIGLBMQVNLY-UHFFFAOYSA-N,NWIVYGKSHSJHEF-UHFFFAOYSA-N,KZTROCYBPMKGAW-UHFFFAOYSA-N,ZMWRRFHBXARRRT-UHFFFAOYSA-N,KFWOFEAJMVOORX-UHFFFAOYSA-N,DTXSID0073031,DTXSID4048191,DTXSID9066544,DTXSID2027886,DTXSID70878672
DTXSID3026728,3.56,[0.56:6.56],3.56,[-1.34:8.46],1,0.769,0.602,106-24-1|106-25-2,123-05-7,14352-61-5,2385-77-5,7605-52-9,GLZPCOQZEFWAFX-UHFFFAOYSA-N,LGYNIFWIKSEESD-UHFFFAOYSA-N,IMXBRVLCKXGWSS-UHFFFAOYSA-N,NEHNMFOYXAPHSD-UHFFFAOYSA-N,AWZWUAFNPBYDLB-UHFFFAOYSA-N,DTXSID8026727|DTXSID3026728,DTXSID9025291,DTXSID60162451,DTXSID6044482,DTXSID4074649
DTXSID60881216,3.1,[3.07:3.13],3.1,[3.07:3.13],0,0.499,0.474,5392-40-5|141-27-5,25564-22-1,101-43-9,102322-83-8,1447712-18-6,WTEVQBCEXWBHNA-UHFFFAOYSA-N,ILHZVKAXFCDFMT-UHFFFAOYSA-N,OIWOHHBRDFKZNC-UHFFFAOYSA-N,ARJWAURHQDJJAC-UHFFFAOYSA-N,PGOHXVFJIXDZAH-UHFFFAOYSA-N,DTXSID6024836|DTXSID20881217,DTXSID6029331,DTXSID7051507,DTXSID401017670,DTXSID501035962
DTXSID3042059,3.99,[3.93:3.99],3.99,[3.93:3.99],0,0.5,0.4445,106-27-4,112-06-1,111-11-5,816-19-3,105-68-0,PQLMXFQTAMDXIZ-UHFFFAOYSA-N,ZCZSIDMEHXZRLG-UHFFFAOYSA-N,JGHZJRVDZXSNKQ-UHFFFAOYSA-N,KICUISADAVMYCJ-UHFFFAOYSA-N,XAOGXQMKWQFZEM-UHFFFAOYSA-N,DTXSID3042059,DTXSID9047124,DTXSID2026864,DTXSID9052559,DTXSID5047613
DTXSID1040112,3.66,[3.15:4.17],3.66,[3.15:4.17],0,0.4135,0.3815,112-06-1,106-27-4,111-11-5,2173-56-0,142-92-7,ZCZSIDMEHXZRLG-UHFFFAOYSA-N,PQLMXFQTAMDXIZ-UHFFFAOYSA-N,JGHZJRVDZXSNKQ-UHFFFAOYSA-N,FGPPDYNPZTUNIU-UHFFFAOYSA-N,AOGQPLXWSUTHQB-UHFFFAOYSA-N,DTXSID9047124,DTXSID3042059,DTXSID2026864,DTXSID8042218,DTXSID6022006
DTXSID8051542,4.47,[4.43:4.51],4.47,[4.43:4.51],0,0.5,0.481,106-32-1,2173-56-0,1731-84-6,2349-07-7,105-85-1,YYZUSRORWSJGET-UHFFFAOYSA-N,FGPPDYNPZTUNIU-UHFFFAOYSA-N,IJXHLVMUNBOGRR-UHFFFAOYSA-N,CYHBDKTZDLSRMY-UHFFFAOYSA-N,DZNVIZQPWLDQHI-UHFFFAOYSA-N,DTXSID8051542,DTXSID8042218,DTXSID8061921,DTXSID2047519,DTXSID1044772
DTXSID2047438,2.2,[1.98:2.51],2.2,[1.98:2.51],0,0.435,0.4085,123-19-3,110-43-0,111-71-7,110-93-0,622-45-7,HCFAJYNVAYBARA-UHFFFAOYSA-N,CATSNJVOTSVZJV-UHFFFAOYSA-N,FXHGMKSSBGDXIY-UHFFFAOYSA-N,UHEPJGULSIKKTP-UHFFFAOYSA-N,YYLLIJHXUHJATK-UHFFFAOYSA-N,DTXSID6047650,DTXSID5021916,DTXSID0021597,DTXSID5021629,DTXSID6052299
DTXSID20890440,-4.67,[-6.76:-2.58],-4.67,[-8.66:-0.68],0,0.2265,0.4,1918149-24-2,156653-67-7,85665-95-8,321679-52-1,72987-16-7,KHHIBSCKFNVQFD-UHFFFAOYSA-O,YJWGYMVLIMHCEK-UHFFFAOYSA-N,DRHGKNHXXFTFDQ-UHFFFAOYSA-N,WBKXKDGAPWKMSV-UHFFFAOYSA-N,FZSOAGPZIJPGQP-UHFFFAOYSA-N,DTXSID601335686,DTXSID00893237,DTXSID1041554,DTXSID301023840,DTXSID80904875
DTXSID4024012,3.79,[3.77:3.81],3.79,[3.77:3.81],0,0.5,0.49,106-37-6,108-36-1,108-70-3,106-39-8,108-37-2,SWJPEBQEEAHIGZ-UHFFFAOYSA-N,JSRLURSZEMLAFO-UHFFFAOYSA-N,XKEFYDZQGKAQCN-UHFFFAOYSA-N,NHDODQWIKUYWMW-UHFFFAOYSA-N,JRGGUPZKKTVKOV-UHFFFAOYSA-N,DTXSID4024012,DTXSID7051555,DTXSID8026195,DTXSID4059338,DTXSID6059360
DTXSID2021868,3.15,[3.14:3.16],3.15,[3.14:3.16],0,0.5,0.492,106-42-3,108-38-3,95-47-6,402-45-9,98-17-9,URLKBWYHVLBVBO-UHFFFAOYSA-N,IVSZLXZYQVIEFR-UHFFFAOYSA-N,CTQNGGLPUBDAKN-UHFFFAOYSA-N,BAYGVMXZJBFEMB-UHFFFAOYSA-N,UGEJOEBBMPOJMT-UHFFFAOYSA-N,DTXSID2021868,DTXSID6026298,DTXSID3021807,DTXSID2075392,DTXSID7052658
DTXSID8024814,3.33,[3.31:3.35],3.33,[3.31:3.35],0,0.5,0.478,106-43-4,108-41-8,106-38-7,591-17-3,625-98-9,NPDACUSDTOMAMK-UHFFFAOYSA-N,OSOUNOBYRMOXQQ-UHFFFAOYSA-N,ZBTMRBYMKUEVEU-UHFFFAOYSA-N,WJIFKOVZNJTSGO-UHFFFAOYSA-N,VZHJIJZEOCBKRA-UHFFFAOYSA-N,DTXSID8024814,DTXSID4052841,DTXSID7024661,DTXSID3024659,DTXSID70870717
DTXSID7021869,1.94,[-3.51:7.39],1.94,[-5.41:9.29],1,1,0.9325,106-44-5,108-39-4,95-48-7,118-90-1,103-82-2,IWDCLRJOBJJRNH-UHFFFAOYSA-N,RLSSMJSEOOYNOY-UHFFFAOYSA-N,QWVGKYWNOKOFNN-UHFFFAOYSA-N,ZWLPBLYKEWSWPD-UHFFFAOYSA-N,WLJVXDMOQOGPHL-UHFFFAOYSA-N,DTXSID7021869,DTXSID6024200,DTXSID8021808,DTXSID6026161,DTXSID2021656
DTXSID60403376,-0.55,[-0.59:-0.51],1.32,[1.28:1.36],1,0.639,0.685,106461-41-0,486460-32-6,57808-66-9,19794-93-5,NOCAS_878314,FFAQILVGBAELHN-UHFFFAOYSA-N,MFFMDFFZMYYVKS-UHFFFAOYSA-N,FGXWKSZFVQUSTL-UHFFFAOYSA-N,PHLBKPHSAVXXEF-UHFFFAOYSA-N,UKFIKEJFCLKXIO-UHFFFAOYSA-N,DTXSID60403376,DTXSID70197572,DTXSID1045116,DTXSID5045043,DTXSID70878314
DTXSID1020431,3.44,[3.42:3.46],3.44,[3.42:3.46],0,0.5,0.496,106-46-7,541-73-1,106-39-8,108-37-2,460-00-4,OCJBOOLMMGQPQU-UHFFFAOYSA-N,ZPQOPVIELGIULI-UHFFFAOYSA-N,NHDODQWIKUYWMW-UHFFFAOYSA-N,JRGGUPZKKTVKOV-UHFFFAOYSA-N,AITNMTXHTIIIBB-UHFFFAOYSA-N,DTXSID1020431,DTXSID6022056,DTXSID4059338,DTXSID6059360,DTXSID4027153
DTXSID9020295,1.82,[1.8:1.84],1.83,[1.81:1.85],1,1,0.954,106-47-8,108-42-9,591-19-5,106-40-1,95-69-2,QSNSCYSYFYORTR-UHFFFAOYSA-N,PNPCRKVUWYDDST-UHFFFAOYSA-N,DHYHYLGCQVVLOQ-UHFFFAOYSA-N,WDFQBORIUYODSI-UHFFFAOYSA-N,CXNVOWPRHWWCQR-UHFFFAOYSA-N,DTXSID9020295,DTXSID0024761,DTXSID4060448,DTXSID7021867,DTXSID1041508
DTXSID1021871,2.39,[-3.01:7.79],2.38,[-4.92:9.68],1,1,0.9635,106-48-9,108-43-0,74-11-3,118-91-2,535-80-8,WXNZTHHGJRFXKQ-UHFFFAOYSA-N,HORNXRXVQWOLPJ-UHFFFAOYSA-N,XRHGYUZYPHTUJZ-UHFFFAOYSA-N,IKCLCGXPQILATA-UHFFFAOYSA-N,LULAYUGMBFYYEX-UHFFFAOYSA-N,DTXSID1021871,DTXSID4024800,DTXSID9024772,DTXSID4024771,DTXSID9024770
DTXSID6021872,1.28,[1.26:1.3],1.39,[1.37:1.41],1,1,0.961,106-49-0,108-44-1,95-53-4,589-16-2,95-78-3,RZXMPPFPUUCRFN-UHFFFAOYSA-N,JJYPMNFTHPTTDI-UHFFFAOYSA-N,RNVCVTLRINQCPJ-UHFFFAOYSA-N,HRXZRAXKKNUKRF-UHFFFAOYSA-N,VOWZNBNDMFLQGM-UHFFFAOYSA-N,DTXSID6021872,DTXSID1026792,DTXSID1026164,DTXSID0022066,DTXSID3026306
DTXSID9021138,-0.54,[-0.57:-0.51],-0.3,[-0.33:-0.27],1,1,0.8695,106-50-3,108-45-2,95-54-5,496-72-0,123-30-8,CBCKQZAAMUWICA-UHFFFAOYSA-N,WZCQRUWWHSTZEM-UHFFFAOYSA-N,GEYOCULIXLDCMW-UHFFFAOYSA-N,DGRGLKZMKWPMOH-UHFFFAOYSA-N,PLIKAWJENQZMHA-UHFFFAOYSA-N,DTXSID9021138,DTXSID4021137,DTXSID3025881,DTXSID9024930,DTXSID3024499
DTXSID9059339,-3.28,[-3.38:-3.18],-1.38,[-1.48:-1.28],1,0.8535,0.84,106-52-5,3040-44-6,102-79-4,25333-42-0,111-75-1,BAUWRHPMUVYFOD-UHFFFAOYSA-N,KZTWONRVIPPDKH-UHFFFAOYSA-N,GVNHOISKXMSMPX-UHFFFAOYSA-N,IVLICPVPXWEGCA-UHFFFAOYSA-N,LJDSTRZHPWMDPG-UHFFFAOYSA-N,DTXSID9059339,DTXSID4062808,DTXSID1044354,DTXSID50179977,DTXSID9059410
DTXSID8051544,-3.29,[-3.32:-3.26],-1.43,[-1.46:-1.4],1,0.884,0.8225,106-58-1,110-95-2,110-18-9,142-25-6,3033-62-3,RXYPXQSKLGGKOL-UHFFFAOYSA-N,DMQSHEKGGUOYJS-UHFFFAOYSA-N,KWYHDKDOAIKMQN-UHFFFAOYSA-N,HVOYZOQVDYHUPF-UHFFFAOYSA-N,GTEXIOINCJRBIO-UHFFFAOYSA-N,DTXSID8051544,DTXSID9047469,DTXSID5026122,DTXSID8059714,DTXSID5027512
DTXSID4020327,-3.5,[-7.03:0.03],-5.39,[-10.82:0.04],1,0.7325,0.628,13095-67-5,64-19-7,156-54-7,79-09-4,141-82-2,OFOBLEOULBTSOW-UHFFFAOYSA-N,QTBSBXVTEAMEQO-UHFFFAOYSA-N,FERIUCNNQQJTOY-UHFFFAOYSA-N,XBDQKXXYIPTUBI-UHFFFAOYSA-N,OFOBLEOULBTSOW-UHFFFAOYSA-N,DTXSID101335550,DTXSID5024394,DTXSID3037672,DTXSID8025961,DTXSID7021659
DTXSID5035618,-4.89,[-6.22:-3.56],-6.79,[-8.06:-5.52],1,0.376,0.255,1111-78-0,134620-00-1,74-82-8,917-61-3,590-28-3,KXDHJXZQYSOELW-UHFFFAOYSA-N,BVKZGUZCCUSVTD-UHFFFAOYSA-N,VNWKTOKETHGBQD-UHFFFAOYSA-N,XLJMAIOERFSOGZ-UHFFFAOYSA-N,XLJMAIOERFSOGZ-UHFFFAOYSA-N,DTXSID9027360,DTXSID5074896,DTXSID8025545,DTXSID2061274,DTXSID2047692
DTXSID0027355,1.88,[0.83:2.83],1.88,[0.83:2.83],0,0.154,0.21,534-25-8,1746-25-4,98-13-5,56-23-5,124-48-1,LZENMJMJWQSSNJ-UHFFFAOYSA-N,HIDCNJIBRZBEPN-UHFFFAOYSA-N,ORVMIVQULIKXCP-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,GATVIKZLVQHOMN-UHFFFAOYSA-N,DTXSID7037052,DTXSID70169855,DTXSID5026621,DTXSID8020250,DTXSID1020300
DTXSID1021873,2.22,[2.2:2.24],2.22,[2.2:2.24],0,0.5,0.471,106-63-8,141-32-2,4655-34-9,1191-16-8,638-49-3,CFVWNXQPGQOHRJ-UHFFFAOYSA-N,CQEYYJKEWSMYFG-UHFFFAOYSA-N,BOQSSGDQNWEFSX-UHFFFAOYSA-N,XXIKYCPRDXIMQM-UHFFFAOYSA-N,DIQMPQMYFZXDAX-UHFFFAOYSA-N,DTXSID1021873,DTXSID6024676,DTXSID6022218,DTXSID9047128,DTXSID2047698
DTXSID7061433,1.74,[0.13:3.35],1.71,[-1.8:5.22],0,0.4735,0.4075,993-07-7,67-66-3,3620-08-4,75-76-3,3620-10-8,PQDJYEQOELDLCP-UHFFFAOYSA-N,HEDRZPFGACZZDS-UHFFFAOYSA-N,HKJJSYSMGYOWKY-UHFFFAOYSA-N,CZDYPVPMEAXLPK-UHFFFAOYSA-N,ZEZBRKJABRQMJE-UHFFFAOYSA-N,DTXSID60870822,DTXSID1020306,DTXSID60878722,DTXSID9026423,DTXSID20878723
DTXSID4057928,2.97,[2.71:3.23],3.33,[3.07:3.59],1,0.663,0.7675,51218-45-2|87392-12-9,15972-60-8,15299-99-7,NOCAS_875094,144106-15-0,WVQBLGZPHOPPFO-UHFFFAOYSA-N,XCSGPAVHZFQHGE-UHFFFAOYSA-N,WXZVAROIGSFCFJ-UHFFFAOYSA-N,JZDKLNWDSBELCH-UHFFFAOYSA-N,FNEOWXWRFNXODX-UHFFFAOYSA-N,DTXSID4022448|DTXSID6032431,DTXSID1022265,DTXSID5024211,DTXSID60875094,DTXSID30875182
DTXSID60598337,0.25,[-3.83:4.33],-0.9,[-6.88:5.08],1,0.6675,0.643,93918-10-6,2650-30-8,82597-69-1,1984-06-1,59354-78-8,OILUAKBAMVLXGF-UHFFFAOYSA-N,OILUAKBAMVLXGF-UHFFFAOYSA-N,SPVZAYWHHVLPBN-UHFFFAOYSA-N,WWZKQHOCKIZLMA-UHFFFAOYSA-N,AAOISIQFPPAFQO-UHFFFAOYSA-N,DTXSID40888728,DTXSID80949367,DTXSID701335841,DTXSID3027451,DTXSID50208099
DTXSID0047616,2.42,[2.39:2.45],2.42,[2.39:2.45],0,0.5,0.483,106-70-7,105-66-8,590-01-2,7452-79-1,628-63-7,NUKZAGXMHTUAFE-UHFFFAOYSA-N,HUAZGNHGCJGYNP-UHFFFAOYSA-N,BTMVHUNTONAYDX-UHFFFAOYSA-N,HCRBXQFHJMCTLF-UHFFFAOYSA-N,PGMYKACGEOXYJE-UHFFFAOYSA-N,DTXSID0047616,DTXSID6059318,DTXSID5027223,DTXSID3052488,DTXSID1027263
DTXSID6042494,2.81,[2.4:3.1],2.81,[2.4:3.1],0,0.2255,0.324,2530-85-0,2550-02-9,5089-70-3,76-14-2,163802-53-7,XDLMVUHYZWKMMD-UHFFFAOYSA-N,NBXZNTLFQLUFES-UHFFFAOYSA-N,KSCAZPYHLGGNPZ-UHFFFAOYSA-N,DDMOUSALMHHKOS-UHFFFAOYSA-N,BEEJHAQLEWGNOO-UHFFFAOYSA-N,DTXSID3029237,DTXSID60862984,DTXSID5029267,DTXSID8026434,DTXSID30889042
DTXSID8044753,2.97,[2.1:3.56],2.97,[2.1:3.56],0,0.386,0.305,123-05-7,14352-61-5,124-13-0,24199-46-0,106-24-1|106-25-2,LGYNIFWIKSEESD-UHFFFAOYSA-N,IMXBRVLCKXGWSS-UHFFFAOYSA-N,NUJGJRNETVAIRJ-UHFFFAOYSA-N,SAXWRVSDVXCTEL-UHFFFAOYSA-N,GLZPCOQZEFWAFX-UHFFFAOYSA-N,DTXSID9025291,DTXSID60162451,DTXSID3021643,DTXSID4066967,DTXSID8026727|DTXSID3026728
DTXSID5027356,1.29,[-0.02:2.6],1.29,[-0.02:2.6],0,0.206,0.203,38495-30-6,34455-00-0,101347-42-6,103-34-4,2530-85-0,ALODGFKBCVQWER-UHFFFAOYSA-N,XYQNMGJZDSSVRP-UHFFFAOYSA-N,BBFASPYOKUYXNA-UHFFFAOYSA-N,HLBZWYXLQJQBKU-UHFFFAOYSA-N,XDLMVUHYZWKMMD-UHFFFAOYSA-N,DTXSID50191816,DTXSID50188029,DTXSID80876164,DTXSID8026698,DTXSID3029237
DTXSID1026740,3.38,[3.36:3.4],3.38,[3.36:3.4],0,0.5,0.477,106-79-6,2155-60-4,133-08-4,1985-51-9,6938-94-9,ALOUNLDAKADEEB-UHFFFAOYSA-N,OGVXYCDTRMDYOG-UHFFFAOYSA-N,RPNFNBGRHCUORR-UHFFFAOYSA-N,ULQMPOIOSDXIGC-UHFFFAOYSA-N,ZDQWESQEGGJUCH-UHFFFAOYSA-N,DTXSID1026740,DTXSID5062213,DTXSID90157895,DTXSID5044867,DTXSID5027641
DTXSID1044512,5.7,[5.64:5.76],5.7,[5.64:5.76],0,0.5,0.449,1068-27-5,141773-73-1,13653-62-8,3006-86-8,15667-10-4,ODBCKCWTWALFKM-UHFFFAOYSA-N,LSTSBZKIQFOPHA-UHFFFAOYSA-N,IVOIHMSMNONJSR-UHFFFAOYSA-N,HSLFISVKRDQEBY-UHFFFAOYSA-N,IMYCVFRTNVMHAD-UHFFFAOYSA-N,DTXSID1044512,DTXSID7051341,DTXSID4065571,DTXSID4044907,DTXSID6065921
DTXSID8047391,3.48,[2.65:4.31],1.98,[-0.75:4.71],1,0.3815,0.265,102151-10-0,113024-34-3,75199-13-2,NOCAS_875307,52372-39-1,QJXVVBUURFUXIH-UHFFFAOYSA-N,AXIKUXRRPZHEBE-UHFFFAOYSA-N,UHAHXWOOCJGWCD-UHFFFAOYSA-N,WBCHVXHFBNTWNS-UHFFFAOYSA-N,FXFIDVQMNRVEGQ-UHFFFAOYSA-N,DTXSID40875431,DTXSID80877959,DTXSID90888213,DTXSID10875307,DTXSID3068750
DTXSID1020566,0.45,[0.45:0.48],0.45,[0.45:0.48],0,0.5,0.4475,106-89-8,542-88-1,110-87-2,598-09-4,74-87-3,BRLQWZUYTZBJKN-UHFFFAOYSA-N,HRQGCQVOJVTVLU-UHFFFAOYSA-N,BUDQDWGNQVEFAC-UHFFFAOYSA-N,VVHFXJOCUKBZFS-UHFFFAOYSA-N,NEHMKBQYUWJMIP-UHFFFAOYSA-N,DTXSID1020566,DTXSID8020173,DTXSID6041426,DTXSID50870659,DTXSID0021541
DTXSID0025361,0.96,[0.94:0.98],0.96,[0.94:0.98],0,0.5,0.493,106-91-2,2399-48-6,105-39-5,617-35-6,80-62-6,VOZRXNHHFUQHIL-UHFFFAOYSA-N,YNXCGLKMOXLBOD-UHFFFAOYSA-N,VEUUMBGHMNQHGO-UHFFFAOYSA-N,XXRCUYVCPSWGCC-UHFFFAOYSA-N,VVQNEPGJFQJSBK-UHFFFAOYSA-N,DTXSID0025361,DTXSID8044884,DTXSID4026715,DTXSID2060674,DTXSID2020844
DTXSID3020415,1.96,[1.96:2],1.96,[1.96:2],0,0.5,0.428,106-93-4,96-12-8,110-81-6,13116-53-5,75-03-6,PAAZPARNPHGIKF-UHFFFAOYSA-N,WBEJYOJJBDISQU-UHFFFAOYSA-N,CETBSQOFQKLHHZ-UHFFFAOYSA-N,UDPHJTAYHSSOQB-UHFFFAOYSA-N,HVTICUPFWKNHNG-UHFFFAOYSA-N,DTXSID3020415,DTXSID3020413,DTXSID3051464,DTXSID5051656,DTXSID9058783
