MoleculeID,LogVP_exp,LogVP_pred,VP_predRange,AD_VP,AD_index_VP,Conf_index_VP,LogVP_CAS_neighbor_1,LogVP_CAS_neighbor_2,LogVP_CAS_neighbor_3,LogVP_CAS_neighbor_4,LogVP_CAS_neighbor_5,LogVP_InChiKey_neighbor_1,LogVP_InChiKey_neighbor_2,LogVP_InChiKey_neighbor_3,LogVP_InChiKey_neighbor_4,LogVP_InChiKey_neighbor_5,LogVP_DTXSID_neighbor_1,LogVP_DTXSID_neighbor_2,LogVP_DTXSID_neighbor_3,LogVP_DTXSID_neighbor_4,LogVP_DTXSID_neighbor_5,LogVP_Exp_neighbor_1,LogVP_Exp_neighbor_2,LogVP_Exp_neighbor_3,LogVP_Exp_neighbor_4,LogVP_Exp_neighbor_5,LogVP_pred_neighbor_1,LogVP_pred_neighbor_2,LogVP_pred_neighbor_3,LogVP_pred_neighbor_4,LogVP_pred_neighbor_5,MLFER_S,SHBd,TopoPSA,nHBDon_Lipinski,MLFER_L,MLFER_E,AATSC0v,nssO,MDEC_23,nHBAcc_Lipinski,piPC7,EE_Dt
DTXSID5020281,-2,-1.66,[-1.73:-1.59],1,1,0.827,100-00-5,121-73-3,88-73-3,99-99-0,98-95-3,CZGCEKJOLUNIFY-UHFFFAOYSA-N,KMAQZIILEGKYQZ-UHFFFAOYSA-N,BFCFYVKQTRLZHA-UHFFFAOYSA-N,ZPTVNYMJQHSSEA-UHFFFAOYSA-N,LQNUZADURLCDLV-UHFFFAOYSA-N,DTXSID5020281,DTXSID4021971,DTXSID0020280,DTXSID5023792,DTXSID3020964,-2,-1,-2,-2,-1,-1,-2,-1,-1,-1,0.9,0,43.14,0,4.765,1.072,42.6681020729422,0,5.65685424949238,3,3.84079549613978,41.385547609247
DTXSID8020961,-5,-5.48,[-5:-5.35],1,1,0.821,100-01-6,99-09-2,88-74-4,121-87-9,89-63-4,TYMLOMAKGOJONV-UHFFFAOYSA-N,XJCVRTZCHMZPBD-UHFFFAOYSA-N,DPJCXCZTLWNFOH-UHFFFAOYSA-N,LOCWBQIWHWIRGN-UHFFFAOYSA-N,PBGKNXWGYQPUJK-UHFFFAOYSA-N,DTXSID8020961,DTXSID6025725,DTXSID1025726,DTXSID4021973,DTXSID4030384,-5,-4,-3,-5,-3,-4,-4,-5,-4,-5,1.201,0.571306689342404,69.16,2,5.045,1.212,43.0695507976505,0,5.65685424949238,4,3.84079549613978,41.385547609247
DTXSID0021834,-4,-4,[-4:-3.8],1,1,0.76,100-02-7,611-07-4,88-75-5,700-38-9,4920-77-8,BTJIUGUIPKRLHP-UHFFFAOYSA-N,MZDBQSFPAMTTIS-UHFFFAOYSA-N,IQUPABOKLQSFBK-UHFFFAOYSA-N,NQXUSSVLFOBRSE-UHFFFAOYSA-N,QIORDSKCCHRSSD-UHFFFAOYSA-N,DTXSID0021834,DTXSID7060596,DTXSID1021790,DTXSID00220261,DTXSID90197716,-4,-1,-1,-2,-1,-2,-2,-2,-2,-2,1.065,0.718398526077098,63.37,1,4.768,1.11,41.2407307371774,0,5.65685424949238,4,3.84079549613978,41.385547609247
DTXSID3032622,-3,-2.86,[-2.99:-2.73],1,1,0.766,10004-44-1,818-61-1,868-77-9,1072-70-4,923-26-2,KGVPNLBXJKTABS-UHFFFAOYSA-N,OMIGHNLMNHATMP-UHFFFAOYSA-N,WOBHKFSMXKNTIM-UHFFFAOYSA-N,HBRXQSHUXIJOKV-UHFFFAOYSA-N,VHSHLMUCYSAUQU-UHFFFAOYSA-N,DTXSID3032622,DTXSID2022123,DTXSID7022128,DTXSID401030688,DTXSID1029629,-3,-1,-1,-2,-1,-1,-1,-1,-1,-1,0.909,0.759027777777778,38.33,1,3.605,0.605,43.1649828153753,1,2,3,0,22.4726680933367
DTXSID2044347,-2,-2.18,[-2:-2.08],1,1,0.963,100-06-1,586-37-8,123-11-5,103-26-4,103-36-6,NTPLXRHDUXRPNE-UHFFFAOYSA-N,BAYUSCHCCGXLAY-UHFFFAOYSA-N,ZRSNZINYAWTAHE-UHFFFAOYSA-N,CCRCUPLGCSFEDV-UHFFFAOYSA-N,KBEBGUQPQBELIU-UHFFFAOYSA-N,DTXSID2044347,DTXSID10207321,DTXSID2026997,DTXSID6042151,DTXSID9022520,-2,-1,-1,-1,-2,-2,-2,-1,-2,-2,1.185,0,26.3,0,5.375,0.825,51.1348946814828,1,7.06555105800289,2,4.40671924726425,47.6419660036705
DTXSID9059204,NaN,-1.38,[-2.4:-0.36],1,0.808,0.649,2905-69-3,100-06-1,586-37-8,24487-91-0,123-11-5,SPJQBGGHUDNAIC-UHFFFAOYSA-N,NTPLXRHDUXRPNE-UHFFFAOYSA-N,BAYUSCHCCGXLAY-UHFFFAOYSA-N,BXKZGIVKHPCDFO-UHFFFAOYSA-N,ZRSNZINYAWTAHE-UHFFFAOYSA-N,DTXSID7022201,DTXSID2044347,DTXSID10207321,DTXSID10885269,DTXSID2026997,0,-2,-1,-3,-1,-2,-2,-2,-1,-1,1.342,0,26.3,0,5.723,0.952,50.8254867046322,1,7.06555105800289,2,4.40671924726425,47.6419660036705
DTXSID4059205,-5,-5.31,[-5.82:-4.8],1,1,0.814,100-09-4,536-45-8,619-86-3,579-75-9,99-76-3,ZEYHEAKUIGZSGI-UHFFFAOYSA-N,ZEYHEAKUIGZSGI-UHFFFAOYSA-N,SHSGDXCJYVZFTP-UHFFFAOYSA-N,ILUJQPXNXACGAN-UHFFFAOYSA-N,LXCFILQKKLGQFO-UHFFFAOYSA-N,DTXSID4059205,DTXSID00201818,DTXSID2060709,DTXSID3060376,DTXSID4022529,-5,-6,-3,-5,-7,-6,-6,-6,-5,-5,1.095,0.766736111111111,46.53,1,5.357,0.798,47.7497420860493,1,7.06555105800289,3,4.40671924726425,47.6419660036704
DTXSID80889259,-2,-1.52,[-1.6:-1.44],1,1,0.977,1001354-72-8,15647-11-7,4048-33-3,96-20-8,694-83-7,AHZILZSKKSPIKM-UHFFFAOYSA-N,YFEAYNIMJBHJCM-UHFFFAOYSA-N,SUTWPJHCRAITLU-UHFFFAOYSA-N,JCBPETKZIGVZRE-UHFFFAOYSA-N,SSJXIUAHEKJCMH-UHFFFAOYSA-N,DTXSID80889259,DTXSID30864612,DTXSID9075242,DTXSID60859935,DTXSID0027301,-2,-1,-3,-0,-0,-2,-2,-2,-1,-1,0.452,0.852295918367347,46.25,3,5.109,0.393,45.4085274163314,0,3.94153988875342,2,0.693147180559945,28.5433741710966
DTXSID7030698,NaN,-2.45,[-5:0.83],0,0.095,0.168,24292-60-2,53784-84-2,16830-15-2,14306-25-3,17211-15-3,XJLXINKUBYWONI-UHFFFAOYSA-O,ONWAJCGYJSVQSX-UHFFFAOYSA-N,WYQVAPGDARQUBT-UHFFFAOYSA-N,IMQLKJBTEOYOSI-UHFFFAOYSA-N,IMQLKJBTEOYOSI-UHFFFAOYSA-N,DTXSID401044998,DTXSID201021110,DTXSID30937476,DTXSID50931734,DTXSID00938091,-5,-5,-5,-0,3,-3,-4,-8,3,3,6.325,4.96681655044789,474.9,18,31.444,4.79,42.4341679148126,12,24.7291619731468,30,5.93753620508243,709.782712893384
DTXSID2026652,-1,-0.61,[-0.71:-0.51],1,1,0.825,100-18-5,99-62-7,2050-24-0,577-55-9,3454-07-7,SPPWGCYEYAMHDT-UHFFFAOYSA-N,UNEATYXSUBPPKP-UHFFFAOYSA-N,HILAULICMJUOLK-UHFFFAOYSA-N,OKIRBHVFJGXOIS-UHFFFAOYSA-N,WHFHDVDXYKOSKI-UHFFFAOYSA-N,DTXSID2026652,DTXSID8026640,DTXSID0062133,DTXSID30860336,DTXSID70188081,-1,-0,0,-0,-0,-0,-0,-0,-0,0,0.451,0,0,0,5.436,0.642,54.0305792254134,0,8.59655945458833,0,4.48582342835553,53.1612944778831
DTXSID6026080,-5,-5.04,[-5.16:-5],1,1,0.822,100-21-0,88-99-3,635-51-8,17345-61-8,99-96-7,KKEYFWRCBNTPAC-UHFFFAOYSA-N,XNGIFLGASWRNHJ-UHFFFAOYSA-N,LVFFZQQWIZURIO-UHFFFAOYSA-N,NUWHYWYSMAPBHK-UHFFFAOYSA-N,FJKROLUGYXJWQN-UHFFFAOYSA-N,DTXSID6026080,DTXSID8021484,DTXSID60883518,DTXSID50169616,DTXSID3026647,-5,-6,-5,-9,-7,-6,-6,-6,-6,-6,1.291,1.54192247732426,74.6,2,6.098,0.896,42.9358261559648,0,8.59655945458833,4,5.02962059400734,53.1612944778831
DTXSID0021836,NaN,-3.63,[-4:-3.13],1,0.784,0.723,99-65-0,528-29-0,97-00-7,121-14-2,618-85-9,WDCYWAQPCXBPJA-UHFFFAOYSA-N,IZUKQUVSCNEFMJ-UHFFFAOYSA-N,VYZAHLCBVHPDDF-UHFFFAOYSA-N,RMBFBMJGBANMMK-UHFFFAOYSA-N,RUIFULUFLANOCI-UHFFFAOYSA-N,DTXSID9024065,DTXSID4024066,DTXSID6020278,DTXSID0020529,DTXSID40210803,-3,-4,-4,-4,-3,-4,-3,-4,-3,-4,0.957,0,86.28,0,4.938,1.218,33.8779032970893,0,5.65685424949238,6,5.02962059400734,53.1612944778831
DTXSID80883636,NaN,-0.17,[-0.86:0],1,0.766,0.691,112-36-7,111-96-6,764-99-8,78-39-7,627034-93-9,RRQYJINTUHWNHW-UHFFFAOYSA-N,SBZXBUIDTXKZTM-UHFFFAOYSA-N,SAMJGBVVQUEMGC-UHFFFAOYSA-N,NDQXKKFRNOPRDW-UHFFFAOYSA-N,UIVHLJQMLWRKJZ-UHFFFAOYSA-N,DTXSID3025047,DTXSID1024621,DTXSID6044985,DTXSID4058815,DTXSID801276723,-0,0,-2,0,-0,-1,1,-1,1,-1,0.682,0,27.69,0,4.347,0.082,44.294616801664,3,0,3,1.38629436111989,34.3428717531863
DTXSID30893604,NaN,-7.69,[-9.73:-5.65],1,0.417,0.417,23825-05-0,192704-54-4,23121-00-8,40690-89-9,36130-02-6,JZPSRZBVUXAFOV-UHFFFAOYSA-N,LTURYFVUSWITHJ-UHFFFAOYSA-N,JESYNYNAHCTBAR-UHFFFAOYSA-N,SCLYXZFZPIKFAH-UHFFFAOYSA-N,ASVQNGFDDHFBPT-UHFFFAOYSA-N,DTXSID801021075,DTXSID701036685,DTXSID50569718,DTXSID4068246,DTXSID401036250,-10,-7,-10,-6,-5,-8,-6,-8,-7,-6,2.792,0,100.85,0,14.496,2.031,46.157944887948,1,23.4338384502281,7,6.3185175618127,432.008855383176
DTXSID90143117,0,0.4,[0.32:0],1,1,0.826,1003-52-7,141573-96-8,4538-42-5,822-06-0,100-54-9,JZSLPQXOLZCAME-UHFFFAOYSA-N,MZGPCLIDFPCPTI-UHFFFAOYSA-N,DFPJRUKWEPYFJT-UHFFFAOYSA-N,RRAMGCGOFNQTLD-UHFFFAOYSA-N,GZPHSAQLYPIAIN-UHFFFAOYSA-N,DTXSID90143117,DTXSID70571737,DTXSID501031491,DTXSID4024143,DTXSID1026665,0,-1,-2,-2,-1,-1,-0,-2,-2,-0,1.188,0,49.82,0,4.072,0.585,42.0971286156758,0,2.37841423000544,3,2.78423933945976,28.0720032868305
DTXSID7057606,1,0.6,[0.53:0.67],1,1,0.974,100-36-7,104-78-9,109-55-7,121-05-1,111-26-2,UDGSVBYJWHOHNN-UHFFFAOYSA-N,QOHMWDJIBGVPIF-UHFFFAOYSA-N,IUNMPGNGSSIWFP-UHFFFAOYSA-N,CURJNMSGPBXOGK-UHFFFAOYSA-N,BMVXCPBXGZKUPN-UHFFFAOYSA-N,DTXSID7057606,DTXSID7059303,DTXSID5025102,DTXSID2059518,DTXSID3021930,1,0,1,-0,1,1,0,0,-0,2,0.523,0.451666666666667,29.26,2,4.011,0.345,43.6195375241179,0,0,2,0,18.7787684741643
DTXSID5021837,0,0.15,[0.07:0.23],1,1,0.826,100-37-8,3179-63-3,7005-47-2,108-16-7,4402-32-8,BFSVOASYOCHEOV-UHFFFAOYSA-N,PYSGFFTXMUWEOT-UHFFFAOYSA-N,XRIBIDPMFSLGFS-UHFFFAOYSA-N,NCXUNZWLEYGQAH-UHFFFAOYSA-N,BHUXAQIVYLDUQV-UHFFFAOYSA-N,DTXSID5021837,DTXSID5062895,DTXSID6044721,DTXSID5031210,DTXSID40883551,0,0,1,1,1,1,0,0,0,-1,0.63,0.672083333333333,23.47,1,3.768,0.35,44.1899860820078,0,0,2,0,18.7787684741643
DTXSID10143255,NaN,-4.77,[-6.71:-2.83],0,0.336,0.353,69-79-4,127961-54-0,6980-18-3,2079-00-7,13007-85-7,DKXNBNKWCZZMJT-UHFFFAOYSA-N,CZMRCDWAGMRECN-UHFFFAOYSA-N,PVTHJAPFENJVNC-UHFFFAOYSA-N,CXNPLSGKWMLZPZ-UHFFFAOYSA-N,KWMLJOLKUYYJFJ-UHFFFAOYSA-N,DTXSID1023233,DTXSID701019594,DTXSID1040374,DTXSID0058015,DTXSID50892018,-5,-5,-7,-1,-7,-5,-4,-5,-7,-4,3.342,4.22044767597122,205.21,8,12.408,1.49,41.5679501951003,1,9.02232163528006,11,3.43398720448515,112.304350541063
DTXSID3021437,1,1.19,[1.13:1],1,1,0.979,100-40-3,123-35-3,95-52-3,95-47-6,7216-56-0,BBDKZWKEPDTENS-UHFFFAOYSA-N,UAHWPYUMFXYFJY-UHFFFAOYSA-N,MMZYCBHLNZVROM-UHFFFAOYSA-N,CTQNGGLPUBDAKN-UHFFFAOYSA-N,GQVMHMFBVWSSPF-UHFFFAOYSA-N,DTXSID3021437,DTXSID6025692,DTXSID7021811,DTXSID3021807,DTXSID601032028,1,0,1,1,-0,1,1,1,1,0,0.378,0,0,0,3.727,0.496,54.0305792254134,0,3.96540645650019,0,2.19722457733622,31.311335179565
DTXSID3020596,1,0.98,[0.91:1],1,1,0.827,100-41-4,526-73-8,103-65-1,95-47-6,527-53-7,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,FYGHSUNMUKGBRK-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,CTQNGGLPUBDAKN-UHFFFAOYSA-N,BFIMMTCNYPIMRN-UHFFFAOYSA-N,DTXSID3020596,DTXSID8047769,DTXSID3042219,DTXSID3021807,DTXSID6026119,1,0,1,1,-0,0,0,0,1,0,0.553,0,0,0,3.919,0.664,55.5870156640056,0,3.96540645650019,0,2.78423933945976,31.311335179565
DTXSID20143261,-6,-5.68,[-5.78:-5.58],1,1,0.95,100418-33-5,4926-55-0,635-51-8,1207-75-6,23947-60-6,SCZQUWZLEIYDBD-UHFFFAOYSA-N,LFOUYKNCQNVIGI-UHFFFAOYSA-N,LVFFZQQWIZURIO-UHFFFAOYSA-N,DSUNWRHRAQZLNC-UHFFFAOYSA-N,BBXXLROWFHWFQY-UHFFFAOYSA-N,DTXSID20143261,DTXSID0063650,DTXSID60883518,DTXSID10152968,DTXSID6041927,-6,-6,-5,-10,-6,-6,-6,-6,-4,-6,1,1.11640396667926,75.4,2,7.232,1.339,46.0214053147645,0,6.94562918153628,5,4.72434114691932,72.1708272694529
DTXSID2021284,1,0.8,[0.74:0.86],1,1,0.828,100-42-5,98-83-9,98-82-8,103-65-1,672-65-1,PPBRXRYQALVLMV-UHFFFAOYSA-N,XYLMUPLGERFSHI-UHFFFAOYSA-N,RWGFKTVRMDUZSP-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,GTLWADFFABIGAE-UHFFFAOYSA-N,DTXSID2021284,DTXSID9025661,DTXSID1021827,DTXSID3042219,DTXSID20870747,1,0,1,1,-0,0,0,0,0,0,0.593,0,0,0,3.812,0.791,56.2818533598057,0,3.96540645650019,0,3.44601139745195,31.311335179565
DTXSID9029302,-2,-1.76,[-1.83:-1.69],1,1,0.994,10042-59-8,106-21-8|68680-98-8,70419-06-6,18479-57-7,1653-30-1,YLQLIQIAXYRMDL-UHFFFAOYSA-N,PRNCMAKCNVRZFX-UHFFFAOYSA-N,NGDNVOAEIVQRFH-UHFFFAOYSA-N,WRFXXJKURVTLSY-UHFFFAOYSA-N,XMUJIPOFTAHSOK-UHFFFAOYSA-N,DTXSID9029302,DTXSID5044360|DTXSID80880726,DTXSID30454911,DTXSID0044810,DTXSID2058673,-2,-2,-1,-1,-1,-2,-2,-1,-1,-1,0.41,0.542300170068027,20.23,1,5.386,0.19,47.4824218782601,0,4.02643525825734,1,1.38629436111989,36.0678955484994
DTXSID0051499,0,0.23,[0.23:0],1,1,1,100-43-6,100-69-6,140-76-1,103-83-3,100-52-7,KFDVPJUYSDEJTH-UHFFFAOYSA-N,KGIGUEBEKRSTEW-UHFFFAOYSA-N,VJOWMORERYNYON-UHFFFAOYSA-N,XXBDWLFCJWSEKW-UHFFFAOYSA-N,HUMNYLRZRPPJDN-UHFFFAOYSA-N,DTXSID0051499,DTXSID1026667,DTXSID2059699,DTXSID8021854,DTXSID8039241,0,0,0,0,0,0,0,0,-0,-0,0.766,0,12.89,0,3.917,0.769,52.9252196552435,0,3.78929141627599,1,3.44601139745195,31.311335179565
DTXSID0020153,0,0.09,[0:0.18],1,1,0.966,100-44-7,608-23-1,622-24-2,118-69-4,95-49-8,KCXMKQUNVWSEMD-UHFFFAOYSA-N,NVLHGZIXTRYOKT-UHFFFAOYSA-N,MNNZINNZIQVULG-UHFFFAOYSA-N,DMEDNTFWIHCBRK-UHFFFAOYSA-N,IBSQPLPBRSHTTG-UHFFFAOYSA-N,DTXSID0020153,DTXSID501031403,DTXSID3060748,DTXSID3040697,DTXSID8023977,0,-1,0,-1,1,-0,-0,-0,-0,-0,0.71,0,0,0,4.267,0.791,57.9948573010768,0,3.96540645650019,0,2.78423933945976,31.311335179565
DTXSID5021839,-0,-0.19,[-0.27:-0.11],1,1,0.826,100-46-9,87-59-2,87-62-7,64-04-0,618-36-0|3886-69-9|2627-86-3|,WGQKYBSKWIADBV-UHFFFAOYSA-N,VVAKEQGKZNKUSU-UHFFFAOYSA-N,UFFBMTHBGFGIHF-UHFFFAOYSA-N,BHHGXPLMPWCGHP-UHFFFAOYSA-N,RQEUFEKYXDPUSK-UHFFFAOYSA-N,DTXSID5021839,DTXSID3026304,DTXSID8026307,DTXSID5058773,DTXSID40862301|DTXSID80930735|DTXSID701014613|,-0,-1,-1,-1,-0,-1,-1,-1,-1,-1,0.803,0.489027777777778,26.02,2,4.379,0.853,52.8058454888639,0,3.96540645650019,1,2.78423933945976,31.311335179565
DTXSID7021491,-0,-0.12,[0:-0.12],1,1,0.987,100-47-0,100-52-7,98-88-4,98-86-2,122-78-1,JFDZBHWFFUWGJE-UHFFFAOYSA-N,HUMNYLRZRPPJDN-UHFFFAOYSA-N,PASDCCFISLVPSO-UHFFFAOYSA-N,KWOLFJPFCHCOCG-UHFFFAOYSA-N,DTUQWGWMVIHBKE-UHFFFAOYSA-N,DTXSID7021491,DTXSID8039241,DTXSID9026631,DTXSID6021828,DTXSID3021483,-0,0,-0,-0,-0,-0,-0,-1,-0,-0,1.052,0,23.79,0,4.163,0.808,50.6240207016447,0,3.96540645650019,1,3.84079549613978,31.311335179565
DTXSID9041528,NaN,-0.44,[-1.06:0],1,0.836,0.731,100-54-9,1121-60-4,103-71-9,1403893-61-7,533-75-5,GZPHSAQLYPIAIN-UHFFFAOYSA-N,CSDSSGBPEUDDEE-UHFFFAOYSA-N,DGTNSSLYPYDJGL-UHFFFAOYSA-N,OOPSUAVKHZVJLT-UHFFFAOYSA-N,WLNNIVYHVWXDMJ-UHFFFAOYSA-N,DTXSID1026665,DTXSID1061522,DTXSID5051521,DTXSID101287664,DTXSID8049416,-1,-0,0,0,-2,-0,-1,-0,-0,-1,1.225,0,36.68,0,4.268,0.786,45.1701820682994,0,3.78929141627599,2,3.84079549613978,31.311335179565
DTXSID1026661,NaN,0.13,[0.13:0],1,0.773,0.823,583-58-4,583-61-9,546-80-5,536-75-4,106-72-9,NURQLCJSMXZBPC-UHFFFAOYSA-N,HPYNZHMRTTWQTB-UHFFFAOYSA-N,USMNOWBWPHYOEA-UHFFFAOYSA-N,VJXRKZJMGVSXPX-UHFFFAOYSA-N,YGFGZTXGYTUXBA-UHFFFAOYSA-N,DTXSID1052244,DTXSID6060395,DTXSID3026148,DTXSID60873555,DTXSID8044753,0,0,-0,0,0,0,0,-1,0,-0,0.833,0,17.07,0,3.978,0.5,51.9584329139612,0,3.96540645650019,1,2.19722457733622,31.311335179565
DTXSID5020152,-1,-1.03,[-1:-1.03],1,1,0.98,100-51-6,526-75-0,576-26-1,60-12-8,95-48-7,WVDDGKGOMKODPV-UHFFFAOYSA-N,QWBBPBRQALCEIZ-UHFFFAOYSA-N,NXXYKOUNUYWIHA-UHFFFAOYSA-N,WRMNZCZEMHIOCP-UHFFFAOYSA-N,QWVGKYWNOKOFNN-UHFFFAOYSA-N,DTXSID5020152,DTXSID6025143,DTXSID9024063,DTXSID9026342,DTXSID8021808,-1,-1,-1,-1,-1,-1,-1,-2,-1,-0,0.875,0.692083333333333,20.23,1,4.125,0.829,52.7963045143969,0,3.96540645650019,1,2.78423933945976,31.311335179565
DTXSID8039241,0,0.1,[0.1:0],1,1,1,100-52-7,122-78-1,98-86-2,100-47-0,100-43-6,HUMNYLRZRPPJDN-UHFFFAOYSA-N,DTUQWGWMVIHBKE-UHFFFAOYSA-N,KWOLFJPFCHCOCG-UHFFFAOYSA-N,JFDZBHWFFUWGJE-UHFFFAOYSA-N,KFDVPJUYSDEJTH-UHFFFAOYSA-N,DTXSID8039241,DTXSID3021483,DTXSID6021828,DTXSID7021491,DTXSID0051499,0,-0,-0,-0,0,-0,-0,-0,-0,0,1.048,0,17.07,0,4.063,0.795,52.0264063635091,0,3.96540645650019,1,3.44601139745195,31.311335179565
DTXSID6026664,-0,-0.38,[-0.43:-0.33],1,1,0.988,100-53-8,137-06-4,6320-03-2,100-68-5,622-78-6,UENWRTRMUIOCKN-UHFFFAOYSA-N,LXUNZSDDXMPKLP-UHFFFAOYSA-N,PWOBDMNCYMQTCE-UHFFFAOYSA-N,HNKJADCVZUBCPG-UHFFFAOYSA-N,MDKCFLQDBWCQCV-UHFFFAOYSA-N,DTXSID6026664,DTXSID8047135,DTXSID2057788,DTXSID8059217,DTXSID0020155,-0,-0,-0,-0,-2,-0,-0,-0,-0,-1,1.271,0.265917352537723,38.8,0,4.152,1.233,60.7600590800266,0,3.96540645650019,0,2.78423933945976,31.311335179565
DTXSID1026665,-1,-0.53,[-0.6:-0.46],1,1,0.827,100-54-9,1121-60-4,103-71-9,1403893-61-7,533-75-5,GZPHSAQLYPIAIN-UHFFFAOYSA-N,CSDSSGBPEUDDEE-UHFFFAOYSA-N,DGTNSSLYPYDJGL-UHFFFAOYSA-N,OOPSUAVKHZVJLT-UHFFFAOYSA-N,WLNNIVYHVWXDMJ-UHFFFAOYSA-N,DTXSID1026665,DTXSID1061522,DTXSID5051521,DTXSID101287664,DTXSID8049416,-1,-0,0,0,-2,-0,-1,-0,-0,-1,1.225,0,36.68,0,4.268,0.786,45.1701820682994,0,3.4941355938579,2,3.84079549613978,31.311335179565
DTXSID9021841,-0,-0.35,[-0.44:-0.26],1,1,0.825,100-61-8,103-69-5,576-26-1,2416-94-6,768-52-5,AFBPFSWMIHJQDM-UHFFFAOYSA-N,OJGMBLNIHDZDGS-UHFFFAOYSA-N,NXXYKOUNUYWIHA-UHFFFAOYSA-N,QQOMQLYQAXGHSU-UHFFFAOYSA-N,FRCFWPVMFJMNDP-UHFFFAOYSA-N,DTXSID9021841,DTXSID1025271,DTXSID9024063,DTXSID6022187,DTXSID7025479,-0,-1,-1,-1,-2,-1,-1,-2,-1,-0,0.864,0.415694444444444,12.03,1,4.332,0.856,52.8058454888639,0,3.04182170946603,1,2.78423933945976,31.311335179565
DTXSID4021842,-2,-1.55,[-1.6:-1.5],1,1,0.828,100-64-1,7019-19-4,533-15-3,3040-44-6,111-14-8,VEZUQRBDRNJBJY-UHFFFAOYSA-N,OGCKUGCNRAHIPG-UHFFFAOYSA-N,OVMRRCXDBKEQIU-UHFFFAOYSA-N,KZTWONRVIPPDKH-UHFFFAOYSA-N,MNWFXJYAOYHMED-UHFFFAOYSA-N,DTXSID4021842,DTXSID90445941,DTXSID90862134,DTXSID4062808,DTXSID2021600,-2,-1,-1,-1,-2,-1,-2,-1,-2,-3,0.75,0.821388888888889,32.59,1,3.686,0.606,47.7501202295233,0,3.04182170946603,2,1.6094379124341,31.311335179565
DTXSID0034857,NaN,-8.19,[-8.29:-8.09],1,0.998,0.823,76578-14-8,71283-80-2,119446-68-3,175013-18-0,111812-58-9,OSUHJPCHFDQAIT-UHFFFAOYSA-N,PQKBPHSEKWERTG-UHFFFAOYSA-N,BQYJATMQXGBDHF-UHFFFAOYSA-N,HZRSNVGNWUDEFX-UHFFFAOYSA-N,YYJNOYZRYGDPNH-UHFFFAOYSA-N,DTXSID9023889,DTXSID2034598,DTXSID4032372,DTXSID7032638,DTXSID2032550,-8,-8,-10,-10,-7,-9,-8,-7,-8,-9,2.436,0,70.54,0,12.966,2.176,49.0069860078525,3,17.6330157247503,6,6.59982798130216,257.11268835314
DTXSID4041608,1,0.55,[0.45:0.65],1,1,0.824,100-66-3,103-73-1,538-86-3,766-51-8,104-93-8,RDOXTESZEPMUJZ-UHFFFAOYSA-N,DLRJIFUOBPOJNS-UHFFFAOYSA-N,GQKZBCPTCWJTAS-UHFFFAOYSA-N,QGRPVMLBTFGQDQ-UHFFFAOYSA-N,CHLICZRVGGXEOD-UHFFFAOYSA-N,DTXSID4041608,DTXSID7059278,DTXSID5060227,DTXSID1061104,DTXSID9026710,1,0,0,-1,-0,-0,0,-0,-2,-2,0.738,0,9.23,0,3.78,0.678,52.7963045143969,1,3.04182170946603,1,2.78423933945976,31.311335179565
DTXSID1026667,0,0.44,[0.4:0.48],1,1,0.984,100-69-6,100-43-6,121-69-7,100-71-0,140-76-1,KGIGUEBEKRSTEW-UHFFFAOYSA-N,KFDVPJUYSDEJTH-UHFFFAOYSA-N,JLTDJTHDQAWBAV-UHFFFAOYSA-N,NRGGMCIBEHEAIL-UHFFFAOYSA-N,VJOWMORERYNYON-UHFFFAOYSA-N,DTXSID1026667,DTXSID0051499,DTXSID2020507,DTXSID4021844,DTXSID2059699,0,0,-0,1,0,0,0,0,0,0,0.766,0,12.89,0,3.917,0.769,52.9252196552435,0,3.04182170946603,1,3.44601139745195,31.311335179565
DTXSID0037495,NaN,-5.34,[-6.74:-4],1,0.641,0.546,6190-65-4,30125-63-4,122-34-9,858956-08-8,2163-68-0,DFWFIQKMSFGDCQ-UHFFFAOYSA-N,LMKQNTMFZLAJDV-UHFFFAOYSA-N,ODCWYMIRDDJXKW-UHFFFAOYSA-N,KWAIHLIXESXTJL-UHFFFAOYSA-N,NFMIMWNQWAWNDW-UHFFFAOYSA-N,DTXSID5037494,DTXSID80184211,DTXSID4021268,DTXSID0074683,DTXSID6037807,-4,-6,-8,-7,-5,-6,-5,-6,-8,-6,2.222,1.09698727639204,76.72,3,7.796,1.94,44.8032744856544,0,0.944940787421155,5,3.59559846411071,49.3807350166826
DTXSID5025312,1,0.7,[0.67:0.73],1,1,0.98,100-74-3,109-02-4,141-32-2,3033-62-3,628-63-7,HVCNXQOWACZAFN-UHFFFAOYSA-N,SJRJJKPEHAURKC-UHFFFAOYSA-N,CQEYYJKEWSMYFG-UHFFFAOYSA-N,GTEXIOINCJRBIO-UHFFFAOYSA-N,PGMYKACGEOXYJE-UHFFFAOYSA-N,DTXSID5025312,DTXSID9029146,DTXSID6024676,DTXSID5027512,DTXSID1027263,1,1,1,-0,1,1,1,0,-1,0,0.71,0,12.47,0,3.705,0.377,46.0479546941498,1,0,2,1.09861228866811,31.311335179565
