MoleculeID,Clint_exp,Clint_pred,Clint_predRange,AD_Clint,AD_index_Clint,Conf_index_Clint,Clint_CAS_neighbor_1,Clint_CAS_neighbor_2,Clint_CAS_neighbor_3,Clint_CAS_neighbor_4,Clint_CAS_neighbor_5,Clint_InChiKey_neighbor_1,Clint_InChiKey_neighbor_2,Clint_InChiKey_neighbor_3,Clint_InChiKey_neighbor_4,Clint_InChiKey_neighbor_5,Clint_DTXSID_neighbor_1,Clint_DTXSID_neighbor_2,Clint_DTXSID_neighbor_3,Clint_DTXSID_neighbor_4,Clint_DTXSID_neighbor_5,Clint_Exp_neighbor_1,Clint_Exp_neighbor_2,Clint_Exp_neighbor_3,Clint_Exp_neighbor_4,Clint_Exp_neighbor_5,Clint_pred_neighbor_1,Clint_pred_neighbor_2,Clint_pred_neighbor_3,Clint_pred_neighbor_4,Clint_pred_neighbor_5,maxHBint2,minHBint2,SHBd,nN,BCUTp_1h,minHBa,MLFER_A,ndO,nBase,GATS5e,SRW4,MDEO_12,AATS1i,MLFER_BO,SpMax4_Bhm,maxHBint9,ETA_dBetaP,ATSC0p,ATS3p,XLogP,maxHssNH,minHBint10,khs_ssNH,nssNH,mindssS,nTG12Ring,ATS4i,SRW6,MPC5,khs_ddsN,SdCH2,nF6Ring,nHBint7
DTXSID5064542,NaN,18.69,[6.76:43.73],0,0.199,0.47,1361414-26-7,CHEMBL203059,CHEMBL205078,849217-68-1,94125-34-5,FEDMEJWMCJAMHE-UHFFFAOYSA-N,CBHOUOHFUVTLFG-UHFFFAOYSA-N,RWOFIHYHMILOTJ-UHFFFAOYSA-N,ONIQOQHATWINJY-UHFFFAOYSA-N,LTUNNEGNEKBSEH-UHFFFAOYSA-N,?,?,?,DTXSID10233968,DTXSID9034868,67.61,16.22,14.79,6.76,10.37,9.27,14.34,14.78,9.12,15.16,6.22790022266138,1.42980636531078,1.8857185198563,5,10.8119474109179,0.62136129183688,-0.31,2,0,1.26220357223947,5.6937321388027,0,146.75652273566,1.228,3.63441813794692,5.98726256883191,0.21324,11.755368614959,184.594271652245,6.082,0.541173248421141,0.333676218004039,1,3,0,0,17412.5372644668,7.23345541862144,126,0,0,0,2
DTXSID7031458,NaN,52.95,[22.86:83.04],1,0.344,0.572,2835-95-2,99-76-3,95-74-9,120-47-8,97-54-1,DBFYESDCPWWCHN-UHFFFAOYSA-N,LXCFILQKKLGQFO-UHFFFAOYSA-N,RQKFYFNZSHWXAW-UHFFFAOYSA-N,NUVBSKCKDOMJSU-UHFFFAOYSA-N,BJIOGJUNALELMI-UHFFFAOYSA-N,DTXSID9024489,DTXSID4022529,DTXSID0020286,DTXSID9022528,DTXSID7022413,16,107.5,65.3,57.24,71.78,22.58,122.14,16.16,65.78,28.18,0,0,1.07511054421769,1,9.22362313364397,3.07907407407407,0.719,0,0,1.22758295831835,4.48863636973214,0,146.499639370369,0.867,2.61489748104677,0,0.20455,4.65838151060255,58.961815929094,1.748,0,0,0,0,0,0,6265.0308767156,5.98393628068719,29,0,0,0,0
DTXSID7052446,NaN,47.94,[19.9:79.51],1,0.351,0.59,618-45-1,526-75-0,2467-02-9,585-34-2,2416-94-6,VLJSLTNSFSOYQR-UHFFFAOYSA-N,QWBBPBRQALCEIZ-UHFFFAOYSA-N,MQCPOLNSJCWPGT-UHFFFAOYSA-N,CYEKUDPFXBLGHH-UHFFFAOYSA-N,QQOMQLYQAXGHSU-UHFFFAOYSA-N,DTXSID0044571,DTXSID6025143,DTXSID4022446,DTXSID9044825,DTXSID6022187,19.9,40.7,83.5,40.2,106,60.88,35.27,48.58,41.04,39.32,0,0,1.13666666666667,0,8.8019622221244,9.29425925925926,0.927,0,0,1.12189981314317,4.46590811865458,0,145.627386615709,0.648,2.49214385070917,0,0.09091,5.33453031095948,65.637755736,1.888,0,0,0,0,0,0,8918.4515160192,6.00881318544259,20,0,0,0,0
DTXSID6044721,NaN,5.59,[0.85:18.41],1,0.244,0.432,7378-99-6,54-11-5,111-76-2,3600-87-1,533-74-4,UQKAOOAFEFCDGT-UHFFFAOYSA-N,SNICXCGAKADSCV-UHFFFAOYSA-N,POAOYUHQDCAZBD-UHFFFAOYSA-N,VFRCNXKYZVQYLX-UHFFFAOYSA-N,QAYICIQNSGETAS-UHFFFAOYSA-N,DTXSID2036299,DTXSID1020930,DTXSID1024097,?,DTXSID7024902,35.14,4.44,0.85,3,12.42,9.27,3.73,8.23,7,51.21,0,0,0.602638888888889,1,8.96725322697197,1.99305555555556,0.259,0,1,0.901356495534642,4.00733318523247,0,152.436423638716,1.077,2.33355279310305,0,-0.5625,4.35765966095131,59.344069199698,0.231,0,0,0,0,0,0,12675.3747258051,5.51745289646471,0,0,0,0,0
DTXSID40890043,NaN,5.64,[2.09:14.73],0,0.109,0.46,62893-19-0,193272-70-7,CHEMBL1917450,186392-65-4,127779-20-8,GCFBRXLSHGKWDP-UHFFFAOYSA-N,QUAJHCSLZMRTTM-UHFFFAOYSA-N,CNMKJYVZCCEGHW-UHFFFAOYSA-N,GVDRRZOORHCTAN-UHFFFAOYSA-N,QWAXKHKRTORLEM-UHFFFAOYSA-N,DTXSID2022759,?,?,DTXSID4047252,DTXSID6044012,3,15.49,3,2.09,25.7,12.29,14.9,4.44,3,17.97,5.839943000836,4.9530478821417,2.87141930417927,9,12.7991487882049,0.231539941090831,0.25,8,0,1.0235384510524,6.20050917404269,0,146.627228150853,5.922,4.6847566111279,7.78045469357119,0.2,26.2608290247186,295.195525667094,2.605,0.464851740622411,0,1,1,0,0,28840.2701758261,7.77863014732581,205,0,0,0,6
DTXSID5035799,NaN,4.53,[1.11:16.27],0,0.165,0.452,1596-84-5,116-25-6,16752-77-5,54-85-3,57966-95-7,NOQGZXFMHARMLW-UHFFFAOYSA-N,SIQZJFKTROUNPI-UHFFFAOYSA-N,UHXUZOCRWCRNSJ-UHFFFAOYSA-N,QRXWMOHMRWLFEY-UHFFFAOYSA-N,XERJKGMBORTKEO-UHFFFAOYSA-N,DTXSID9020370,DTXSID6035152,DTXSID1022267,DTXSID8020755,DTXSID6032358,2.29,13.1,2.05,1.11,32.8,2.5,9.43,2.08,6.15,23.75,8.22277378472222,1.78255144032922,2.22270833333333,1,6.1021325211588,2.2037037037037,0.779,1,1,1.06606328058428,3.61091791264422,0,161.126220649631,1.256,1.74095355884882,0,-0.39286,2.20388683611436,19.183663505094,-1.366,0.555902777777778,0,1,1,0,0,3152.19942974434,4.79579054559674,2,0,0,0,0
DTXSID20889995,NaN,11.92,[3:43.71],0,0.115,0.349,CHEMBL1669161,343565-99-1,CHEMBL1917450,918504-65-1,CHEMBL454616,NGMBEJKZRRVAGQ-UHFFFAOYSA-N,NDKKKHLTWRIFOZ-UHFFFAOYSA-N,CNMKJYVZCCEGHW-UHFFFAOYSA-N,GPXBXXGIAQBQNI-UHFFFAOYSA-N,DQFMRMLWLAESEZ-UHFFFAOYSA-N,?,?,?,DTXSID50238710,?,83.18,38.02,3,6.61,3,70.63,3.21,4.44,3.19,5.2,5.85727128618906,5.15262380972998,2.28230673783485,3,12.6304260725314,2.47379426485966,-0.027,7,0,1.1102533445848,5.82600010738045,0,144.322527949658,4.237,3.99877472979974,6.64316054989926,0.15789,20.0415258448184,219.749459679396,3.564,0.487488247602196,1.06650190180981,2,2,0,1,21745.7750103114,7.41878088275079,157,0,3.58657102703591,0,3
DTXSID80890002,NaN,5.1,[2.09:11.05],0,0.135,0.486,62893-19-0,193272-70-7,CHEMBL1917450,186392-65-4,126535-15-7,GCFBRXLSHGKWDP-UHFFFAOYSA-N,QUAJHCSLZMRTTM-UHFFFAOYSA-N,CNMKJYVZCCEGHW-UHFFFAOYSA-N,GVDRRZOORHCTAN-UHFFFAOYSA-N,IMEVJVISCHQJRM-UHFFFAOYSA-N,DTXSID2022759,?,?,DTXSID4047252,DTXSID2032502,3,15.49,3,2.09,14.47,12.29,14.9,4.44,3,4.35,5.93256765804046,5.04469176820923,2.45844913803617,9,12.7798078247083,0.281435331416331,0.25,6,0,1.05713614016926,6.06610809010375,0,147.78763102795,4.886,3.99074669249253,7.67254109133673,0.18367,23.2730293652285,263.270546035396,3.197,0.459033890635605,0,1,1,0,0,27621.814698841,7.63191651307125,170,0,0,0,6
DTXSID90890058,NaN,6.52,[3:15.12],0,0.076,0.472,59865-13-3,127779-20-8,62893-19-0,155213-67-5,CHEMBL2057372,PMATZTZNYRCHOR-UHFFFAOYSA-N,QWAXKHKRTORLEM-UHFFFAOYSA-N,GCFBRXLSHGKWDP-UHFFFAOYSA-N,NCDNCNXCDXHOMX-UHFFFAOYSA-N,YYHMQTWHCVOTAO-UHFFFAOYSA-N,DTXSID0020365,DTXSID6044012,DTXSID2022759,DTXSID1048627,?,5.06,25.7,3,8.57,3.39,14.23,17.97,12.29,14.6,4.61,6.26580035206454,5.27510568504248,3.86088593277783,12,11.9588167685255,2.55263759167206,-0.361,12,0,1.04858555354006,6.51767127291227,0,146.725888041087,6.622,4.71341045041714,0,0.225,35.6015911736014,404.574279276491,5.32,0.497117340614823,1.12306273439077,4,4,0,0,44294.3222902621,8.0471895621705,236,0,0,0,4
DTXSID7072048,NaN,11.72,[3:21.46],0,0.096,0.446,62893-19-0,127779-20-8,1056164-52-3,1169483-24-2,801312-28-7,GCFBRXLSHGKWDP-UHFFFAOYSA-N,QWAXKHKRTORLEM-UHFFFAOYSA-N,VGEXRDWWPSGZDH-UHFFFAOYSA-N,PFWVGKROPKKEDW-UHFFFAOYSA-N,JFHROPTYMMSOLG-UHFFFAOYSA-N,DTXSID2022759,DTXSID6044012,DTXSID70147214,DTXSID40151606,DTXSID30230090,3,25.7,25.12,6,20.05,12.29,17.97,5.39,6.77,8.17,5.88225778971772,4.73015174080762,2.9785269506381,8,12.3731324777934,2.69110721099058,0.702,9,0,1.03274741250114,6.42486902390539,0,144.273942249353,5.795,4.71490747988235,4.70680154699855,0.25725,31.6680086161357,389.045814282491,7.585,0.460488256056502,0,1,1,0,0,39432.43685734,7.99934295271328,262,0,0,0,4
DTXSID10867904,NaN,3.88,[0.38:10.53],0,0.126,0.371,81741-28-8,103-24-2,117-81-7,35958-30-6,103-23-1,JHGKOBHJYHCTER-UHFFFAOYSA-N,ZDWGXBPVPXVXMQ-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,DXCHWXWXYPEZKM-UHFFFAOYSA-N,SAOKZLXYCUGLFA-UHFFFAOYSA-N,DTXSID9034997,DTXSID3026697,DTXSID5020607,DTXSID4038899,DTXSID0020606,16.7,3.15,2.65,0.38,13.56,10.04,14.47,18.99,51.68,12.49,0,0,0,0,10.2377522220021,5.53119946589202,0.003,3,0,1.20310608178447,5.77144112313002,2.17695998048964,144.582443988115,1.166,3.535907447142,0,-0.32813,27.0098937364512,344.785871063637,17.707,0,0,0,0,0,0,54431.1382837301,7.12528309151071,78,0,0,0,0
DTXSID0027642,NaN,5.75,[3:11.34],1,0.265,0.523,CHEMBL1917443,111607-61-5,CHEMBL1778644,CHEMBL1583280,501027-49-2,KQHIXPPVIKOOLR-UHFFFAOYSA-N,KLLQGMBEHMCOOA-UHFFFAOYSA-N,MNOSYFBXUCZGCA-UHFFFAOYSA-N,JKORGSCWKYPVOR-UHFFFAOYSA-N,OMSPUVWUIHNYCS-UHFFFAOYSA-N,?,DTXSID60552651,?,?,DTXSID2047307,3,13.49,3,15.49,3.4,7.32,3.54,7.71,3.77,13.64,7.20692315179331,5.78669677035903,1.57006711414448,2,12.0034006662742,0.429361524753273,0.716,3,0,1.04010825712055,5.48479693349065,0,143.729846527348,1.466,3.49836780584361,0,0.21429,12.429015986074,153.754128402547,4.486,0,0.270811298254198,0,0,0,0,15303.9843965805,7.05012252026906,97,0,0,0,0
DTXSID90990466,NaN,2.75,[2.36:3],1,0.16,0.666,186392-65-4,CHEMBL1917450,26787-78-0,CHEMBL1917456,CHEMBL1917459,GVDRRZOORHCTAN-UHFFFAOYSA-N,CNMKJYVZCCEGHW-UHFFFAOYSA-N,LSQZJLSUYDQPKJ-UHFFFAOYSA-N,YYXNJDGFOGUERM-UHFFFAOYSA-N,CMGUAOOJGFBGME-UHFFFAOYSA-N,DTXSID4047252,?,DTXSID3037044,?,?,2.09,3,3,3,3,3,4.44,2.98,4.19,4.17,6.03288850994786,5.74885876387133,2.42762709607784,2,12.624261009878,5.65742963707707,1.138,4,0,1.04606460271896,5.54126354515843,0,144.906049793987,3.287,3.80209757187429,5.55069260326198,0.18103,14.7960587661557,160.882027624547,0.526,0,0,0,0,0,0,16430.7401598045,7.11720550316434,104,0,0,0,6
DTXSID10890075,NaN,13.88,[3:43.36],0,0.138,0.448,801312-28-7,CHEMBL1669161,625114-41-2,CHEMBL31815,CHEMBL2070947,JFHROPTYMMSOLG-UHFFFAOYSA-N,NGMBEJKZRRVAGQ-UHFFFAOYSA-N,XEANIURBPHCHMG-UHFFFAOYSA-N,AWQLTDUXGVCRBV-UHFFFAOYSA-N,MSHULPIKNRKAQH-UHFFFAOYSA-N,DTXSID30230090,?,DTXSID3048520,?,?,20.05,83.18,6.26,15.49,3,8.17,70.63,9.37,9.5,5.07,5.89582004295226,5.70231946088811,1.45323203893551,5,12.1316986399517,0.0997021860930649,-0.088,6,0,1.07990546715972,5.76519110278484,0,146.934245562972,3.333,4.0102663323212,0,0.05405,20.1295149428977,191.862268510849,2.298,0.491837663185332,0,1,1,0,0,18688.6741863373,7.32580750259577,112,0,3.62744217828342,0,0
DTXSID8029284,NaN,39.52,[18.7:72.91],1,0.269,0.527,2078-54-8,78-59-1,88-60-8,88-18-6,2409-55-4,OLBCVFGFOZPWHH-UHFFFAOYSA-N,HJOVHMDZYOCNQW-UHFFFAOYSA-N,XOUQAVYLRNOXDO-UHFFFAOYSA-N,WJQOZHYUIDYNHM-UHFFFAOYSA-N,IKEHOXWJQXIQAG-UHFFFAOYSA-N,DTXSID6023523,DTXSID8020759,DTXSID2026529,DTXSID2026525,DTXSID2020212,107,18.7,36,59.7,20.9,32.13,80.2,68.62,35.57,52.37,0,0,0,1,9.95751228545582,11.3020833333333,0.003,1,0,2.71156068883611,4.61512051684126,0,143.769756712537,0.774,2.67648701238581,0,-0.16667,6.10833056640074,102.251588994,1.187,0,0,0,0,0,0,17707.1233665909,6.18826412308259,21,0,0,0,0
DTXSID6020690,0,0,[0:1.72],1,1,0.778,70-30-4,79-95-8,87-86-5,2971-36-0,3380-34-5,ACGUYXCXAPNIKK-UHFFFAOYSA-N,KYPYTERUKNKOLP-UHFFFAOYSA-N,IZUPBVBPLAPZRR-UHFFFAOYSA-N,IUGDILGOLSSKNE-UHFFFAOYSA-N,XEFQLINVKFYRCS-UHFFFAOYSA-N,DTXSID6020690,DTXSID3021770,DTXSID7021106,DTXSID8022325,DTXSID5032498,0,18.7,8.76,136.5,27.8,36.54,18.71,0,136.42,27.78,0,0,0.71831497053554,0,11.8190537601997,0.694183080525306,1.459,0,0,0.989646349023938,5.17614973257383,0,140.742243245282,0.218,3.66946415932375,0,0.14286,8.28950121136941,134.68170392,6.697,0,0,0,0,0,0,9294.83928948882,6.74405918631135,64,0,0,0,4
DTXSID2028985,NaN,9.6,[3.21:36.54],1,0.22,0.415,3147-75-9,CHEMBL1829763,50679-08-8,2390-60-5,1268524-70-4,IYAZLDLPUNDVAG-UHFFFAOYSA-N,SLSMHOGJKAPYQU-UHFFFAOYSA-N,GUGOEEXESWIERI-UHFFFAOYSA-N,ALMMLSQBERCMRB-UHFFFAOYSA-O,DNVXATUJJDPFDM-UHFFFAOYSA-N,DTXSID9027522,?,DTXSID2023642,DTXSID5038888,DTXSID20155309,5.87,3.72,73.64,3.21,16.6,14.77,25.45,13.52,5.81,30.81,0,0,0.185263014928194,3,12.4363981495025,1.56462962962963,0.546,0,0,1.30634421605667,5.72031177660741,0,143.236320003916,1.054,3.697632744225,0,0.22059,14.992961101478,248.067690723339,10.203,0,0,0,0,0,0,29860.649440409,7.30451594646016,134,0,0,0,0
DTXSID1052450,NaN,11.61,[3:26.32],0,0.15,0.46,123122-55-4,223537-30-2,CHEMBL1934426,1169483-24-2,135062-02-1,ZTWZVMIYIIVABD-UHFFFAOYSA-N,CAYJBRBGZBCZKO-UHFFFAOYSA-N,RFWSNJBXMGANOQ-UHFFFAOYSA-N,PFWVGKROPKKEDW-UHFFFAOYSA-N,FAEKWTJYAYMJKF-UHFFFAOYSA-N,DTXSID6047286,?,?,DTXSID40151606,DTXSID3023552,9.9,40.74,3,6,29.51,9.3,10.18,4.42,6.77,9.89,5.82082687055365,5.82082687055365,1.43136223286838,2,11.0253229731045,2.40657405909633,1.036,4,0,1.44162118044098,6.00881318544259,1.79335983449394,146.125867121867,2.786,3.53741375278345,0,-0.2,24.6838351998818,376.015655460982,7.962,0.479104366241084,0,2,2,0,0,59205.6025856427,7.53849499941346,119,0,0,0,0
DTXSID9044829,NaN,177.09,[16.86:479.21],1,0.316,0.335,49562-28-9,1843-05-6,95737-68-1,79241-46-6|69806-50-4|,117428-22-5,YMTINGFKWWXKFG-UHFFFAOYSA-N,QUAMTGJKVDWJEQ-UHFFFAOYSA-N,NHDHVHZZCFYRSB-UHFFFAOYSA-N,VAIZTNZGPYBOGF-UHFFFAOYSA-N,IBSNKSODLGJUMQ-UHFFFAOYSA-N,DTXSID2029874,DTXSID9027441,DTXSID1032640,DTXSID0034855| DTXSID3034612,DTXSID9047542,563,807,16.86,306.6,57.1,49.38,38.42,32.21,185.17,195.68,0,0,0,0,9.73782697475628,5.05968104572622,0.003,2,0,0.76513682566692,5.22035582507832,0.288675134594813,141.694706198778,1.111,3.2820757081428,0,0.1087,10.871970375591,150.571660895396,5.391,0,0,0,0,0,0,19519.4023467843,6.73459165997295,52,0,0,0,0
DTXSID10883220,NaN,3.53,[1.11:7.47],0,0.145,0.461,1596-84-5,99459-47-9,54-85-3,97-61-0,154-42-7,NOQGZXFMHARMLW-UHFFFAOYSA-N,ZCDFRCAJGXZHBJ-UHFFFAOYSA-N,QRXWMOHMRWLFEY-UHFFFAOYSA-N,OVBFMEVBMNZIBR-UHFFFAOYSA-N,WYWHKKSPHMUBEB-UHFFFAOYSA-N,DTXSID9020370,DTXSID90363979,DTXSID8020755,DTXSID9021633,DTXSID6023652,2.29,9.77,1.11,10.2,2.36,2.5,2.68,6.15,3.13,33.02,7.90646455118313,6.58292534722222,2.04138888888889,2,7.59500576367569,4.64888888888889,0.976,2,1,0.647936953886372,4.04305126783455,0,162.677884214691,1.441,2.10275377143786,0,-0.25,2.81294849300753,31.836479821396,-4.435,0,0,0,0,0,0,5524.66683265069,5.39816270151775,4,0,0,0,0
DTXSID90867922,NaN,NaN,NA,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,2,13.6570913542869,NaN,0.003,1,0,1.04022052502303,5.85507192220243,0.577350269189626,134.000372279205,2.085,NaN,0,-0.12821,2.550648,178.46956,8.575,0,0,1,0,0,1,10485.8235264475,7.43661726523423,198,0,0,0,0
DTXSID8029105,NaN,0,[0:0.68],1,0.477,0.695,1646-88-4,82385-42-0,3337-71-1,72-14-0,25057-89-0,YRRKLBAKDXSTNC-UHFFFAOYSA-N,CVHZOJJKTDOEJC-UHFFFAOYSA-N,VGPYEHKOIGNJKV-UHFFFAOYSA-N,JNMRHUJNCSQMMB-UHFFFAOYSA-N,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,DTXSID6023862,DTXSID7021992,DTXSID8023890,DTXSID8026068,DTXSID0023901,0,0,1.8,0,0,0,0,0,0,0,6.01005204608141,6.01005204608141,0.552897770219199,1,10.7220665870596,5.0272052154195,0.359,2,0,1.16691021068142,4.46590811865458,0,145.204854886895,0.347,2.61918191383972,0,0.20455,7.29705375120255,59.601354733698,0.918,0,0,0,0,0,0,6531.22250093945,5.97888576490112,18,0,0,0,0
DTXSID4036485,NaN,7.07,[3:20.55],0,0.177,0.454,343565-99-1,849217-68-1,150408-73-4,CHEMBL454616,918504-65-1,NDKKKHLTWRIFOZ-UHFFFAOYSA-N,ONIQOQHATWINJY-UHFFFAOYSA-N,WKJDXKWFGJWGAS-UHFFFAOYSA-N,DQFMRMLWLAESEZ-UHFFFAOYSA-N,GPXBXXGIAQBQNI-UHFFFAOYSA-N,?,DTXSID10233968,DTXSID8048785,?,DTXSID50238710,38.02,6.76,3.24,3,6.61,3.21,9.12,5.53,5.2,3.19,5.47985754574885,5.42443918616644,1.85017093348778,3,12.3903703902591,2.61833014254546,-0.027,5,0,1.18249988979793,5.64544689764324,0,145.148411547801,3.261,3.62148903275451,6.35911730748683,0.1875,13.5618023431399,186.658568460245,2.638,0.482991290414606,0,2,2,0,1,19253.9653863688,7.22475340576797,136,0,0,0,1
DTXSID0044496,NaN,216.84,[9.47:578.32],1,0.449,0.254,104-67-6,105-87-3,111-11-5,828-00-2,111-82-0,PHXATPHONSXBIL-UHFFFAOYSA-N,HIGQPQRQIQDZMP-UHFFFAOYSA-N,JGHZJRVDZXSNKQ-UHFFFAOYSA-N,PHMNXPYGVPEQSJ-UHFFFAOYSA-N,UQDUPQYQJKYHQI-UHFFFAOYSA-N,DTXSID4034287,DTXSID0020654,DTXSID2026864,DTXSID6020480,DTXSID5026889,9.47,823,817,863,445.2,451.33,117.96,79.34,98.31,65.22,0,0,0,0,8.29019665013064,5.19394557823129,0.003,1,0,1.11161170519232,4.39444915467244,0.5,145.24616829624,0.584,2.84499783809135,0,-0.4375,6.56276549517947,78.6914203334699,3.102,0,0,0,0,0,0,11459.2537995368,5.76519110278484,18,0,0,0,0
DTXSID4022109,NaN,139.26,[9.47:521.43],1,0.505,0.238,104-67-6,105-87-3,111-11-5,111-82-0,828-00-2,PHXATPHONSXBIL-UHFFFAOYSA-N,HIGQPQRQIQDZMP-UHFFFAOYSA-N,JGHZJRVDZXSNKQ-UHFFFAOYSA-N,UQDUPQYQJKYHQI-UHFFFAOYSA-N,PHMNXPYGVPEQSJ-UHFFFAOYSA-N,DTXSID4034287,DTXSID0020654,DTXSID2026864,DTXSID5026889,DTXSID6020480,9.47,823,817,445.2,863,451.33,117.96,79.34,65.22,98.31,0,0,0,0,7.96666670636783,5.10258715986395,0.003,1,0,0.831065609436853,4.39444915467244,0.5,145.24616829624,0.584,2.73429889790873,0,-0.4375,6.56276549517947,74.5631803334699,3.313,0,0,0,0,0,0,10782.4193700166,5.7268477475872,14,0,0,0,0
DTXSID9072078,NaN,3.77,[2.09:8.73],0,0.135,0.514,62893-19-0,186392-65-4,CHEMBL1917450,193272-70-7,724424-43-5|724424-44-6|,GCFBRXLSHGKWDP-UHFFFAOYSA-N,GVDRRZOORHCTAN-UHFFFAOYSA-N,CNMKJYVZCCEGHW-UHFFFAOYSA-N,QUAJHCSLZMRTTM-UHFFFAOYSA-N,FUCKCIVGBCBZNP-UHFFFAOYSA-N,DTXSID2022759,DTXSID4047252,?,?,DTXSID20222742| DTXSID201101879,3,2.09,3,15.49,3,12.29,3,4.44,14.9,10.69,5.58321490907189,5.05373936594978,2.20279504907448,7,13.3221838698146,0.300556484160208,0.793,6,0,1.08160163896128,6.00881318544259,0,147.122196322978,4.278,4.00038735398471,5.10860473176379,0.15556,21.552814480757,252.717911575396,2.05,0,0.0951995345753712,0,0,0,0,25066.9094518517,7.60140233458373,178,0,0,0,7
DTXSID8032671,NaN,1.58,[1.58:3.07],1,0.998,0.839,57837-19-1,26225-79-6,149979-41-9,34256-82-1,51218-45-2,ZQEIXNIJLIKNTD-UHFFFAOYSA-N,IRCMYGHHKLLGHV-UHFFFAOYSA-N,LHTJZXMWYGUVJS-UHFFFAOYSA-N,VTNQPKFIQCLBDU-UHFFFAOYSA-N,WVQBLGZPHOPPFO-UHFFFAOYSA-N,DTXSID6024175,DTXSID8034580,DTXSID7034252,DTXSID8023848,DTXSID4022448,1.58,17.64,3.35,84.71,35.37,13.99,7.68,11.01,36.15,43.49,0,0,0,1,11.228342634375,1.44444444444444,0.003,2,0,1.01070387499917,5.00394630594546,1.09204834508363,146.862106540022,1.073,2.97898186923036,0,-0.1375,9.09596191435561,115.100064198245,1.581,0,0,0,0,0,0,16216.0742649594,6.50876913697168,48,0,0,0,0
DTXSID70892454,NaN,14.4,[3:30.82],1,0.266,0.505,496-72-0,95-83-0,2835-95-2,3600-87-1,121-79-9,DGRGLKZMKWPMOH-UHFFFAOYSA-N,BXIXXXYDDJVHDL-UHFFFAOYSA-N,DBFYESDCPWWCHN-UHFFFAOYSA-N,VFRCNXKYZVQYLX-UHFFFAOYSA-N,ZTHYODDOHIVTJV-UHFFFAOYSA-N,DTXSID9024930,DTXSID5020283,DTXSID9024489,?,DTXSID5021201,8.27,31.6,16,3,49.7,17.22,15.56,22.58,7,138.13,0,0,1.7995135345805,2,8.39708866392665,5.11037037037037,0.753,0,0,0.64315478782122,4.44265125649032,0.333333333333333,155.104740110277,1.204,2.75416655006787,0,0.02083,4.96532971042734,55.2022844339431,-0.406,0,0,0,0,0,0,7257.74749403379,5.87211778947542,21,0,0,0,0
DTXSID90990941,NaN,24.28,[2.65:119.33],1,0.219,0.356,94-28-0,117-81-7,103-23-1,577-11-7,77-90-7,FRQDZJMEHSJOPU-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,SAOKZLXYCUGLFA-UHFFFAOYSA-N,HNSDLXPSAYFUHK-UHFFFAOYSA-N,QZCLKYGREBVARF-UHFFFAOYSA-N,DTXSID3026564,DTXSID5020607,DTXSID0020606,DTXSID8022959,DTXSID2026446,22.62,2.65,13.56,49.8,261,31.81,18.99,12.49,26.78,57.06,0,0,0.387621469416549,0,10.56422089089,5.33269419898499,0.348,3,0,1.1766400377757,5.36129216570943,2.91295063024394,146.310664216655,1.448,3.46498195140769,0,-0.42424,17.2750996164051,212.969132641733,7.385,0,0,0,0,0,0,36924.5315586136,6.71780469502369,45,0,0,0,0
DTXSID2049719,NaN,8.08,[3:60.12],0,0.05,0.312,26787-78-0,2392-39-4,62893-19-0,989-51-5,941285-15-0,LSQZJLSUYDQPKJ-UHFFFAOYSA-N,VQODGRNSFPNSQE-UHFFFAOYSA-N,GCFBRXLSHGKWDP-UHFFFAOYSA-N,WMBWREPUVVBILR-UHFFFAOYSA-N,RUPITXMWITYPOC-UHFFFAOYSA-N,DTXSID3037044,DTXSID3047429,DTXSID2022759,DTXSID1029889,?,3,9.63,3,135,3,2.98,5.65,12.29,27.13,9.24,5.58461768292106,4.33192332761178,4.86604791284253,3,8.98013962185235,0.813516941870484,4.933,5,3,1.34870955724695,5.54126354515843,0,153.679706481292,12.779,4.38278871172053,5.67446794155185,-0.4375,41.4921578444117,185.971319198792,-9.656,0,0,0,0,0,0,27973.1645339625,7.02553831463852,46,0,0,0,0
DTXSID6028995,NaN,56.55,[13.56:361.92],1,0.335,0.399,94-28-0,109-43-3,103-23-1,141-04-8,84-75-3,FRQDZJMEHSJOPU-UHFFFAOYSA-N,PYGXAGIECVVIOZ-UHFFFAOYSA-N,SAOKZLXYCUGLFA-UHFFFAOYSA-N,RDOFJDLLWVCMRU-UHFFFAOYSA-N,KCXZNSGUUQJJTR-UHFFFAOYSA-N,DTXSID3026564,DTXSID1041847,DTXSID0020606,DTXSID9036690,DTXSID6025068,22.62,134,13.56,865,27.7,31.81,64.5,12.49,107.51,57.67,0,0,0,0,7.34163433924861,5.09349599483003,0.003,2,0,1.23313373908814,5.15329159449778,1.52011994902447,147.142523462311,1.426,3.38150769266034,0,-0.48276,14.8075764712406,160.45165469494,4.76,0,0,0,0,0,0,24999.479993549,6.3919171133926,26,0,0,0,0
