MoleculeID,LogKM_exp,LogKM_pred,KM_predRange,AD_KM,AD_index_KM,Conf_index_KM,KM_CAS_neighbor_1,KM_CAS_neighbor_2,KM_CAS_neighbor_3,KM_CAS_neighbor_4,KM_CAS_neighbor_5,KM_InChiKey_neighbor_1,KM_InChiKey_neighbor_2,KM_InChiKey_neighbor_3,KM_InChiKey_neighbor_4,KM_InChiKey_neighbor_5,KM_DTXSID_neighbor_1,KM_DTXSID_neighbor_2,KM_DTXSID_neighbor_3,KM_DTXSID_neighbor_4,KM_DTXSID_neighbor_5,LogKM_Exp_neighbor_1,LogKM_Exp_neighbor_2,LogKM_Exp_neighbor_3,LogKM_Exp_neighbor_4,LogKM_Exp_neighbor_5,LogKM_pred_neighbor_1,LogKM_pred_neighbor_2,LogKM_pred_neighbor_3,LogKM_pred_neighbor_4,LogKM_pred_neighbor_5,MAXDP,nCl,nHBDon,nHBa,SpMax_Dt,SaasC,ATS5e,VAdjMat,nF9HeteroRing,GATS8c,GATS1v,SpMax_Dzv
DTXSID5020281,-0.48,-0.48,[-0.53:-0.43],1,1,0.9,100-00-5,88-73-3,104-88-1,89-61-2,611-06-3,CZGCEKJOLUNIFY-UHFFFAOYSA-N,BFCFYVKQTRLZHA-UHFFFAOYSA-N,AVPYQKSLYISFPO-UHFFFAOYSA-N,RZKKOBGFCAHLCZ-UHFFFAOYSA-N,QUIMTLZDMCNYGY-UHFFFAOYSA-N,DTXSID5020281,DTXSID0020280,DTXSID2021860,DTXSID7052602,DTXSID3024998,-0.48,-0.58,0.01,0.56,0.83,-0.13,-0.08,-0.69,0.5,0.4,3.13113504661124,1,0,2,41.385547609247,1.36679012345679,82.488518,4.32192809488736,0,0,0.72313760198917,22.9748215416711
DTXSID8020961,-0.51,-0.51,[-0.55:-0.47],1,1,0.939,100-01-6,99-09-2,88-74-4,554-84-7,5428-54-6,TYMLOMAKGOJONV-UHFFFAOYSA-N,XJCVRTZCHMZPBD-UHFFFAOYSA-N,DPJCXCZTLWNFOH-UHFFFAOYSA-N,RTZZCYNQPHTPPL-UHFFFAOYSA-N,UMFDLIXUUJMPSI-UHFFFAOYSA-N,DTXSID8020961,DTXSID6025725,DTXSID1025726,DTXSID2025765,DTXSID4063874,-0.51,-0.77,-0.46,-0.49,-1.24,-0.69,-0.57,-0.7,-0.68,-0.66,3.07696523053666,0,1,2,41.385547609247,0.597037037037038,122.700124,4.32192809488736,0,0,0.784051311699989,23.7737760314785
DTXSID0021834,NaN,-0.6,[-0.81:-0.46],1,0.876,0.835,554-84-7,99-09-2,100-01-6,88-74-4,5428-54-6,RTZZCYNQPHTPPL-UHFFFAOYSA-N,XJCVRTZCHMZPBD-UHFFFAOYSA-N,TYMLOMAKGOJONV-UHFFFAOYSA-N,DPJCXCZTLWNFOH-UHFFFAOYSA-N,UMFDLIXUUJMPSI-UHFFFAOYSA-N,DTXSID2025765,DTXSID6025725,DTXSID8020961,DTXSID1025726,DTXSID4063874,-0.49,-0.77,-0.51,-0.46,-1.24,-0.68,-0.57,-0.69,-0.7,-0.66,3.03614890400605,0,1,2,41.385547609247,0.0170370370370378,103.614804,4.32192809488736,0,0,0.788169942966406,23.9354592316025
DTXSID3032622,NaN,-0.54,[-0.67:-0.41],1,0.478,0.731,95-48-7,98-10-2,95-57-8,108-43-0,106-48-9,QWVGKYWNOKOFNN-UHFFFAOYSA-N,KHBQMWCZKVMBLN-UHFFFAOYSA-N,ISPYQTSUDJAMAB-UHFFFAOYSA-N,HORNXRXVQWOLPJ-UHFFFAOYSA-N,WXNZTHHGJRFXKQ-UHFFFAOYSA-N,DTXSID8021808,DTXSID1059159,DTXSID5021544,DTXSID4024800,DTXSID1021871,-0.52,-0.71,-0.38,-0.68,-0.41,-0.78,-0.68,-0.63,-0.48,-0.63,3.14097222222222,0,1,3,22.4726680930074,0,48.568896,3.8073549220576,0,0,0.969326071351051,12.654607263084
DTXSID2044347,NaN,-0.55,[-0.95:-0.01],1,0.413,0.559,100-17-4,298-04-4,105-06-6,2497-06-5,86-30-6,BNUHAJGCKIQFGE-UHFFFAOYSA-N,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,WEERVPDNCOGWJF-UHFFFAOYSA-N,BKVJOVPVLOJPKJ-UHFFFAOYSA-N,UBUCNCOMADRQHX-UHFFFAOYSA-N,DTXSID9059208,DTXSID0022018,DTXSID2033863,DTXSID8041901,DTXSID6021030,-0.95,0.03,0.5,-0.67,-0.91,-0.48,0.02,0.18,-0.44,-0.43,3.8041832010582,0,0,2,47.6419660036705,1.48685185185185,262.031744,4.4594316186373,0,1.51785417876434,1.04415483167213,27.1435410796403
DTXSID9059204,NaN,-0.5,[-0.95:0.06],1,0.353,0.536,100-17-4,298-04-4,105-06-6,2497-06-5,86-30-6,BNUHAJGCKIQFGE-UHFFFAOYSA-N,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,WEERVPDNCOGWJF-UHFFFAOYSA-N,BKVJOVPVLOJPKJ-UHFFFAOYSA-N,UBUCNCOMADRQHX-UHFFFAOYSA-N,DTXSID9059208,DTXSID0022018,DTXSID2033863,DTXSID8041901,DTXSID6021030,-0.95,0.03,0.5,-0.67,-0.91,-0.48,0.02,0.18,-0.44,-0.43,3.87688553301979,1,0,3,47.6419660036705,1.57772976680384,184.796138,4.4594316186373,0,1.66866535179316,0.868576008877522,26.9787682565905
DTXSID4059205,NaN,-0.85,[-1.08:-0.62],1,0.436,0.668,62-44-2,98-54-4,101-53-1,156-43-4,92-69-3,CPJSUEIXXCENMM-UHFFFAOYSA-N,QHPQWRBYOIRBIT-UHFFFAOYSA-N,HJSPWKGEPDZNLK-UHFFFAOYSA-N,IMPPGHMHELILKG-UHFFFAOYSA-N,YXVFYQXJAXKLAK-UHFFFAOYSA-N,DTXSID1021116,DTXSID1020221,DTXSID9047962,DTXSID0025864,DTXSID7021152,-0.55,-0.87,-0.86,-1.24,-0.81,-0.8,-0.77,-0.72,-0.62,-0.85,3.35973875661376,0,1,3,47.6419660036704,0.931296296296297,213.8878,4.4594316186373,0,2.12543026741667,0.938306451540527,27.9541371556423
DTXSID80889259,NaN,-1.18,[-1.34:-0.93],1,0.497,0.672,144-19-4,88-98-2,122-34-9,1912-24-9,1490-04-6,JCTXKRPTIMZBJT-UHFFFAOYSA-N,ILUAAIDVFMVTAU-UHFFFAOYSA-N,ODCWYMIRDDJXKW-UHFFFAOYSA-N,MXWJVTOOROXGIU-UHFFFAOYSA-N,NOOLISFMXDJSKH-UHFFFAOYSA-N,DTXSID8027113,DTXSID80861676,DTXSID4021268,DTXSID9020112,DTXSID8029650,-1.34,-0.57,-0.94,-1.05,-1.19,-1.01,-1.05,-0.91,-0.86,-0.54,3.3237962962963,0,2,2,28.5433741710951,0,469.401644,4.32192809488736,0,0.160188343979423,1.49815244823928,29.7880462802423
DTXSID7030698,NaN,-0.63,[-1.13:-0.13],0,0.022,0.375,16958-92-2,91-96-3,5124-25-4,119-47-1,83-79-4,LZJUZSYHFSVIGJ-UHFFFAOYSA-N,CRRLDLPBQWRVGN-UHFFFAOYSA-N,BBFRYSKTTHYWQZ-UHFFFAOYSA-N,KGRVJHAUYBGFFP-UHFFFAOYSA-N,JUVIOZPCNVVQFO-UHFFFAOYSA-N,DTXSID9027786,DTXSID5059034,DTXSID8052148,DTXSID4020870,DTXSID6021248,-0.43,-1.5,-0.66,0.03,-0.59,0.83,-0.49,-0.73,-0.24,0.6,5.21679918520496,0,18,30,1737.44527278572,0,3996.740232,7.04439411935845,0,0.984234115081489,1.09847514392721,681.934436385765
DTXSID2026652,0.6,0.6,[0.58:0.62],1,1,0.952,100-18-5,105-06-6,22907-72-8,5707-44-8,105-05-5,SPPWGCYEYAMHDT-UHFFFAOYSA-N,WEERVPDNCOGWJF-UHFFFAOYSA-N,GMUJGUXGVJZHSK-UHFFFAOYSA-N,SRQOBNUBCLPPPH-UHFFFAOYSA-N,DSNHSQKRULAAEI-UHFFFAOYSA-N,DTXSID2026652,DTXSID2033863,DTXSID70177450,DTXSID7073355,DTXSID4026711,0.6,0.5,0.97,0.06,-0.01,0.45,0.18,0.69,0.7,0.44,0.236111111111111,0,0,0,53.1612944778831,2.86,481.255988,4.58496250072116,0,2.08055662180555,1.20833333333333,29.8665692341904
DTXSID6026080,NaN,-0.45,[-0.84:-0.03],0,0.249,0.535,92-69-3,99-71-8,80-05-7,62-44-2,101-14-4,YXVFYQXJAXKLAK-UHFFFAOYSA-N,ZUTYZAFDFLLILI-UHFFFAOYSA-N,IISBACLAFKSPIT-UHFFFAOYSA-N,CPJSUEIXXCENMM-UHFFFAOYSA-N,IBOFVQJTBBUKMU-UHFFFAOYSA-N,DTXSID7021152,DTXSID7022332,DTXSID7020182,DTXSID1021116,DTXSID5020865,-0.81,-0.84,0.27,-0.55,-0.15,-0.85,-0.32,-0.43,-0.8,-0.29,3.33465372260015,0,2,4,53.1612944778831,0.166666666666667,192.226708,4.58496250072116,0,3.72434177834688,0.736398352621192,30.1947565263804
DTXSID0021836,NaN,-0.9,[-1.31:-0.49],1,0.611,0.621,610-39-9,121-14-2,555-03-3,91-23-6,99-08-1,INYDMNPNDHRJQJ-UHFFFAOYSA-N,RMBFBMJGBANMMK-UHFFFAOYSA-N,WGYFINWERLNPHR-UHFFFAOYSA-N,CFBYEGUGFPZCNF-UHFFFAOYSA-N,QZYHIOPPLUPUJF-UHFFFAOYSA-N,DTXSID8027240,DTXSID0020529,DTXSID3060295,DTXSID3020962,DTXSID5021831,-1.4,-0.22,-1.04,-1.04,-0.79,-0.48,-1.24,-0.87,-0.89,-0.89,3.11778155706727,0,0,2,53.1612944778831,-0.304444444444444,139.543444,4.58496250072116,0,0,0.824381562057677,36.2163688952451
DTXSID80883636,NaN,0.34,[-0.05:0.73],1,0.413,0.587,2980-71-4,872-05-9,821-95-4,6975-98-0,111-84-2,YLZQHQUVNZVGOK-UHFFFAOYSA-N,AFFLGGQVNFXPEV-UHFFFAOYSA-N,DCTOHCCUXLBQMS-UHFFFAOYSA-N,CNPVJWYWYZMPDS-UHFFFAOYSA-N,BKIMMITUMNQMOS-UHFFFAOYSA-N,DTXSID40183942,DTXSID8027329,DTXSID5061168,DTXSID2058677,DTXSID9025796,-0.06,0.65,0.09,0.1,0.97,0.52,0.19,0.35,0.52,0.38,1.62611111111111,0,0,3,34.3428717531863,0,355.72502,4.32192809488736,0,0.974460644386662,1.65358288928722,43.4711984029442
DTXSID30893604,NaN,0.88,[-0.2:1.96],0,0.163,0.225,1544-19-0,67614-33-9,117-81-7,16958-92-2,67375-30-8,NILNWNGNABYYHH-UHFFFAOYSA-N,NYPJDWWKZLNGGM-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,LZJUZSYHFSVIGJ-UHFFFAOYSA-N,KAATUXNTWXVJKI-UHFFFAOYSA-N,DTXSID20165620,DTXSID3020621,DTXSID5020607,DTXSID9027786,DTXSID7041201,2.79,0.69,0.44,-0.43,0.7,0.21,0.44,0.27,0.83,0.13,6.1095654101325,0,0,10,432.008855383176,-0.319741957698089,1187.607606,6.20945336562895,0,0.815536886896566,0.936408359981192,302.580525172827
DTXSID90143117,NaN,-0.84,[-0.97:-0.71],1,0.539,0.76,98-95-3,99-99-0,99-08-1,623-26-7,626-17-5,LQNUZADURLCDLV-UHFFFAOYSA-N,ZPTVNYMJQHSSEA-UHFFFAOYSA-N,QZYHIOPPLUPUJF-UHFFFAOYSA-N,BHXFKXOIODIUJO-UHFFFAOYSA-N,LAQPNDIUHRHNCV-UHFFFAOYSA-N,DTXSID3020964,DTXSID5023792,DTXSID5021831,DTXSID1060768,DTXSID7027259,-0.93,-1.01,-0.79,-0.81,-0.62,-0.73,-0.78,-0.89,-0.71,-0.8,2.22356481481481,0,0,1,28.0720032868291,0.94212962962963,53.270784,4,0,0,0.947067212364368,13.0448475880747
DTXSID7057606,NaN,-1.03,[-1.3:-0.76],1,0.349,0.615,96-29-7,1490-04-6,103-69-5,75-65-0,611-21-2,WHIVNJATOVLWBW-UHFFFAOYSA-N,NOOLISFMXDJSKH-UHFFFAOYSA-N,OJGMBLNIHDZDGS-UHFFFAOYSA-N,DKGAVHZHDRPRBM-UHFFFAOYSA-N,GUAWMXYQZKVRCW-UHFFFAOYSA-N,DTXSID1021821,DTXSID8029650,DTXSID1025271,DTXSID8020204,DTXSID4060600,-1.33,-1.19,-0.65,-1.13,-0.74,-0.85,-0.54,-0.85,-1.02,-0.82,1.33888888888889,0,1,2,18.778768452634,0,408.000328,4,0,0,1.64870509228559,22.4419003346922
DTXSID5021837,NaN,-1.2,[-1.32:-1.08],1,0.357,0.653,96-29-7,1490-04-6,75-65-0,120-71-8,527-60-6,WHIVNJATOVLWBW-UHFFFAOYSA-N,NOOLISFMXDJSKH-UHFFFAOYSA-N,DKGAVHZHDRPRBM-UHFFFAOYSA-N,WXWCDTXEKCVRRO-UHFFFAOYSA-N,BPRYUXCVCCNUFE-UHFFFAOYSA-N,DTXSID1021821,DTXSID8029650,DTXSID8020204,DTXSID1020350,DTXSID7022049,-1.33,-1.19,-1.13,-1,-1.3,-0.85,-0.54,-1.02,-0.85,-0.91,2.45722222222222,0,1,2,18.778768452634,0,401.060664,4,0,0,1.64512515827446,22.5918142314488
DTXSID10143255,NaN,-0.84,[-1.45:-0.23],0,0.072,0.396,91-96-3,5124-25-4,119-47-1,97-23-4,603-11-2,CRRLDLPBQWRVGN-UHFFFAOYSA-N,BBFRYSKTTHYWQZ-UHFFFAOYSA-N,KGRVJHAUYBGFFP-UHFFFAOYSA-N,MDNWOSOZYLHTCG-UHFFFAOYSA-N,KFIRODWJCYBBHY-UHFFFAOYSA-N,DTXSID5059034,DTXSID8052148,DTXSID4020870,DTXSID6021824,DTXSID9060528,-1.5,-0.66,0.03,-0.51,-1.57,-0.49,-0.73,-0.24,-0.43,-0.79,3.90610717435122,0,8,11,112.304350541063,0,1047.934448,5.52356195605701,0,0.96908197921307,1.13141279497571,126.598534650735
DTXSID3021437,-0.41,-0.41,[-0.44:-0.38],1,1,0.95,100-40-3,16219-75-3,764-13-6,98-83-9,121-69-7,BBDKZWKEPDTENS-UHFFFAOYSA-N,OJOWICOBYCXEKR-UHFFFAOYSA-N,DZPCYXCBXGQBRN-UHFFFAOYSA-N,XYLMUPLGERFSHI-UHFFFAOYSA-N,JLTDJTHDQAWBAV-UHFFFAOYSA-N,DTXSID3021437,DTXSID1025306,DTXSID3022116,DTXSID9025661,DTXSID2020507,-0.41,-0.56,0.49,-0.71,-0.96,-0.27,-0.35,-0.12,-0.15,-0.1,0.750462962962963,0,0,0,31.311335179565,0,192.531556,4,0,0,1.1875,14.5911450518587
DTXSID3020596,NaN,-0.47,[-0.91:-0.03],1,0.634,0.643,16219-75-3,98-83-9,100-40-3,121-69-7,108-67-8,OJOWICOBYCXEKR-UHFFFAOYSA-N,XYLMUPLGERFSHI-UHFFFAOYSA-N,BBDKZWKEPDTENS-UHFFFAOYSA-N,JLTDJTHDQAWBAV-UHFFFAOYSA-N,AUHZEENZYGFFBQ-UHFFFAOYSA-N,DTXSID1025306,DTXSID9025661,DTXSID3021437,DTXSID2020507,DTXSID6026797,-0.56,-0.71,-0.41,-0.96,0.4,-0.35,-0.15,-0.27,-0.1,-0.05,0.162037037037037,0,0,0,31.3113351795649,1.40972222222222,166.456036,4,0,0,1.0625,12.7681348384764
DTXSID20143261,NaN,-0.75,[-0.96:-0.54],1,0.358,0.661,88-98-2,97-23-4,1912-24-9,122-34-9,479-27-6,ILUAAIDVFMVTAU-UHFFFAOYSA-N,MDNWOSOZYLHTCG-UHFFFAOYSA-N,MXWJVTOOROXGIU-UHFFFAOYSA-N,ODCWYMIRDDJXKW-UHFFFAOYSA-N,YFOOEYJGMMJJLS-UHFFFAOYSA-N,DTXSID80861676,DTXSID6021824,DTXSID9020112,DTXSID4021268,DTXSID6044432,-0.57,-0.51,-1.05,-0.94,-0.73,-1.05,-0.43,-0.86,-0.91,-0.8,3.640184712774,0,2,3,72.1708272694529,1.31884117535903,382.340116,4.8073549220576,0,0.897917660741603,1.022824769389,48.1038659673988
DTXSID2021284,NaN,-0.47,[-0.83:0.04],1,0.6,0.635,98-83-9,16219-75-3,108-57-6,106-43-4,95-49-8,XYLMUPLGERFSHI-UHFFFAOYSA-N,OJOWICOBYCXEKR-UHFFFAOYSA-N,PRJNEUBECVAVAG-UHFFFAOYSA-N,NPDACUSDTOMAMK-UHFFFAOYSA-N,IBSQPLPBRSHTTG-UHFFFAOYSA-N,DTXSID9025661,DTXSID1025306,DTXSID30110020,DTXSID8024814,DTXSID8023977,-0.71,-0.56,0.59,-0.83,-0.72,-0.15,-0.35,0.26,-0.51,-0.59,0.630925925925926,0,0,0,31.311335179565,1.17361111111111,118.229284,4,0,0,0.9375,11.6715852080454
DTXSID9029302,NaN,-0.55,[-0.98:-0.12],1,0.348,0.574,140-66-9,98-54-4,1490-04-6,104-40-5,3766-81-2,ISAVYTVYFVQUDY-UHFFFAOYSA-N,QHPQWRBYOIRBIT-UHFFFAOYSA-N,NOOLISFMXDJSKH-UHFFFAOYSA-N,IGFHQQFPSIBGKE-UHFFFAOYSA-N,DIRFUJHNVNOBMY-UHFFFAOYSA-N,DTXSID9022360,DTXSID1020221,DTXSID8029650,DTXSID5033836,DTXSID4058077,-0.04,-0.87,-1.19,-0.23,-0.52,-0.42,-0.77,-0.54,-0.43,-0.74,2.95646636432351,0,1,1,36.0678955484994,0,558.565484,4.4594316186373,0,1.23898906812809,1.54620907838069,36.8361320319683
DTXSID0051499,NaN,-0.41,[-0.83:0.08],1,0.598,0.638,98-83-9,16219-75-3,108-57-6,100-40-3,106-43-4,XYLMUPLGERFSHI-UHFFFAOYSA-N,OJOWICOBYCXEKR-UHFFFAOYSA-N,PRJNEUBECVAVAG-UHFFFAOYSA-N,BBDKZWKEPDTENS-UHFFFAOYSA-N,NPDACUSDTOMAMK-UHFFFAOYSA-N,DTXSID9025661,DTXSID1025306,DTXSID30110020,DTXSID3021437,DTXSID8024814,-0.71,-0.56,0.59,-0.41,-0.83,-0.15,-0.35,0.26,-0.27,-0.51,0.845555555555556,0,0,0,31.3113351795649,1.11111111111111,113.503076,4,0,0,0.955527458095195,12.316282495175
DTXSID0020153,NaN,-0.88,[-1.03:-0.73],1,0.689,0.767,106-43-4,95-49-8,108-90-7,109-09-1,108-86-1,NPDACUSDTOMAMK-UHFFFAOYSA-N,IBSQPLPBRSHTTG-UHFFFAOYSA-N,MVPPADPHJFYWMZ-UHFFFAOYSA-N,OKDGRDCXVWSXDC-UHFFFAOYSA-N,QARVLSVVCXYDNA-UHFFFAOYSA-N,DTXSID8024814,DTXSID8023977,DTXSID4020298,DTXSID8024810,DTXSID5024637,-0.83,-0.72,-1.02,-0.85,-1.19,-0.51,-0.59,-0.94,-1,-0.3,0.179783950617284,1,0,1,31.3113351795649,1.48242455418381,89.22043,4,0,0,0.847256393574759,12.6007093339152
DTXSID5021839,NaN,-0.86,[-0.98:-0.74],1,0.621,0.802,100-61-8,62-53-3,95-78-3,103-69-5,95-64-7,AFBPFSWMIHJQDM-UHFFFAOYSA-N,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,VOWZNBNDMFLQGM-UHFFFAOYSA-N,OJGMBLNIHDZDGS-UHFFFAOYSA-N,DOLQYFPDPKPQSS-UHFFFAOYSA-N,DTXSID9021841,DTXSID8020090,DTXSID3026306,DTXSID1025271,DTXSID3026308,-0.88,-0.78,-0.99,-0.65,-0.99,-0.77,-0.67,-0.91,-0.85,-0.91,1.34981481481482,0,1,1,31.311335179565,1.1875,142.336484,4,0,0,0.944444744525019,13.4164021546809
DTXSID7021491,NaN,-0.77,[-0.89:-0.65],1,0.58,0.784,626-17-5,91-15-6,623-26-7,98-95-3,109-09-1,LAQPNDIUHRHNCV-UHFFFAOYSA-N,XQZYPMVTSDWCCE-UHFFFAOYSA-N,BHXFKXOIODIUJO-UHFFFAOYSA-N,LQNUZADURLCDLV-UHFFFAOYSA-N,OKDGRDCXVWSXDC-UHFFFAOYSA-N,DTXSID7027259,DTXSID8029604,DTXSID1060768,DTXSID3020964,DTXSID8024810,-0.62,-0.67,-0.81,-0.93,-0.85,-0.8,-0.77,-0.71,-0.73,-1,2.28759259259259,0,0,0,31.311335179565,0.715277777777778,45.88298,4,0,0,0.806816311919358,11.4824726387622
DTXSID9041528,NaN,-0.77,[-0.89:-0.65],1,0.576,0.782,626-17-5,623-26-7,91-15-6,98-95-3,109-09-1,LAQPNDIUHRHNCV-UHFFFAOYSA-N,BHXFKXOIODIUJO-UHFFFAOYSA-N,XQZYPMVTSDWCCE-UHFFFAOYSA-N,LQNUZADURLCDLV-UHFFFAOYSA-N,OKDGRDCXVWSXDC-UHFFFAOYSA-N,DTXSID7027259,DTXSID1060768,DTXSID8029604,DTXSID3020964,DTXSID8024810,-0.62,-0.81,-0.67,-0.93,-0.85,-0.8,-0.71,-0.77,-0.73,-1,2.25981481481481,0,0,0,31.311335179565,0.652777777777778,40.19626,4,0,0,0.824378219613954,11.9436845974345
DTXSID1026661,NaN,-0.9,[-1.16:-0.64],1,0.514,0.687,99-08-1,99-99-0,88-72-2,98-95-3,78-59-1,QZYHIOPPLUPUJF-UHFFFAOYSA-N,ZPTVNYMJQHSSEA-UHFFFAOYSA-N,PLAZTCDQAHEYBI-UHFFFAOYSA-N,LQNUZADURLCDLV-UHFFFAOYSA-N,HJOVHMDZYOCNQW-UHFFFAOYSA-N,DTXSID5021831,DTXSID5023792,DTXSID4025791,DTXSID3020964,DTXSID8020759,-0.79,-1.01,-0.48,-0.93,-1.29,-0.89,-0.78,-0.88,-0.73,-0.86,3.12601851851852,0,0,1,31.311335179565,0,119.867292,4,0,0,1.15409466513758,14.9262122855225
DTXSID5020152,NaN,-0.76,[-1.02:-0.52],1,0.632,0.729,95-48-7,62-53-3,95-78-3,1570-64-5,59-50-7,QWVGKYWNOKOFNN-UHFFFAOYSA-N,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,VOWZNBNDMFLQGM-UHFFFAOYSA-N,RHPUJHQBPORFGV-UHFFFAOYSA-N,CFKMVGJGLGKFKI-UHFFFAOYSA-N,DTXSID8021808,DTXSID8020090,DTXSID3026306,DTXSID5022510,DTXSID4021717,-0.52,-0.78,-0.99,-0.83,-1.28,-0.78,-0.67,-0.91,-0.91,-0.67,2.53759259259259,0,1,1,31.311335179565,0.965277777777778,118.312092,4,0,0,0.939889462960151,13.5795115849012
DTXSID8039241,NaN,-0.69,[-1.01:-0.34],1,0.605,0.681,98-95-3,99-99-0,99-08-1,88-72-2,104-88-1,LQNUZADURLCDLV-UHFFFAOYSA-N,ZPTVNYMJQHSSEA-UHFFFAOYSA-N,QZYHIOPPLUPUJF-UHFFFAOYSA-N,PLAZTCDQAHEYBI-UHFFFAOYSA-N,AVPYQKSLYISFPO-UHFFFAOYSA-N,DTXSID3020964,DTXSID5023792,DTXSID5021831,DTXSID4025791,DTXSID2021860,-0.93,-1.01,-0.79,-0.48,0.01,-0.73,-0.78,-0.89,-0.88,-0.69,3.00648148148148,0,0,1,31.311335179565,0.729166666666667,70.08534,4,0,0,0.882978367761383,12.0144391719447
DTXSID6026664,NaN,-0.47,[-0.83:0.03],1,0.592,0.636,98-83-9,106-43-4,16219-75-3,95-49-8,108-57-6,XYLMUPLGERFSHI-UHFFFAOYSA-N,NPDACUSDTOMAMK-UHFFFAOYSA-N,OJOWICOBYCXEKR-UHFFFAOYSA-N,IBSQPLPBRSHTTG-UHFFFAOYSA-N,PRJNEUBECVAVAG-UHFFFAOYSA-N,DTXSID9025661,DTXSID8024814,DTXSID1025306,DTXSID8023977,DTXSID30110020,-0.71,-0.83,-0.56,-0.72,0.59,-0.15,-0.51,-0.35,-0.59,0.26,0.185956790123457,0,0,0,31.3113351795649,1.49339849108368,112.784882,4,0,0,0.938393143753084,12.4520390250655
DTXSID1026665,NaN,-0.77,[-0.89:-0.65],1,0.574,0.781,626-17-5,623-26-7,91-15-6,98-95-3,109-09-1,LAQPNDIUHRHNCV-UHFFFAOYSA-N,BHXFKXOIODIUJO-UHFFFAOYSA-N,XQZYPMVTSDWCCE-UHFFFAOYSA-N,LQNUZADURLCDLV-UHFFFAOYSA-N,OKDGRDCXVWSXDC-UHFFFAOYSA-N,DTXSID7027259,DTXSID1060768,DTXSID8029604,DTXSID3020964,DTXSID8024810,-0.62,-0.81,-0.67,-0.93,-0.85,-0.8,-0.71,-0.77,-0.73,-1,2.24759259259259,0,0,0,31.311335179565,0.604166666666667,30.885668,4,0,0,0.824378219613954,12.2897891270907
DTXSID9021841,-0.88,-0.88,[-0.88:-0.87],1,1,0.964,100-61-8,103-69-5,696-44-6,611-21-2,62-53-3,AFBPFSWMIHJQDM-UHFFFAOYSA-N,OJGMBLNIHDZDGS-UHFFFAOYSA-N,FBGJJTQNZVNEQU-UHFFFAOYSA-N,GUAWMXYQZKVRCW-UHFFFAOYSA-N,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,DTXSID9021841,DTXSID1025271,DTXSID2061014,DTXSID4060600,DTXSID8020090,-0.88,-0.65,-0.79,-0.74,-0.78,-0.77,-0.85,-0.79,-0.82,-0.67,0.526944444444444,0,1,1,31.3113351795649,1.15972222222222,147.062692,4,0,0,1.0228004182492,14.5129562272535
DTXSID4021842,NaN,-0.89,[-1.18:-0.6],1,0.483,0.675,95-48-7,96-29-7,103-69-5,95-78-3,95-64-7,QWVGKYWNOKOFNN-UHFFFAOYSA-N,WHIVNJATOVLWBW-UHFFFAOYSA-N,OJGMBLNIHDZDGS-UHFFFAOYSA-N,VOWZNBNDMFLQGM-UHFFFAOYSA-N,DOLQYFPDPKPQSS-UHFFFAOYSA-N,DTXSID8021808,DTXSID1021821,DTXSID1025271,DTXSID3026306,DTXSID3026308,-0.52,-1.33,-0.65,-0.99,-0.99,-0.78,-0.85,-0.85,-0.91,-0.91,2.27898148148148,0,1,1,31.311335179565,0,159.333084,4,0,0,1.23234375928842,17.0848122830236
DTXSID0034857,NaN,-0.03,[-0.78:0.7],1,0.411,0.459,61949-76-6,67375-30-8,52918-63-5,69806-40-2,85-68-7,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,KAATUXNTWXVJKI-UHFFFAOYSA-N,OWZREIFADZCYQD-UHFFFAOYSA-N,MFSWTRQUCLNFOM-UHFFFAOYSA-N,IRIAEXORFWYRCZ-UHFFFAOYSA-N,DTXSID0038338,DTXSID7041201,DTXSID8020381,DTXSID6024123,DTXSID3020205,0.37,0.7,0.51,-1.08,-1.03,0.15,0.13,0.24,0.16,-0.4,4.59907140637587,1,0,5,257.11268835314,2.88667630066431,637.372308,5.70043971814109,0,0.539883498739168,0.92368758761177,159.949152675966
DTXSID4041608,NaN,-0.44,[-0.94:0.06],1,0.551,0.6,98-83-9,100-40-3,16219-75-3,121-69-7,108-57-6,XYLMUPLGERFSHI-UHFFFAOYSA-N,BBDKZWKEPDTENS-UHFFFAOYSA-N,OJOWICOBYCXEKR-UHFFFAOYSA-N,JLTDJTHDQAWBAV-UHFFFAOYSA-N,PRJNEUBECVAVAG-UHFFFAOYSA-N,DTXSID9025661,DTXSID3021437,DTXSID1025306,DTXSID2020507,DTXSID30110020,-0.71,-0.41,-0.56,-0.96,0.59,-0.15,-0.27,-0.35,-0.1,0.26,1.41416666666667,0,0,1,31.3113351795649,0.909722222222223,127.700452,4,0,0,1.03762403550421,14.9527860863098
