MoleculeID,LogKM_exp,LogKM_pred,KM_predRange,AD_KM,AD_index_KM,Conf_index_KM,KM_CAS_neighbor_1,KM_CAS_neighbor_2,KM_CAS_neighbor_3,KM_CAS_neighbor_4,KM_CAS_neighbor_5,KM_InChiKey_neighbor_1,KM_InChiKey_neighbor_2,KM_InChiKey_neighbor_3,KM_InChiKey_neighbor_4,KM_InChiKey_neighbor_5,KM_DTXSID_neighbor_1,KM_DTXSID_neighbor_2,KM_DTXSID_neighbor_3,KM_DTXSID_neighbor_4,KM_DTXSID_neighbor_5,LogKM_Exp_neighbor_1,LogKM_Exp_neighbor_2,LogKM_Exp_neighbor_3,LogKM_Exp_neighbor_4,LogKM_Exp_neighbor_5,LogKM_pred_neighbor_1,LogKM_pred_neighbor_2,LogKM_pred_neighbor_3,LogKM_pred_neighbor_4,LogKM_pred_neighbor_5,MAXDP,nCl,nHBDon,nHBa,SpMax_Dt,SaasC,ATS5e,VAdjMat,nF9HeteroRing,GATS8c,GATS1v,SpMax_Dzv
DTXSID6052081,NaN,-0.31,[-1.08:0.46],0,0.26,0.417,119-47-1,91-96-3,5124-25-4,125116-23-6,107534-96-3,KGRVJHAUYBGFFP-UHFFFAOYSA-N,CRRLDLPBQWRVGN-UHFFFAOYSA-N,BBFRYSKTTHYWQZ-UHFFFAOYSA-N,XWPZUHJBOLQNMN-UHFFFAOYSA-N,PXMNMQRDXWABCY-UHFFFAOYSA-N,DTXSID4020870,DTXSID5059034,DTXSID8052148,DTXSID4034497,DTXSID9032113,0.03,-1.5,-0.66,0.23,0.77,-0.24,-0.49,-0.73,0.4,0.2,5.12339756563783,0,2,2,291.093093190885,7.50195794959143,1372.771568,5.85798099512757,0,1.12910060670192,1.06463691808032,139.022126750823
DTXSID7025843,NaN,-0.73,[-1.28:-0.18],0,0.101,0.447,1912-24-9,122-34-9,88-98-2,80-05-7,144-19-4,MXWJVTOOROXGIU-UHFFFAOYSA-N,ODCWYMIRDDJXKW-UHFFFAOYSA-N,ILUAAIDVFMVTAU-UHFFFAOYSA-N,IISBACLAFKSPIT-UHFFFAOYSA-N,JCTXKRPTIMZBJT-UHFFFAOYSA-N,DTXSID9020112,DTXSID4021268,DTXSID80861676,DTXSID7020182,DTXSID8027113,-1.05,-0.94,-0.57,0.27,-1.34,-0.86,-0.91,-1.05,-0.43,-1.01,1.35227538558385,0,6,6,88.5383682753179,0,672.327436000001,5,0,0.937075819468597,1.50113639940665,107.091300747808
DTXSID90861920,NaN,-0.84,[-1.3:-0.38],0,0.267,0.548,78-40-0,115-96-8,2255-17-6,920-66-1,2212-67-1,DQWPFSLDHJDLRL-UHFFFAOYSA-N,HQUQLFOMPYWACS-UHFFFAOYSA-N,MJNAIAPNXYJWCT-UHFFFAOYSA-N,BYEAHWXPCBROCE-UHFFFAOYSA-N,DEDOPGXGGQYYMW-UHFFFAOYSA-N,DTXSID8026228,DTXSID5021411,DTXSID00177084,DTXSID1022134,DTXSID6024206,-1.09,-0.66,0.01,-1.32,-1.08,-1.06,-0.31,-0.45,-0.94,-1.19,3.20356481481481,0,0,9,39.8443293449579,0,153.6,4.70043971814109,0,0,1.72171607924758,50.1732078898187
DTXSID1027556,NaN,-1.02,[-1.3:-0.74],1,0.436,0.657,96-29-7,75-65-0,95-48-7,62-53-3,100-61-8,WHIVNJATOVLWBW-UHFFFAOYSA-N,DKGAVHZHDRPRBM-UHFFFAOYSA-N,QWVGKYWNOKOFNN-UHFFFAOYSA-N,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,AFBPFSWMIHJQDM-UHFFFAOYSA-N,DTXSID1021821,DTXSID8020204,DTXSID8021808,DTXSID8020090,DTXSID9021841,-1.33,-1.13,-0.52,-0.78,-0.88,-0.85,-1.02,-0.78,-0.67,-0.77,2.36805555555556,0,1,2,7.45929427091343,0,20.155392,3.32192809488736,0,0,1.33620305335478,7.47460476432304
DTXSID5024760,NaN,-0.21,[-0.73:0.23],1,0.375,0.516,298-04-4,55-38-9,137-26-8,2189-60-8,2636-26-2,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,PNVJTZOFSHSLTO-UHFFFAOYSA-N,KUAZQDVKQLNFPE-UHFFFAOYSA-N,CDKDZKXSXLNROY-UHFFFAOYSA-N,SCKHCCSZFPSHGR-UHFFFAOYSA-N,DTXSID0022018,DTXSID8020620,DTXSID5021332,DTXSID2062240,DTXSID0041806,0.03,-0.36,-1.18,0.22,0.23,0.02,0.12,-0.14,0.57,-0.6,0.568909045099521,1,0,4,97.5667876018629,0,377.589954,4.8073549220576,0,0.727012565236986,1.19949921342002,48.3462786145603
DTXSID1027558,NaN,-0.63,[-0.95:-0.29],1,0.314,0.601,100-17-4,62-44-2,101-53-1,298-04-4,2497-06-5,BNUHAJGCKIQFGE-UHFFFAOYSA-N,CPJSUEIXXCENMM-UHFFFAOYSA-N,HJSPWKGEPDZNLK-UHFFFAOYSA-N,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,BKVJOVPVLOJPKJ-UHFFFAOYSA-N,DTXSID9059208,DTXSID1021116,DTXSID9047962,DTXSID0022018,DTXSID8041901,-0.95,-0.55,-0.86,0.03,-0.67,-0.48,-0.8,-0.72,0.02,-0.44,4.2624574829932,0,0,3,58.5347819070853,1.11211356764928,215.885454,4.70043971814109,0,2.22174505913145,0.955484584548029,30.3614246808978
DTXSID5041859,NaN,0.12,[-0.29:0.53],1,0.361,0.566,26952-20-5,156052-68-5,510-15-6,66332-96-5,60168-88-9,RPDJBUSVCYFTRU-UHFFFAOYSA-N,SOUGWDPPRBKJEX-UHFFFAOYSA-N,RAPBNVDSDCTNRC-UHFFFAOYSA-N,PTCGDEVVHUXTMP-UHFFFAOYSA-N,NHOWDZOIZKMVAI-UHFFFAOYSA-N,DTXSID3039406,DTXSID9032581,DTXSID9020299,DTXSID8024109,DTXSID2032390,0.45,0.16,-0.08,-0.61,0.57,-0.06,0.43,0.55,-0.34,0.05,3.73491013437017,2,1,6,152.283372933785,4.79042808366992,439.073054,5.39231742277876,0,0.903159881859551,0.797426380775739,103.643514619074
DTXSID4063290,NaN,0.27,[-0.42:0.96],1,0.432,0.504,18854-01-8,14816-18-3,333-41-5,500-28-7,2497-06-5,SDMSCIWHRZJSRN-UHFFFAOYSA-N,ATROHALUCMTWTB-UHFFFAOYSA-N,FHIVAFMUCKRCQO-UHFFFAOYSA-N,NZNRRXXETLSZRO-UHFFFAOYSA-N,BKVJOVPVLOJPKJ-UHFFFAOYSA-N,DTXSID0042080,DTXSID8034324,DTXSID9020407,DTXSID9041784,DTXSID8041901,1.05,0.84,0.07,-0.47,-0.67,0.38,0.19,0.36,0,-0.44,2.93051440329218,0,0,5,118.036055847921,0,329.555964,5.24792751344359,0,1.12690745479465,1.12148882195314,87.5847801944811
DTXSID90961393,NaN,-0.62,[-1.14:-0.1],1,0.436,0.542,26087-47-8,2255-17-6,3761-42-0,2597-03-7,15972-60-8,FCOAHACKGGIURQ-UHFFFAOYSA-N,MJNAIAPNXYJWCT-UHFFFAOYSA-N,ZDHYERRNXRANLI-UHFFFAOYSA-N,XAMUDJHXFNRLCY-UHFFFAOYSA-N,XCSGPAVHZFQHGE-UHFFFAOYSA-N,DTXSID7058040,DTXSID00177084,DTXSID6041975,DTXSID6042280,DTXSID1022265,-1.2,0.01,-0.03,-0.75,-1.1,-0.45,-0.45,-0.47,-0.22,-0.39,4.92351851851852,0,0,4,161.058791487353,0,638.637292,5.08746284125034,0,0.141040036800331,1.16389424506757,59.5368570694107
DTXSID50961435,NaN,-0.64,[-1.14:-0.14],0,0.052,0.394,91-96-3,16958-92-2,119-47-1,5124-25-4,81406-37-3,CRRLDLPBQWRVGN-UHFFFAOYSA-N,LZJUZSYHFSVIGJ-UHFFFAOYSA-N,KGRVJHAUYBGFFP-UHFFFAOYSA-N,BBFRYSKTTHYWQZ-UHFFFAOYSA-N,OLZQTUCTGLHFTQ-UHFFFAOYSA-N,DTXSID5059034,DTXSID9027786,DTXSID4020870,DTXSID8052148,DTXSID5034303,-1.5,-0.43,0.03,-0.66,-0.61,-0.49,0.83,-0.24,-0.73,0.05,5.50016317043798,0,8,13,707.273478723612,0,3263.314464,6.49185309632967,0,1.02972443675405,1.11512287463178,368.264376370944
DTXSID3041249,NaN,-0.11,[-1.5:1.34],0,0.03,0.1,16958-92-2,91-96-3,5124-25-4,83-79-4,1544-19-0,LZJUZSYHFSVIGJ-UHFFFAOYSA-N,CRRLDLPBQWRVGN-UHFFFAOYSA-N,BBFRYSKTTHYWQZ-UHFFFAOYSA-N,JUVIOZPCNVVQFO-UHFFFAOYSA-N,NILNWNGNABYYHH-UHFFFAOYSA-N,DTXSID9027786,DTXSID5059034,DTXSID8052148,DTXSID6021248,DTXSID20165620,-0.43,-1.5,-0.66,-0.59,2.79,0.83,-0.49,-0.73,0.6,0.21,5.98088209922926,0,10,24,1320.48206601785,-6.31836015645497,2783.083934,7.24792751344359,0,1.13809395107458,0.94342464502618,875.514796739923
DTXSID3032464,NaN,-0.31,[-0.94:0.32],1,0.511,0.545,17109-49-8,28249-77-6,2597-03-7,3761-41-9,3761-42-0,AWZOLILCOUMRDG-UHFFFAOYSA-N,QHTQREMOGMZHJV-UHFFFAOYSA-N,XAMUDJHXFNRLCY-UHFFFAOYSA-N,DLAPIMGBBDILHJ-UHFFFAOYSA-N,ZDHYERRNXRANLI-UHFFFAOYSA-N,DTXSID7041910,DTXSID6024337,DTXSID6042280,DTXSID9058076,DTXSID6041975,-1.04,0.66,-0.75,-0.38,-0.03,-0.6,-0.09,-0.22,-0.01,-0.47,5.78508560703088,1,0,5,98.3519260668708,3.63002138098038,469.656099,5.16992500144231,0,0.198629115520474,0.923968397560058,70.065295943061
DTXSID7052864,NaN,-0.92,[-1.1:-0.74],1,0.476,0.705,98-10-2,88-19-7,2042-14-0,5428-54-6,60-51-5,KHBQMWCZKVMBLN-UHFFFAOYSA-N,YCMLQMDWSXFTIF-UHFFFAOYSA-N,BQEXDUKMTVYBRK-UHFFFAOYSA-N,UMFDLIXUUJMPSI-UHFFFAOYSA-N,MCWXGJITAZMZEV-UHFFFAOYSA-N,DTXSID1059159,DTXSID7021362,DTXSID90879085,DTXSID4063874,DTXSID7020479,-0.71,-0.89,-0.8,-1.24,-1.01,-0.68,-0.83,-0.91,-0.66,-0.91,3.98425411522634,0,1,3,22.4661801272084,0,176.46,4.16992500144231,0,0,1.14782775159834,23.5041932522989
DTXSID40194179,NaN,-0.49,[-1.11:0.13],0,0.053,0.389,91-96-3,5124-25-4,119-47-1,97-23-4,80-05-7,CRRLDLPBQWRVGN-UHFFFAOYSA-N,BBFRYSKTTHYWQZ-UHFFFAOYSA-N,KGRVJHAUYBGFFP-UHFFFAOYSA-N,MDNWOSOZYLHTCG-UHFFFAOYSA-N,IISBACLAFKSPIT-UHFFFAOYSA-N,DTXSID5059034,DTXSID8052148,DTXSID4020870,DTXSID6021824,DTXSID7020182,-1.5,-0.66,0.03,-0.51,0.27,-0.49,-0.73,-0.24,-0.43,-0.43,4.5376383377425,0,10,15,286.455834405783,0,1689.51142,6.04439411935845,0,0.968056255816571,1.13397311602642,231.013579072582
DTXSID9068295,NaN,0.49,[0:0.98],1,0.311,0.508,101-61-1,33460-02-5,204256-07-5,41122-70-7,71608-00-9,JNRLEMMIVRBKJE-UHFFFAOYSA-N,ONQUBGYEUGJCEM-UHFFFAOYSA-N,FHYUZVPVYYWKMR-UHFFFAOYSA-N,VADSDVGLFDVIMG-UHFFFAOYSA-N,URBDBPHPDMMRDF-UHFFFAOYSA-N,DTXSID5020869,DTXSID50399895,DTXSID80698161,DTXSID4025404,DTXSID80559900,-0.04,0.45,0.06,0.85,1.26,0.44,0.32,0.48,0.39,0.14,0.205876795162509,0,0,1,189.224262773179,3.67243201009615,966.589520000001,5.64385618977472,0,1.85402619060486,1.00354749044999,104.238843802299
DTXSID1044938,NaN,-0.68,[-1.27:-0.09],1,0.402,0.538,2255-17-6,78-40-0,2212-67-1,314-40-9,122-14-5,MJNAIAPNXYJWCT-UHFFFAOYSA-N,DQWPFSLDHJDLRL-UHFFFAOYSA-N,DEDOPGXGGQYYMW-UHFFFAOYSA-N,OSOBMCTWSONQHC-UHFFFAOYSA-N,ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,DTXSID00177084,DTXSID8026228,DTXSID6024206,DTXSID4022020,DTXSID4032613,0.01,-1.09,-1.08,-1.33,0.03,-0.45,-1.06,-1.19,-0.51,-0.11,3.78805539808516,0,0,6,50.4329762640864,0,485.181504,4.90689059560852,0,0,1.3819116706699,47.5734149456182
DTXSID3029364,NaN,-0.44,[-0.77:-0.11],1,0.379,0.598,135-88-6,104-40-5,90-41-5,3766-81-2,140-66-9,KEQFTVQCIQJIQW-UHFFFAOYSA-N,IGFHQQFPSIBGKE-UHFFFAOYSA-N,TWBPWBPGNQWFSJ-UHFFFAOYSA-N,DIRFUJHNVNOBMY-UHFFFAOYSA-N,ISAVYTVYFVQUDY-UHFFFAOYSA-N,DTXSID4021131,DTXSID5033836,DTXSID3030189,DTXSID4058077,DTXSID9022360,-0.41,-0.23,-1.06,-0.52,-0.04,-0.21,-0.43,-0.21,-0.74,-0.42,1.67243811413454,0,1,2,104.129286089168,4.25192738515159,466.6397,5,0,0.99093263436004,0.96295351690354,55.8261736898594
DTXSID0027561,NaN,-0.57,[-1.31:0.17],1,0.449,0.497,2212-67-1,298-00-0,2255-17-6,314-40-9,78-40-0,DEDOPGXGGQYYMW-UHFFFAOYSA-N,RLBIQVVOMOPOHC-UHFFFAOYSA-N,MJNAIAPNXYJWCT-UHFFFAOYSA-N,OSOBMCTWSONQHC-UHFFFAOYSA-N,DQWPFSLDHJDLRL-UHFFFAOYSA-N,DTXSID6024206,DTXSID1020855,DTXSID00177084,DTXSID4022020,DTXSID8026228,-1.08,0.55,0.01,-1.33,-1.09,-1.19,-0.1,-0.45,-0.51,-1.06,3.68522329302091,0,0,5,52.2008824913011,0,333.943068,4.70043971814109,0,0.0878720084613232,1.25442530468898,53.8422671285355
DTXSID00194296,NaN,-0.73,[-1.18:-0.28],1,0.392,0.559,100-17-4,86-30-6,606-28-0,298-04-4,3761-41-9,BNUHAJGCKIQFGE-UHFFFAOYSA-N,UBUCNCOMADRQHX-UHFFFAOYSA-N,NQSMEZJWJJVYOI-UHFFFAOYSA-N,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,DLAPIMGBBDILHJ-UHFFFAOYSA-N,DTXSID9059208,DTXSID6021030,DTXSID2060549,DTXSID0022018,DTXSID9058076,-0.95,-0.91,-1.3,0.03,-0.38,-0.48,-0.43,-0.51,0.02,-0.01,4.18460364701436,0,0,2,94.2319356749105,3.26800925925926,361.596928,4.70043971814109,0,1.16827048333319,0.996505833563476,34.3262563171249
DTXSID5020863,NaN,-0.4,[-1.02:0.22],0,0.175,0.439,80-05-7,97-23-4,101-14-4,91-94-1,603-11-2,IISBACLAFKSPIT-UHFFFAOYSA-N,MDNWOSOZYLHTCG-UHFFFAOYSA-N,IBOFVQJTBBUKMU-UHFFFAOYSA-N,HUWXDEQWWKGHRV-UHFFFAOYSA-N,KFIRODWJCYBBHY-UHFFFAOYSA-N,DTXSID7020182,DTXSID6021824,DTXSID5020865,DTXSID6020432,DTXSID9060528,0.27,-0.51,-0.15,-0.13,-1.57,-0.43,-0.43,-0.29,-0.57,-0.79,3.74038281053162,0,4,5,73.2529743613658,0.027026171579744,403.9473,4.90689059560852,0,1.8691612918747,0.892177039509533,47.522479535011
DTXSID7047568,NaN,-0.98,[-1.23:-0.73],1,0.503,0.686,63-25-2,119-56-2,2631-40-5,96-96-8,3766-81-2,CVXBEEMKQHEXEN-UHFFFAOYSA-N,AJYOOHCNOXWTKJ-UHFFFAOYSA-N,QBSJMKIUCUGGNG-UHFFFAOYSA-N,QFMJFXFXQAFGBO-UHFFFAOYSA-N,DIRFUJHNVNOBMY-UHFFFAOYSA-N,DTXSID9020247,DTXSID50870472,DTXSID6042072,DTXSID3044750,DTXSID4058077,-1.18,-0.89,-1.25,-0.87,-0.52,-0.84,-1.17,-0.78,-0.85,-0.74,4.72546674225246,0,1,3,93.3404342229845,0.716851851851852,335.900292,4.90689059560852,0,0.323860424565417,0.858430180051111,46.1120459366473
DTXSID3047182,NaN,0.25,[-0.12:0.62],1,0.311,0.552,117-81-7,78-42-2,67614-33-9,1241-94-7,52918-63-5,BJQHLKABXJIVAM-UHFFFAOYSA-N,GTVWRXDRKAHEAD-UHFFFAOYSA-N,NYPJDWWKZLNGGM-UHFFFAOYSA-N,CGSLYBDCEGBZCG-UHFFFAOYSA-N,OWZREIFADZCYQD-UHFFFAOYSA-N,DTXSID5020607,DTXSID0021414,DTXSID3020621,DTXSID1025300,DTXSID8020381,0.44,-0.29,0.69,-0.15,0.51,0.27,0.8,0.44,-0.31,0.24,4.72149271981918,0,0,4,186.711788066134,0,1105.625832,5.64385618977472,0,1.43911478502542,1.45790021199484,204.529484677921
DTXSID00961682,NaN,-0.47,[-0.88:-0.06],1,0.466,0.605,2497-06-5,3761-41-9,298-04-4,950-37-8,3761-42-0,BKVJOVPVLOJPKJ-UHFFFAOYSA-N,DLAPIMGBBDILHJ-UHFFFAOYSA-N,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,MEBQXILRKZHVCX-UHFFFAOYSA-N,ZDHYERRNXRANLI-UHFFFAOYSA-N,DTXSID8041901,DTXSID9058076,DTXSID0022018,DTXSID5020819,DTXSID6041975,-0.67,-0.38,0.03,-1.15,-0.03,-0.44,-0.01,0.02,-0.34,-0.47,4.37525187389771,0,0,4,86.2937934807485,0.395653817082389,376.969344,5,0,1.21841000249409,1.12443054968882,62.2463039682192
DTXSID6041688,NaN,-0.11,[-0.61:0.41],1,0.425,0.554,25311-71-1,36335-67-8,66332-96-5,107534-96-3,26952-20-5,HOQADATXFBOEGG-UHFFFAOYSA-N,OEYOMNZEMCPTKN-UHFFFAOYSA-N,PTCGDEVVHUXTMP-UHFFFAOYSA-N,PXMNMQRDXWABCY-UHFFFAOYSA-N,RPDJBUSVCYFTRU-UHFFFAOYSA-N,DTXSID8032417,DTXSID5058068,DTXSID8024109,DTXSID9032113,DTXSID3039406,-0.51,-0.2,-0.61,0.77,0.45,0.07,0.1,-0.34,0.2,-0.06,5.07725355883094,0,1,5,129.454268178574,2.11055545057529,731.268848,5.39231742277876,0,0.924553717406765,1.3203106898926,95.4543504577682
DTXSID7028011,NaN,-0.25,[-0.95:0.45],0,0.1,0.34,16958-92-2,78-42-2,117-81-7,91-96-3,67614-33-9,LZJUZSYHFSVIGJ-UHFFFAOYSA-N,GTVWRXDRKAHEAD-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,CRRLDLPBQWRVGN-UHFFFAOYSA-N,NYPJDWWKZLNGGM-UHFFFAOYSA-N,DTXSID9027786,DTXSID0021414,DTXSID5020607,DTXSID5059034,DTXSID3020621,-0.43,-0.29,0.44,-1.5,0.69,0.83,0.8,0.27,-0.49,0.44,5.45319097423776,0,2,7,557.496146340693,6.37518995485478,2350.838816,6.49185309632967,0,0.569519732291863,1.19070405933878,457.291515234559
DTXSID1032646,NaN,0.46,[-0.92:1.84],0,0.174,0.138,120068-36-2,120068-37-3,1544-19-0,81406-37-3,69806-40-2,LGHZJDKSVUTELU-UHFFFAOYSA-N,ZOCSXAVNDGMNBV-UHFFFAOYSA-N,NILNWNGNABYYHH-UHFFFAOYSA-N,OLZQTUCTGLHFTQ-UHFFFAOYSA-N,MFSWTRQUCLNFOM-UHFFFAOYSA-N,DTXSID6074750,DTXSID4034609,DTXSID20165620,DTXSID5034303,DTXSID6024123,1.05,-0.21,2.79,-0.61,-1.08,-0.25,0.56,0.21,0.05,0.16,5.39284875755858,0,1,20,151.829986931466,0,926.737794000001,5.95419631038688,0,0.885329228029375,1.2516102520407,168.656027877349
DTXSID4063325,NaN,-0.67,[-1.22:-0.12],1,0.323,0.512,97-23-4,603-11-2,91-94-1,330-55-2,510-15-6,MDNWOSOZYLHTCG-UHFFFAOYSA-N,KFIRODWJCYBBHY-UHFFFAOYSA-N,HUWXDEQWWKGHRV-UHFFFAOYSA-N,XKJMBINCVNINCA-UHFFFAOYSA-N,RAPBNVDSDCTNRC-UHFFFAOYSA-N,DTXSID6021824,DTXSID9060528,DTXSID6020432,DTXSID2024163,DTXSID9020299,-0.51,-1.57,-0.13,-0.97,-0.08,-0.43,-0.79,-0.57,-1.01,0.55,4.05295320240126,2,2,6,128.993444111779,2.7392103637294,332.321802,5.24792751344359,0,0.380033580359163,0.733351534034442,75.23708906476
DTXSID8041290,NaN,0.25,[-0.18:0.68],0,0.227,0.499,117-81-7,78-42-2,67614-33-9,1241-94-7,78-63-7,BJQHLKABXJIVAM-UHFFFAOYSA-N,GTVWRXDRKAHEAD-UHFFFAOYSA-N,NYPJDWWKZLNGGM-UHFFFAOYSA-N,CGSLYBDCEGBZCG-UHFFFAOYSA-N,DMWVYCCGCQPJEA-UHFFFAOYSA-N,DTXSID5020607,DTXSID0021414,DTXSID3020621,DTXSID1025300,DTXSID9025110,0.44,-0.29,0.69,-0.15,0.77,0.27,0.8,0.44,-0.31,0.54,2.11495529860962,0,0,3,209.963710225537,0,1662.411208,5.75488750216347,0,0.658922423863624,1.56553075943777,213.709910180624
DTXSID6074623,NaN,-0.44,[-1.18:0.3],0,0.149,0.367,91-96-3,83-79-4,119-47-1,5124-25-4,67614-33-9,CRRLDLPBQWRVGN-UHFFFAOYSA-N,JUVIOZPCNVVQFO-UHFFFAOYSA-N,KGRVJHAUYBGFFP-UHFFFAOYSA-N,BBFRYSKTTHYWQZ-UHFFFAOYSA-N,NYPJDWWKZLNGGM-UHFFFAOYSA-N,DTXSID5059034,DTXSID6021248,DTXSID4020870,DTXSID8052148,DTXSID3020621,-1.5,-0.59,0.03,-0.66,0.69,-0.49,0.6,-0.24,-0.73,0.44,6.87866409989922,0,2,4,533.620157397356,9.48108691185892,1467.408136,6.16992500144231,0,1.28736257405796,0.885326594388422,193.233352917587
DTXSID60194459,NaN,-0.85,[-1.16:-0.54],1,0.44,0.609,84-74-2,119-12-0,85-68-7,26087-47-8,15972-60-8,DOIRQSBPFJWKBE-UHFFFAOYSA-N,CXJSOEPQXUCJSA-UHFFFAOYSA-N,IRIAEXORFWYRCZ-UHFFFAOYSA-N,FCOAHACKGGIURQ-UHFFFAOYSA-N,XCSGPAVHZFQHGE-UHFFFAOYSA-N,DTXSID2021781,DTXSID2042355,DTXSID3020205,DTXSID7058040,DTXSID1022265,-0.4,-0.7,-1.03,-1.2,-1.1,-0.4,-0.29,-0.4,-0.45,-0.39,5.24666745401865,0,0,3,161.544182441937,0.760283446712018,793.396336000001,5.32192809488736,0,0.571331332106105,1.09355444488608,87.5553388204405
DTXSID7028013,NaN,-1.04,[-1.18:-0.9],1,0.289,0.622,21564-17-0,94-52-0,95-16-9,606-28-0,86-30-6,TUBQDCKAWGHZPF-UHFFFAOYSA-N,XPAZGLFMMUODDK-UHFFFAOYSA-N,IOJUPLGTWVMSFF-UHFFFAOYSA-N,NQSMEZJWJJVYOI-UHFFFAOYSA-N,UBUCNCOMADRQHX-UHFFFAOYSA-N,DTXSID6032647,DTXSID8020965,DTXSID7024586,DTXSID2060549,DTXSID6021030,-1.01,-1.15,-0.86,-1.3,-0.91,-0.68,-0.88,-0.99,-0.51,-0.43,4.46425925925926,0,0,4,103.12189976782,0.120370370370371,232.339412,4.90689059560852,1,0.804853211113464,0.850830710921856,44.9735258393356
DTXSID3068338,NaN,0.16,[-0.43:1.16],0,0.149,0.246,16958-92-2,78-42-2,117-81-7,67614-33-9,1544-19-0,LZJUZSYHFSVIGJ-UHFFFAOYSA-N,GTVWRXDRKAHEAD-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,NYPJDWWKZLNGGM-UHFFFAOYSA-N,NILNWNGNABYYHH-UHFFFAOYSA-N,DTXSID9027786,DTXSID0021414,DTXSID5020607,DTXSID3020621,DTXSID20165620,-0.43,-0.29,0.44,0.69,2.79,0.83,0.8,0.27,0.44,0.21,4.91609860776537,0,0,2,479.756966763679,0,2043.561,6.24792751344359,0,1.14492821282458,1.50024771462658,493.897973027503
DTXSID60885734,NaN,0.35,[-0.43:1.44],0,0.101,0.203,16958-92-2,78-42-2,117-81-7,1544-19-0,67614-33-9,LZJUZSYHFSVIGJ-UHFFFAOYSA-N,GTVWRXDRKAHEAD-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,NILNWNGNABYYHH-UHFFFAOYSA-N,NYPJDWWKZLNGGM-UHFFFAOYSA-N,DTXSID9027786,DTXSID0021414,DTXSID5020607,DTXSID20165620,DTXSID3020621,-0.43,-0.29,0.44,2.79,0.69,0.83,0.8,0.27,0.21,0.44,5.82367235349499,0,1,6,550.166893727709,0,2240.290048,6.4262647547021,0,1.18906299400093,1.40807942749314,542.590158496961
DTXSID8024864,NaN,-0.82,[-1.09:-0.55],1,0.468,0.643,79-46-9,78-79-5,110-00-9,109-69-3,107-05-1,FGLBSLMDCBOPQK-UHFFFAOYSA-N,RRHGJUQNOFWUDK-UHFFFAOYSA-N,YLQBMQCUIZJEEH-UHFFFAOYSA-N,VFWCMGCRMGJXDK-UHFFFAOYSA-N,OSDWBNJEKMUWAV-UHFFFAOYSA-N,DTXSID6020981,DTXSID2020761,DTXSID6020646,DTXSID8020206,DTXSID4039231,-1.2,-0.61,-0.84,-0.45,-0.93,-0.37,-0.28,-1.07,-0.32,-0.78,2.31805555555556,0,0,1,8.28821575190018,0,48.568896,3.32192809488736,0,0,1.26104886646524,6.46901047783505
DTXSID80194613,NaN,0.52,[0.25:0.79],1,0.488,0.67,18516-37-5,16435-49-7,112-41-4,2189-60-8,2437-56-1,SJVKHZYVCVKEGM-UHFFFAOYSA-N,PWRBDKMPAZFCSV-UHFFFAOYSA-N,CRSBERNSMYQZNG-UHFFFAOYSA-N,CDKDZKXSXLNROY-UHFFFAOYSA-N,VQOXUMQBYILCKR-UHFFFAOYSA-N,DTXSID60171725,DTXSID40333945,DTXSID5026914,DTXSID2062240,DTXSID3029235,0.17,0.64,0.83,0.22,0.73,0.59,0.68,0.33,0.57,0.67,1.76120212899975,0,0,1,65.86340081012,1.13471437494751,469.17052,4.70043971814109,0,1.14481798636572,1.30349917357247,50.0064944619726
DTXSID9020087,NaN,0,[-0.64:0.6],1,0.322,0.504,105-06-6,100-18-5,92-69-3,5707-44-8,100-17-4,WEERVPDNCOGWJF-UHFFFAOYSA-N,SPPWGCYEYAMHDT-UHFFFAOYSA-N,YXVFYQXJAXKLAK-UHFFFAOYSA-N,SRQOBNUBCLPPPH-UHFFFAOYSA-N,BNUHAJGCKIQFGE-UHFFFAOYSA-N,DTXSID2033863,DTXSID2026652,DTXSID7021152,DTXSID7073355,DTXSID9059208,0.5,0.6,-0.81,0.06,-0.95,0.18,0.45,-0.85,0.7,-0.48,1.52321641156463,0,0,1,49.208960231515,2.10328987150416,270.287788,4.4594316186373,0,2.88341994135078,1.07452259235489,27.6528232417282
